ID,CMD3region,RA,Dec,k36mag,e36mag,k80mag,e80mag,threesixMINUSeightzero,ERRORthreesixMINUSeightzero
3739,6,296.16801,-14.84227,16.34,0.05,16,0.17,0.34,0.177200451
3746,6,296.18068,-14.86724,16.32,0.05,16.3,0.21,0.02,0.215870331
3778,6,296.23373,-14.93013,16.2,0.05,16.35,0.22,-0.15,0.225610283
3790,6,296.0814,-14.73588,16.75,0.07,15.48,0.1,1.27,0.122065556
3796,6,296.08886,-14.81911,16.17,0.06,16.68,0.18,-0.51,0.18973666
3801,6,296.22966,-14.82247,16.18,0.05,16.84,0.26,-0.66,0.264764046
3813,6,296.30505,-14.9379,16.13,0.03,16.52,0.28,-0.39,0.281602557
3814,6,296.26656,-14.80182,16.14,0.1,16.56,0.24,-0.42,0.26
3815,6,296.32859,-14.84058,16.68,0.1,15.6,0.09,1.08,0.13453624
3817,6,296.19553,-14.85638,16.17,0.05,16.44,0.18,-0.27,0.186815417
3818,6,296.06135,-14.76271,16.53,0.07,16.42,0.2,0.11,0.211896201
3821,6,296.37146,-14.82119,16.16,0.05,16.41,0.15,-0.25,0.158113883
3824,6,296.27592,-14.75651,16.27,0.03,16.81,0.25,-0.54,0.251793566
3835,6,296.10503,-14.74997,16.88,0.06,15.63,0.23,1.25,0.237697286
3837,6,296.3661,-14.70534,16.12,0.08,16.55,0.22,-0.43,0.234093998
3845,6,296.38089,-14.79536,16.54,0.14,15.58,0.06,0.96,0.152315462
3862,6,296.3708,-14.90537,16.32,0.05,16.12,0.15,0.2,0.158113883
3872,6,296.35431,-14.81258,16.37,0.06,15.86,0.12,0.51,0.134164079
3895,6,296.23523,-14.8723,16.4,0.03,15.75,0.1,0.65,0.104403065
3920,6,296.11017,-14.88824,16.43,0.07,16.53,0.19,-0.1,0.202484567
3924,6,296.18129,-14.70194,16.54,0.05,15.66,0.08,0.88,0.094339811
3926,6,296.28763,-14.71618,16.15,0.04,16.57,0.19,-0.42,0.194164878
3930,6,296.2394,-14.861,16.18,0.1,16.52,0.19,-0.34,0.214709106
3935,6,296.33774,-14.72536,16.3,0.05,16.45,0.25,-0.15,0.254950976
3937,6,296.11855,-14.90989,16.38,0.04,15.8,0.13,0.58,0.136014705
3943,6,296.11142,-14.82665,16.51,0.08,15.81,0.14,0.7,0.161245155
3947,6,296.40044,-14.8268,16.16,0.06,16.72,0.17,-0.56,0.180277564
3948,6,296.21194,-14.84984,16.43,0.04,16.32,0.2,0.11,0.203960781
3950,6,296.13292,-14.66518,16.5,0.08,15.6,0.08,0.9,0.113137085
3953,6,296.11782,-14.71482,16.37,0.06,15.92,0.14,0.45,0.152315462
3954,6,296.19368,-14.93408,16.24,0.07,16.3,0.18,-0.06,0.193132079
3960,6,296.42718,-14.8008,16.46,0.07,15.63,0.18,0.83,0.193132079
3962,6,296.42784,-14.8629,16.49,0.06,15.84,0.12,0.65,0.134164079
3981,6,296.14604,-14.77123,16.27,0.08,16.21,0.24,0.06,0.252982213
3985,6,296.18526,-14.77954,16.2,0.06,16.49,0.23,-0.29,0.237697286
3987,6,296.25662,-14.74937,16.34,0.04,16.57,0.24,-0.23,0.243310501
4008,6,296.24466,-14.85735,16.74,0.18,16.02,0.16,0.72,0.240831892
4009,6,296.22649,-14.83741,16.59,0.07,15.59,0.1,1,0.122065556
4021,6,296.16589,-14.76728,16.49,0.04,15.66,0.09,0.83,0.098488578
4023,6,296.09233,-14.77383,16.3,0.07,16.26,0.19,0.04,0.202484567
4027,6,296.12518,-14.70229,16.31,0.03,16.57,0.23,-0.26,0.23194827
4028,6,296.21751,-14.79737,16.32,0.07,16.13,0.28,0.19,0.288617394
4030,6,296.38954,-14.63226,16.53,0.08,15.92,0.15,0.61,0.17
4035,6,296.17548,-14.85691,16.16,0.05,16.56,0.21,-0.4,0.215870331
4042,6,296.38264,-14.77039,16.53,0.04,15.59,0.1,0.94,0.107703296
4054,6,296.31365,-14.65634,16.26,0.07,16.31,0.26,-0.05,0.26925824
4057,6,296.36443,-14.73894,16.56,0.04,15.5,0.1,1.06,0.107703296
4058,6,296.25381,-14.69329,16.41,0.05,16.43,0.16,-0.02,0.167630546
4062,6,296.39803,-14.79171,16.26,0.06,16.18,0.21,0.08,0.218403297
4066,6,296.30369,-14.69681,16.38,0.04,16.2,0.26,0.18,0.263058929
4067,6,296.11438,-14.67026,16.24,0.05,16.45,0.17,-0.21,0.177200451
4072,6,296.18395,-14.78008,16.38,0.06,16.42,0.17,-0.04,0.180277564
4073,6,296.26562,-14.81451,16.37,0.05,16.43,0.26,-0.06,0.264764046
4075,6,296.13306,-14.7543,16.36,0.08,16.52,0.19,-0.16,0.206155281
4078,6,296.41004,-14.78112,16.38,0.06,16.08,0.19,0.3,0.199248588
4079,6,296.25845,-14.82429,16.09,0.04,16.68,0.26,-0.59,0.263058929
4081,6,296.25225,-14.67886,16.26,0.06,16.22,0.16,0.04,0.170880075
4084,6,296.24795,-14.76917,16.24,0.04,16.46,0.19,-0.22,0.194164878
4085,6,296.23858,-14.74319,16.18,0.05,16.37,0.14,-0.19,0.148660687
4088,6,296.16501,-14.77646,16.66,0.05,15.64,0.1,1.02,0.111803399
4089,6,296.19898,-14.85394,16.32,0.06,16.6,0.28,-0.28,0.286356421
4094,6,296.18736,-14.85399,16.37,0.07,16.26,0.27,0.11,0.278926514
4095,6,296.24361,-14.71972,16.14,0.04,16.91,0.28,-0.77,0.282842712
4102,6,296.12206,-14.69504,16.32,0.08,16.17,0.19,0.15,0.206155281
4107,6,296.35919,-14.64981,16.37,0.06,15.99,0.11,0.38,0.125299641
4109,6,296.22677,-14.84281,16.43,0.05,16.52,0.14,-0.09,0.148660687
4110,6,296.39801,-14.67825,16.3,0.07,16.14,0.12,0.16,0.13892444
4112,6,296.15387,-14.70905,16.28,0.04,16.15,0.12,0.13,0.126491106
4116,6,296.10427,-14.74212,16.51,0.11,15.8,0.19,0.71,0.219544984
4117,6,296.19603,-14.68398,16.64,0.06,15.84,0.1,0.8,0.116619038
4120,6,296.25911,-14.90773,16.32,0.04,16.46,0.18,-0.14,0.184390889
4122,6,296.30923,-14.80859,16.48,0.05,15.83,0.13,0.65,0.139283883
4131,6,296.24872,-14.6697,16.25,0.03,16.37,0.23,-0.12,0.23194827
4134,6,296.13653,-14.81052,16.37,0.08,16.07,0.21,0.3,0.224722051
4138,6,296.27955,-14.71407,16.21,0.05,16.62,0.27,-0.41,0.274590604
4146,6,296.35166,-14.63116,16.24,0.08,16.69,0.26,-0.45,0.27202941
4150,6,296.3455,-14.84102,16.26,0.05,16.49,0.26,-0.23,0.264764046
4156,6,296.2809,-14.90965,16.38,0.08,15.82,0.15,0.56,0.17
4159,6,296.39204,-14.78852,16.57,0.05,15.92,0.24,0.65,0.245153013
4166,6,296.20002,-14.83897,16.37,0.04,17.01,0.29,-0.64,0.292745623
4170,6,296.27473,-14.81258,16.36,0.05,16.42,0.29,-0.06,0.294278779
4171,6,296.2103,-14.74718,16.25,0.06,16.25,0.18,0,0.18973666
4180,6,296.29196,-14.78906,16.25,0.05,16.53,0.23,-0.28,0.235372046
4181,6,296.18038,-14.75744,16.67,0.1,15.79,0.26,0.88,0.278567766
4188,6,296.22552,-14.83459,16.25,0.05,16.16,0.1,0.09,0.111803399
4191,6,296.37108,-14.77875,16.51,0.08,15.92,0.25,0.59,0.262488095
4193,6,296.28408,-14.81688,16.29,0.06,16.22,0.19,0.07,0.199248588
4196,6,296.12274,-14.87258,16.23,0.07,16.31,0.22,-0.08,0.230867928
4214,6,296.25677,-14.85503,16.46,0.05,16.31,0.18,0.15,0.186815417
4222,6,296.34592,-14.67921,16.4,0.04,16.28,0.16,0.12,0.164924225
4246,6,296.43468,-14.83238,16.55,0.04,15.67,0.14,0.88,0.145602198
4248,6,296.13068,-14.76754,16.47,0.05,15.84,0.09,0.63,0.102956301
4249,6,296.21254,-14.734,16.57,0.06,15.64,0.1,0.93,0.116619038
4254,6,296.21039,-14.85711,16.29,0.07,16.14,0.15,0.15,0.165529454
4260,6,296.16399,-14.79124,16.28,0.06,16.62,0.22,-0.34,0.228035085
4265,6,296.3152,-14.78977,16.5,0.05,16.04,0.09,0.46,0.102956301
4268,6,296.21711,-14.84484,16.31,0.04,16.41,0.22,-0.1,0.223606798
4270,6,296.36696,-14.79545,16.48,0.07,15.54,0.1,0.94,0.122065556
4274,6,296.3954,-14.86725,16.57,0.04,16.27,0.27,0.3,0.272946881
4281,6,296.30314,-14.85706,16.86,0.14,15.73,0.14,1.13,0.197989899
4282,6,296.39664,-14.63107,16.53,0.08,16.55,0.3,-0.02,0.310483494
4286,6,296.04956,-14.72525,16.53,0.15,16.52,0.19,0.01,0.242074369
4290,6,296.43907,-14.88416,16.86,0.09,15.87,0.25,0.99,0.265706605
4295,6,296.28499,-14.77743,16.44,0.09,16.42,0.13,0.02,0.158113883
4299,6,296.20969,-14.70081,16.35,0.07,16.07,0.14,0.28,0.156524758
4300,6,296.40458,-14.77724,16.41,0.07,15.77,0.19,0.64,0.202484567
4302,6,296.04911,-14.67519,16.42,0.08,16.43,0.27,-0.01,0.281602557
4304,6,296.19283,-14.81293,16.59,0.16,15.65,0.09,0.94,0.183575598
4305,6,296.31685,-14.79042,16.74,0.11,15.62,0.12,1.12,0.162788206
4307,6,296.09225,-14.90868,16.28,0.05,16.16,0.22,0.12,0.225610283
4311,6,296.17983,-14.73003,16.34,0.05,16.28,0.14,0.06,0.148660687
4317,6,296.21955,-14.76769,16.33,0.08,16.4,0.21,-0.07,0.224722051
4320,6,296.08082,-14.93201,16.71,0.09,15.81,0.12,0.9,0.15
4321,6,296.29577,-14.6649,16.27,0.1,16.33,0.24,-0.06,0.26
4323,6,296.20891,-14.73163,16.59,0.17,16.25,0.16,0.34,0.233452351
4324,6,296.33015,-14.77267,16.38,0.06,16.05,0.21,0.33,0.218403297
4333,6,296.23007,-14.8305,16.51,0.07,15.79,0.1,0.72,0.122065556
4338,6,296.26921,-14.8989,16.4,0.05,16.2,0.1,0.2,0.111803399
4339,6,296.25438,-14.85684,16.2,0.05,16.34,0.15,-0.14,0.158113883
4340,6,296.22507,-14.80392,16.53,0.1,16.02,0.21,0.51,0.232594067
4341,6,296.23859,-14.73813,16.44,0.04,15.9,0.15,0.54,0.155241747
4343,6,296.21759,-14.65804,16.98,0.07,15.8,0.13,1.18,0.147648231
4344,6,296.23189,-14.83527,16.45,0.08,16.09,0.15,0.36,0.17
4345,6,296.24245,-14.77645,16.25,0.05,16.92,0.23,-0.67,0.235372046
4349,6,296.12995,-14.86497,16.46,0.06,16.39,0.27,0.07,0.276586334
4351,6,296.36368,-14.71105,16.5,0.04,16.15,0.21,0.35,0.213775583
4355,6,296.09739,-14.81541,16.4,0.07,16.29,0.21,0.11,0.221359436
4359,6,296.39972,-14.63427,16.37,0.08,15.97,0.23,0.4,0.243515913
4365,6,296.33352,-14.7952,16.4,0.04,15.79,0.11,0.61,0.117046999
4366,6,296.11053,-14.81616,16.43,0.09,15.69,0.08,0.74,0.120415946
4369,6,296.24426,-14.8957,16.24,0.04,16.78,0.19,-0.54,0.194164878
4378,6,296.38865,-14.79855,16.59,0.04,15.56,0.09,1.03,0.098488578
4379,6,296.17713,-14.81182,16.11,0.05,16.73,0.27,-0.62,0.274590604
4386,6,296.18256,-14.65177,16.61,0.12,15.73,0.08,0.88,0.144222051
4388,6,296.29249,-14.70585,16.58,0.03,15.94,0.18,0.64,0.182482876
4390,6,296.15959,-14.72417,16.47,0.03,16.12,0.13,0.35,0.133416641
4392,6,296.09771,-14.71572,16.34,0.06,16.3,0.27,0.04,0.276586334
4394,6,296.08585,-14.85475,16.42,0.07,16.71,0.3,-0.29,0.308058436
4395,6,296.20272,-14.84064,16.25,0.05,16.44,0.25,-0.19,0.254950976
4397,6,296.15464,-14.91925,16.3,0.05,16.17,0.15,0.13,0.158113883
4399,6,296.409,-14.7156,16.45,0.06,15.85,0.16,0.6,0.170880075
4405,6,296.13158,-14.72751,16.68,0.05,15.73,0.12,0.95,0.13
4406,6,296.24646,-14.89103,16.24,0.05,16.27,0.15,-0.03,0.158113883
4407,6,296.13104,-14.71567,16.43,0.04,16.18,0.11,0.25,0.117046999
4409,6,296.24302,-14.72393,16.44,0.1,16.03,0.15,0.41,0.180277564
4411,6,296.30086,-14.80436,16.33,0.03,16.52,0.23,-0.19,0.23194827
4414,6,296.33305,-14.8559,16.27,0.04,16.43,0.25,-0.16,0.253179778
4415,6,296.05553,-14.86524,16.69,0.07,15.59,0.12,1.1,0.13892444
4417,6,296.32808,-14.63234,16.54,0.05,16.04,0.2,0.5,0.206155281
4418,6,296.34607,-14.84185,16.37,0.06,16.25,0.15,0.12,0.161554944
4419,6,296.09017,-14.79543,16.36,0.05,16.35,0.24,0.01,0.245153013
4420,6,296.04996,-14.71962,16.43,0.09,16.19,0.15,0.24,0.174928557
4421,6,296.14097,-14.8791,16.5,0.06,15.68,0.08,0.82,0.1
4428,6,296.17351,-14.65841,16.47,0.1,15.64,0.1,0.83,0.141421356
4431,6,296.37472,-14.72575,16.29,0.07,16.57,0.22,-0.28,0.230867928
4437,6,296.18769,-14.70065,16.51,0.06,15.9,0.12,0.61,0.134164079
4438,6,296.29071,-14.70208,16.3,0.05,16.04,0.15,0.26,0.158113883
4439,6,296.06165,-14.87259,16.33,0.07,15.99,0.19,0.34,0.202484567
4440,6,296.10952,-14.91194,16.32,0.07,16.54,0.22,-0.22,0.230867928
4447,6,296.29521,-14.79666,16.55,0.05,16.26,0.17,0.29,0.177200451
4451,6,296.16223,-14.85542,16.47,0.06,15.67,0.19,0.8,0.199248588
4452,6,296.03225,-14.7359,16.78,0.11,16.07,0.21,0.71,0.237065392
4454,6,296.19902,-14.80943,16.42,0.08,15.7,0.13,0.72,0.152643375
4460,6,296.24934,-14.93921,16.53,0.05,16.1,0.22,0.43,0.225610283
4461,6,296.40162,-14.87114,16.33,0.04,15.94,0.21,0.39,0.213775583
4462,6,296.22748,-14.7847,16.4,0.07,16.3,0.17,0.1,0.183847763
4463,6,296.09373,-14.77393,16.47,0.07,16.08,0.27,0.39,0.278926514
4466,6,296.40564,-14.82057,16.5,0.07,15.56,0.17,0.94,0.183847763
4468,6,296.2068,-14.7476,16.54,0.06,15.95,0.09,0.59,0.108166538
4469,6,296.22908,-14.69487,16.32,0.05,16.33,0.21,-0.01,0.215870331
4475,6,296.28238,-14.64948,16.7,0.12,15.81,0.14,0.89,0.184390889
4476,6,296.07543,-14.89555,16.68,0.11,15.43,0.08,1.25,0.136014705
4477,6,296.15453,-14.87392,16.49,0.06,16.29,0.14,0.2,0.152315462
4480,6,296.22189,-14.73733,16.39,0.04,16.15,0.19,0.24,0.194164878
4482,6,296.1124,-14.67655,16.96,0.16,16.52,0.2,0.44,0.256124969
4487,6,296.26228,-14.81885,16.19,0.05,16.92,0.3,-0.73,0.304138127
4490,6,296.26048,-14.9314,16.46,0.06,16.4,0.22,0.06,0.228035085
4491,6,296.1375,-14.84963,16.41,0.06,15.89,0.13,0.52,0.143178211
4492,6,296.26929,-14.88778,16.53,0.05,15.73,0.09,0.8,0.102956301
4497,6,296.19166,-14.78239,16.32,0.06,16.48,0.21,-0.16,0.218403297
4498,6,296.23296,-14.75267,16.33,0.06,16.07,0.15,0.26,0.161554944
4500,6,296.2134,-14.80515,16.44,0.05,16.66,0.14,-0.22,0.148660687
4502,6,296.32997,-14.673,16.45,0.06,15.93,0.16,0.52,0.170880075
4503,6,296.1697,-14.73885,16.48,0.03,16.72,0.22,-0.24,0.222036033
4506,6,296.16319,-14.77681,16.18,0.08,16.43,0.28,-0.25,0.291204396
4507,6,296.22608,-14.86363,16.31,0.06,16.11,0.17,0.2,0.180277564
4508,6,296.16857,-14.73837,16.35,0.04,16.4,0.18,-0.05,0.184390889
4509,6,296.08257,-14.67547,16.48,0.11,15.97,0.19,0.51,0.219544984
4510,6,296.28558,-14.64954,16.59,0.06,16.25,0.13,0.34,0.143178211
4513,6,296.37657,-14.77782,16.38,0.04,16.41,0.23,-0.03,0.233452351
4514,6,296.30943,-14.63694,16.47,0.15,15.94,0.12,0.53,0.192093727
4516,6,296.24315,-14.82452,16.41,0.05,16.6,0.23,-0.19,0.235372046
4518,6,296.26666,-14.7359,16.38,0.04,16.2,0.15,0.18,0.155241747
4520,6,296.29962,-14.67967,16.43,0.07,16.02,0.24,0.41,0.25
4523,6,296.18805,-14.72949,16.65,0.09,16.42,0.24,0.23,0.256320112
4524,6,296.09368,-14.75768,17.04,0.07,16,0.11,1.04,0.130384048
4526,6,296.27387,-14.77382,16.46,0.04,15.93,0.1,0.53,0.107703296
4527,6,296.36309,-14.75763,16.4,0.04,15.91,0.12,0.49,0.126491106
4530,6,296.29126,-14.88882,16.44,0.05,16.09,0.11,0.35,0.12083046
4531,6,296.20637,-14.89324,16.31,0.05,16.11,0.21,0.2,0.215870331
4532,6,296.28385,-14.7417,16.4,0.05,16.9,0.23,-0.5,0.235372046
4535,6,296.17815,-14.90225,16.45,0.04,16.69,0.27,-0.24,0.272946881
4536,6,296.40888,-14.88479,16.52,0.09,15.7,0.15,0.82,0.174928557
4539,6,296.1419,-14.85994,16.59,0.07,16.17,0.18,0.42,0.193132079
4541,6,296.16239,-14.82878,16.73,0.1,16.16,0.21,0.57,0.232594067
4542,6,296.28429,-14.71301,16.31,0.05,16.22,0.18,0.09,0.186815417
4543,6,296.32508,-14.91034,16.48,0.05,15.6,0.11,0.88,0.12083046
4544,6,296.21954,-14.66899,16.4,0.09,15.78,0.11,0.62,0.142126704
4545,6,296.2346,-14.76877,16.31,0.06,16.16,0.19,0.15,0.199248588
4547,6,296.30689,-14.84748,16.47,0.04,16.06,0.16,0.41,0.164924225
4548,6,296.27174,-14.79964,16.53,0.07,15.78,0.18,0.75,0.193132079
4551,6,296.28028,-14.77444,16.37,0.06,16.01,0.15,0.36,0.161554944
4556,6,296.34349,-14.77675,16.64,0.06,15.71,0.13,0.93,0.143178211
4557,6,296.13135,-14.91762,16.46,0.06,16.4,0.26,0.06,0.266833281
4559,6,296.31256,-14.64905,16.55,0.08,15.43,0.05,1.12,0.094339811
4560,6,296.32002,-14.89777,16.53,0.05,15.41,0.16,1.12,0.167630546
4561,6,296.27419,-14.93226,16.37,0.04,16.07,0.2,0.3,0.203960781
4563,6,296.4158,-14.79878,16.53,0.05,15.91,0.24,0.62,0.245153013
4564,6,296.24669,-14.67519,16.46,0.07,15.64,0.12,0.82,0.13892444
4565,6,296.21426,-14.82984,16.19,0.05,16.52,0.24,-0.33,0.245153013
4568,6,296.29041,-14.75833,16.38,0.06,15.8,0.09,0.58,0.108166538
4570,6,296.25585,-14.85942,16.25,0.04,16.56,0.19,-0.31,0.194164878
4571,6,296.31081,-14.64961,16.76,0.14,16.33,0.23,0.43,0.26925824
4573,6,296.32357,-14.84747,16.45,0.06,15.83,0.1,0.62,0.116619038
4576,6,296.36639,-14.84041,16.37,0.05,16.33,0.25,0.04,0.254950976
4577,6,296.13304,-14.82316,16.52,0.06,15.7,0.11,0.82,0.125299641
4579,6,296.19292,-14.80104,16.15,0.05,16.75,0.29,-0.6,0.294278779
4582,6,296.40323,-14.72053,16.56,0.08,15.78,0.18,0.78,0.196977156
4584,6,296.18352,-14.82437,16.25,0.06,16.43,0.22,-0.18,0.228035085
4585,6,296.2959,-14.7827,16.28,0.05,16.57,0.14,-0.29,0.148660687
4590,6,296.2309,-14.88649,16.35,0.07,16.34,0.17,0.01,0.183847763
4591,6,296.21348,-14.81861,16.48,0.08,15.81,0.16,0.67,0.178885438
4592,6,296.43378,-14.84787,16.68,0.1,15.71,0.16,0.97,0.188679623
4595,6,296.10435,-14.89357,16.39,0.07,16.94,0.22,-0.55,0.230867928
4599,6,296.40802,-14.77471,16.3,0.07,16.03,0.13,0.27,0.147648231
4600,6,296.0559,-14.83279,16.53,0.05,15.55,0.17,0.98,0.177200451
4604,6,296.19501,-14.84693,16.18,0.06,16.59,0.26,-0.41,0.266833281
4607,6,296.05768,-14.84884,16.6,0.07,15.66,0.18,0.94,0.193132079
4608,6,296.35593,-14.88728,16.47,0.04,15.68,0.1,0.79,0.107703296
4609,6,296.15035,-14.67626,16.74,0.09,16.24,0.23,0.5,0.246981781
4611,6,296.27525,-14.78601,16.27,0.03,16.15,0.2,0.12,0.202237484
4614,6,296.12179,-14.8173,16.44,0.06,15.64,0.05,0.8,0.078102497
4616,6,296.07255,-14.84035,16.48,0.05,16.17,0.3,0.31,0.304138127
4617,6,296.21027,-14.66665,16.78,0.07,16.24,0.14,0.54,0.156524758
4618,6,296.39594,-14.77721,16.41,0.04,15.98,0.2,0.43,0.203960781
4619,6,296.08013,-14.7,16.34,0.05,15.91,0.12,0.43,0.13
4620,6,296.26485,-14.77587,16.34,0.04,16.12,0.14,0.22,0.145602198
4623,6,296.12675,-14.89676,16.43,0.05,15.97,0.14,0.46,0.148660687
4624,6,296.21656,-14.89174,16.27,0.05,16.34,0.23,-0.07,0.235372046
4625,6,296.23044,-14.7886,16.63,0.06,15.96,0.1,0.67,0.116619038
4629,6,296.25129,-14.76462,16.58,0.04,15.6,0.11,0.98,0.117046999
4631,6,296.40094,-14.80677,16.6,0.06,15.41,0.11,1.19,0.125299641
4632,6,296.22066,-14.78221,16.1,0.05,17.03,0.27,-0.93,0.274590604
4634,6,296.20556,-14.7345,16.43,0.06,15.85,0.11,0.58,0.125299641
4635,6,296.25804,-14.69373,16.51,0.06,15.81,0.09,0.7,0.108166538
4636,6,296.23227,-14.88,16.51,0.05,16.85,0.21,-0.34,0.215870331
4637,6,296.18842,-14.83605,16.4,0.07,15.92,0.16,0.48,0.174642492
4638,6,296.14821,-14.80122,16.55,0.05,15.46,0.1,1.09,0.111803399
4639,6,296.27227,-14.68886,16.43,0.05,16.25,0.16,0.18,0.167630546
4640,6,296.18107,-14.75135,16.41,0.05,16.22,0.13,0.19,0.139283883
4641,6,296.13642,-14.82867,16.46,0.05,16.56,0.25,-0.1,0.254950976
4642,6,296.35722,-14.83453,16.42,0.05,15.85,0.12,0.57,0.13
4644,6,296.34009,-14.80917,16.5,0.04,16.65,0.26,-0.15,0.263058929
4646,6,296.22707,-14.69614,16.42,0.02,16.06,0.14,0.36,0.141421356
4648,6,296.38729,-14.81042,16.43,0.06,15.69,0.16,0.74,0.170880075
4649,6,296.20377,-14.72937,16.55,0.04,15.86,0.1,0.69,0.107703296
4651,6,296.23838,-14.66399,16.61,0.04,16.36,0.19,0.25,0.194164878
4652,6,296.412,-14.69453,16.6,0.06,15.72,0.16,0.88,0.170880075
4653,6,296.16724,-14.83521,16.4,0.05,16.24,0.1,0.16,0.111803399
4655,6,296.29439,-14.83654,16.35,0.05,16.14,0.12,0.21,0.13
4656,6,296.04076,-14.76966,16.58,0.04,16.2,0.19,0.38,0.194164878
4661,6,296.3055,-14.67523,16.47,0.06,16.72,0.27,-0.25,0.276586334
4662,6,296.18092,-14.7142,16.32,0.04,16.7,0.21,-0.38,0.213775583
4665,6,296.16677,-14.91717,16.25,0.05,16.2,0.23,0.05,0.235372046
4670,6,296.04909,-14.73265,16.43,0.06,15.7,0.11,0.73,0.125299641
4671,6,296.23093,-14.86447,16.39,0.04,16.07,0.12,0.32,0.126491106
4674,6,296.19822,-14.86422,16.59,0.06,16.21,0.09,0.38,0.108166538
4675,6,296.31334,-14.67279,16.32,0.09,16.39,0.23,-0.07,0.246981781
4678,6,296.20042,-14.74538,16.42,0.05,15.86,0.11,0.56,0.12083046
4681,6,296.05002,-14.68646,16.23,0.07,16.29,0.13,-0.06,0.147648231
4684,6,296.3612,-14.83392,16.5,0.04,16.4,0.2,0.1,0.203960781
4685,6,296.35817,-14.72465,16.24,0.04,16.47,0.22,-0.23,0.223606798
4686,6,296.25858,-14.72579,16.45,0.06,16,0.15,0.45,0.161554944
4687,6,296.20082,-14.76916,16.34,0.06,16.44,0.2,-0.1,0.20880613
4688,6,296.22853,-14.80037,16.44,0.05,15.8,0.13,0.64,0.139283883
4689,6,296.10125,-14.73816,16.5,0.04,15.65,0.09,0.85,0.098488578
4691,6,296.29017,-14.87698,16.34,0.04,16.3,0.22,0.04,0.223606798
4693,6,296.13277,-14.89286,16.51,0.09,15.91,0.17,0.6,0.192353841
4694,6,296.39939,-14.87515,16.4,0.07,15.97,0.16,0.43,0.174642492
4697,6,296.27023,-14.82312,16.32,0.03,16,0.2,0.32,0.202237484
4698,6,296.16757,-14.89311,16.32,0.03,16.91,0.25,-0.59,0.251793566
4700,6,296.38096,-14.88393,16.37,0.05,16.36,0.19,0.01,0.196468827
4708,6,296.10882,-14.69487,16.67,0.06,15.6,0.09,1.07,0.108166538
4709,6,296.1622,-14.95761,16.52,0.06,16.5,0.24,0.02,0.247386338
4710,6,296.33651,-14.65876,16.54,0.05,16.08,0.17,0.46,0.177200451
4711,6,296.25638,-14.73162,16.71,0.05,16.22,0.15,0.49,0.158113883
4713,6,296.34198,-14.82333,16.63,0.06,15.51,0.07,1.12,0.092195445
4715,6,296.0733,-14.72134,16.35,0.07,16.55,0.14,-0.2,0.156524758
