ID,RA,Dec,k80mag,e80mag,Jmag,eJmag,jMINUSeightzero,ERRORjMINUSeightzero
2342,296.1903,-14.72984,15.41,0.08,16.226,0.014,0.816,0.081215762
2344,296.33547,-14.85838,15.29,0.06,16.537,0.015,1.247,0.061846584
2345,296.33443,-14.73951,15.69,0.11,16.17,0.012,0.48,0.11065261
2348,296.1955,-14.91748,15.86,0.11,16.574,0.018,0.714,0.111462998
2349,296.07697,-14.878,15.56,0.13,17.476,0.039,1.916,0.135723985
2350,296.32743,-14.85132,15.89,0.13,16.609,0.016,0.719,0.130980915
2351,296.11886,-14.76898,15.82,0.12,16.385,0.015,0.565,0.120933866
2352,296.35115,-14.72628,15.21,0.06,16.749,0.017,1.539,0.062361847
2353,296.36207,-14.91082,15.27,0.09,16.22,0.012,0.95,0.090796476
2354,296.08803,-14.7402,14.78,0.07,17.225,0.032,2.445,0.076967526
2355,296.20381,-14.84045,15.21,0.08,16.926,0.023,1.716,0.083240615
2356,296.28371,-14.67482,15.6,0.13,16.769,0.019,1.169,0.131381125
2357,296.05796,-14.7815,15.36,0.08,16.092,0.014,0.732,0.081215762
2358,296.20898,-14.8464,15.46,0.11,16.54,0.017,1.08,0.111305885
2359,296.08239,-14.93038,15.45,0.09,16.41,0.018,0.96,0.091782351
2362,296.19451,-14.82857,15.86,0.14,16.269,0.014,0.409,0.140698259
2363,296.1393,-14.81281,15.28,0.08,17.309,0.031,2.029,0.08579627
2364,296.29065,-14.83057,14.93,0.06,17.417,0.033,2.487,0.068476273
2366,296.17257,-14.82101,15.11,0.1,18.199,0.063,3.089,0.118190524
2367,296.21317,-14.89446,15.16,0.1,17.76,0.044,2.6,0.109252002
2368,296.25958,-14.72781,15.24,0.06,17.477,0.034,2.237,0.068963759
2369,296.23058,-14.79112,15.11,0.06,17,0.024,1.89,0.064621978
2370,296.20488,-14.76276,14.96,0.06,17.696,0.042,2.736,0.073239334
2371,296.17767,-14.94493,15.51,0.17,15.918,0.011,0.408,0.170355511
2372,296.0994,-14.78465,15.33,0.1,16.377,0.015,1.047,0.101118742
2373,296.19954,-14.83589,14.98,0.07,17.946,0.051,2.966,0.086608314
2374,296.26984,-14.81676,15.79,0.1,16.128,0.013,0.338,0.10084146
2375,296.23865,-14.76993,15.38,0.09,16.54,0.017,1.16,0.091591484
2377,296.24116,-14.93741,14.67,0.08,18.914,0.113,4.244,0.138452158
2378,296.37126,-14.90153,16,0.12,16.107,0.012,0.107,0.120598507
2379,296.05729,-14.79463,15.69,0.19,16.748,0.023,1.058,0.191387042
2383,296.35758,-14.89807,15.24,0.1,16.698,0.017,1.458,0.101434708
2384,296.07001,-14.8292,15.46,0.14,15.927,0.013,0.467,0.140602276
2386,296.23196,-14.85213,15.03,0.12,17.611,0.039,2.581,0.126178445
2387,296.27131,-14.82688,15.35,0.14,16.66,0.019,1.31,0.141283403
2388,296.40838,-14.88617,15.62,0.17,16.645,0.016,1.025,0.170751281
2389,296.23435,-14.81578,15.52,0.09,16.896,0.022,1.376,0.092649879
2390,296.24316,-14.83359,15.06,0.05,17.621,0.039,2.561,0.063411355
2392,296.17582,-14.78603,15.39,0.1,16.743,0.02,1.353,0.10198039
2394,296.13775,-14.80791,15.4,0.09,16.711,0.02,1.311,0.092195445
2395,296.15908,-14.76892,15.58,0.1,16.825,0.021,1.245,0.102181212
2396,296.3391,-14.82267,15.27,0.1,17.292,0.025,2.022,0.103077641
2397,296.31611,-14.67925,15.02,0.06,17.443,0.032,2.423,0.068
2398,296.25453,-14.73121,15.78,0.27,16.438,0.016,0.658,0.270473659
2400,296.15676,-14.90152,16.16,0.14,16.142,0.013,-0.018,0.140602276
2401,296.05643,-14.8473,15.79,0.14,16.299,0.016,0.509,0.14091132
2402,296.211,-14.78745,15.22,0.05,16.859,0.022,1.639,0.054626001
2403,296.16417,-14.84426,15.15,0.06,18.099,0.058,2.949,0.083450584
2404,296.25484,-14.84085,15.14,0.08,17.332,0.031,2.192,0.08579627
2405,296.28565,-14.73944,15.78,0.13,18.146,0.059,2.366,0.14276204
2406,296.1565,-14.75906,15.6,0.09,17.296,0.03,1.696,0.09486833
2407,296.2312,-14.82569,15.41,0.12,17.762,0.044,2.352,0.127812362
2410,296.37082,-14.85963,15.81,0.16,16.262,0.013,0.452,0.160527256
2411,296.23316,-14.81074,15.62,0.1,16.571,0.018,0.951,0.101607086
2412,296.21905,-14.89937,15.15,0.11,16.707,0.019,1.557,0.111628849
2413,296.28067,-14.92027,15.51,0.11,16.419,0.016,0.909,0.111157546
2414,296.16299,-14.76738,15.93,0.21,16.119,0.013,0.189,0.210401996
2415,296.21023,-14.75964,15.17,0.07,17.825,0.046,2.655,0.083761566
2416,296.25737,-14.77405,16.1,0.14,17.421,0.033,1.321,0.143836713
2417,296.24884,-14.81378,15.94,0.18,16.727,0.02,0.787,0.181107703
2418,296.33302,-14.78195,15.57,0.07,17.791,0.037,2.221,0.079177017
2419,296.22073,-14.86389,15.38,0.09,17.288,0.03,1.908,0.09486833
2420,296.31808,-14.87786,15.63,0.09,16.609,0.016,0.979,0.091411159
2421,296.2056,-14.88774,15.15,0.07,18.007,0.053,2.857,0.087800911
2425,296.23838,-14.85439,15.88,0.1,16.435,0.016,0.555,0.101271911
2426,296.42084,-14.78443,15.71,0.15,15.918,0.01,0.208,0.150332964
2428,296.23024,-14.77565,15.76,0.13,16.404,0.016,0.644,0.130980915
2429,296.13838,-14.667,15.04,0.08,16.884,0.021,1.844,0.082710338
2430,296.04945,-14.8133,15.37,0.06,16.532,0.019,1.162,0.062936476
2432,296.20622,-14.75639,14.85,0.06,16.932,0.023,2.082,0.064257295
2433,296.18171,-14.79704,15.6,0.17,16.963,0.024,1.363,0.171685759
2435,296.06622,-14.86412,15.27,0.06,15.855,0.012,0.585,0.061188234
2436,296.29923,-14.90966,15.33,0.13,15.985,0.012,0.655,0.130552671
2437,296.06073,-14.76754,15.47,0.16,15.975,0.013,0.505,0.160527256
2438,296.15135,-14.7454,15.4,0.07,16.166,0.013,0.766,0.07119691
2440,296.36952,-14.77275,15.4,0.11,16.87,0.019,1.47,0.111628849
2441,296.26102,-14.79314,15.29,0.08,18.152,0.06,2.862,0.1
2442,296.06738,-14.9031,15.76,0.12,17.492,0.04,1.732,0.126491106
2444,296.20033,-14.78958,15.19,0.07,17.463,0.035,2.273,0.078262379
2446,296.37696,-14.81685,15.16,0.06,16.555,0.015,1.395,0.061846584
2447,296.35198,-14.82402,15.6,0.08,16.694,0.017,1.094,0.081786307
2448,296.15785,-14.82509,15.62,0.28,16.759,0.02,1.139,0.280713377
2449,296.21906,-14.8026,14.93,0.07,17.309,0.031,2.379,0.076557168
2450,296.26614,-14.92012,15.1,0.1,16.589,0.018,1.489,0.101607086
2451,296.16924,-14.71531,15.61,0.12,16.627,0.017,1.017,0.121198185
2455,296.3066,-14.66523,15.26,0.11,16.765,0.019,1.505,0.111628849
2456,296.24573,-14.85094,15.51,0.07,17.307,0.03,1.797,0.076157731
2457,296.38598,-14.77067,15.22,0.16,17.497,0.029,2.277,0.162606888
2458,296.33239,-14.73065,15.53,0.15,16.752,0.017,1.222,0.15096026
2459,296.3362,-14.8923,15.24,0.09,16.073,0.011,0.833,0.09066973
2460,296.11008,-14.72585,15.32,0.08,16.6,0.018,1.28,0.082
2463,296.2766,-14.9252,15.57,0.19,16.694,0.019,1.124,0.190947637
2464,296.32564,-14.72473,15.46,0.06,16.268,0.013,0.808,0.061392182
2465,296.31809,-14.73903,15.06,0.07,17.173,0.023,2.113,0.073681748
2468,296.34572,-14.83459,15.11,0.05,17.219,0.024,2.109,0.055461698
2469,296.26014,-14.81068,16.17,0.16,16.424,0.016,0.254,0.16079801
2470,296.27509,-14.78237,15.71,0.17,16.036,0.012,0.326,0.170423003
2472,296.19329,-14.81105,15.11,0.07,17.499,0.036,2.389,0.078714675
2473,296.44257,-14.8616,15.5,0.29,16.294,0.013,0.794,0.290291233
2475,296.12318,-14.72469,15.42,0.08,16.157,0.012,0.737,0.080894994
2476,296.3428,-14.88968,15.61,0.12,16.814,0.018,1.204,0.12134249
2477,296.24338,-14.68154,15.28,0.07,16.154,0.012,0.874,0.071021124
2479,296.23314,-14.81352,15.76,0.12,16.124,0.013,0.364,0.120702113
2480,296.07232,-14.8302,15.76,0.1,16.359,0.017,0.599,0.101434708
2481,296.21521,-14.77994,15.64,0.11,17.349,0.032,1.709,0.114560028
2485,296.26129,-14.82135,16.42,0.18,16.152,0.013,-0.268,0.180468834
2486,296.12983,-14.79371,15.27,0.07,16.668,0.019,1.398,0.072532751
2487,296.27123,-14.91117,15.12,0.08,16.653,0.018,1.533,0.082
2489,296.09213,-14.76126,15.66,0.09,16.294,0.014,0.634,0.09108238
2490,296.33833,-14.80884,15.4,0.1,17.411,0.028,2.011,0.10384604
2492,296.23797,-14.86157,15.44,0.1,16.664,0.019,1.224,0.101788997
2493,296.24707,-14.80513,15.29,0.12,16.608,0.018,1.318,0.12134249
2494,296.15429,-14.94937,14.93,0.1,17.822,0.045,2.892,0.109658561
2495,296.10402,-14.9065,15.67,0.08,16.074,0.013,0.404,0.081049368
2496,296.25229,-14.88108,15.9,0.15,16.845,0.021,0.945,0.151462867
2497,296.15654,-14.85576,15.6,0.11,16.683,0.019,1.083,0.111628849
2498,296.23797,-14.67708,15.55,0.08,16.809,0.02,1.259,0.082462113
2499,296.25148,-14.79806,14.57,0.08,17.625,0.039,3.055,0.089
2501,296.25433,-14.81753,14.84,0.05,18.297,0.068,3.457,0.084403791
2502,296.34956,-14.89429,15.07,0.09,17.314,0.026,2.244,0.093680307
2503,296.39636,-14.83191,15.81,0.25,16.705,0.017,0.895,0.250577333
2504,296.22426,-14.94052,14.87,0.11,17.259,0.029,2.389,0.113758516
2505,296.08856,-14.94463,15.1,0.11,16.116,0.013,1.016,0.110765518
2506,296.08358,-14.96711,15.71,0.14,15.974,0.011,0.264,0.140431478
2507,296.11757,-14.92136,15.33,0.08,16.47,0.016,1.14,0.081584312
2508,296.31804,-14.74829,15.55,0.06,16.909,0.019,1.359,0.062936476
2509,296.11861,-14.93878,15.46,0.09,16.708,0.02,1.248,0.092195445
2510,296.24437,-14.83553,15.64,0.12,16.577,0.018,0.937,0.12134249
2511,296.04481,-14.74403,15.58,0.1,16.174,0.015,0.594,0.101118742
2512,296.18482,-14.71779,14.97,0.07,17.435,0.032,2.465,0.076967526
2513,296.07073,-14.78893,15.36,0.11,16.938,0.026,1.578,0.113030969
2514,296.22777,-14.82437,15.4,0.08,16.175,0.013,0.775,0.081049368
2515,296.12788,-14.93705,15.44,0.12,16.596,0.018,1.156,0.12134249
2516,296.12699,-14.75735,15.41,0.06,16.083,0.013,0.673,0.061392182
2517,296.26896,-14.8689,16.24,0.11,16.611,0.018,0.371,0.111462998
2518,296.40101,-14.66663,16.04,0.16,16.264,0.013,0.224,0.160527256
2519,296.33303,-14.8699,15.5,0.09,16.176,0.012,0.676,0.090796476
2520,296.18286,-14.74215,15.3,0.07,17.648,0.04,2.348,0.080622577
2521,296.09601,-14.91367,15.68,0.19,16.053,0.012,0.373,0.19037857
2524,296.25007,-14.89343,15.5,0.08,17.307,0.03,1.807,0.085440037
2525,296.35885,-14.73712,15.25,0.07,16.35,0.013,1.1,0.07119691
2526,296.38945,-14.77564,15.37,0.15,17.346,0.026,1.976,0.152236658
2527,296.265,-14.71538,15.39,0.12,17.411,0.031,2.021,0.123939501
2528,296.22431,-14.79222,15.27,0.05,17.06,0.025,1.79,0.055901699
2530,296.44275,-14.91273,15.45,0.12,16.289,0.013,0.839,0.120702113
2531,296.23052,-14.79259,15.21,0.07,17.228,0.029,2.018,0.075769387
2533,296.10087,-14.82853,14.98,0.06,16.716,0.02,1.736,0.063245553
2534,296.13513,-14.94191,15.53,0.1,17.856,0.047,2.326,0.110494344
2535,296.22253,-14.78229,15.45,0.05,17.499,0.036,2.049,0.061611687
2539,296.12955,-14.7898,15.61,0.12,17.436,0.034,1.826,0.124723695
2540,296.34515,-14.7682,16,0.11,16.121,0.012,0.121,0.11065261
2541,296.1875,-14.87939,15.76,0.11,16.285,0.014,0.525,0.11088733
2542,296.11864,-14.74479,15.71,0.11,16.134,0.013,0.424,0.110765518
2543,296.43192,-14.82427,15.75,0.12,17.102,0.022,1.352,0.122
2544,296.28933,-14.88774,15.56,0.13,16.251,0.014,0.691,0.130751673
2545,296.24529,-14.83366,15.24,0.07,17.074,0.025,1.834,0.074330344
2546,296.26758,-14.77852,15.29,0.1,17.077,0.025,1.787,0.103077641
2547,296.26362,-14.70688,15.34,0.04,16.751,0.019,1.411,0.04428318
2548,296.35398,-14.74376,15.64,0.12,16.997,0.021,1.357,0.121823643
2549,296.39368,-14.66761,15.99,0.17,16.509,0.016,0.519,0.170751281
2550,296.24597,-14.69755,15.73,0.14,16.075,0.012,0.345,0.140513345
2552,296.04361,-14.76379,15.87,0.26,16.456,0.018,0.586,0.260622332
2554,296.20177,-14.89958,15.03,0.06,17.568,0.037,2.538,0.070491134
2556,296.06771,-14.73614,15.95,0.17,16.824,0.024,0.874,0.171685759
2557,296.35262,-14.70397,16.52,0.26,16.181,0.012,-0.339,0.260276776
2560,296.16308,-14.83488,15.28,0.07,17.367,0.032,2.087,0.076967526
2561,296.33862,-14.74621,15.59,0.11,16.005,0.011,0.415,0.110548632
2562,296.10357,-14.72305,15.49,0.09,17.447,0.032,1.957,0.095519631
2563,296.11716,-14.88768,15.84,0.1,16.375,0.015,0.535,0.101118742
2565,296.14747,-14.94567,15.3,0.1,16.085,0.013,0.785,0.10084146
2566,296.06422,-14.73609,15.12,0.09,17.59,0.043,2.47,0.099744674
2567,296.28338,-14.92523,15.41,0.12,16.838,0.021,1.428,0.121823643
2568,296.04594,-14.69281,15.77,0.15,16.936,0.023,1.166,0.151753089
2570,296.44821,-14.89527,15.13,0.17,15.888,0.01,0.758,0.170293864
2571,296.18283,-14.80785,15.02,0.08,17.302,0.031,2.282,0.08579627
2572,296.27739,-14.64373,15.92,0.11,16.906,0.021,0.986,0.111986606
2573,296.26238,-14.77029,15.96,0.12,16.174,0.013,0.214,0.120702113
2574,296.14931,-14.87252,15.41,0.06,17.581,0.038,2.171,0.071021124
2575,296.38067,-14.66356,14.98,0.1,16.885,0.021,1.905,0.102181212
2576,296.15149,-14.65679,15.11,0.06,17.352,0.029,2.242,0.066640828
2577,296.25336,-14.7499,15.77,0.19,16.266,0.014,0.496,0.190515091
2578,296.04865,-14.7081,15.55,0.16,16.167,0.013,0.617,0.160527256
2579,296.32356,-14.85722,15.42,0.12,16.901,0.019,1.481,0.121494856
2580,296.1596,-14.90202,15.46,0.09,17.387,0.032,1.927,0.095519631
2581,296.25071,-14.79433,14.66,0.09,16.614,0.018,1.954,0.091782351
2582,296.26939,-14.67168,15.66,0.09,17.412,0.031,1.752,0.095189285
2583,296.21616,-14.79186,15.37,0.1,17.427,0.034,2.057,0.105621967
2584,296.24675,-14.83208,15.84,0.11,16.566,0.018,0.726,0.111462998
2586,296.2674,-14.92673,15.33,0.13,16.661,0.019,1.331,0.131381125
2587,296.36911,-14.79843,15.76,0.14,16.003,0.011,0.243,0.140431478
2588,296.22953,-14.78307,15.3,0.09,17.681,0.041,2.381,0.098898938
2589,296.22606,-14.67385,15.03,0.07,17.222,0.027,2.192,0.075026662
2590,296.11931,-14.70556,15.71,0.14,16.203,0.013,0.493,0.140602276
2591,296.06477,-14.91796,15.18,0.09,16.221,0.015,1.041,0.091241438
2592,296.36237,-14.84616,15.62,0.1,16.599,0.016,0.979,0.101271911
2594,296.39903,-14.7992,15.58,0.08,16.202,0.012,0.622,0.080894994
2596,296.26481,-14.77334,15.11,0.1,17.395,0.032,2.285,0.104995238
2598,296.2579,-14.77344,15.02,0.09,17.331,0.031,2.311,0.095189285
2599,296.28788,-14.86682,15.71,0.1,17.827,0.045,2.117,0.109658561
2601,296.21225,-14.83015,15.7,0.15,17.27,0.03,1.57,0.152970585
2602,296.24757,-14.85204,15.57,0.15,16.654,0.019,1.084,0.151198545
2603,296.19197,-14.80892,15.56,0.11,16.949,0.023,1.389,0.112378824
2604,296.25003,-14.88985,15.3,0.08,17.376,0.032,2.076,0.086162637
2605,296.10685,-14.7645,16.1,0.15,16.336,0.015,0.236,0.150748134
2606,296.30716,-14.71606,15.74,0.17,16.384,0.014,0.644,0.170575496
2607,296.34354,-14.73024,15.48,0.1,16.508,0.015,1.028,0.101118742
2609,296.18897,-14.91205,16.06,0.21,16.681,0.019,0.621,0.210857772
2610,296.36466,-14.8653,15.19,0.06,17.454,0.029,2.264,0.066640828
2611,296.0606,-14.79584,15.75,0.14,16.66,0.021,0.91,0.141566239
2612,296.16568,-14.72055,15.47,0.08,16.157,0.012,0.687,0.080894994
2613,296.09113,-14.74182,15.43,0.11,16.594,0.018,1.164,0.111462998
2614,296.23674,-14.75639,15.76,0.14,16.708,0.019,0.948,0.141283403
2615,296.27181,-14.80144,15.56,0.07,17.641,0.039,2.081,0.080131143
2616,296.09287,-14.8589,15.45,0.12,15.942,0.012,0.492,0.120598507
2617,296.3014,-14.88704,15.41,0.09,16.621,0.018,1.211,0.091782351
2618,296.23888,-14.85515,15.47,0.11,16.594,0.018,1.124,0.111462998
2619,296.25967,-14.71721,15.16,0.08,19.079,0.124,3.919,0.147566934
2620,296.2761,-14.75169,15.3,0.08,17.531,0.036,2.231,0.087726849
2621,296.30247,-14.70793,16.13,0.23,16.652,0.017,0.522,0.230627405
2622,296.25074,-14.82453,15.06,0.08,17.455,0.034,2.395,0.086925255
2623,296.44206,-14.86384,15.77,0.16,16.76,0.017,0.99,0.16090059
2624,296.42163,-14.81208,14.9,0.09,16.837,0.018,1.937,0.091782351
2625,296.08376,-14.72388,15.61,0.07,17.549,0.038,1.939,0.079649231
2626,296.07207,-14.95904,15.24,0.16,15.962,0.011,0.722,0.160377679
2627,296.15238,-14.78843,14.98,0.05,17.135,0.027,2.155,0.056824291
2628,296.27614,-14.8946,15.39,0.07,16.399,0.015,1.009,0.071589105
2629,296.34915,-14.70918,15.47,0.08,16.773,0.019,1.303,0.0822253
2631,296.15771,-14.71008,15.71,0.1,16.897,0.021,1.187,0.102181212
2632,296.23923,-14.9418,15.89,0.13,17.179,0.027,1.289,0.132774244
2633,296.40621,-14.75722,15.18,0.1,16.865,0.019,1.685,0.101788997
2635,296.28587,-14.8074,15.61,0.12,16.548,0.017,0.938,0.121198185
2636,296.20719,-14.81457,15.4,0.1,17.146,0.027,1.746,0.103580886
2637,296.30441,-14.70323,15.21,0.1,16.697,0.018,1.487,0.101607086
2640,296.19217,-14.8428,15.16,0.09,16.961,0.024,1.801,0.093145048
2641,296.16018,-14.81764,15.74,0.11,16.106,0.013,0.366,0.110765518
2642,296.40144,-14.68833,15.37,0.1,16.169,0.012,0.799,0.100717426
2643,296.39279,-14.66091,15.32,0.14,16.148,0.012,0.828,0.140513345
2645,296.43578,-14.88763,15.13,0.13,16.951,0.02,1.821,0.131529464
2646,296.24486,-14.71601,15.61,0.08,17.331,0.029,1.721,0.085094066
2648,296.29463,-14.88905,15.49,0.09,17.517,0.035,2.027,0.09656604
2650,296.24513,-14.73874,15.4,0.1,16.226,0.014,0.826,0.100975244
2652,296.24352,-14.66754,15.32,0.1,16.214,0.013,0.894,0.10084146
2653,296.32244,-14.7743,15.41,0.12,16.721,0.017,1.311,0.121198185
2654,296.27984,-14.6413,15.27,0.07,17.031,0.023,1.761,0.073681748
2655,296.2195,-14.81692,15.09,0.08,17.468,0.035,2.378,0.087321246
2656,296.23607,-14.89995,15.31,0.09,16.872,0.022,1.562,0.092649879
2658,296.24772,-14.74262,15.31,0.1,17.401,0.033,2.091,0.105304321
2660,296.30771,-14.78693,15.56,0.12,17.558,0.037,1.998,0.125574679
2661,296.06353,-14.89608,15.46,0.11,16.825,0.024,1.365,0.112587744
2664,296.23494,-14.84128,14.89,0.06,16.577,0.018,1.687,0.062641839
2665,296.08957,-14.79139,15.4,0.12,17.168,0.031,1.768,0.123939501
2666,296.17552,-14.8511,15.47,0.12,17.488,0.035,2.018,0.125
2669,296.34382,-14.74659,15.02,0.05,17.437,0.028,2.417,0.057306195
2670,296.20264,-14.86327,15.71,0.16,17.273,0.03,1.563,0.162788206
2672,296.2001,-14.70608,15.36,0.08,17.71,0.04,2.35,0.089442719
2675,296.1376,-14.76784,15.41,0.07,16.26,0.014,0.85,0.071386273
2677,296.18849,-14.86113,15.45,0.1,17.551,0.037,2.101,0.106625513
2678,296.33987,-14.74514,15.12,0.1,18.044,0.045,2.924,0.109658561
2680,296.24148,-14.8135,15.3,0.1,16.723,0.02,1.423,0.10198039
2681,296.40402,-14.73026,15.24,0.13,17.022,0.021,1.782,0.131685231
2682,296.25516,-14.89223,15.34,0.13,17.523,0.036,2.183,0.13489255
2683,296.35351,-14.77498,15.74,0.12,16.303,0.013,0.563,0.120702113
2684,296.08506,-14.77139,15.7,0.1,16.284,0.016,0.584,0.101271911
2685,296.17013,-14.69651,15.28,0.11,17.366,0.03,2.086,0.114017543
2686,296.15569,-14.77777,15.77,0.14,17.538,0.037,1.768,0.144806768
2689,296.30953,-14.68244,16.05,0.12,17.077,0.024,1.027,0.122376468
2690,296.09385,-14.74618,15.63,0.09,16.733,0.02,1.103,0.092195445
2691,296.27182,-14.67239,16.07,0.16,16.956,0.022,0.886,0.161505418
2692,296.43589,-14.85189,15.11,0.1,16.799,0.018,1.689,0.101607086
2693,296.24014,-14.81849,15.87,0.17,17.235,0.029,1.365,0.172455791
2694,296.42323,-14.84372,15.53,0.08,16.9,0.019,1.37,0.0822253
2695,296.34838,-14.79512,15.62,0.08,16.307,0.013,0.687,0.081049368
2696,296.32137,-14.9304,16.16,0.12,16.853,0.019,0.693,0.121494856
2697,296.35139,-14.76815,15.71,0.14,16.258,0.013,0.548,0.140602276
2699,296.38838,-14.7903,15.17,0.12,16.324,0.013,1.154,0.120702113
2701,296.41178,-14.87733,15.95,0.09,16.75,0.017,0.8,0.091591484
2702,296.13265,-14.79541,15.52,0.09,17.419,0.033,1.899,0.095859272
2703,296.19769,-14.8837,15.87,0.17,17.866,0.048,1.996,0.17664654
2704,296.2777,-14.67853,15.62,0.08,17.335,0.029,1.715,0.085094066
2705,296.18132,-14.77724,15.98,0.13,16.299,0.015,0.319,0.130862523
2706,296.23921,-14.85222,15.54,0.07,16.702,0.019,1.162,0.072532751
2707,296.044,-14.74578,15.5,0.15,16.207,0.015,0.707,0.150748134
2708,296.36292,-14.72793,15.1,0.06,16.886,0.019,1.786,0.062936476
2710,296.26017,-14.86705,15.33,0.1,16.758,0.02,1.428,0.10198039
2711,296.37872,-14.84376,15.71,0.11,16.341,0.013,0.631,0.110765518
2713,296.24041,-14.85244,15.96,0.29,17.237,0.029,1.277,0.291446393
2714,296.26969,-14.81192,15.25,0.07,17.43,0.033,2.18,0.07738863
2715,296.22305,-14.80579,16.03,0.16,17.685,0.041,1.655,0.16516961
2717,296.19493,-14.86145,15.07,0.08,17.267,0.03,2.197,0.085440037
2718,296.28979,-14.87625,15.07,0.07,17.404,0.032,2.334,0.076967526
2719,296.34896,-14.65383,15.51,0.07,16.835,0.02,1.325,0.072801099
2720,296.2307,-14.64666,15.46,0.08,16.621,0.017,1.161,0.081786307
2721,296.33018,-14.7079,15.44,0.11,16.795,0.019,1.355,0.111628849
2724,296.20404,-14.87566,12.57,0.06,18.821,0.105,6.251,0.120933866
2725,296.05135,-14.86675,14.94,0.11,17.404,0.037,2.464,0.116056021
2726,296.25215,-14.757,15.02,0.07,17.914,0.049,2.894,0.085445889
2727,296.21082,-14.85762,14.98,0.05,17.474,0.035,2.494,0.061032778
2728,296.25411,-14.88633,15.88,0.11,16.602,0.018,0.722,0.111462998
2729,296.18951,-14.85088,15.61,0.16,17.267,0.03,1.657,0.162788206
2731,296.18327,-14.75809,16.15,0.15,16.261,0.014,0.111,0.150651917
2734,296.05509,-14.85535,15.45,0.09,16.183,0.015,0.733,0.091241438
2738,296.06657,-14.71512,15.96,0.1,17.052,0.026,1.092,0.103324731
2739,296.31236,-14.84335,15.73,0.11,16.304,0.014,0.574,0.11088733
2740,296.22957,-14.66634,15.93,0.15,16.37,0.014,0.44,0.150651917
2741,296.08199,-14.75137,15.89,0.17,17.425,0.038,1.535,0.174195293
2743,296.10492,-14.68254,16.3,0.11,16.344,0.014,0.044,0.11088733
2745,296.2229,-14.79466,15.28,0.06,17.533,0.037,2.253,0.070491134
2746,296.35221,-14.80128,15.32,0.09,16.493,0.015,1.173,0.091241438
2747,296.25519,-14.72902,15.47,0.09,16.092,0.013,0.622,0.090934042
2749,296.21682,-14.94279,15.82,0.21,16.954,0.023,1.134,0.211255769
2751,296.40281,-14.65006,16.04,0.16,16.863,0.02,0.823,0.161245155
2753,296.08471,-14.6933,15.47,0.11,16.837,0.022,1.367,0.112178429
2754,296.1843,-14.95733,15.75,0.13,16.417,0.016,0.667,0.130980915
2755,296.23431,-14.78164,15.66,0.06,16.947,0.023,1.287,0.064257295
2756,296.21835,-14.69538,15.38,0.09,16.337,0.014,0.957,0.09108238
2757,296.03436,-14.72063,15.79,0.1,16.284,0.015,0.494,0.101118742
2759,296.16443,-14.90953,15.78,0.09,16.03,0.012,0.25,0.090796476
2762,296.4313,-14.88937,15.46,0.22,17.335,0.026,1.875,0.221531036
2763,296.16538,-14.92738,15.73,0.26,16.462,0.016,0.732,0.260491842
2764,296.30934,-14.86859,15.61,0.13,17.326,0.03,1.716,0.133416641
2766,296.28157,-14.81253,14.93,0.11,17.295,0.03,2.365,0.114017543
2767,296.21459,-14.83727,15.48,0.07,16.857,0.022,1.377,0.073375745
2768,296.23644,-14.79791,14.66,0.11,17.253,0.029,2.593,0.113758516
