ID,RA,Dec,Jmag,eJmag,Kmag,eKmag,jMINUSk,ERRORjMINUSk,ID,CMD1region
378,296.17967,-14.9527,14.003,0.004,13.65,0.004,0.353,0.005656854,3378,1
379,296.18981,-14.72839,14.743,0.006,13.982,0.005,0.761,0.00781025,3381,1
380,296.24866,-14.69127,14.18,0.004,13.78,0.004,0.4,0.005656854,3386,1
382,296.40709,-14.77675,14.235,0.004,13.772,0.004,0.463,0.005656854,3387,1
383,296.35957,-14.78996,14.154,0.004,13.777,0.004,0.377,0.005656854,3390,1
384,296.42079,-14.89254,14.186,0.004,13.804,0.004,0.382,0.005656854,3393,1
385,296.17297,-14.7113,18.417,0.071,15.745,0.014,2.672,0.07236712,3400,1
386,296.28553,-14.66192,14.126,0.004,13.809,0.004,0.317,0.005656854,3403,1
388,296.37065,-14.77127,14.279,0.004,13.883,0.004,0.396,0.005656854,3412,1
391,296.34287,-14.72476,13.988,0.004,13.693,0.004,0.295,0.005656854,3423,1
392,296.25137,-14.68477,14.758,0.005,13.795,0.004,0.963,0.006403124,3426,1
393,296.36432,-14.80785,14.291,0.004,13.874,0.004,0.417,0.005656854,3428,1
394,296.14317,-14.89021,14.318,0.005,13.746,0.004,0.572,0.006403124,3431,1
395,296.1474,-14.77629,14.121,0.004,13.768,0.004,0.353,0.005656854,3439,1
396,296.06072,-14.87745,14.182,0.005,13.877,0.004,0.305,0.006403124,3440,1
397,296.3756,-14.75896,14.278,0.004,13.876,0.004,0.402,0.005656854,3444,1
399,296.0803,-14.91414,18.568,0.096,15.333,0.011,3.235,0.096628153,3445,1
400,296.33217,-14.63722,14.572,0.004,13.863,0.004,0.709,0.005656854,3453,1
401,296.18805,-14.87223,16.39,0.016,15.114,0.01,1.276,0.018867962,3455,1
402,296.29929,-14.83644,16.762,0.02,14.861,0.008,1.901,0.021540659,3469,1
405,296.23917,-14.90233,14.826,0.006,13.939,0.005,0.887,0.00781025,3472,1
406,296.20155,-14.81271,18.303,0.069,15.481,0.013,2.822,0.070213959,3476,1
407,296.21728,-14.77642,17.87,0.048,15.394,0.012,2.476,0.049477268,3478,1
409,296.09261,-14.89636,14.381,0.005,13.866,0.004,0.515,0.006403124,3479,1
410,296.12019,-14.69049,14.467,0.004,13.86,0.004,0.607,0.005656854,3488,1
411,296.30182,-14.90358,18.394,0.072,15.374,0.011,3.02,0.072835431,3489,1
412,296.17147,-14.8003,14.228,0.004,13.85,0.004,0.378,0.005656854,3495,1
413,296.25971,-14.87689,14.742,0.006,14.029,0.005,0.713,0.00781025,3503,1
414,296.31328,-14.86183,14.297,0.004,13.97,0.005,0.327,0.006403124,3506,1
415,296.33235,-14.82031,14.262,0.004,13.896,0.004,0.366,0.005656854,3515,1
416,296.37409,-14.87158,14.535,0.005,13.951,0.004,0.584,0.006403124,3523,1
417,296.10117,-14.92425,18.414,0.075,15.688,0.015,2.726,0.076485293,3533,1
418,296.21151,-14.69475,14.415,0.004,13.872,0.004,0.543,0.005656854,3541,1
420,296.13992,-14.95619,14.893,0.006,14.032,0.005,0.861,0.00781025,3543,1
421,296.15848,-14.83374,17.91,0.049,15.094,0.009,2.816,0.049819675,3547,1
422,296.16824,-14.94555,14.086,0.004,13.72,0.004,0.366,0.005656854,3551,1
423,296.35621,-14.71428,14.319,0.004,13.953,0.004,0.366,0.005656854,3553,1
424,296.42556,-14.9086,14.931,0.006,14.101,0.005,0.83,0.00781025,3561,1
426,296.26722,-14.7638,14.893,0.006,14.138,0.005,0.755,0.00781025,3562,1
427,296.06653,-14.70909,14.314,0.004,13.903,0.004,0.411,0.005656854,3581,1
428,296.10204,-14.74425,14.066,0.004,13.724,0.004,0.342,0.005656854,3585,1
429,296.37957,-14.71572,14.379,0.004,13.898,0.004,0.481,0.005656854,3591,1
430,296.22277,-14.7647,14.893,0.006,14.009,0.005,0.884,0.00781025,3599,1
431,296.13868,-14.74344,14.412,0.005,13.854,0.004,0.558,0.006403124,3600,1
432,296.20045,-14.75512,14.84,0.006,13.959,0.005,0.881,0.00781025,3603,1
433,296.06528,-14.75053,14.316,0.005,13.963,0.005,0.353,0.007071068,3604,1
435,296.29714,-14.80258,16.821,0.021,14.954,0.009,1.867,0.022847319,3606,1
437,296.18201,-14.78494,18.635,0.09,16.088,0.02,2.547,0.092195445,3608,1
438,296.07212,-14.93931,14.603,0.005,13.863,0.005,0.74,0.007071068,3619,1
439,296.23456,-14.77322,17.275,0.03,15.107,0.01,2.168,0.031622777,3624,1
440,296.27399,-14.91612,14.925,0.006,14.03,0.005,0.895,0.00781025,3631,1
441,296.35902,-14.76511,14.405,0.005,14.031,0.005,0.374,0.007071068,3634,1
442,296.20242,-14.8177,17.872,0.048,15.577,0.013,2.295,0.049729267,3635,1
444,296.18246,-14.84069,14.857,0.006,14.076,0.005,0.781,0.00781025,3636,1
446,296.10493,-14.70952,14.534,0.005,13.977,0.004,0.557,0.006403124,3644,1
447,296.37697,-14.69873,14.711,0.005,14,0.004,0.711,0.006403124,3647,1
449,296.11213,-14.81967,15.028,0.007,14.234,0.005,0.794,0.008602325,3648,1
450,296.38279,-14.84553,14.371,0.004,14.022,0.005,0.349,0.006403124,3653,1
451,296.22233,-14.9099,19.303,0.156,16.295,0.023,3.008,0.157686398,3658,1
453,296.15086,-14.92338,14.841,0.006,14,0.005,0.841,0.00781025,3668,1
456,296.17461,-14.78841,18.057,0.056,15.699,0.015,2.358,0.057974132,3672,1
457,296.08815,-14.76637,14.975,0.007,14.16,0.006,0.815,0.009219544,3689,1
458,296.32285,-14.6623,14.581,0.005,14.039,0.004,0.542,0.006403124,3692,1
459,296.14713,-14.8437,14.35,0.005,14.003,0.005,0.347,0.007071068,3693,1
460,296.35775,-14.71477,14.395,0.004,14.032,0.004,0.363,0.005656854,3695,1
461,296.09364,-14.95589,14.431,0.005,13.916,0.005,0.515,0.007071068,3704,1
463,296.2424,-14.7578,14.824,0.006,14.052,0.005,0.772,0.00781025,3718,1
464,296.24456,-14.8692,15.244,0.007,14.119,0.005,1.125,0.008602325,3725,1
466,296.12876,-14.80718,16.794,0.021,16.161,0.021,0.633,0.029698485,3742,1
467,296.27363,-14.74903,14.526,0.005,13.998,0.005,0.528,0.007071068,3751,1
468,296.24157,-14.73595,14.918,0.006,14.057,0.005,0.861,0.00781025,3753,1
469,296.3991,-14.70479,14.411,0.004,13.989,0.004,0.422,0.005656854,3754,1
470,296.31158,-14.64834,14.783,0.005,14.032,0.004,0.751,0.006403124,3774,1
472,296.32396,-14.80563,14.373,0.004,14.038,0.005,0.335,0.006403124,3781,1
473,296.30437,-14.93588,14.501,0.005,13.926,0.005,0.575,0.007071068,3799,1
474,296.15594,-14.84299,14.383,0.005,14.028,0.005,0.355,0.007071068,3802,1
477,296.13914,-14.8505,14.683,0.005,14.042,0.005,0.641,0.007071068,3804,1
479,296.28034,-14.64663,14.628,0.005,14.091,0.005,0.537,0.007071068,3805,1
480,296.20576,-14.82646,14.452,0.005,14.076,0.005,0.376,0.007071068,3810,1
481,296.26769,-14.68058,18.597,0.082,15.934,0.016,2.663,0.083546394,3816,1
482,296.22819,-14.87066,14.422,0.005,14.079,0.005,0.343,0.007071068,3821,1
483,296.38084,-14.68413,14.268,0.004,13.689,0.004,0.579,0.005656854,3824,1
488,296.30353,-14.74166,17.877,0.047,15.513,0.016,2.364,0.049648766,3830,1
489,296.25012,-14.89107,14.603,0.005,14.067,0.005,0.536,0.007071068,3838,1
490,296.22446,-14.89137,14.728,0.006,13.864,0.004,0.864,0.007211103,3840,1
491,296.41835,-14.78221,15.115,0.007,14.322,0.005,0.793,0.008602325,3842,1
492,296.17273,-14.75847,14.459,0.005,14.092,0.005,0.367,0.007071068,3843,1
493,296.20776,-14.92781,14.312,0.004,13.86,0.004,0.452,0.005656854,3851,1
494,296.28574,-14.9286,14.319,0.004,13.79,0.004,0.529,0.005656854,3853,1
495,296.21259,-14.80132,19.159,0.142,16.253,0.023,2.906,0.143850617,3856,1
496,296.30098,-14.86873,15.132,0.007,14.317,0.006,0.815,0.009219544,3862,1
497,296.104,-14.8887,14.501,0.005,13.951,0.005,0.55,0.007071068,3866,1
498,296.19167,-14.82955,18.039,0.055,15.404,0.012,2.635,0.056293872,3871,1
499,296.19891,-14.93806,14.695,0.005,14.081,0.005,0.614,0.007071068,3875,1
500,296.22241,-14.75688,15.011,0.007,14.079,0.005,0.932,0.008602325,3881,1
501,296.39644,-14.65802,14.718,0.005,14.074,0.004,0.644,0.006403124,3887,1
502,296.13484,-14.9013,14.584,0.005,14.09,0.005,0.494,0.007071068,3895,1
504,296.26103,-14.73258,14.817,0.006,14.114,0.005,0.703,0.00781025,3896,1
505,296.24052,-14.84932,18.845,0.108,15.623,0.014,3.222,0.108903627,3902,1
507,296.25102,-14.67677,14.967,0.006,14.137,0.005,0.83,0.00781025,3904,1
508,296.30461,-14.71427,17.845,0.044,15.669,0.013,2.176,0.045880279,3912,1
509,296.22367,-14.77175,15.078,0.007,14.063,0.005,1.015,0.008602325,3919,1
510,296.33997,-14.78637,14.364,0.004,14.07,0.005,0.294,0.006403124,3921,1
511,296.12366,-14.90253,14.493,0.005,14.045,0.005,0.448,0.007071068,3926,1
512,296.18045,-14.80418,17.734,0.043,15.782,0.016,1.952,0.045880279,3928,1
513,296.16694,-14.87247,14.508,0.005,14.084,0.005,0.424,0.007071068,3942,1
514,296.19874,-14.74322,14.46,0.005,14.062,0.005,0.398,0.007071068,3943,1
516,296.26234,-14.88244,16.354,0.015,14.905,0.008,1.449,0.017,3945,1
517,296.22571,-14.88446,15.069,0.007,14.179,0.005,0.89,0.008602325,3952,1
519,296.2132,-14.68089,16.359,0.014,15.128,0.009,1.231,0.016643317,3961,1
520,296.13103,-14.86154,14.677,0.005,14.055,0.005,0.622,0.007071068,3969,1
522,296.20121,-14.71862,15.053,0.006,14.215,0.005,0.838,0.00781025,3972,1
524,296.34878,-14.71976,14.364,0.004,14.044,0.005,0.32,0.006403124,3974,1
525,296.1827,-14.85873,15.12,0.007,14.169,0.005,0.951,0.008602325,3977,1
526,296.09651,-14.69392,15.174,0.007,14.383,0.005,0.791,0.008602325,3986,1
527,296.21013,-14.73622,14.924,0.006,14.061,0.005,0.863,0.00781025,3988,1
529,296.03469,-14.67691,14.777,0.006,14.144,0.005,0.633,0.00781025,3996,1
532,296.26034,-14.81802,15.896,0.011,14.593,0.007,1.303,0.013038405,3997,1
533,296.10879,-14.67551,14.7,0.005,14.09,0.005,0.61,0.007071068,3999,1
534,296.17851,-14.85548,15.096,0.007,14.299,0.006,0.797,0.009219544,4016,1
535,296.23957,-14.75629,14.554,0.005,14.241,0.005,0.313,0.007071068,4024,1
536,296.35757,-14.8472,14.719,0.005,14.171,0.005,0.548,0.007071068,4027,1
537,296.36573,-14.89167,15.562,0.008,14.318,0.005,1.244,0.009433981,4039,1
538,296.03853,-14.77658,14.364,0.005,13.801,0.004,0.563,0.006403124,4046,1
539,296.24784,-14.92997,14.504,0.005,14.14,0.005,0.364,0.007071068,4048,1
540,296.21112,-14.91068,19.013,0.123,16.092,0.02,2.921,0.124615408,4058,1
541,296.40397,-14.91875,14.483,0.005,13.981,0.004,0.502,0.006403124,4074,1
542,296.16651,-14.78283,14.852,0.006,14.151,0.005,0.701,0.00781025,4082,1
543,296.30013,-14.75728,14.622,0.005,14.188,0.005,0.434,0.007071068,4083,1
544,296.41883,-14.88503,15.009,0.006,14.201,0.005,0.808,0.00781025,4090,1
545,296.21722,-14.79319,14.936,0.006,14.219,0.005,0.717,0.00781025,4091,1
546,296.23884,-14.85754,16.51,0.017,14.684,0.007,1.826,0.018384776,4098,1
547,296.13898,-14.83143,15.222,0.007,14.491,0.006,0.731,0.009219544,4102,1
548,296.15485,-14.88727,14.52,0.005,14.105,0.005,0.415,0.007071068,4107,1
549,296.16779,-14.89871,14.609,0.005,14.094,0.005,0.515,0.007071068,4110,1
551,296.12779,-14.68535,14.614,0.005,14.14,0.005,0.474,0.007071068,4113,1
552,296.35193,-14.90932,15.33,0.007,14.481,0.006,0.849,0.009219544,4114,1
553,296.21458,-14.84826,15.176,0.007,14.235,0.005,0.941,0.008602325,4115,1
554,296.21927,-14.9272,14.93,0.006,14.15,0.005,0.78,0.00781025,4131,1
555,296.12467,-14.79607,14.537,0.005,14.159,0.005,0.378,0.007071068,4146,1
556,296.25296,-14.76515,14.62,0.005,14.203,0.005,0.417,0.007071068,4149,1
557,296.3537,-14.71241,14.596,0.005,14.22,0.005,0.376,0.007071068,4152,1
558,296.03165,-14.67768,14.58,0.005,14.101,0.005,0.479,0.007071068,4154,1
559,296.2433,-14.72635,14.728,0.006,14.25,0.005,0.478,0.00781025,4166,1
560,296.41745,-14.79169,14.928,0.006,14.271,0.005,0.657,0.00781025,4185,1
561,296.04946,-14.79395,14.54,0.006,14.162,0.005,0.378,0.00781025,4186,1
562,296.36599,-14.65709,14.529,0.004,14.148,0.005,0.381,0.006403124,4187,1
563,296.24644,-14.79006,15.414,0.008,14.427,0.006,0.987,0.01,4193,1
565,296.22632,-14.72547,18.179,0.061,15.627,0.014,2.552,0.062585941,4194,1
566,296.42903,-14.85207,15.089,0.006,14.306,0.005,0.783,0.00781025,4197,1
567,296.13953,-14.84234,14.544,0.005,14.224,0.005,0.32,0.007071068,4207,1
570,296.29942,-14.69263,15.01,0.006,14.261,0.005,0.749,0.00781025,4219,1
571,296.04168,-14.75186,14.368,0.005,14.098,0.005,0.27,0.007071068,4220,1
572,296.23576,-14.75836,14.722,0.006,14.374,0.006,0.348,0.008485281,4226,1
573,296.24761,-14.70499,15.095,0.006,14.147,0.005,0.948,0.00781025,4230,1
574,296.29266,-14.93824,14.722,0.006,14.339,0.006,0.383,0.008485281,4237,1
575,296.2236,-14.77464,16.439,0.016,15.332,0.011,1.107,0.019416488,4242,1
576,296.06967,-14.72182,14.815,0.006,14.14,0.005,0.675,0.00781025,4245,1
577,296.22863,-14.87131,15.08,0.007,14.191,0.005,0.889,0.008602325,4269,1
579,296.22701,-14.69771,14.758,0.005,14.173,0.005,0.585,0.007071068,4277,1
580,296.12382,-14.83538,15.019,0.007,14.243,0.005,0.776,0.008602325,4279,1
581,296.4003,-14.71003,14.869,0.005,14.257,0.005,0.612,0.007071068,4301,1
582,296.30014,-14.87876,17.513,0.035,15.51,0.013,2.003,0.037336309,4306,1
583,296.15111,-14.9525,14.698,0.006,14.242,0.006,0.456,0.008485281,4308,1
584,296.10659,-14.80298,17.82,0.046,15.984,0.018,1.836,0.049396356,4311,1
585,296.22323,-14.76663,16.279,0.014,14.57,0.007,1.709,0.015652476,4321,1
586,296.30103,-14.72167,14.814,0.005,14.238,0.005,0.576,0.007071068,4322,1
587,296.21816,-14.88028,16.28,0.014,15.263,0.011,1.017,0.017804494,4326,1
588,296.38578,-14.76515,14.819,0.006,14.319,0.005,0.5,0.00781025,4341,1
589,296.11609,-14.88108,17.31,0.031,15.45,0.012,1.86,0.03324154,4344,1
590,296.29523,-14.65947,14.992,0.006,14.262,0.005,0.73,0.00781025,4347,1
591,296.21048,-14.82961,15.855,0.011,14.739,0.007,1.116,0.013038405,4352,1
592,296.10577,-14.75618,14.673,0.005,14.143,0.005,0.53,0.007071068,4354,1
593,296.12413,-14.72402,18.18,0.058,15.734,0.014,2.446,0.059665736,4359,1
594,296.22798,-14.87967,15.105,0.007,14.237,0.005,0.868,0.008602325,4361,1
595,296.32184,-14.8362,18.041,0.045,15.843,0.015,2.198,0.047434165,4377,1
596,296.40519,-14.7749,14.886,0.006,14.377,0.006,0.509,0.008485281,4395,1
598,296.24047,-14.8215,15.175,0.007,14.288,0.006,0.887,0.009219544,4407,1
599,296.2207,-14.71814,14.927,0.006,14.543,0.006,0.384,0.008485281,4410,1
601,296.10368,-14.66721,14.653,0.005,13.989,0.004,0.664,0.006403124,4418,1
602,296.27887,-14.86482,14.714,0.006,14.355,0.006,0.359,0.008485281,4422,1
603,296.32346,-14.81105,14.692,0.005,14.254,0.005,0.438,0.007071068,4428,1
605,296.19256,-14.78459,14.692,0.005,14.315,0.006,0.377,0.00781025,4430,1
606,296.06101,-14.73091,15.272,0.008,14.476,0.007,0.796,0.010630146,4440,1
607,296.11791,-14.89065,14.707,0.006,14.251,0.005,0.456,0.00781025,4448,1
608,296.34788,-14.75763,18.643,0.073,16.059,0.018,2.584,0.075186435,4452,1
609,296.23395,-14.7225,15.231,0.007,14.294,0.005,0.937,0.008602325,4457,1
610,296.38216,-14.76021,14.953,0.006,14.307,0.005,0.646,0.00781025,4460,1
614,296.21836,-14.80107,15.657,0.01,14.436,0.006,1.221,0.011661904,4461,1
615,296.1237,-14.83347,14.197,0.004,13.806,0.004,0.391,0.005656854,4462,1
616,296.18319,-14.76298,18.354,0.071,15.661,0.014,2.693,0.07236712,4474,1
617,296.24367,-14.66818,14.877,0.006,14.288,0.005,0.589,0.00781025,4488,1
618,296.24557,-14.82234,17.694,0.042,15.566,0.013,2.128,0.043965896,4498,1
619,296.21473,-14.7416,15.169,0.007,14.279,0.006,0.89,0.009219544,4508,1
620,296.22933,-14.65249,17.698,0.039,15.496,0.011,2.202,0.040521599,4513,1
621,296.39301,-14.78929,14.685,0.005,14.349,0.006,0.336,0.00781025,4515,1
623,296.28664,-14.81759,14.402,0.005,14.375,0.006,0.027,0.00781025,4527,1
624,296.35055,-14.78734,14.617,0.005,14.258,0.005,0.359,0.007071068,4537,1
625,296.37701,-14.89289,15.468,0.008,14.627,0.007,0.841,0.010630146,4543,1
626,296.26797,-14.90649,14.738,0.006,14.259,0.005,0.479,0.00781025,4580,1
627,296.22061,-14.80001,16.804,0.021,14.908,0.008,1.896,0.022472205,4595,1
628,296.09708,-14.83125,14.618,0.005,14.292,0.006,0.326,0.00781025,4597,1
629,296.40151,-14.87554,14.91,0.006,14.379,0.006,0.531,0.008485281,4615,1
630,296.08533,-14.84802,14.676,0.006,14.322,0.006,0.354,0.008485281,4618,1
631,296.10421,-14.79254,17.933,0.05,15.67,0.014,2.263,0.05192302,4619,1
632,296.24124,-14.72373,17.138,0.025,15.058,0.008,2.08,0.026248809,4623,1
634,296.08,-14.86635,15.216,0.008,14.408,0.006,0.808,0.01,4630,1
635,296.25009,-14.6768,14.889,0.006,14.353,0.005,0.536,0.00781025,4632,1
636,296.22884,-14.80433,17.086,0.026,15.41,0.012,1.676,0.028635642,4634,1
637,296.23483,-14.83966,14.853,0.006,14.399,0.006,0.454,0.008485281,4635,1
639,296.44935,-14.90197,14.708,0.005,14.341,0.005,0.367,0.007071068,4664,1
640,296.09973,-14.77755,14.82,0.006,14.362,0.006,0.458,0.008485281,4666,1
641,296.30718,-14.84206,15.099,0.007,14.49,0.006,0.609,0.009219544,4669,1
642,296.33334,-14.89412,14.744,0.005,14.29,0.005,0.454,0.007071068,4674,1
643,296.22372,-14.83954,17.928,0.051,15.789,0.016,2.139,0.053450912,4675,1
645,296.34948,-14.88276,15.107,0.007,14.352,0.006,0.755,0.009219544,4677,1
647,296.064,-14.74631,14.754,0.006,14.386,0.006,0.368,0.008485281,4694,1
648,296.23038,-14.75699,15.474,0.009,14.637,0.007,0.837,0.011401754,4696,1
650,296.32037,-14.87581,14.763,0.005,14.294,0.005,0.469,0.007071068,4697,1
651,296.07773,-14.84449,15.205,0.008,14.389,0.006,0.816,0.01,4703,1
652,296.24999,-14.68432,14.973,0.006,14.361,0.005,0.612,0.00781025,4715,1
653,296.28798,-14.80231,16.181,0.013,14.866,0.008,1.315,0.015264338,4722,1
654,296.27779,-14.82281,18.45,0.077,16.004,0.019,2.446,0.07930952,4732,1
655,296.31573,-14.84773,14.883,0.006,14.469,0.006,0.414,0.008485281,4734,1
656,296.1982,-14.87107,15.352,0.008,14.391,0.006,0.961,0.01,4740,1
657,296.41866,-14.74246,15.419,0.008,14.505,0.006,0.914,0.01,4744,1
658,296.23241,-14.83929,16.379,0.016,14.815,0.008,1.564,0.017888544,4753,1
659,296.41645,-14.80166,15.179,0.007,14.448,0.006,0.731,0.009219544,4754,1
660,296.32847,-14.82026,15.472,0.008,14.721,0.007,0.751,0.010630146,4763,1
661,296.16415,-14.84146,18.66,0.092,16.054,0.019,2.606,0.093941471,4775,1
663,296.3085,-14.7124,14.927,0.006,14.489,0.006,0.438,0.008485281,4777,1
664,296.22425,-14.79784,16.34,0.015,14.929,0.008,1.411,0.017,4778,1
666,296.06491,-14.80865,14.757,0.006,14.402,0.006,0.355,0.008485281,4795,1
667,296.34687,-14.74626,15.081,0.006,14.479,0.006,0.602,0.008485281,4796,1
668,296.40918,-14.83155,14.812,0.006,14.438,0.006,0.374,0.008485281,4799,1
669,296.1063,-14.8516,14.677,0.005,14.339,0.006,0.338,0.00781025,4804,1
671,296.23409,-14.90133,15.007,0.007,14.384,0.006,0.623,0.009219544,4811,1
672,296.16958,-14.92949,14.792,0.006,14.381,0.006,0.411,0.008485281,4815,1
673,296.29871,-14.70153,15.066,0.006,14.492,0.006,0.574,0.008485281,4816,1
674,296.1567,-14.67873,15.004,0.006,14.418,0.006,0.586,0.008485281,4831,1
675,296.3646,-14.6511,14.727,0.005,14.294,0.005,0.433,0.007071068,4835,1
676,296.24717,-14.83917,17.106,0.026,15.305,0.011,1.801,0.028231188,4837,1
678,296.31042,-14.74779,14.965,0.006,14.391,0.007,0.574,0.009219544,4839,1
679,296.20508,-14.694,14.85,0.006,14.385,0.005,0.465,0.00781025,4841,1
680,296.07742,-14.76413,14.844,0.007,14.354,0.006,0.49,0.009219544,4842,1
681,296.25105,-14.79978,15.43,0.008,14.501,0.006,0.929,0.01,4844,1
682,296.1916,-14.85079,15.347,0.008,14.442,0.006,0.905,0.01,4845,1
685,296.18369,-14.77243,17.568,0.037,15.38,0.012,2.188,0.038897301,4854,1
686,296.07722,-14.85654,14.719,0.006,14.356,0.006,0.363,0.008485281,4867,1
687,296.18781,-14.90085,14.789,0.006,14.429,0.006,0.36,0.008485281,4868,1
688,296.14705,-14.67938,15.316,0.007,14.372,0.005,0.944,0.008602325,4876,1
689,296.20466,-14.83086,16.57,0.018,14.859,0.008,1.711,0.019697716,4884,1
690,296.09678,-14.71193,14.747,0.005,14.377,0.005,0.37,0.007071068,4904,1
691,296.20559,-14.77856,14.856,0.006,14.507,0.006,0.349,0.008485281,4909,1
692,296.15969,-14.85963,18.204,0.063,15.841,0.016,2.363,0.065,4913,1
693,296.25032,-14.80362,15.376,0.008,14.521,0.006,0.855,0.01,4920,1
694,296.30872,-14.8658,19.182,0.139,16.588,0.029,2.594,0.141992958,4924,1
695,296.40653,-14.84045,14.9,0.006,14.467,0.006,0.433,0.008485281,4925,1
696,296.32105,-14.89365,14.989,0.006,14.453,0.006,0.536,0.008485281,4930,1
698,296.2044,-14.92848,14.789,0.006,14.446,0.006,0.343,0.008485281,4935,1
701,296.24451,-14.83897,14.948,0.006,14.462,0.006,0.486,0.008485281,4949,1
702,296.31798,-14.80184,14.745,0.005,14.42,0.006,0.325,0.00781025,4950,1
703,296.20325,-14.82793,18.054,0.056,16.374,0.025,1.68,0.061326992,4976,1
704,296.2765,-14.86,15.39,0.008,14.436,0.006,0.954,0.01,4981,1
705,296.2009,-14.7277,15.296,0.008,14.521,0.006,0.775,0.01,4984,1
706,296.39253,-14.68636,14.858,0.005,14.408,0.005,0.45,0.007071068,4990,1
707,296.20164,-14.88634,16.685,0.019,15.007,0.009,1.678,0.021023796,5005,1
708,296.27528,-14.81896,14.856,0.006,14.506,0.006,0.35,0.008485281,5009,1
709,296.21545,-14.78518,14.905,0.006,14.501,0.006,0.404,0.008485281,5044,1
710,296.23458,-14.73063,15.28,0.008,14.575,0.007,0.705,0.010630146,5048,1
711,296.2468,-14.80972,15.502,0.009,14.433,0.006,1.069,0.010816654,5050,1
712,296.17491,-14.66868,15.722,0.009,14.547,0.006,1.175,0.010816654,5059,1
713,296.30515,-14.91793,15.484,0.009,14.684,0.007,0.8,0.011401754,5065,1
714,296.24418,-14.84676,14.719,0.006,14.336,0.006,0.383,0.008485281,5066,1
715,296.37477,-14.68718,15.038,0.006,14.452,0.006,0.586,0.008485281,5069,1
716,296.22953,-14.87045,14.769,0.006,14.638,0.007,0.131,0.009219544,5071,1
717,296.28858,-14.90324,14.806,0.006,14.456,0.006,0.35,0.008485281,5092,1
718,296.37049,-14.80176,14.908,0.006,14.517,0.006,0.391,0.008485281,5096,1
719,296.15119,-14.95476,15.175,0.007,14.562,0.007,0.613,0.009899495,5107,1
720,296.41004,-14.77532,15.116,0.007,14.534,0.006,0.582,0.009219544,5129,1
722,296.22674,-14.75058,16.969,0.024,15.022,0.009,1.947,0.025632011,5142,1
723,296.18033,-14.80579,14.857,0.006,14.507,0.006,0.35,0.008485281,5144,1
724,296.2146,-14.78556,16.522,0.017,14.937,0.009,1.585,0.019235384,5147,1
726,296.27553,-14.8104,14.925,0.006,14.57,0.007,0.355,0.009219544,5164,1
728,296.3714,-14.88787,15.101,0.007,14.544,0.006,0.557,0.009219544,5167,1
729,296.1552,-14.93396,15.212,0.007,14.477,0.006,0.735,0.009219544,5169,1
730,296.42022,-14.76075,14.956,0.006,14.578,0.006,0.378,0.008485281,5179,1
731,296.20503,-14.87903,14.986,0.006,14.547,0.007,0.439,0.009219544,5181,1
733,296.27338,-14.79197,17.184,0.028,15.174,0.01,2.01,0.029732137,5186,1
734,296.23407,-14.68634,18.404,0.07,16.343,0.022,2.061,0.073375745,5189,1
735,296.1084,-14.683,14.977,0.006,14.51,0.006,0.467,0.008485281,5190,1
736,296.34727,-14.72574,15.427,0.008,14.707,0.007,0.72,0.010630146,5191,1
737,296.38275,-14.7522,17.007,0.021,15.491,0.012,1.516,0.024186773,5194,1
738,296.19485,-14.8781,14.998,0.007,14.463,0.006,0.535,0.009219544,5196,1
740,296.36385,-14.75976,16.528,0.015,14.986,0.008,1.542,0.017,5205,1
741,296.28494,-14.74635,14.973,0.006,14.534,0.007,0.439,0.009219544,5208,1
742,296.05272,-14.80146,14.67,0.006,14.381,0.006,0.289,0.008485281,5210,1
