ID,CMD3region,RA,Dec,k36mag,e36mag,k80mag,e80mag,threesixMINUSeightzero,ERRORthreesixMINUSeightzero
1104,4,296.06283,-14.87357,15.44,0.12,14.69,0.05,0.75,0.13
1109,4,296.26025,-14.67919,14.83,0.06,14.49,0.06,0.34,0.084852814
1111,4,296.3106,-14.78295,15.29,0.06,14.26,0.05,1.03,0.078102497
1116,4,296.1632,-14.89449,14.89,0.05,14.44,0.04,0.45,0.064031242
1122,4,296.26945,-14.78085,14.77,0.03,14.39,0.06,0.38,0.067082039
1123,4,296.11107,-14.85967,14.78,0.07,14.5,0.06,0.28,0.092195445
1124,4,296.22053,-14.85472,14.74,0.04,14.21,0.05,0.53,0.064031242
1129,4,296.26861,-14.72636,14.75,0.04,14.48,0.04,0.27,0.056568542
1133,4,296.20433,-14.89677,14.61,0.05,14.29,0.06,0.32,0.078102497
1135,4,296.2774,-14.83823,15.58,0.14,14.34,0.04,1.24,0.145602198
1141,4,296.33414,-14.9204,14.74,0.07,14.5,0.05,0.24,0.086023253
1148,4,296.21699,-14.85602,14.99,0.02,14.53,0.05,0.46,0.053851648
1154,4,296.27749,-14.87469,15.01,0.04,14.28,0.06,0.73,0.072111026
1155,4,296.10372,-14.7247,14.75,0.05,14.24,0.07,0.51,0.086023253
1157,4,296.25965,-14.84787,15.09,0.06,14.48,0.04,0.61,0.072111026
1160,4,296.17514,-14.85969,14.83,0.05,14.31,0.04,0.52,0.064031242
1163,4,296.26334,-14.73773,14.78,0.03,14.33,0.04,0.45,0.05
1174,4,296.23083,-14.80294,15.2,0.05,14.25,0.1,0.95,0.111803399
1175,4,296.24627,-14.86645,14.93,0.03,14.46,0.05,0.47,0.058309519
1176,4,296.32963,-14.83191,15.31,0.04,14.46,0.07,0.85,0.080622577
1181,4,296.13549,-14.82316,14.93,0.09,14.42,0.08,0.51,0.120415946
1184,4,296.23245,-14.89517,14.77,0.05,14.32,0.04,0.45,0.064031242
1186,4,296.31615,-14.82493,14.85,0.05,14.39,0.04,0.46,0.064031242
1189,4,296.27554,-14.85384,14.8,0.03,14.45,0.04,0.35,0.05
1192,4,296.13161,-14.85487,14.78,0.06,14.3,0.05,0.48,0.078102497
1195,4,296.23927,-14.7246,14.71,0.07,14.43,0.06,0.28,0.092195445
1198,4,296.24073,-14.80141,15.04,0.04,14.51,0.06,0.53,0.072111026
1200,4,296.33418,-14.89822,15.16,0.05,13.76,0.03,1.4,0.058309519
1202,4,296.2626,-14.84786,14.86,0.08,14.36,0.06,0.5,0.1
1203,4,296.24271,-14.78802,14.76,0.07,13.46,0.05,1.3,0.086023253
1204,4,296.2663,-14.7292,15.45,0.04,14.36,0.05,1.09,0.064031242
1209,4,296.25065,-14.77025,15.04,0.03,14.5,0.06,0.54,0.067082039
1211,4,296.27832,-14.78013,14.87,0.07,14.45,0.04,0.42,0.080622577
1217,4,296.19915,-14.81282,14.92,0.05,14.54,0.04,0.38,0.064031242
1219,4,296.04299,-14.7822,15.04,0.08,14.33,0.05,0.71,0.094339811
1222,4,296.28233,-14.76342,14.94,0.04,14.34,0.05,0.6,0.064031242
1225,4,296.27309,-14.75142,15.47,0.04,14.61,0.09,0.86,0.098488578
1231,4,296.33288,-14.85937,14.9,0.05,14.41,0.05,0.49,0.070710678
1232,4,296.2931,-14.77066,15.06,0.03,14.5,0.04,0.56,0.05
1235,4,296.26534,-14.83664,15.08,0.04,14.36,0.06,0.72,0.072111026
1240,4,296.24461,-14.79362,15.05,0.03,14.21,0.08,0.84,0.085440037
1241,4,296.2942,-14.75103,14.82,0.04,14.36,0.04,0.46,0.056568542
1248,4,296.15207,-14.81944,14.82,0.06,14.46,0.08,0.36,0.1
1249,4,296.25683,-14.7589,14.85,0.06,14.5,0.07,0.35,0.092195445
1253,4,296.22395,-14.92243,15.16,0.06,14.5,0.09,0.66,0.108166538
1254,4,296.25513,-14.83984,15.31,0.07,13.94,0.05,1.37,0.086023253
1255,4,296.20298,-14.69118,15.09,0.06,14.6,0.05,0.49,0.078102497
1258,4,296.2693,-14.66631,14.94,0.05,14.39,0.03,0.55,0.058309519
1261,4,296.22607,-14.85775,14.84,0.04,14.38,0.06,0.46,0.072111026
1265,4,296.17007,-14.80256,14.88,0.04,14.42,0.04,0.46,0.056568542
1271,4,296.17016,-14.84462,14.8,0.06,14.18,0.05,0.62,0.078102497
1272,4,296.2216,-14.8236,14.95,0.05,14.54,0.06,0.41,0.078102497
1273,4,296.24406,-14.80071,14.82,0.06,14.36,0.07,0.46,0.092195445
1277,4,296.20027,-14.78031,14.83,0.04,14.31,0.05,0.52,0.064031242
1278,4,296.22874,-14.79237,14.96,0.05,14.45,0.06,0.51,0.078102497
1280,4,296.25097,-14.8278,14.74,0.03,14.37,0.05,0.37,0.058309519
1281,4,296.22716,-14.83473,15.13,0.06,14.63,0.07,0.5,0.092195445
1282,4,296.25269,-14.79751,14.89,0.04,13.72,0.09,1.17,0.098488578
1283,4,296.25833,-14.7883,15.04,0.06,13.92,0.05,1.12,0.078102497
1285,4,296.24225,-14.78787,15.01,0.05,13.42,0.06,1.59,0.078102497
1286,4,296.12579,-14.72668,15.4,0.07,14.31,0.06,1.09,0.092195445
1289,4,296.23892,-14.91002,14.76,0.05,14.4,0.08,0.36,0.094339811
1291,4,296.29618,-14.75769,14.91,0.04,14.35,0.04,0.56,0.056568542
1292,4,296.28823,-14.78882,14.78,0.05,14.48,0.06,0.3,0.078102497
1293,4,296.28778,-14.77112,14.79,0.06,14.43,0.08,0.36,0.1
1294,4,296.22651,-14.80843,15.01,0.07,14.07,0.06,0.94,0.092195445
1296,4,296.23916,-14.67073,15.35,0.03,14.66,0.04,0.69,0.05
1298,4,296.29435,-14.80399,14.99,0.03,14.51,0.05,0.48,0.058309519
1300,4,296.20544,-14.81281,14.82,0.03,14.35,0.06,0.47,0.067082039
1303,4,296.37995,-14.89884,14.74,0.05,14.44,0.06,0.3,0.078102497
1310,4,296.26672,-14.91113,15.21,0.04,14.59,0.2,0.62,0.203960781
1311,4,296.16007,-14.71459,15.05,0.04,14.58,0.07,0.47,0.080622577
1312,4,296.22643,-14.76197,15.43,0.06,13.92,0.02,1.51,0.063245553
1316,4,296.31143,-14.83887,15.22,0.06,14.43,0.04,0.79,0.072111026
1318,4,296.26203,-14.77478,14.97,0.04,14.25,0.07,0.72,0.080622577
1320,4,296.20975,-14.7601,15.27,0.05,14.4,0.06,0.87,0.078102497
1323,4,296.18863,-14.92026,15.07,0.04,14.52,0.06,0.55,0.072111026
1324,4,296.25633,-14.8074,14.97,0.04,13.48,0.08,1.49,0.089442719
1327,4,296.16806,-14.83692,15.13,0.04,14.26,0.03,0.87,0.05
1334,4,296.25745,-14.7824,14.93,0.02,14.58,0.07,0.35,0.072801099
1340,4,296.23021,-14.81395,15.07,0.06,14.63,0.08,0.44,0.1
1342,4,296.07179,-14.88478,15.85,0.1,14.61,0.06,1.24,0.116619038
1349,4,296.28305,-14.7559,14.88,0.05,14.42,0.04,0.46,0.064031242
1357,4,296.25795,-14.84268,14.93,0.07,14.48,0.05,0.45,0.086023253
1358,4,296.21194,-14.81824,14.97,0.05,14.41,0.05,0.56,0.070710678
1360,4,296.10146,-14.95973,15.03,0.06,14.6,0.07,0.43,0.092195445
1361,4,296.26443,-14.77173,15.06,0.05,14.32,0.04,0.74,0.064031242
1369,4,296.24143,-14.74469,15.04,0.03,14.35,0.05,0.69,0.058309519
1373,4,296.22704,-14.83685,15.17,0.04,14.36,0.05,0.81,0.064031242
1378,4,296.16488,-14.82941,15.04,0.04,14.44,0.05,0.6,0.064031242
1382,4,296.15598,-14.68745,15.03,0.04,14.47,0.05,0.56,0.064031242
1386,4,296.22855,-14.77694,15.13,0.04,14.6,0.05,0.53,0.064031242
1387,4,296.2516,-14.80102,15.17,0.04,13.9,0.1,1.27,0.107703296
1389,4,296.20208,-14.84781,14.86,0.02,14.4,0.06,0.46,0.063245553
1398,4,296.17939,-14.74265,15.21,0.07,14.56,0.13,0.65,0.147648231
1401,4,296.33766,-14.8337,14.95,0.05,14.5,0.05,0.45,0.070710678
1402,4,296.20473,-14.84915,15.01,0.03,14.57,0.04,0.44,0.05
1412,4,296.23849,-14.70108,15.02,0.04,14.62,0.06,0.4,0.072111026
1416,4,296.25978,-14.80236,14.92,0.05,14.55,0.03,0.37,0.058309519
1417,4,296.27955,-14.80413,14.86,0.08,14.39,0.04,0.47,0.089442719
1418,4,296.23857,-14.80943,15,0.04,14.56,0.06,0.44,0.072111026
1424,4,296.17184,-14.86569,15.08,0.04,14.62,0.04,0.46,0.056568542
1425,4,296.22901,-14.72473,14.8,0.07,14.5,0.05,0.3,0.086023253
1429,4,296.26591,-14.79216,15,0.06,14.42,0.06,0.58,0.084852814
1430,4,296.19489,-14.88759,14.87,0.04,14.36,0.07,0.51,0.080622577
1431,4,296.22466,-14.79023,15.89,0.22,14.66,0.08,1.23,0.234093998
1434,4,296.15109,-14.72699,15.18,0.07,14.54,0.07,0.64,0.098994949
1439,4,296.17963,-14.73701,15,0.05,14.48,0.04,0.52,0.064031242
1440,4,296.24443,-14.81048,15.01,0.05,14.51,0.06,0.5,0.078102497
1441,4,296.37384,-14.66094,15.11,0.07,14.43,0.07,0.68,0.098994949
1445,4,296.16864,-14.8778,14.97,0.05,14.6,0.1,0.37,0.111803399
1447,4,296.23476,-14.84753,15.05,0.06,14.59,0.04,0.46,0.072111026
1448,4,296.26245,-14.78598,14.97,0.05,14.4,0.06,0.57,0.078102497
1452,4,296.21085,-14.81538,14.99,0.04,14.4,0.05,0.59,0.064031242
1459,4,296.22071,-14.78014,15,0.07,14.53,0.04,0.47,0.080622577
1461,4,296.27687,-14.80033,15.3,0.06,13.47,0.05,1.83,0.078102497
1464,4,296.21797,-14.82086,14.86,0.05,14.54,0.05,0.32,0.070710678
1473,4,296.38454,-14.7362,15.37,0.04,14.62,0.09,0.75,0.098488578
1478,4,296.4363,-14.89512,15.1,0.1,14.43,0.07,0.67,0.122065556
1482,4,296.16941,-14.70522,15.06,0.04,14.6,0.03,0.46,0.05
1486,4,296.2258,-14.80766,15.01,0.07,14.13,0.06,0.88,0.092195445
1492,4,296.25845,-14.79129,15.02,0.03,14.17,0.03,0.85,0.042426407
1500,4,296.17882,-14.86864,15.12,0.04,14.54,0.04,0.58,0.056568542
1508,4,296.17727,-14.6943,16.02,0.09,14.95,0.07,1.07,0.114017543
1511,4,296.25336,-14.84706,14.35,0.08,14.1,0.05,0.25,0.094339811
1515,4,296.28872,-14.78376,15.32,0.04,13.69,0.09,1.63,0.098488578
1523,4,296.10027,-14.78661,15.02,0.05,14.52,0.06,0.5,0.078102497
1525,4,296.20018,-14.77392,15.55,0.08,13.54,0.07,2.01,0.106301458
1529,4,296.23816,-14.74919,15.34,0.06,14.5,0.03,0.84,0.067082039
1532,4,296.31402,-14.78391,14.97,0.05,14.5,0.06,0.47,0.078102497
1534,4,296.2169,-14.7967,15.1,0.05,14.18,0.06,0.92,0.078102497
1540,4,296.22628,-14.84654,14.94,0.07,14.54,0.04,0.4,0.080622577
1548,4,296.07839,-14.78974,15.07,0.07,14.48,0.03,0.59,0.076157731
1553,4,296.1594,-14.76772,14.92,0.04,14.52,0.05,0.4,0.064031242
1555,4,296.22158,-14.86115,15.71,0.05,14.27,0.11,1.44,0.12083046
1561,4,296.34197,-14.68203,15.39,0.04,13.37,0.03,2.02,0.05
1563,4,296.27444,-14.72493,15.12,0.04,13.68,0.05,1.44,0.064031242
1574,4,296.20985,-14.92999,14.84,0.05,14.28,0.04,0.56,0.064031242
1576,4,296.15944,-14.73332,15.28,0.04,14.6,0.03,0.68,0.05
1579,4,296.20544,-14.74997,15.21,0.05,14.63,0.04,0.58,0.064031242
1583,4,296.09289,-14.89217,15.75,0.12,14.81,0.11,0.94,0.162788206
1588,4,296.11073,-14.72588,15.15,0.09,14.58,0.06,0.57,0.108166538
1592,4,296.29236,-14.71469,15.01,0.04,14.59,0.06,0.42,0.072111026
1596,4,296.40191,-14.73825,15.24,0.11,14.67,0.06,0.57,0.125299641
1612,4,296.2038,-14.69834,15.26,0.04,14.72,0.07,0.54,0.080622577
1614,4,296.31979,-14.90845,15.21,0.04,14.41,0.05,0.8,0.064031242
1621,4,296.23869,-14.84006,15.2,0.06,14.67,0.06,0.53,0.084852814
1629,4,296.29456,-14.80871,14.86,0.05,14.5,0.04,0.36,0.064031242
1630,4,296.26953,-14.71491,15.18,0.05,14.68,0.06,0.5,0.078102497
1658,4,296.22234,-14.79683,15.29,0.07,14.71,0.1,0.58,0.122065556
1662,4,296.23857,-14.83908,15.01,0.05,14.58,0.06,0.43,0.078102497
1663,4,296.22407,-14.81586,14.98,0.04,14.53,0.04,0.45,0.056568542
1666,4,296.22741,-14.75796,15.27,0.04,14.71,0.07,0.56,0.080622577
1674,4,296.31814,-14.73676,15.3,0.06,14.52,0.06,0.78,0.084852814
1680,4,296.19805,-14.71992,15.09,0.04,14.56,0.06,0.53,0.072111026
1682,4,296.11065,-14.69325,15.44,0.07,14.52,0.06,0.92,0.092195445
1688,4,296.32439,-14.81603,15.69,0.06,14.05,0.05,1.64,0.078102497
1689,4,296.23574,-14.84684,15.38,0.07,14.59,0.1,0.79,0.122065556
1690,4,296.13467,-14.67695,15.32,0.06,14.67,0.03,0.65,0.067082039
1696,4,296.11556,-14.66874,15.71,0.09,14.86,0.06,0.85,0.108166538
1697,4,296.21804,-14.92567,15.22,0.04,14.65,0.08,0.57,0.089442719
1709,4,296.21446,-14.7708,15.24,0.06,14.63,0.06,0.61,0.084852814
1711,4,296.15907,-14.81507,15.27,0.05,14.49,0.07,0.78,0.086023253
1721,4,296.2992,-14.78675,15.16,0.04,14.66,0.09,0.5,0.098488578
1731,4,296.14632,-14.85584,15.25,0.06,14.53,0.08,0.72,0.1
1738,4,296.25197,-14.79851,15.16,0.05,14.5,0.07,0.66,0.086023253
1744,4,296.25819,-14.78776,15.1,0.05,14.42,0.06,0.68,0.078102497
1751,4,296.17703,-14.7102,15.39,0.04,14.76,0.06,0.63,0.072111026
1777,4,296.25258,-14.8605,15.82,0.05,14.89,0.04,0.93,0.064031242
1786,4,296.26588,-14.82434,15.17,0.05,14.51,0.05,0.66,0.070710678
1787,4,296.2451,-14.81958,15.21,0.08,14.64,0.06,0.57,0.1
1789,4,296.21529,-14.71405,15.28,0.04,14.54,0.1,0.74,0.107703296
1790,4,296.25515,-14.82457,15.46,0.03,14.59,0.05,0.87,0.058309519
1795,4,296.26357,-14.76711,15.48,0.03,14.66,0.05,0.82,0.058309519
1809,4,296.21488,-14.85652,15.31,0.04,14.68,0.05,0.63,0.064031242
1816,4,296.23612,-14.85651,15.34,0.04,13.64,0.1,1.7,0.107703296
1820,4,296.28285,-14.73223,15.34,0.05,14.74,0.08,0.6,0.094339811
1823,4,296.22009,-14.75805,15.23,0.07,14.62,0.06,0.61,0.092195445
1828,4,296.27973,-14.74054,15.08,0.07,14.04,0.04,1.04,0.080622577
1834,4,296.23877,-14.79545,15.27,0.04,13.7,0.14,1.57,0.145602198
1838,4,296.14028,-14.94086,15.79,0.08,14.31,0.05,1.48,0.094339811
1842,4,296.23495,-14.83663,15.65,0.1,14.73,0.04,0.92,0.107703296
1843,4,296.29656,-14.79415,15.44,0.05,14.78,0.05,0.66,0.070710678
1872,4,296.19067,-14.80434,15.32,0.06,14.73,0.06,0.59,0.084852814
1873,4,296.12819,-14.79049,15.41,0.05,14.72,0.04,0.69,0.064031242
1886,4,296.04063,-14.80747,15.26,0.14,14.47,0.11,0.79,0.178044938
1890,4,296.25231,-14.78467,15.36,0.03,14.53,0.08,0.83,0.085440037
1897,4,296.27523,-14.7589,15.6,0.05,14.86,0.04,0.74,0.064031242
1913,4,296.20507,-14.87555,15.45,0.06,14.72,0.08,0.73,0.1
1919,4,296.23304,-14.84998,15.26,0.04,14.6,0.05,0.66,0.064031242
1922,4,296.1707,-14.85994,15.27,0.03,14.65,0.06,0.62,0.067082039
1925,4,296.2259,-14.81257,16.15,0.04,14.68,0.24,1.47,0.243310501
1929,4,296.25379,-14.75486,14.87,0.02,14.45,0.06,0.42,0.063245553
1995,4,296.11257,-14.91157,14.63,0.08,13.51,0.03,1.12,0.085440037
2001,4,296.34409,-14.67324,15.81,0.02,14.43,0.04,1.38,0.04472136
2002,4,296.07066,-14.95586,15.25,0.1,14.21,0.07,1.04,0.122065556
2005,4,296.21699,-14.86582,15.57,0.05,14.16,0.03,1.41,0.058309519
2020,4,296.2355,-14.85787,15.39,0.04,14.63,0.05,0.76,0.064031242
2026,4,296.29908,-14.78344,15.17,0.03,14.64,0.07,0.53,0.076157731
2028,4,296.13744,-14.9636,15.67,0.09,14.43,0.08,1.24,0.120415946
2052,4,296.18977,-14.90009,15.33,0.04,14.72,0.07,0.61,0.080622577
2054,4,296.15055,-14.84067,15.76,0.07,14.69,0.09,1.07,0.114017543
2070,4,296.11861,-14.89873,15.43,0.06,14.8,0.06,0.63,0.084852814
2090,4,296.2815,-14.74688,15.69,0.05,14.64,0.05,1.05,0.070710678
2095,4,296.18646,-14.79796,15.92,0.06,14.86,0.05,1.06,0.078102497
2097,4,296.07264,-14.75158,15.63,0.08,14.78,0.06,0.85,0.1
2104,4,296.25788,-14.76931,15.34,0.03,14.43,0.07,0.91,0.076157731
2109,4,296.26774,-14.9085,15.29,0.07,14.5,0.08,0.79,0.106301458
2118,4,296.22303,-14.83417,15.49,0.09,14.78,0.1,0.71,0.13453624
2150,4,296.1214,-14.67934,15.64,0.09,14.89,0.06,0.75,0.108166538
2156,4,296.22888,-14.83819,15.53,0.05,14.74,0.09,0.79,0.102956301
2160,4,296.24275,-14.78727,15.35,0.03,13.45,0.06,1.9,0.067082039
2168,4,296.17277,-14.75008,15.37,0.07,14.75,0.05,0.62,0.086023253
2178,4,296.24935,-14.78396,15.43,0.06,14.54,0.1,0.89,0.116619038
2193,4,296.16095,-14.85936,15.43,0.05,13.99,0.1,1.44,0.111803399
2209,4,296.42117,-14.74717,15.55,0.06,14.72,0.08,0.83,0.1
2211,4,296.28254,-14.80956,15.56,0.04,14.42,0.06,1.14,0.072111026
2221,4,296.17523,-14.75843,15.83,0.04,14.56,0.06,1.27,0.072111026
2246,4,296.23613,-14.80108,15.57,0.03,14.72,0.08,0.85,0.085440037
2248,4,296.37169,-14.71972,15.73,0.05,14.59,0.05,1.14,0.070710678
2249,4,296.38201,-14.80804,15.83,0.06,14.68,0.06,1.15,0.084852814
2280,4,296.19365,-14.67825,15.67,0.07,14.8,0.06,0.87,0.092195445
2282,4,296.22093,-14.80093,15.46,0.07,14.8,0.06,0.66,0.092195445
2283,4,296.25746,-14.806,15.5,0.02,14.15,0.09,1.35,0.092195445
2297,4,296.23407,-14.79283,15.31,0.07,13.55,0.06,1.76,0.092195445
2304,4,296.18172,-14.7577,15.71,0.04,14.92,0.04,0.79,0.056568542
2311,4,296.16221,-14.86903,15.43,0.04,14.62,0.05,0.81,0.064031242
2322,4,296.23242,-14.79319,15.62,0.06,14.83,0.08,0.79,0.1
2334,4,296.11861,-14.73341,15.74,0.05,14.79,0.04,0.95,0.064031242
2346,4,296.05545,-14.72353,15.56,0.07,14.82,0.07,0.74,0.098994949
2354,4,296.08803,-14.7402,15.55,0.08,14.78,0.07,0.77,0.106301458
2360,4,296.16454,-14.94444,16.13,0.11,14.92,0.06,1.21,0.125299641
2376,4,296.24889,-14.82122,15.86,0.04,14.92,0.1,0.94,0.107703296
2377,4,296.24116,-14.93741,15.91,0.05,14.67,0.08,1.24,0.094339811
2381,4,296.30454,-14.78694,15.85,0.05,14.61,0.06,1.24,0.078102497
2393,4,296.06092,-14.8702,15.89,0.08,14.95,0.08,0.94,0.113137085
2422,4,296.22615,-14.80775,15.57,0.11,14.74,0.09,0.83,0.142126704
2427,4,296.15767,-14.74769,15.93,0.05,14.53,0.04,1.4,0.064031242
2461,4,296.21016,-14.88556,15.45,0.05,14.63,0.11,0.82,0.12083046
2494,4,296.15429,-14.94937,16.01,0.06,14.93,0.1,1.08,0.116619038
2499,4,296.25148,-14.79806,15.54,0.05,14.57,0.08,0.97,0.094339811
2501,4,296.25433,-14.81753,15.92,0.03,14.84,0.05,1.08,0.058309519
2532,4,296.38141,-14.91834,15.95,0.04,14.34,0.07,1.61,0.080622577
2551,4,296.37699,-14.84273,15.99,0.1,14.91,0.09,1.08,0.13453624
2569,4,296.08865,-14.90118,15.86,0.08,14.88,0.1,0.98,0.128062485
2581,4,296.25071,-14.79433,15.37,0.05,14.66,0.09,0.71,0.102956301
2593,4,296.14469,-14.73881,15.08,0.06,14.64,0.07,0.44,0.092195445
2624,4,296.42163,-14.81208,15.79,0.06,14.9,0.09,0.89,0.108166538
2644,4,296.08625,-14.78023,16.11,0.08,14.91,0.05,1.2,0.094339811
2659,4,296.2577,-14.79211,15.92,0.05,14.67,0.08,1.25,0.094339811
2664,4,296.23494,-14.84128,15.78,0.07,14.89,0.06,0.89,0.092195445
2668,4,296.07152,-14.8747,16,0.11,14.96,0.06,1.04,0.125299641
2673,4,296.0504,-14.75715,16.5,0.06,15.26,0.12,1.24,0.134164079
2676,4,296.2914,-14.76529,15.75,0.03,14.93,0.07,0.82,0.076157731
2687,4,296.21802,-14.65554,16.12,0.11,14.8,0.1,1.32,0.148660687
2737,4,296.15788,-14.9291,15.74,0.05,14.82,0.06,0.92,0.078102497
2758,4,296.25103,-14.80762,15.94,0.08,14.47,0.06,1.47,0.1
2765,4,296.1896,-14.89062,15.95,0.07,14.89,0.07,1.06,0.098994949
2766,4,296.28157,-14.81253,15.84,0.07,14.93,0.11,0.91,0.130384048
2768,4,296.23644,-14.79791,15.82,0.05,14.66,0.11,1.16,0.12083046
2770,4,296.24472,-14.78971,15.57,0.07,13.91,0.07,1.66,0.098994949
2789,4,296.21484,-14.87832,15.79,0.04,14.42,0.11,1.37,0.117046999
2803,4,296.40178,-14.76959,16.12,0.04,14.87,0.11,1.25,0.117046999
2810,4,296.28189,-14.79668,16.17,0.06,14.83,0.16,1.34,0.170880075
2835,4,296.25766,-14.68309,16.19,0.06,14.81,0.1,1.38,0.116619038
2836,4,296.22027,-14.7159,15.75,0.04,13.94,0.1,1.81,0.107703296
2869,4,296.22103,-14.71563,15.97,0.07,14.3,0.06,1.67,0.092195445
2873,4,296.21291,-14.81861,16.09,0.05,14.99,0.08,1.1,0.094339811
2879,4,296.24121,-14.79724,15.79,0.04,13.93,0.09,1.86,0.098488578
2947,4,296.32192,-14.78904,15.9,0.09,14.86,0.14,1.04,0.16643317
2996,4,296.22074,-14.72483,15.85,0.05,14.46,0.07,1.39,0.086023253
3044,4,296.41077,-14.9175,15.71,0.05,14.68,0.08,1.03,0.094339811
3063,4,296.124,-14.87464,16.16,0.06,15,0.05,1.16,0.078102497
3085,4,296.22757,-14.81088,16.14,0.05,15.08,0.04,1.06,0.064031242
3095,4,296.21079,-14.87629,16.02,0.07,14.83,0.07,1.19,0.098994949
3103,4,296.38901,-14.70588,15.84,0.05,14.27,0.08,1.57,0.094339811
3121,4,296.13463,-14.75464,16.11,0.1,14.85,0.07,1.26,0.122065556
3134,4,296.29891,-14.84188,16.21,0.06,14.7,0.07,1.51,0.092195445
3166,4,296.25209,-14.78537,16.02,0.04,14.81,0.08,1.21,0.089442719
3171,4,296.2674,-14.71721,15.94,0.04,14.83,0.07,1.11,0.080622577
3179,4,296.17281,-14.68185,16.02,0.04,15.02,0.07,1,0.080622577
3186,4,296.14339,-14.84403,16.28,0.08,15.03,0.05,1.25,0.094339811
3194,4,296.08004,-14.80984,16.19,0.11,15.01,0.11,1.18,0.155563492
3229,4,296.1962,-14.94345,16.21,0.07,14.68,0.07,1.53,0.098994949
3232,4,296.05178,-14.83503,16.14,0.12,14.91,0.07,1.23,0.13892444
3241,4,296.26121,-14.72188,16.09,0.05,14.99,0.06,1.1,0.078102497
3263,4,296.33788,-14.74031,16.23,0.05,14.99,0.11,1.24,0.12083046
3275,4,296.39049,-14.87426,15.99,0.04,14.5,0.07,1.49,0.080622577
3288,4,296.06619,-14.84463,15.77,0.06,14.93,0.07,0.84,0.092195445
3372,4,296.25419,-14.80132,15.83,0.05,14.66,0.07,1.17,0.086023253
3375,4,296.37439,-14.66123,16.06,0.06,14.64,0.07,1.42,0.092195445
3394,4,296.06745,-14.69319,16.05,0.07,14.8,0.07,1.25,0.098994949
3396,4,296.23607,-14.80928,16.06,0.04,14.92,0.09,1.14,0.098488578
3405,4,296.2229,-14.7102,16.05,0.04,14.86,0.07,1.19,0.080622577
3432,4,296.2052,-14.85624,15.96,0.04,15.02,0.09,0.94,0.098488578
3435,4,296.09359,-14.94933,15.97,0.09,14.91,0.07,1.06,0.114017543
3484,4,296.28424,-14.90619,16.18,0.09,14.89,0.07,1.29,0.114017543
3493,4,296.44013,-14.88585,16.37,0.05,15.16,0.1,1.21,0.111803399
3496,4,296.29883,-14.81189,16.14,0.02,14.65,0.09,1.49,0.092195445
3532,4,296.4226,-14.7539,16.43,0.06,15.22,0.28,1.21,0.286356421
3551,4,296.10428,-14.95152,15.99,0.06,15.02,0.07,0.97,0.092195445
3567,4,296.19795,-14.87835,16.11,0.05,14.55,0.04,1.56,0.064031242
3626,4,296.13577,-14.73894,16.12,0.05,15.09,0.06,1.03,0.078102497
3636,4,296.24843,-14.78617,16.05,0.07,14.39,0.12,1.66,0.13892444
3807,4,296.28073,-14.7986,16.26,0.04,15.08,0.1,1.18,0.107703296
3940,4,296.21179,-14.72292,16.45,0.06,15.19,0.12,1.26,0.134164079
3944,4,296.24922,-14.79054,16.18,0.07,14.65,0.09,1.53,0.114017543
3956,4,296.0973,-14.79737,16.1,0.05,14.97,0.05,1.13,0.070710678
3975,4,296.21938,-14.79414,16.02,0.05,14.74,0.08,1.28,0.094339811
3996,4,296.20398,-14.73448,16.18,0.05,14.86,0.06,1.32,0.078102497
4017,4,296.2228,-14.83398,15.98,0.12,14.78,0.1,1.2,0.156204994
4019,4,296.24991,-14.80711,16.12,0.06,14.5,0.07,1.62,0.092195445
4065,4,296.38935,-14.70573,15.84,0.05,14.27,0.08,1.57,0.094339811
4068,4,296.25411,-14.75487,14.87,0.02,14.45,0.06,0.42,0.063245553
4069,4,296.242,-14.77972,16.28,0.04,15.14,0.09,1.14,0.098488578
4101,4,296.33242,-14.90311,16.15,0.05,15.01,0.06,1.14,0.078102497
4111,4,296.14926,-14.70286,16.3,0.08,15.13,0.07,1.17,0.106301458
4157,4,296.37877,-14.74173,16.28,0.11,15.09,0.05,1.19,0.12083046
4173,4,296.3193,-14.78635,16.12,0.06,14.99,0.09,1.13,0.108166538
4209,4,296.2009,-14.78035,16.28,0.05,15.01,0.1,1.27,0.111803399
4267,4,296.10348,-14.96051,16.29,0.05,15.08,0.09,1.21,0.102956301
4298,4,296.26376,-14.78114,16.22,0.06,14.68,0.09,1.54,0.108166538
4643,4,296.19416,-14.87116,16.17,0.03,14.79,0.06,1.38,0.067082039
4876,4,296.35905,-14.92754,16.17,0.06,15.1,0.11,1.07,0.125299641
4893,4,296.05094,-14.82824,16.33,0.05,15.1,0.14,1.23,0.148660687
4988,4,296.43039,-14.88023,15.99,0.04,14.93,0.12,1.06,0.126491106
5053,4,296.2981,-14.63873,16.18,0.06,14.66,0.07,1.52,0.092195445
5055,4,296.23343,-14.94506,16.35,0.07,15.12,0.08,1.23,0.106301458
5344,4,296.34176,-14.84864,16.27,0.04,15.02,0.08,1.25,0.089442719
5466,4,296.13772,-14.93966,16.45,0.04,15.18,0.07,1.27,0.080622577
5935,4,296.07769,-14.86301,16.32,0.08,15.02,0.11,1.3,0.136014705
5953,4,296.3936,-14.65984,16.52,0.08,15.23,0.12,1.29,0.144222051
6188,4,296.26106,-14.94584,15.94,0.07,15.01,0.13,0.93,0.147648231
