ID,CMD3region,RA,Dec,k36mag,e36mag,k80mag,e80mag,threesixMINUSeightzero,ERRORthreesixMINUSeightzero
230,4,296.2657,-14.72019,13.91,0.05,12.51,0.06,1.4,0.078102497
236,4,296.24908,-14.81614,14,0.04,12.38,0.04,1.62,0.056568542
239,4,296.28428,-14.80885,14.05,0.07,12.07,0.04,1.98,0.080622577
243,4,296.15348,-14.74935,14.07,0.09,12.32,0.03,1.75,0.09486833
270,4,296.16417,-14.701,14.07,0.06,12.38,0.02,1.69,0.063245553
274,4,296.25238,-14.79385,14.17,0.06,12.14,0.02,2.03,0.063245553
276,4,296.16929,-14.77951,14.31,0.04,12.38,0.05,1.93,0.064031242
279,4,296.15785,-14.96195,13.64,0.04,12.41,0.08,1.23,0.089442719
287,4,296.24324,-14.74608,14.24,0.1,12.53,0.03,1.71,0.104403065
291,4,296.27355,-14.69438,14.23,0.05,12.38,0.05,1.85,0.070710678
302,4,296.19328,-14.91952,14.32,0.07,12.09,0.05,2.23,0.086023253
313,4,296.25864,-14.73678,14.14,0.04,12.06,0.04,2.08,0.056568542
314,4,296.24968,-14.78177,14.22,0.05,12.38,0.03,1.84,0.058309519
315,4,296.25698,-14.83044,14.38,0.05,12.19,0.04,2.19,0.064031242
319,4,296.1512,-14.90698,14.22,0.05,12.53,0.04,1.69,0.064031242
323,4,296.24518,-14.84766,14.4,0.05,12.35,0.04,2.05,0.064031242
324,4,296.16175,-14.72242,14.27,0.03,12.26,0.03,2.01,0.042426407
325,4,296.27227,-14.78744,14.29,0.03,12.5,0.04,1.79,0.05
344,4,296.23652,-14.85692,14.34,0.06,12.53,0.04,1.81,0.072111026
348,4,296.18379,-14.68244,14.08,0.11,12.39,0.02,1.69,0.111803399
476,4,296.25524,-14.7601,14.5,0.04,12.41,0.06,2.09,0.072111026
1234,4,296.14827,-14.86875,14.87,0.23,12.4,0.01,2.47,0.230217289
2730,4,296.04373,-14.8045,14.25,0.13,12.13,0.01,2.12,0.130384048
210,4,296.14173,-14.77325,14.13,0.22,13.08,0.03,1.05,0.222036033
262,4,296.25351,-14.76931,13.89,0.04,12.69,0.03,1.2,0.05
268,4,296.29963,-14.69756,13.84,0.03,12.9,0.02,0.94,0.036055513
282,4,296.20133,-14.78677,14.14,0.06,12.74,0.05,1.4,0.078102497
284,4,296.23949,-14.82896,13.81,0.06,13.05,0.05,0.76,0.078102497
286,4,296.27052,-14.73476,14.01,0.06,12.67,0.03,1.34,0.067082039
299,4,296.26108,-14.73758,13.9,0.05,12.74,0.03,1.16,0.058309519
307,4,296.19647,-14.70255,13.78,0.05,12.75,0.05,1.03,0.070710678
308,4,296.24248,-14.91156,14.04,0.08,12.87,0.03,1.17,0.085440037
316,4,296.22874,-14.79328,14.19,0.05,12.66,0.04,1.53,0.064031242
327,4,296.27563,-14.74918,14.29,0.05,12.75,0.02,1.54,0.053851648
331,4,296.23425,-14.86904,14.27,0.05,12.72,0.05,1.55,0.070710678
347,4,296.09399,-14.94788,14.27,0.07,12.79,0.05,1.48,0.086023253
350,4,296.24753,-14.82685,14.02,0.06,13.05,0.05,0.97,0.078102497
351,4,296.24298,-14.83828,14.25,0.05,12.61,0.04,1.64,0.064031242
361,4,296.09812,-14.78564,14.46,0.08,12.68,0.04,1.78,0.089442719
365,4,296.2992,-14.69142,14.08,0.04,13.36,0.02,0.72,0.04472136
367,4,296.38771,-14.87301,14.18,0.05,12.78,0.05,1.4,0.070710678
368,4,296.17956,-14.77517,14.11,0.09,13.04,0.06,1.07,0.108166538
375,4,296.08689,-14.77804,14.4,0.07,12.83,0.04,1.57,0.080622577
377,4,296.26611,-14.70129,14.45,0.05,12.59,0.03,1.86,0.058309519
381,4,296.19921,-14.87357,14.43,0.03,12.77,0.03,1.66,0.042426407
385,4,296.17297,-14.7113,14.14,0.05,13.17,0.05,0.97,0.070710678
387,4,296.23394,-14.80639,13.87,0.07,13.01,0.02,0.86,0.072801099
389,4,296.17989,-14.75762,14.31,0.04,12.73,0.07,1.58,0.080622577
390,4,296.1915,-14.92417,14.63,0.12,13.5,0.08,1.13,0.144222051
399,4,296.0803,-14.91414,14.66,0.06,13.03,0.11,1.63,0.125299641
403,4,296.18892,-14.90607,14.64,0.04,12.88,0.05,1.76,0.064031242
404,4,296.28692,-14.76957,14.36,0.06,13.01,0.05,1.35,0.078102497
406,4,296.20155,-14.81271,14.36,0.03,13,0.04,1.36,0.05
407,4,296.21728,-14.77642,14.29,0.04,13.24,0.04,1.05,0.056568542
408,4,296.25386,-14.80999,14.43,0.04,12.89,0.06,1.54,0.072111026
411,4,296.30182,-14.90358,14.43,0.04,12.91,0.05,1.52,0.064031242
417,4,296.10117,-14.92425,14.34,0.09,13.12,0.05,1.22,0.102956301
419,4,296.27104,-14.80719,14.76,0.08,12.62,0.06,2.14,0.1
421,4,296.15848,-14.83374,14.25,0.04,13.28,0.03,0.97,0.05
435,4,296.29714,-14.80258,14.12,0.04,13.59,0.08,0.53,0.089442719
436,4,296.19919,-14.86156,14.53,0.07,12.94,0.03,1.59,0.076157731
437,4,296.18201,-14.78494,14.36,0.03,13.41,0.03,0.95,0.042426407
439,4,296.23456,-14.77322,14.13,0.04,13.32,0.02,0.81,0.04472136
442,4,296.20242,-14.8177,14.16,0.04,13.39,0.03,0.77,0.05
443,4,296.26986,-14.83792,14.63,0.03,12.7,0.05,1.93,0.058309519
445,4,296.15868,-14.81454,14.42,0.03,13.05,0.03,1.37,0.042426407
451,4,296.22233,-14.9099,14.45,0.05,13.33,0.04,1.12,0.064031242
454,4,296.24867,-14.703,14.43,0.06,12.76,0.04,1.67,0.072111026
456,4,296.17461,-14.78841,14.36,0.07,13.46,0.04,0.9,0.080622577
462,4,296.21773,-14.78929,14.66,0.09,13.02,0.07,1.64,0.114017543
471,4,296.29114,-14.69768,14.56,0.05,13.17,0.06,1.39,0.078102497
475,4,296.37452,-14.86688,14.38,0.06,13.33,0.07,1.05,0.092195445
481,4,296.26769,-14.68058,14.36,0.08,13.42,0.05,0.94,0.094339811
484,4,296.21663,-14.79046,14.73,0.08,12.88,0.07,1.85,0.106301458
485,4,296.24247,-14.82105,14.64,0.06,13.23,0.04,1.41,0.072111026
486,4,296.15268,-14.81927,14.55,0.05,13.08,0.05,1.47,0.070710678
488,4,296.30353,-14.74166,14.39,0.05,13.31,0.04,1.08,0.064031242
495,4,296.21259,-14.80132,14.47,0.06,13.43,0.05,1.04,0.078102497
498,4,296.19167,-14.82955,14.84,0.04,13.4,0.03,1.44,0.05
501,4,296.39644,-14.65802,14.33,0.15,13.92,0.04,0.41,0.155241747
503,4,296.2664,-14.78635,14.63,0.03,13.06,0.03,1.57,0.042426407
505,4,296.24052,-14.84932,14.7,0.06,13.1,0.05,1.6,0.078102497
508,4,296.30461,-14.71427,14.49,0.05,13.49,0.06,1,0.078102497
512,4,296.18045,-14.80418,15.52,0.08,13.52,0.04,2,0.089442719
518,4,296.24256,-14.87865,14.92,0.04,12.68,0.04,2.24,0.056568542
519,4,296.2132,-14.68089,14.2,0.07,13.5,0.06,0.7,0.092195445
521,4,296.21297,-14.75566,14.72,0.05,13.11,0.08,1.61,0.094339811
523,4,296.21532,-14.8554,14.65,0.04,12.92,0.04,1.73,0.056568542
528,4,296.25409,-14.8533,14.66,0.06,13.21,0.04,1.45,0.072111026
531,4,296.29601,-14.69142,14.82,0.08,12.89,0.03,1.93,0.085440037
533,4,296.10879,-14.67551,14.5,0.06,14.21,0.04,0.29,0.072111026
540,4,296.21112,-14.91068,14.63,0.04,13.28,0.03,1.35,0.05
546,4,296.23884,-14.85754,14.15,0.06,13.61,0.02,0.54,0.063245553
547,4,296.13898,-14.83143,14.32,0.05,14.08,0.06,0.24,0.078102497
550,4,296.18275,-14.748,14.54,0.07,13.69,0.05,0.85,0.086023253
551,4,296.12779,-14.68535,14.38,0.06,14.02,0.05,0.36,0.078102497
564,4,296.40477,-14.79229,14.69,0.07,13.36,0.06,1.33,0.092195445
565,4,296.22632,-14.72547,14.43,0.05,13.51,0.04,0.92,0.064031242
568,4,296.34217,-14.76231,14.53,0.05,13.47,0.05,1.06,0.070710678
569,4,296.27144,-14.83421,14.72,0.05,13.14,0.07,1.58,0.086023253
575,4,296.2236,-14.77464,14.34,0.04,13.49,0.03,0.85,0.05
582,4,296.30014,-14.87876,14.54,0.03,13.96,0.08,0.58,0.085440037
584,4,296.10659,-14.80298,14.63,0.06,13.52,0.02,1.11,0.063245553
586,4,296.30103,-14.72167,14.47,0.04,14.14,0.06,0.33,0.072111026
587,4,296.21816,-14.88028,14.29,0.05,13.84,0.03,0.45,0.058309519
589,4,296.11609,-14.88108,14.46,0.05,13.1,0.05,1.36,0.070710678
593,4,296.12413,-14.72402,14.51,0.04,13.71,0.04,0.8,0.056568542
595,4,296.32184,-14.8362,14.61,0.03,13.63,0.05,0.98,0.058309519
596,4,296.40519,-14.7749,14.3,0.03,14.04,0.07,0.26,0.076157731
597,4,296.06237,-14.82146,14.41,0.05,14.14,0.04,0.27,0.064031242
599,4,296.2207,-14.71814,14.44,0.07,12.68,0.09,1.76,0.114017543
600,4,296.32533,-14.8182,14.21,0.05,13.79,0.04,0.42,0.064031242
608,4,296.34788,-14.75763,14.63,0.06,13.63,0.04,1,0.072111026
612,4,296.29172,-14.80304,14.89,0.03,12.94,0.04,1.95,0.05
614,4,296.21836,-14.80107,14.31,0.07,14.05,0.04,0.26,0.080622577
616,4,296.18319,-14.76298,14.58,0.06,13.65,0.03,0.93,0.067082039
618,4,296.24557,-14.82234,14.55,0.05,13.8,0.04,0.75,0.064031242
620,4,296.22933,-14.65249,14.6,0.04,13.65,0.02,0.95,0.04472136
622,4,296.2436,-14.82189,14.41,0.05,13.61,0.05,0.8,0.070710678
625,4,296.37701,-14.89289,14.42,0.03,14.17,0.04,0.25,0.05
627,4,296.22061,-14.80001,14.26,0.05,13.76,0.05,0.5,0.070710678
631,4,296.10421,-14.79254,14.57,0.07,13.84,0.03,0.73,0.076157731
632,4,296.24124,-14.72373,14.25,0.07,13.78,0.04,0.47,0.080622577
633,4,296.04397,-14.80437,14.25,0.13,13.08,0.08,1.17,0.152643375
636,4,296.22884,-14.80433,14.74,0.04,13.89,0.08,0.85,0.089442719
643,4,296.22372,-14.83954,14.63,0.04,13.64,0.04,0.99,0.056568542
644,4,296.19177,-14.74279,15.09,0.04,13.21,0.04,1.88,0.056568542
649,4,296.26377,-14.8717,14.93,0.06,13.51,0.05,1.42,0.078102497
653,4,296.28798,-14.80231,14.38,0.03,13.61,0.04,0.77,0.05
654,4,296.27779,-14.82281,14.68,0.04,13.37,0.02,1.31,0.04472136
658,4,296.23241,-14.83929,14.18,0.06,12.93,0.05,1.25,0.078102497
661,4,296.16415,-14.84146,14.63,0.03,13.82,0.04,0.81,0.05
664,4,296.22425,-14.79784,14.37,0.07,13.88,0.06,0.49,0.092195445
665,4,296.25467,-14.75604,14.5,0.03,13.71,0.03,0.79,0.042426407
672,4,296.16958,-14.92949,14.51,0.08,14.4,0.08,0.11,0.113137085
673,4,296.29871,-14.70153,14.6,0.04,14.43,0.05,0.17,0.064031242
675,4,296.3646,-14.6511,14.33,0.1,14.07,0.07,0.26,0.122065556
676,4,296.24717,-14.83917,14.57,0.05,13.82,0.02,0.75,0.053851648
681,4,296.25105,-14.79978,14.29,0.04,13.79,0.07,0.5,0.080622577
683,4,296.20935,-14.85185,14.57,0.06,13.32,0.07,1.25,0.092195445
685,4,296.18369,-14.77243,14.44,0.08,14.01,0.05,0.43,0.094339811
686,4,296.07722,-14.85654,14.89,0.09,14.53,0.07,0.36,0.114017543
692,4,296.15969,-14.85963,14.81,0.04,13.29,0.07,1.52,0.080622577
694,4,296.30872,-14.8658,15.09,0.05,13.3,0.03,1.79,0.058309519
697,4,296.2351,-14.85527,14.44,0.06,14.12,0.05,0.32,0.078102497
699,4,296.35621,-14.76596,15.12,0.04,13.52,0.04,1.6,0.056568542
703,4,296.20325,-14.82793,14.98,0.04,13.51,0.04,1.47,0.056568542
707,4,296.20164,-14.88634,14.34,0.05,14.09,0.05,0.25,0.070710678
712,4,296.17491,-14.66868,14.5,0.06,14.18,0.02,0.32,0.063245553
717,4,296.28858,-14.90324,14.44,0.05,14.31,0.05,0.13,0.070710678
720,4,296.41004,-14.77532,14.44,0.08,14.29,0.05,0.15,0.094339811
721,4,296.31858,-14.78987,14.44,0.06,14.01,0.07,0.43,0.092195445
722,4,296.22674,-14.75058,14.43,0.05,13.67,0.04,0.76,0.064031242
724,4,296.2146,-14.78556,14.32,0.07,13.84,0.02,0.48,0.072801099
726,4,296.27553,-14.8104,14.52,0.04,14.41,0.05,0.11,0.064031242
728,4,296.3714,-14.88787,14.5,0.03,14.31,0.06,0.19,0.067082039
729,4,296.1552,-14.93396,14.45,0.04,14.27,0.04,0.18,0.056568542
731,4,296.20503,-14.87903,14.56,0.03,14.26,0.04,0.3,0.05
732,4,296.23353,-14.80648,14.8,0.11,14.13,0.06,0.67,0.125299641
733,4,296.27338,-14.79197,14.39,0.05,13.97,0.05,0.42,0.070710678
734,4,296.23407,-14.68634,14.9,0.04,13.72,0.03,1.18,0.05
735,4,296.1084,-14.683,14.63,0.06,14.4,0.03,0.23,0.067082039
737,4,296.38275,-14.7522,14.74,0.05,13.9,0.05,0.84,0.070710678
740,4,296.36385,-14.75976,14.43,0.05,14.11,0.03,0.32,0.058309519
743,4,296.41854,-14.83398,14.5,0.06,14.29,0.04,0.21,0.072111026
746,4,296.09425,-14.84945,14.58,0.07,14.39,0.04,0.19,0.080622577
751,4,296.27219,-14.76137,14.62,0.05,13.95,0.04,0.67,0.064031242
752,4,296.13866,-14.68959,14.6,0.08,14.39,0.06,0.21,0.1
757,4,296.24367,-14.77066,14.53,0.04,14.14,0.04,0.39,0.056568542
762,4,296.32317,-14.71666,14.76,0.05,14.31,0.04,0.45,0.064031242
769,4,296.31093,-14.72608,14.56,0.05,14.38,0.04,0.18,0.064031242
771,4,296.24573,-14.79351,14.78,0.06,14.14,0.05,0.64,0.078102497
775,4,296.14992,-14.74256,14.74,0.07,14.48,0.05,0.26,0.086023253
776,4,296.05905,-14.90617,14.86,0.13,14.24,0.08,0.62,0.152643375
777,4,296.2408,-14.8036,14.45,0.05,14.07,0.05,0.38,0.070710678
778,4,296.42345,-14.85305,14.57,0.08,14.37,0.06,0.2,0.1
782,4,296.27066,-14.80591,14.77,0.06,13.89,0.04,0.88,0.072111026
783,4,296.20345,-14.78944,14.96,0.06,13.92,0.05,1.04,0.078102497
784,4,296.25803,-14.79234,14.5,0.02,14.18,0.06,0.32,0.063245553
785,4,296.23201,-14.83793,14.44,0.06,13.72,0.05,0.72,0.078102497
787,4,296.16398,-14.82744,14.61,0.06,14.07,0.06,0.54,0.084852814
789,4,296.30306,-14.8014,14.92,0.03,14.09,0.04,0.83,0.05
790,4,296.17313,-14.94297,14.51,0.05,14.38,0.07,0.13,0.086023253
792,4,296.30628,-14.86306,14.7,0.08,14.06,0.05,0.64,0.094339811
794,4,296.32658,-14.64138,14.44,0.09,13.92,0.07,0.52,0.114017543
796,4,296.1795,-14.75292,14.65,0.04,14.16,0.14,0.49,0.145602198
800,4,296.21514,-14.80938,14.48,0.04,13.97,0.04,0.51,0.056568542
803,4,296.0431,-14.71211,14.42,0.11,14.24,0.08,0.18,0.136014705
806,4,296.24889,-14.76497,14.5,0.04,14.12,0.04,0.38,0.056568542
807,4,296.29292,-14.81192,14.57,0.05,14.43,0.07,0.14,0.086023253
811,4,296.11263,-14.91131,14.63,0.08,13.51,0.04,1.12,0.089442719
812,4,296.06145,-14.8147,14.89,0.08,13.91,0.06,0.98,0.1
813,4,296.17186,-14.88967,14.53,0.03,14.06,0.03,0.47,0.042426407
814,4,296.20605,-14.67281,14.66,0.07,14.4,0.07,0.26,0.098994949
815,4,296.11503,-14.67193,15.03,0.06,13.27,0.04,1.76,0.072111026
819,4,296.26359,-14.80887,14.47,0.06,14.3,0.06,0.17,0.084852814
821,4,296.2819,-14.78802,14.86,0.05,14.01,0.04,0.85,0.064031242
822,4,296.1744,-14.81858,14.63,0.05,13.88,0.03,0.75,0.058309519
826,4,296.08908,-14.94552,14.94,0.07,13.91,0.07,1.03,0.098994949
827,4,296.24473,-14.82158,14.36,0.06,14.16,0.04,0.2,0.072111026
829,4,296.31645,-14.8561,14.63,0.05,14.42,0.06,0.21,0.078102497
835,4,296.20212,-14.76901,14.44,0.04,13.77,0.04,0.67,0.056568542
836,4,296.22834,-14.78978,14.55,0.05,14.25,0.03,0.3,0.058309519
837,4,296.26186,-14.78206,14.75,0.03,13.81,0.06,0.94,0.067082039
841,4,296.35361,-14.89744,14.51,0.06,14.4,0.07,0.11,0.092195445
842,4,296.16886,-14.82687,14.33,0.04,13.91,0.04,0.42,0.056568542
849,4,296.27878,-14.8589,14.55,0.03,14,0.03,0.55,0.042426407
852,4,296.31192,-14.72875,14.98,0.05,14.01,0.04,0.97,0.064031242
856,4,296.24409,-14.80405,14.5,0.04,14.23,0.05,0.27,0.064031242
857,4,296.14661,-14.85973,15.07,0.04,13.89,0.03,1.18,0.05
859,4,296.2506,-14.7874,14.66,0.04,14.42,0.04,0.24,0.056568542
860,4,296.25178,-14.80641,14.43,0.05,14.23,0.06,0.2,0.078102497
861,4,296.38443,-14.63884,14.67,0.07,14.39,0.05,0.28,0.086023253
862,4,296.33898,-14.88075,14.62,0.04,14.11,0.04,0.51,0.056568542
863,4,296.23955,-14.9204,14.73,0.05,14.46,0.06,0.27,0.078102497
864,4,296.21039,-14.84612,14.56,0.06,14.26,0.05,0.3,0.078102497
868,4,296.37763,-14.91569,14.6,0.06,14.44,0.06,0.16,0.084852814
869,4,296.22183,-14.73857,14.51,0.06,14.01,0.06,0.5,0.084852814
873,4,296.22644,-14.76738,14.85,0.05,14.28,0.04,0.57,0.064031242
874,4,296.22015,-14.74114,14.57,0.06,14.08,0.03,0.49,0.067082039
875,4,296.23703,-14.71064,14.54,0.04,14.3,0.04,0.24,0.056568542
877,4,296.17404,-14.87038,14.64,0.03,14.26,0.07,0.38,0.076157731
881,4,296.25135,-14.80162,14.66,0.05,14.17,0.08,0.49,0.094339811
883,4,296.24146,-14.79171,14.62,0.04,13.99,0.05,0.63,0.064031242
884,4,296.1791,-14.77958,14.82,0.03,13.89,0.02,0.93,0.036055513
886,4,296.20368,-14.7938,14.44,0.04,14.16,0.06,0.28,0.072111026
888,4,296.16512,-14.90679,14.77,0.08,14.44,0.06,0.33,0.1
889,4,296.24478,-14.84503,15.03,0.05,14.17,0.05,0.86,0.070710678
891,4,296.16923,-14.88418,14.67,0.03,14.41,0.06,0.26,0.067082039
892,4,296.36869,-14.74891,14.94,0.04,14.09,0.04,0.85,0.056568542
894,4,296.24956,-14.82093,14.53,0.04,14.31,0.03,0.22,0.05
896,4,296.06393,-14.81412,14.74,0.08,14.46,0.06,0.28,0.1
897,4,296.15118,-14.82489,14.63,0.04,14.43,0.03,0.2,0.05
900,4,296.27004,-14.77461,14.53,0.05,14.23,0.03,0.3,0.058309519
902,4,296.07838,-14.9038,14.84,0.05,14.46,0.05,0.38,0.070710678
903,4,296.15623,-14.86099,14.82,0.06,13.94,0.05,0.88,0.078102497
906,4,296.23635,-14.83041,14.94,0.07,14.17,0.05,0.77,0.086023253
907,4,296.33008,-14.76777,14.63,0.03,14.37,0.04,0.26,0.05
910,4,296.10225,-14.84017,15.39,0.08,14.65,0.04,0.74,0.089442719
911,4,296.23877,-14.89657,14.74,0.08,14.32,0.04,0.42,0.089442719
912,4,296.15195,-14.70034,15.28,0.1,14,0.04,1.28,0.107703296
913,4,296.20668,-14.92663,14.53,0.06,14.38,0.16,0.15,0.170880075
915,4,296.165,-14.85327,14.63,0.05,14.28,0.08,0.35,0.094339811
917,4,296.23017,-14.81552,14.61,0.05,14.12,0.04,0.49,0.064031242
919,4,296.12967,-14.87665,15.06,0.06,14.05,0.07,1.01,0.092195445
920,4,296.16249,-14.85978,14.71,0.05,14.39,0.05,0.32,0.070710678
921,4,296.23009,-14.6512,14.9,0.05,14.29,0.04,0.61,0.064031242
923,4,296.4064,-14.80079,14.82,0.07,14.16,0.05,0.66,0.086023253
924,4,296.30954,-14.80203,14.91,0.05,14.16,0.04,0.75,0.064031242
930,4,296.29047,-14.79542,14.58,0.04,14.14,0.06,0.44,0.072111026
931,4,296.36964,-14.87292,14.63,0.05,14.12,0.05,0.51,0.070710678
932,4,296.21507,-14.94357,14.62,0.05,14.37,0.11,0.25,0.12083046
935,4,296.19778,-14.76335,14.79,0.04,14.18,0.05,0.61,0.064031242
936,4,296.19488,-14.82261,14.9,0.04,14.09,0.03,0.81,0.05
937,4,296.29527,-14.77354,14.57,0.04,14.3,0.04,0.27,0.056568542
941,4,296.21193,-14.7224,14.75,0.08,14.51,0.04,0.24,0.089442719
942,4,296.37154,-14.9042,14.54,0.05,14.16,0.06,0.38,0.078102497
946,4,296.3559,-14.72544,14.65,0.04,14.16,0.05,0.49,0.064031242
949,4,296.18202,-14.79817,15.23,0.06,13.05,0.03,2.18,0.067082039
951,4,296.29422,-14.88469,14.54,0.03,14.23,0.05,0.31,0.058309519
961,4,296.28568,-14.87812,14.64,0.04,14.14,0.03,0.5,0.05
963,4,296.19794,-14.80249,14.67,0.05,14.19,0.06,0.48,0.078102497
964,4,296.16416,-14.71964,14.86,0.03,14.45,0.05,0.41,0.058309519
965,4,296.20722,-14.74505,14.72,0.06,14.26,0.07,0.46,0.092195445
969,4,296.26238,-14.84864,14.76,0.06,14.44,0.05,0.32,0.078102497
971,4,296.11882,-14.84548,15.08,0.06,14.3,0.07,0.78,0.092195445
973,4,296.12699,-14.78975,14.81,0.05,14.31,0.03,0.5,0.058309519
975,4,296.29329,-14.76405,14.88,0.03,14.25,0.04,0.63,0.05
979,4,296.24552,-14.74956,14.8,0.05,14.33,0.03,0.47,0.058309519
988,4,296.28573,-14.74072,14.42,0.07,14.1,0.04,0.32,0.080622577
991,4,296.21777,-14.78553,15.25,0.09,14.2,0.05,1.05,0.102956301
992,4,296.29455,-14.80926,14.63,0.06,14.11,0.05,0.52,0.078102497
993,4,296.26496,-14.72719,14.68,0.03,14.42,0.06,0.26,0.067082039
994,4,296.27114,-14.85257,15.02,0.04,14.26,0.03,0.76,0.05
1000,4,296.20958,-14.94349,15.35,0.06,14.03,0.06,1.32,0.084852814
1001,4,296.25169,-14.73629,15.06,0.04,14.09,0.05,0.97,0.064031242
1005,4,296.22874,-14.8155,14.67,0.05,14.36,0.06,0.31,0.078102497
1006,4,296.24419,-14.81313,14.65,0.07,14.33,0.05,0.32,0.086023253
1008,4,296.24542,-14.85231,14.87,0.02,14.43,0.04,0.44,0.04472136
1010,4,296.20528,-14.77653,14.65,0.05,14.18,0.04,0.47,0.064031242
1011,4,296.22524,-14.83635,14.71,0.05,14.44,0.08,0.27,0.094339811
1014,4,296.11074,-14.76174,14.68,0.04,14.42,0.04,0.26,0.056568542
1017,4,296.13679,-14.72049,14.83,0.05,14.51,0.04,0.32,0.064031242
1018,4,296.24467,-14.83238,14.89,0.09,14.39,0.06,0.5,0.108166538
1019,4,296.33087,-14.70701,14.59,0.05,14.34,0.05,0.25,0.070710678
1031,4,296.2395,-14.77544,14.61,0.03,14.29,0.05,0.32,0.058309519
1033,4,296.19091,-14.85227,14.71,0.06,14.48,0.03,0.23,0.067082039
1034,4,296.33761,-14.79731,15.82,0.1,14.84,0.05,0.98,0.111803399
1036,4,296.25361,-14.84689,14.35,0.08,14.09,0.05,0.26,0.094339811
1044,4,296.30483,-14.73928,14.9,0.05,14.46,0.06,0.44,0.078102497
1046,4,296.24398,-14.79239,14.83,0.04,13.31,0.07,1.52,0.080622577
1050,4,296.15346,-14.88787,14.71,0.05,14.15,0.06,0.56,0.078102497
1052,4,296.20386,-14.86884,14.75,0.04,14.34,0.04,0.41,0.056568542
1055,4,296.21678,-14.81113,14.69,0.06,14.18,0.06,0.51,0.084852814
1058,4,296.25126,-14.82856,14.79,0.04,14.45,0.04,0.34,0.056568542
1059,4,296.17465,-14.79376,15,0.04,14.46,0.05,0.54,0.064031242
1062,4,296.21358,-14.92607,14.74,0.05,14.34,0.08,0.4,0.094339811
1068,4,296.17439,-14.83888,14.93,0.03,14.08,0.05,0.85,0.058309519
1070,4,296.40278,-14.79796,15.19,0.07,14.48,0.07,0.71,0.098994949
1072,4,296.25796,-14.90376,14.61,0.04,14.44,0.06,0.17,0.072111026
1073,4,296.22114,-14.80916,14.8,0.04,14.43,0.05,0.37,0.064031242
1075,4,296.14891,-14.78752,14.83,0.04,14.21,0.05,0.62,0.064031242
1076,4,296.23615,-14.74519,14.8,0.06,14.37,0.06,0.43,0.084852814
1077,4,296.34676,-14.91954,14.77,0.06,14.23,0.05,0.54,0.078102497
1078,4,296.13929,-14.79633,14.82,0.06,14.13,0.05,0.69,0.078102497
1079,4,296.18405,-14.82661,15.18,0.1,14.52,0.07,0.66,0.122065556
1088,4,296.23075,-14.72119,14.9,0.05,14.51,0.04,0.39,0.064031242
1090,4,296.15575,-14.74565,15.05,0.06,14.16,0.06,0.89,0.084852814
1091,4,296.24964,-14.71938,15.34,0.05,13.88,0.05,1.46,0.070710678
1093,4,296.21133,-14.81136,14.82,0.05,14.35,0.06,0.47,0.078102497
1094,4,296.27944,-14.74063,14.8,0.07,14.04,0.04,0.76,0.080622577
1098,4,296.19299,-14.7994,14.55,0.06,14.16,0.07,0.39,0.092195445
1100,4,296.24638,-14.86479,15.13,0.04,14.31,0.04,0.82,0.056568542
1103,4,296.19081,-14.743,14.69,0.04,14.07,0.05,0.62,0.064031242
