ID,CMD3region,RA,Dec,k36mag,e36mag,k80mag,e80mag,threesixMINUSeightzero,ERRORthreesixMINUSeightzero
8392,5,296.16285,-14.95426,17.63,0.14,14.12,0.06,3.51,0.152315462
8403,5,296.24899,-14.79843,17.16,0.07,14.26,0.1,2.9,0.122065556
8418,5,296.25177,-14.79596,17.26,0.13,12.92,0.06,4.34,0.143178211
8442,5,296.23646,-14.70168,17.44,0.1,14.08,0.05,3.36,0.111803399
8468,5,296.27926,-14.72151,17.03,0.04,13.93,0.1,3.1,0.107703296
8473,5,296.2501,-14.79045,16.8,0.05,14.49,0.1,2.31,0.111803399
8496,5,296.24922,-14.80043,17.09,0.06,14.76,0.08,2.33,0.1
8498,5,296.22891,-14.85171,17.29,0.12,14.31,0.04,2.98,0.126491106
8508,5,296.21399,-14.88118,17.03,0.05,14.52,0.09,2.51,0.102956301
8547,5,296.23242,-14.84062,17.33,0.09,14.55,0.11,2.78,0.142126704
8626,5,296.4174,-14.82937,18.06,0.21,14.94,0.15,3.12,0.258069758
8637,5,296.2661,-14.78031,17.11,0.06,14.7,0.08,2.41,0.1
8648,5,296.21762,-14.71392,17.28,0.09,14.15,0.1,3.13,0.13453624
8656,5,296.12302,-14.91173,16.93,0.08,14.2,0.03,2.73,0.085440037
8699,5,296.27622,-14.72428,17.02,0.04,13.98,0.1,3.04,0.107703296
8720,5,296.22824,-14.75784,17.98,0.12,13.22,0.03,4.76,0.123693169
8728,5,296.22336,-14.72103,16.91,0.11,12.96,0.1,3.95,0.148660687
8733,5,296.28557,-14.81087,17.14,0.05,14.79,0.1,2.35,0.111803399
8773,5,296.20219,-14.73906,17.09,0.11,14.5,0.05,2.59,0.12083046
8786,5,296.23993,-14.78676,16.99,0.04,14.66,0.07,2.33,0.080622577
8788,5,296.28484,-14.8075,17.02,0.05,14.71,0.13,2.31,0.139283883
8805,5,296.25268,-14.79572,16.98,0.08,13.76,0.11,3.22,0.136014705
8807,5,296.21402,-14.82558,17.15,0.11,14.66,0.08,2.49,0.136014705
8816,5,296.04897,-14.70338,17.97,0.16,14.87,0.08,3.1,0.178885438
8836,5,296.20237,-14.87587,17.13,0.11,12.6,0.1,4.53,0.148660687
8899,5,296.40962,-14.67887,17.69,0.09,12.95,0.13,4.74,0.158113883
9030,5,296.26952,-14.71927,17.67,0.15,14.06,0.1,3.61,0.180277564
9065,5,296.17729,-14.84328,17.11,0.1,13.86,0.1,3.25,0.141421356
9078,5,296.26556,-14.78629,17.07,0.1,14.43,0.09,2.64,0.13453624
9080,5,296.25669,-14.80684,16.89,0.1,14.65,0.1,2.24,0.141421356
9100,5,296.37487,-14.63303,17.38,0.18,14.67,0.09,2.71,0.201246118
9131,5,296.22975,-14.72187,17.05,0.04,14.71,0.13,2.34,0.136014705
9132,5,296.24972,-14.81528,17.01,0.08,14.22,0.05,2.79,0.094339811
9208,5,296.27578,-14.93105,17.86,0.07,14.73,0.07,3.13,0.098994949
9213,5,296.27406,-14.80375,17.29,0.12,14.64,0.1,2.65,0.156204994
9218,5,296.14065,-14.71148,17.34,0.08,14.45,0.1,2.89,0.128062485
9245,5,296.22099,-14.71464,17.53,0.06,14.64,0.23,2.89,0.237697286
9304,5,296.06979,-14.84133,17.72,0.13,12.75,0.06,4.97,0.143178211
9326,5,296.22378,-14.71641,17.42,0.05,14.55,0.11,2.87,0.12083046
9372,5,296.19976,-14.87662,17.08,0.04,14.32,0.12,2.76,0.126491106
9392,5,296.1857,-14.80214,17.72,0.07,14.43,0.06,3.29,0.092195445
9420,5,296.20619,-14.88477,17.31,0.07,13.11,0.12,4.2,0.13892444
9433,5,296.24192,-14.74747,17.58,0.11,14.33,0.03,3.25,0.114017543
9445,5,296.28905,-14.8119,17.41,0.08,13.41,0.09,4,0.120415946
9486,5,296.21834,-14.81193,17.25,0.1,14.37,0.05,2.88,0.111803399
9492,5,296.23287,-14.8406,16.99,0.08,14.75,0.1,2.24,0.128062485
9552,5,296.2546,-14.81219,17.53,0.08,14.6,0.07,2.93,0.106301458
9571,5,296.24417,-14.78801,17.05,0.08,13.92,0.08,3.13,0.113137085
9610,5,296.19976,-14.80511,17.2,0.09,14.3,0.04,2.9,0.098488578
9614,5,296.08064,-14.96415,17.69,0.07,14.16,0.09,3.53,0.114017543
9638,5,296.24292,-14.79301,17.05,0.04,14.54,0.08,2.51,0.089442719
9645,5,296.25093,-14.79145,17.15,0.05,14.54,0.12,2.61,0.13
9656,5,296.25421,-14.7993,16.91,0.05,14.23,0.09,2.68,0.102956301
9702,5,296.20014,-14.87572,17.23,0.09,14.01,0.13,3.22,0.158113883
9738,5,296.23419,-14.80852,17.2,0.08,14.49,0.07,2.71,0.106301458
9772,5,296.20835,-14.8852,17.31,0.05,14.76,0.12,2.55,0.13
9790,5,296.17531,-14.72647,18.64,0.18,15.06,0.07,3.58,0.193132079
9821,5,296.24996,-14.82348,17.31,0.09,13.55,0.04,3.76,0.098488578
9870,5,296.20861,-14.87929,17.02,0.07,13.76,0.1,3.26,0.122065556
9874,5,296.24962,-14.79672,17.88,0.13,13.08,0.04,4.8,0.136014705
9902,5,296.24801,-14.7978,17.27,0.07,14.11,0.1,3.16,0.122065556
9914,5,296.20078,-14.81241,17.33,0.08,14.42,0.07,2.91,0.106301458
9983,5,296.12906,-14.69288,17.49,0.11,14.46,0.12,3.03,0.162788206
10003,5,296.24205,-14.79359,17.32,0.05,13.99,0.07,3.33,0.086023253
10006,5,296.28055,-14.74044,17.27,0.06,13.96,0.09,3.31,0.108166538
10070,5,296.23675,-14.79662,17.11,0.08,13.51,0.13,3.6,0.152643375
10125,5,296.21558,-14.71567,17.58,0.1,13.54,0.07,4.04,0.122065556
10130,5,296.21694,-14.71507,17.32,0.11,13.05,0.08,4.27,0.136014705
10162,5,296.1284,-14.73219,17.58,0.04,14.26,0.08,3.32,0.089442719
10179,5,296.26874,-14.71894,17.76,0.09,14.87,0.1,2.89,0.13453624
10213,5,296.25279,-14.80224,17.33,0.05,14.6,0.12,2.73,0.13
10214,5,296.25017,-14.76914,17.62,0.05,14.42,0.1,3.2,0.111803399
10310,5,296.13764,-14.70488,17.79,0.14,13.96,0.1,3.83,0.172046505
10339,5,296.13888,-14.92554,18.79,0.15,13.69,0.03,5.1,0.152970585
10366,5,296.26369,-14.78268,17.11,0.08,14.75,0.09,2.36,0.120415946
10383,5,296.24393,-14.78741,17.09,0.05,14.06,0.09,3.03,0.102956301
10410,5,296.16231,-14.85637,17.61,0.12,13.66,0.09,3.95,0.15
10432,5,296.22572,-14.72223,17.45,0.12,14.55,0.1,2.9,0.156204994
10484,5,296.27281,-14.71741,17.61,0.08,14.61,0.1,3,0.128062485
10610,5,296.24856,-14.79636,17.13,0.08,14.72,0.1,2.41,0.128062485
10759,5,296.24837,-14.79827,17.24,0.07,14.42,0.12,2.82,0.13892444
10838,5,296.25023,-14.78602,17.16,0.05,14.5,0.1,2.66,0.111803399
10857,5,296.35393,-14.81763,17.31,0.07,14.79,0.12,2.52,0.13892444
11027,5,296.28547,-14.90683,17.25,0.11,13.15,0.03,4.1,0.114017543
11060,5,296.12533,-14.78433,16.99,0.08,14.38,0.03,2.61,0.085440037
11061,5,296.22588,-14.72172,17.17,0.07,13.54,0.11,3.63,0.130384048
11099,5,296.27615,-14.72296,17.87,0.1,14.13,0.09,3.74,0.13453624
11114,5,296.23603,-14.79732,17.37,0.07,13.75,0.09,3.62,0.114017543
11184,5,296.2527,-14.76845,17.51,0.11,13.86,0.05,3.65,0.12083046
11191,5,296.24929,-14.79723,17.58,0.05,14.1,0.09,3.48,0.102956301
11259,5,296.21431,-14.87899,17.34,0.08,13.82,0.07,3.52,0.106301458
11314,5,296.27976,-14.79077,17.53,0.07,14.67,0.08,2.86,0.106301458
11472,5,296.39197,-14.74609,17.2,0.1,13.71,0.06,3.49,0.116619038
11526,5,296.2792,-14.79117,17.32,0.05,14.52,0.06,2.8,0.078102497
11623,5,296.14749,-14.68015,17.81,0.14,14.12,0.05,3.69,0.148660687
11721,5,296.38624,-14.90762,18.62,0.11,14.81,0.05,3.81,0.12083046
11746,5,296.27532,-14.72502,17.27,0.09,14.12,0.09,3.15,0.127279221
11807,5,296.23056,-14.83851,17.35,0.06,14.82,0.09,2.53,0.108166538
11837,5,296.23637,-14.80952,17.14,0.07,14.77,0.05,2.37,0.086023253
11849,5,296.27281,-14.94475,18.13,0.07,14.99,0.22,3.14,0.230867928
11858,5,296.25397,-14.79386,17.06,0.09,14.63,0.12,2.43,0.15
11887,5,296.2445,-14.74691,17.67,0.13,13.28,0.09,4.39,0.158113883
11890,5,296.07521,-14.96267,17.79,0.06,14.91,0.12,2.88,0.134164079
11928,5,296.22981,-14.8438,17.46,0.06,14.67,0.07,2.79,0.092195445
11963,5,296.27649,-14.80135,17.5,0.15,13.73,0.11,3.77,0.186010752
11965,5,296.16287,-14.85717,17.38,0.1,14.68,0.14,2.7,0.172046505
11984,5,296.25078,-14.73674,17.55,0.07,13.65,0.04,3.9,0.080622577
11986,5,296.23503,-14.79336,16.92,0.13,14.53,0.08,2.39,0.152643375
12000,5,296.21838,-14.71501,17.49,0.11,13.72,0.07,3.77,0.130384048
12001,5,296.22617,-14.70989,17.49,0.07,14.25,0.08,3.24,0.106301458
12043,5,296.21417,-14.79689,17.34,0.07,14.73,0.07,2.61,0.098994949
12058,5,296.20091,-14.8756,17.66,0.14,12.93,0.11,4.73,0.178044938
12081,5,296.25099,-14.73725,16.9,0.13,13.8,0.03,3.1,0.133416641
12175,5,296.12556,-14.80949,17.75,0.09,14.92,0.1,2.83,0.13453624
12182,5,296.13687,-14.70293,18.06,0.12,14.89,0.1,3.17,0.156204994
12191,5,296.24799,-14.74481,17.65,0.26,14.55,0.05,3.1,0.264764046
12239,5,296.2622,-14.78299,17.47,0.07,14.05,0.09,3.42,0.114017543
12368,5,296.20078,-14.73786,17.85,0.1,14.42,0.09,3.43,0.13453624
12397,5,296.2467,-14.79945,17.56,0.06,14.29,0.05,3.27,0.078102497
12404,5,296.07836,-14.72605,17.72,0.25,14.81,0.08,2.91,0.262488095
12418,5,296.1409,-14.70923,17.78,0.08,14.68,0.07,3.1,0.106301458
12490,5,296.22361,-14.71803,17.84,0.11,13.73,0.11,4.11,0.155563492
12534,5,296.20274,-14.73843,17.65,0.13,14.57,0.07,3.08,0.147648231
12573,5,296.07748,-14.8806,17.9,0.11,13.78,0.05,4.12,0.12083046
12674,5,296.24209,-14.79031,17.37,0.07,14.6,0.07,2.77,0.098994949
12698,5,296.22205,-14.71689,17.74,0.12,13.85,0.1,3.89,0.156204994
12722,5,296.24554,-14.78824,17.49,0.09,14.63,0.06,2.86,0.108166538
12806,5,296.16914,-14.86537,18.23,0.14,14.83,0.07,3.4,0.156524758
12900,5,296.36604,-14.78532,17.44,0.07,14.75,0.07,2.69,0.098994949
12914,5,296.26418,-14.72362,17.99,0.11,14.83,0.1,3.16,0.148660687
12944,5,296.24482,-14.78748,17.29,0.07,14.27,0.08,3.02,0.106301458
13055,5,296.25576,-14.80814,17.42,0.05,14.33,0.09,3.09,0.102956301
13057,5,296.21377,-14.8782,17.4,0.05,13.33,0.07,4.07,0.086023253
13075,5,296.24864,-14.79783,17.29,0.08,13.9,0.09,3.39,0.120415946
13093,5,296.32363,-14.81555,17.71,0.09,14.82,0.08,2.89,0.120415946
13161,5,296.21168,-14.88365,17.91,0.09,13.69,0.11,4.22,0.142126704
13248,5,296.16424,-14.85706,17.83,0.12,13.88,0.08,3.95,0.144222051
13252,5,296.06624,-14.76476,17.09,0.11,14.69,0.11,2.4,0.155563492
13292,5,296.24792,-14.78434,18.06,0.14,14.7,0.12,3.36,0.184390889
13338,5,296.24515,-14.90815,17.63,0.17,13.37,0.02,4.26,0.171172428
13535,5,296.25406,-14.89852,17.69,0.07,14.89,0.1,2.8,0.122065556
13642,5,296.198,-14.87647,17.47,0.06,14.78,0.12,2.69,0.134164079
13690,5,296.09556,-14.90276,17.75,0.07,14.6,0.09,3.15,0.114017543
13748,5,296.2521,-14.79525,17.73,0.12,13.11,0.09,4.62,0.15
13782,5,296.12886,-14.69476,18.03,0.14,14.02,0.08,4.01,0.161245155
13848,5,296.12899,-14.7866,18.28,0.1,14.77,0.19,3.51,0.214709106
13904,5,296.18339,-14.77957,18.28,0.07,14.84,0.06,3.44,0.092195445
13916,5,296.25016,-14.80836,17.45,0.07,14.83,0.08,2.62,0.106301458
13930,5,296.26299,-14.78714,17.74,0.08,14.29,0.06,3.45,0.1
14261,5,296.20271,-14.88285,17.43,0.08,14.75,0.1,2.68,0.128062485
14276,5,296.1602,-14.85674,17.81,0.05,14.28,0.1,3.53,0.111803399
14300,5,296.25097,-14.80634,18.14,0.12,14.98,0.11,3.16,0.162788206
14594,5,296.20889,-14.88167,17.59,0.12,13.65,0.13,3.94,0.17691806
14607,5,296.18455,-14.86678,17.6,0.07,13.46,0.05,4.14,0.086023253
14668,5,296.2349,-14.81023,17.81,0.09,14.48,0.09,3.33,0.127279221
14777,5,296.18712,-14.7965,17.9,0.11,14.06,0.04,3.84,0.117046999
14828,5,296.22512,-14.71736,17.89,0.07,14.15,0.09,3.74,0.114017543
15062,5,296.29675,-14.69061,18.17,0.08,14.53,0.05,3.64,0.094339811
15064,5,296.24548,-14.82495,17.45,0.07,13.34,0.06,4.11,0.092195445
15183,5,296.19118,-14.84707,17.34,0.28,14.78,0.07,2.56,0.288617394
15280,5,296.29245,-14.80731,18.07,0.11,12.73,0.01,5.34,0.11045361
15342,5,296.29117,-14.83459,17.91,0.07,13.35,0.04,4.56,0.080622577
15390,5,296.2344,-14.94875,17.73,0.09,14.4,0.2,3.33,0.219317122
15458,5,296.20065,-14.87101,17.86,0.07,14.91,0.12,2.95,0.13892444
15516,5,296.17561,-14.7265,17.59,0.07,14.86,0.08,2.73,0.106301458
15569,5,296.2479,-14.80012,17.92,0.09,14.95,0.11,2.97,0.142126704
15667,5,296.25147,-14.79187,17.7,0.14,13.38,0.05,4.32,0.148660687
15762,5,296.15416,-14.75015,17.99,0.08,14.42,0.05,3.57,0.094339811
15823,5,296.26553,-14.77906,17.76,0.11,14.8,0.11,2.96,0.155563492
16168,5,296.23318,-14.79291,17.99,0.13,13.57,0.06,4.42,0.143178211
16172,5,296.24811,-14.79932,17.57,0.1,14.47,0.07,3.1,0.122065556
16329,5,296.26283,-14.78158,18.04,0.11,14.78,0.12,3.26,0.162788206
16449,5,296.25345,-14.80207,17.77,0.09,14.83,0.12,2.94,0.15
16510,5,296.24931,-14.78994,17.48,0.06,13.59,0.03,3.89,0.067082039
16534,5,296.24253,-14.78976,17.45,0.1,14.47,0.09,2.98,0.13453624
16675,5,296.19927,-14.87573,17.92,0.1,14.57,0.08,3.35,0.128062485
16702,5,296.13771,-14.70678,18.21,0.11,14.94,0.09,3.27,0.142126704
16826,5,296.22005,-14.72349,18.3,0.08,12.67,0.11,5.63,0.136014705
16842,5,296.26603,-14.72659,17.88,0.13,14.04,0.09,3.84,0.158113883
16875,5,296.29413,-14.88529,17.84,0.12,14.55,0.06,3.29,0.134164079
16881,5,296.27747,-14.72199,18.01,0.09,14.59,0.08,3.42,0.120415946
16894,5,296.21611,-14.7148,17.72,0.07,13.37,0.08,4.35,0.106301458
16937,5,296.14774,-14.68641,18.51,0.11,14.82,0.06,3.69,0.125299641
16978,5,296.25698,-14.76903,17.99,0.09,14.76,0.11,3.23,0.142126704
16991,5,296.29879,-14.81438,18.31,0.1,14.69,0.07,3.62,0.122065556
17047,5,296.25805,-14.73783,18.01,0.07,14.9,0.07,3.11,0.098994949
17114,5,296.21234,-14.8772,17.96,0.1,13.74,0.2,4.22,0.223606798
17140,5,296.25034,-14.78488,17.61,0.1,14.34,0.11,3.27,0.148660687
17218,5,296.25018,-14.84231,17.51,0.04,14.67,0.04,2.84,0.056568542
17336,5,296.13139,-14.69971,18.18,0.13,14.97,0.07,3.21,0.147648231
17348,5,296.19574,-14.78746,17.89,0.09,13.88,0.03,4.01,0.09486833
17415,5,296.27994,-14.73858,17.92,0.1,14.86,0.1,3.06,0.141421356
17558,5,296.142,-14.73349,18.2,0.08,14.45,0.06,3.75,0.1
17634,5,296.20152,-14.87649,18.14,0.15,13.32,0.12,4.82,0.192093727
17676,5,296.32881,-14.76142,19.67,0.26,15.01,0.12,4.66,0.286356421
17821,5,296.20144,-14.87295,18.18,0.12,13.94,0.16,4.24,0.2
17966,5,296.22136,-14.72546,18.34,0.11,14.5,0.08,3.84,0.136014705
18129,5,296.26407,-14.7263,17.89,0.1,14.69,0.07,3.2,0.122065556
18255,5,296.24327,-14.79569,17.75,0.1,14.56,0.12,3.19,0.156204994
18262,5,296.27359,-14.78697,18.11,0.16,14.8,0.07,3.31,0.174642492
18272,5,296.20204,-14.78636,18.15,0.09,13.98,0.04,4.17,0.098488578
18327,5,296.2477,-14.73442,18.29,0.15,14.58,0.06,3.71,0.161554944
18348,5,296.24275,-14.79494,17.63,0.12,13.69,0.08,3.94,0.144222051
18530,5,296.27939,-14.72054,18.3,0.12,14.02,0.1,4.28,0.156204994
18557,5,296.14466,-14.70886,18.15,0.15,14.28,0.07,3.87,0.165529454
18626,5,296.22131,-14.72307,17.97,0.06,14.14,0.1,3.83,0.116619038
18811,5,296.27656,-14.72164,18.05,0.14,14.7,0.08,3.35,0.161245155
18835,5,296.28097,-14.80928,18.08,0.08,14,0.04,4.08,0.089442719
18896,5,296.44209,-14.87392,17.81,0.07,14.55,0.13,3.26,0.147648231
19111,5,296.04821,-14.68252,18.83,0.1,14.97,0.08,3.86,0.128062485
19348,5,296.11793,-14.80291,18.5,0.1,14.84,0.09,3.66,0.13453624
19354,5,296.24593,-14.78876,18.13,0.08,14.74,0.12,3.39,0.144222051
19365,5,296.25263,-14.80049,17.58,0.14,13.77,0.08,3.81,0.161245155
19369,5,296.12632,-14.8088,17.18,0.13,14.62,0.09,2.56,0.158113883
19391,5,296.22984,-14.70843,18.24,0.11,14.65,0.08,3.59,0.136014705
19398,5,296.2982,-14.81604,17.81,0.1,14.93,0.08,2.88,0.128062485
19541,5,296.25454,-14.71078,18.7,0.12,14.6,0.06,4.1,0.134164079
19575,5,296.13753,-14.92897,18.35,0.06,14.93,0.13,3.42,0.143178211
19623,5,296.20462,-14.88183,17.89,0.11,13.85,0.12,4.04,0.162788206
19696,5,296.1471,-14.7928,17.9,0.08,13.63,0.03,4.27,0.085440037
19859,5,296.21975,-14.71335,18.68,0.11,14.19,0.13,4.49,0.170293864
19944,5,296.23158,-14.83871,17.95,0.1,14.52,0.09,3.43,0.13453624
20017,5,296.25082,-14.79091,17.8,0.06,14.84,0.12,2.96,0.134164079
20116,5,296.24325,-14.79144,17.99,0.07,14.44,0.06,3.55,0.092195445
20515,5,296.23708,-14.75389,18.01,0.09,14.32,0.06,3.69,0.108166538
20584,5,296.29799,-14.81098,18.54,0.1,15.03,0.08,3.51,0.128062485
20593,5,296.29482,-14.88445,18.09,0.1,14.27,0.06,3.82,0.116619038
20644,5,296.14645,-14.71006,18.18,0.1,15,0.1,3.18,0.141421356
20668,5,296.24525,-14.8266,17.93,0.08,14.6,0.1,3.33,0.128062485
20932,5,296.1274,-14.80679,19.05,0.16,14.67,0.09,4.38,0.183575598
20944,5,296.23207,-14.84341,18.23,0.09,14.51,0.07,3.72,0.114017543
20976,5,296.20996,-14.80325,18.2,0.16,14.95,0.09,3.25,0.183575598
20980,5,296.20762,-14.8015,17.94,0.08,14.24,0.04,3.7,0.089442719
20990,5,296.24414,-14.78885,18.54,0.12,14.4,0.11,4.14,0.162788206
21006,5,296.20281,-14.82849,18.3,0.18,14.45,0.06,3.85,0.18973666
21086,5,296.22746,-14.7177,18.33,0.11,14.64,0.09,3.69,0.142126704
21356,5,296.25802,-14.78035,18.22,0.07,14.83,0.09,3.39,0.114017543
21434,5,296.21292,-14.71632,18.65,0.14,14.64,0.09,4.01,0.16643317
21605,5,296.12396,-14.94514,18.03,0.15,14,0.11,4.03,0.186010752
21735,5,296.21411,-14.71492,18.29,0.1,14.59,0.06,3.7,0.116619038
21738,5,296.23648,-14.79524,18,0.07,13.76,0.1,4.24,0.122065556
21764,5,296.26648,-14.74185,18.36,0.11,14.41,0.11,3.95,0.155563492
21967,5,296.24233,-14.791,18.16,0.1,14.69,0.07,3.47,0.122065556
22136,5,296.27856,-14.72422,18.06,0.08,14.26,0.1,3.8,0.128062485
22295,5,296.26552,-14.74086,18.39,0.12,15.03,0.13,3.36,0.17691806
22296,5,296.21456,-14.78472,18.57,0.27,14.92,0.07,3.65,0.278926514
22731,5,296.14736,-14.70783,18.9,0.17,15.12,0.1,3.78,0.197230829
22937,5,296.13458,-14.78812,18.28,0.1,13.79,0.07,4.49,0.122065556
22967,5,296.21822,-14.87858,18.02,0.09,13.99,0.06,4.03,0.108166538
22989,5,296.26467,-14.74123,18.49,0.12,14.7,0.08,3.79,0.144222051
23112,5,296.07979,-14.96298,18.65,0.13,14.92,0.11,3.73,0.170293864
23122,5,296.17928,-14.84299,18.3,0.1,14.28,0.13,4.02,0.164012195
23157,5,296.24227,-14.77763,18.36,0.1,15.03,0.08,3.33,0.128062485
23172,5,296.2148,-14.8799,18.6,0.08,14.6,0.11,4,0.136014705
23301,5,296.09884,-14.95209,19.72,0.24,15.08,0.15,4.64,0.283019434
23351,5,296.22655,-14.72026,18.31,0.12,13.41,0.08,4.9,0.144222051
23582,5,296.25723,-14.77901,18.55,0.08,15.05,0.12,3.5,0.144222051
23605,5,296.22739,-14.70818,18.27,0.06,15,0.09,3.27,0.108166538
23750,5,296.17747,-14.83991,18.71,0.11,14.28,0.16,4.43,0.194164878
24053,5,296.17052,-14.95883,19.15,0.13,12.89,0.08,6.26,0.152643375
24104,5,296.15971,-14.85812,18.49,0.12,14.97,0.1,3.52,0.156204994
24292,5,296.26992,-14.78329,18.02,0.09,14.95,0.07,3.07,0.114017543
24519,5,296.07559,-14.97132,18,0.09,14.89,0.11,3.11,0.142126704
24546,5,296.4173,-14.88497,19.61,0.27,15.23,0.14,4.38,0.304138127
24556,5,296.2193,-14.87464,18.39,0.08,14.68,0.07,3.71,0.106301458
24650,5,296.20761,-14.88045,17.87,0.1,13.77,0.14,4.1,0.172046505
24730,5,296.12743,-14.88397,18.8,0.13,14.64,0.15,4.16,0.198494332
24768,5,296.12267,-14.68918,18.77,0.13,14.86,0.1,3.91,0.164012195
24771,5,296.31294,-14.63595,18.48,0.15,14.98,0.07,3.5,0.165529454
24822,5,296.16687,-14.86725,19.11,0.14,14.79,0.06,4.32,0.152315462
24965,5,296.17532,-14.84011,18.44,0.09,14.91,0.11,3.53,0.142126704
25050,5,296.21492,-14.88202,18.24,0.08,14.93,0.12,3.31,0.144222051
25128,5,296.13476,-14.70564,18.19,0.08,13.76,0.06,4.43,0.1
25131,5,296.44123,-14.87335,19.3,0.22,14.16,0.13,5.14,0.255538647
25268,5,296.20007,-14.88375,18.34,0.08,14.89,0.09,3.45,0.120415946
25334,5,296.21219,-14.87639,18.38,0.1,14.21,0.08,4.17,0.128062485
25374,5,296.23614,-14.95161,18.36,0.07,13.28,0.26,5.08,0.26925824
25411,5,296.25846,-14.71994,18.41,0.1,14.77,0.09,3.64,0.13453624
25679,5,296.20128,-14.7333,18.59,0.15,14.84,0.06,3.75,0.161554944
25693,5,296.20389,-14.88385,18.39,0.11,13.99,0.09,4.4,0.142126704
25739,5,296.18771,-14.76614,18.92,0.16,14.94,0.09,3.98,0.183575598
25809,5,296.20854,-14.86563,18.62,0.12,15.04,0.08,3.58,0.144222051
25916,5,296.24362,-14.83752,18.09,0.1,14.13,0.04,3.96,0.107703296
26553,5,296.27771,-14.72403,18.7,0.1,14.61,0.11,4.09,0.148660687
26576,5,296.28106,-14.72128,18.76,0.15,14.81,0.1,3.95,0.180277564
26736,5,296.22418,-14.70758,18.74,0.11,15.1,0.1,3.64,0.148660687
27210,5,296.13876,-14.69934,18.68,0.11,14.84,0.08,3.84,0.136014705
27286,5,296.25089,-14.79604,18.28,0.11,13.34,0.09,4.94,0.142126704
27311,5,296.20013,-14.88164,18.8,0.16,14.6,0.09,4.2,0.183575598
27333,5,296.27105,-14.71594,19.68,0.22,14.56,0.11,5.12,0.245967478
27631,5,296.20394,-14.87732,18.74,0.1,14.93,0.12,3.81,0.156204994
27732,5,296.22615,-14.71693,18.59,0.15,14.46,0.09,4.13,0.174928557
27804,5,296.16813,-14.86836,18.81,0.11,14.88,0.07,3.93,0.130384048
28042,5,296.26897,-14.71776,18.64,0.15,14.48,0.12,4.16,0.192093727
28204,5,296.19944,-14.78525,18.82,0.17,15.01,0.07,3.81,0.183847763
28211,5,296.05902,-14.7746,18.77,0.16,14.82,0.09,3.95,0.183575598
28304,5,296.20423,-14.85454,19.29,0.16,14.96,0.09,4.33,0.183575598
28612,5,296.05034,-14.78443,19.19,0.17,15.19,0.1,4,0.197230829
28767,5,296.21312,-14.88378,18.59,0.13,13.89,0.12,4.7,0.17691806
28921,5,296.13078,-14.69334,19.05,0.16,14.89,0.1,4.16,0.188679623
28976,5,296.20509,-14.87409,19.05,0.14,14.8,0.16,4.25,0.212602916
29113,5,296.26134,-14.81374,18.66,0.08,13.39,0.03,5.27,0.085440037
29124,5,296.25484,-14.84937,19.54,0.2,15.14,0.29,4.4,0.352278299
29556,5,296.30968,-14.8656,19.05,0.22,14.96,0.1,4.09,0.241660919
29601,5,296.196,-14.82446,18.78,0.15,14.26,0.07,4.52,0.165529454
30393,5,296.05408,-14.73054,19.17,0.18,15.09,0.1,4.08,0.205912603
