ID,CMD1region,RA,Dec,Jmag,eJmag,Kmag,eKmag,jMINUSk,ERRORjMINUSk
8632,4,296.25977,-14.85604,18.345,0.07,17.22,0.05,1.125,0.086023253
8637,4,296.2661,-14.78031,18.311,0.068,17.344,0.057,0.967,0.088729927
8638,4,296.14659,-14.78565,18.366,0.072,17.24,0.051,1.126,0.088232647
8664,4,296.23569,-14.81075,18.399,0.074,17.288,0.053,1.111,0.091021975
8670,4,296.17357,-14.74041,18.289,0.067,17.232,0.051,1.057,0.084202138
8700,4,296.39209,-14.83637,18.2,0.051,17.18,0.046,1.02,0.068680419
8711,4,296.38071,-14.89649,18.324,0.056,17.295,0.05,1.029,0.075073298
8738,4,296.2423,-14.80026,18.466,0.078,17.327,0.055,1.139,0.095441081
8769,4,296.4219,-14.91442,18.222,0.052,17.22,0.047,1.002,0.070092796
8810,4,296.26022,-14.84949,18.167,0.06,17.136,0.047,1.031,0.076216796
8820,4,296.17229,-14.72011,18.306,0.065,17.252,0.046,1.054,0.079630396
8841,4,296.14132,-14.80759,18.315,0.069,17.134,0.047,1.181,0.083486526
8894,4,296.28889,-14.86872,18.361,0.07,17.354,0.056,1.007,0.089643739
8897,4,296.38827,-14.80846,18.292,0.055,17.331,0.052,0.961,0.075690158
8900,4,296.3876,-14.82366,18.475,0.063,17.359,0.053,1.116,0.08232861
8938,4,296.21479,-14.83438,18.56,0.085,17.336,0.056,1.224,0.101788997
8947,4,296.21591,-14.74766,18.446,0.077,17.337,0.055,1.109,0.094625578
8950,4,296.16607,-14.80869,18.388,0.073,17.344,0.056,1.044,0.092005435
8954,4,296.32512,-14.79808,18.329,0.057,17.331,0.052,0.998,0.077155687
9019,4,296.35292,-14.80915,18.301,0.055,17.303,0.051,0.998,0.075006666
9037,4,296.20443,-14.8011,18.363,0.072,17.287,0.054,1.076,0.09
9095,4,296.37816,-14.71795,18.354,0.057,17.35,0.054,1.004,0.078517514
9102,4,296.33486,-14.79355,18.277,0.054,17.32,0.052,0.957,0.074966659
9138,4,296.18809,-14.7237,18.282,0.063,17.233,0.045,1.049,0.077420927
9152,4,296.23717,-14.85445,18.357,0.071,17.33,0.055,1.027,0.089810912
9162,4,296.26063,-14.91809,18.314,0.068,17.318,0.054,0.996,0.086833173
9187,4,296.21285,-14.76289,18.374,0.073,17.346,0.056,1.028,0.092005435
9200,4,296.30134,-14.70813,18.441,0.072,17.272,0.047,1.169,0.085982556
9264,4,296.22524,-14.74603,18.299,0.069,17.256,0.052,1.043,0.086400231
9276,4,296.19887,-14.84968,18.391,0.074,17.23,0.051,1.161,0.089872131
9311,4,296.25886,-14.74864,18.306,0.068,17.274,0.054,1.032,0.086833173
9366,4,296.30791,-14.78157,18.28,0.066,17.347,0.065,0.933,0.092633687
9367,4,296.21924,-14.92436,18.222,0.063,17.182,0.049,1.04,0.07981228
9368,4,296.34125,-14.84581,18.314,0.056,17.301,0.051,1.013,0.075742986
9380,4,296.21919,-14.80423,18.26,0.067,17.189,0.049,1.071,0.083006024
9401,4,296.1766,-14.92656,18.216,0.063,17.113,0.046,1.103,0.07800641
9430,4,296.18061,-14.77532,18.25,0.065,17.238,0.051,1.012,0.08261961
9431,4,296.28202,-14.90355,18.528,0.081,17.361,0.056,1.167,0.098473347
9436,4,296.12642,-14.67943,18.352,0.067,17.348,0.049,1.004,0.083006024
9447,4,296.13797,-14.76856,18.307,0.068,17.239,0.051,1.068,0.085
9462,4,296.33324,-14.77077,18.237,0.053,17.251,0.049,0.986,0.07218033
9464,4,296.16419,-14.79825,18.347,0.071,17.341,0.056,1.006,0.090426766
9482,4,296.05841,-14.81777,18.151,0.068,17.115,0.046,1.036,0.082097503
9507,4,296.25755,-14.74783,18.17,0.06,17.164,0.049,1.006,0.077466122
9529,4,296.06894,-14.70741,18.271,0.069,17.242,0.045,1.029,0.082377181
9558,4,296.35093,-14.7195,18.303,0.067,17.213,0.043,1.09,0.079611557
9573,4,296.16189,-14.71917,18.252,0.062,17.305,0.048,0.947,0.078409183
9600,4,296.38471,-14.64083,18.365,0.07,17.34,0.048,1.025,0.084876381
9622,4,296.15027,-14.86061,18.365,0.072,17.353,0.056,1.012,0.091214034
9637,4,296.1543,-14.77868,18.516,0.081,17.338,0.056,1.178,0.098473347
9687,4,296.36728,-14.82969,18.37,0.058,17.322,0.052,1.048,0.077897368
9718,4,296.27437,-14.75718,18.437,0.075,17.321,0.057,1.116,0.094201911
9721,4,296.30383,-14.72185,18.445,0.072,17.322,0.048,1.123,0.086533231
9781,4,296.32658,-14.74794,18.427,0.061,17.336,0.052,1.091,0.080156098
9824,4,296.33997,-14.90433,18.444,0.062,17.337,0.052,1.107,0.080919713
9911,4,296.34018,-14.66582,18.488,0.078,17.356,0.049,1.132,0.09211406
9912,4,296.28703,-14.87059,18.257,0.065,17.245,0.051,1.012,0.08261961
9913,4,296.30749,-14.82616,18.524,0.081,17.344,0.058,1.18,0.099624294
9990,4,296.39875,-14.73614,18.329,0.056,17.326,0.052,1.003,0.076419893
10013,4,296.20495,-14.87812,18.262,0.066,17.32,0.055,0.942,0.085912746
10018,4,296.21966,-14.89891,18.324,0.069,17.36,0.057,0.964,0.089498603
10030,4,296.24356,-14.87654,18.404,0.074,17.362,0.057,1.042,0.093407708
10127,4,296.19894,-14.89244,18.354,0.071,17.353,0.057,1.001,0.091049437
10148,4,296.2581,-14.91276,18.31,0.068,17.362,0.057,0.948,0.088729927
10171,4,296.26098,-14.74432,18.286,0.067,17.195,0.051,1.091,0.084202138
10176,4,296.14893,-14.8544,18.329,0.07,17.36,0.057,0.969,0.090271812
10220,4,296.35936,-14.8318,18.367,0.058,17.311,0.051,1.056,0.077233412
10224,4,296.18562,-14.68376,18.342,0.066,17.329,0.049,1.013,0.082200973
10372,4,296.25348,-14.7364,18.397,0.073,17.261,0.054,1.136,0.090801982
10424,4,296.1654,-14.82078,18.371,0.072,17.339,0.056,1.032,0.091214034
10481,4,296.3123,-14.75078,18.351,0.07,17.347,0.077,1.004,0.104062481
10546,4,296.11966,-14.77765,18.428,0.076,17.342,0.056,1.086,0.09440339
10592,4,296.42734,-14.81582,18.365,0.058,17.362,0.053,1.003,0.078568442
10602,4,296.37925,-14.91411,18.431,0.061,17.351,0.053,1.08,0.080808415
10789,4,296.19065,-14.76492,18.319,0.069,17.342,0.056,0.977,0.088865066
10795,4,296.05859,-14.82558,18.312,0.078,17.308,0.053,1.004,0.094302704
10981,4,296.25609,-14.76346,18.464,0.077,17.336,0.056,1.128,0.095210294
11051,4,296.25778,-14.76358,18.533,0.082,17.269,0.053,1.264,0.097637083
11059,4,296.12506,-14.94867,18.316,0.069,17.299,0.059,1.017,0.090785461
11102,4,296.21579,-14.70507,18.267,0.062,17.287,0.047,0.98,0.077801028
11199,4,296.12303,-14.72193,18.372,0.072,17.262,0.053,1.11,0.089403579
11317,4,296.16097,-14.90375,18.517,0.081,17.356,0.056,1.161,0.098473347
11413,4,296.15664,-14.89258,18.344,0.071,17.262,0.052,1.082,0.088005682
12706,4,296.24407,-14.73041,18.409,0.074,17.356,0.057,1.053,0.093407708
12892,4,296.07563,-14.7119,18.142,0.062,17.101,0.04,1.041,0.073783467
13262,4,296.22844,-14.72406,18.512,0.081,17.335,0.057,1.177,0.099045444
14689,4,296.14375,-14.94452,18.37,0.071,17.297,0.06,1.073,0.092956979
1832,4,296.15993,-14.96019,18.274,0.065,16.787,0.039,1.487,0.075802375
2366,4,296.17257,-14.82101,18.199,0.063,16.606,0.03,1.593,0.06977822
2405,4,296.28565,-14.73944,18.146,0.059,16.537,0.033,1.609,0.067601775
2501,4,296.25433,-14.81753,18.297,0.068,16.608,0.03,1.689,0.074323617
2809,4,296.21205,-14.78519,17.944,0.051,16.532,0.028,1.412,0.058180753
2860,4,296.23341,-14.7499,17.907,0.049,16.66,0.032,1.247,0.0585235
2990,4,296.23974,-14.81981,17.947,0.051,16.575,0.029,1.372,0.058668561
3079,4,296.27982,-14.75879,18.016,0.053,16.774,0.038,1.242,0.065215029
3100,4,296.15312,-14.71479,18.079,0.053,16.494,0.024,1.585,0.058180753
3141,4,296.26127,-14.86125,18.091,0.057,16.647,0.031,1.444,0.064884513
3143,4,296.35371,-14.67201,17.969,0.05,16.611,0.026,1.358,0.056356011
3158,4,296.2531,-14.78473,17.915,0.049,16.631,0.031,1.284,0.057982756
3267,4,296.21321,-14.83821,17.964,0.053,16.636,0.031,1.328,0.061400326
3319,4,296.30211,-14.80476,18.173,0.061,16.734,0.035,1.439,0.070327804
3345,4,296.25739,-14.83734,18.011,0.053,16.687,0.032,1.324,0.061911227
3411,4,296.16398,-14.70501,17.911,0.046,16.569,0.026,1.342,0.052839379
3450,4,296.24773,-14.75883,17.842,0.046,16.498,0.028,1.344,0.053851648
3459,4,296.25846,-14.81046,17.89,0.049,16.606,0.03,1.284,0.05745433
3497,4,296.14901,-14.71418,17.943,0.048,16.616,0.027,1.327,0.055072679
3498,4,296.21767,-14.76681,18.135,0.06,16.626,0.031,1.509,0.067535176
3502,4,296.31474,-14.72387,17.955,0.048,16.742,0.03,1.213,0.056603887
3516,4,296.28415,-14.79293,17.867,0.047,16.591,0.03,1.276,0.055758407
3557,4,296.2217,-14.83946,17.929,0.051,16.501,0.028,1.428,0.058180753
3731,4,296.2157,-14.77652,18.142,0.06,16.783,0.035,1.359,0.06946222
3748,4,296.13265,-14.76825,18.151,0.06,16.576,0.029,1.575,0.066640828
3808,4,296.26923,-14.84352,17.876,0.047,16.597,0.03,1.279,0.055758407
3857,4,296.28906,-14.8476,18.21,0.062,16.681,0.032,1.529,0.069771054
3880,4,296.21818,-14.72307,18.033,0.051,16.878,0.034,1.155,0.061294372
3917,4,296.26133,-14.88373,17.94,0.05,16.788,0.035,1.152,0.061032778
3980,4,296.21461,-14.75058,18.199,0.063,16.842,0.037,1.357,0.073061618
3992,4,296.31294,-14.82688,18.099,0.057,16.817,0.037,1.282,0.067955868
4018,4,296.24055,-14.72972,17.938,0.05,16.694,0.033,1.244,0.059908263
4052,4,296.2511,-14.90636,17.965,0.051,16.77,0.034,1.195,0.061294372
4053,4,296.17873,-14.87628,18.07,0.056,16.72,0.033,1.35,0.065
4080,4,296.20385,-14.75527,17.967,0.052,16.598,0.03,1.369,0.060033324
4153,4,296.17751,-14.85379,18.207,0.063,16.68,0.032,1.527,0.070661163
4256,4,296.2645,-14.73059,18.105,0.057,16.788,0.037,1.317,0.067955868
4267,4,296.10348,-14.96051,17.858,0.047,16.653,0.034,1.205,0.05800862
4273,4,296.40315,-14.69905,18.094,0.055,16.752,0.029,1.342,0.062177166
4283,4,296.25261,-14.87476,17.965,0.051,16.829,0.036,1.136,0.062425956
4304,4,296.19283,-14.81293,18.07,0.057,16.767,0.035,1.303,0.066887966
4374,4,296.21383,-14.7839,17.895,0.049,16.721,0.033,1.174,0.059076222
4443,4,296.16403,-14.74377,18.111,0.058,16.779,0.035,1.332,0.067742158
4495,4,296.22977,-14.91162,17.901,0.049,16.67,0.032,1.231,0.0585235
4522,4,296.22909,-14.81243,18.143,0.06,16.711,0.033,1.432,0.068476273
4529,4,296.19546,-14.8156,18.083,0.057,16.699,0.033,1.384,0.065863495
4532,4,296.28385,-14.7417,18.103,0.057,16.869,0.04,1.234,0.069634761
4544,4,296.21954,-14.66899,17.978,0.049,16.829,0.032,1.149,0.0585235
4568,4,296.29041,-14.75833,18.125,0.058,16.775,0.037,1.35,0.068796802
4581,4,296.38907,-14.84655,17.98,0.043,16.674,0.03,1.306,0.052430907
4602,4,296.23693,-14.87214,18.017,0.054,16.818,0.036,1.199,0.064899923
4610,4,296.2193,-14.93596,18.203,0.062,16.828,0.039,1.375,0.07324616
4673,4,296.24169,-14.79595,17.88,0.048,16.689,0.032,1.191,0.05768882
4713,4,296.34198,-14.82333,18.183,0.05,16.681,0.03,1.502,0.058309519
4741,4,296.20673,-14.86225,17.967,0.052,16.807,0.036,1.16,0.063245553
4982,4,296.28502,-14.75273,17.985,0.052,16.818,0.039,1.167,0.065
5001,4,296.24832,-14.91895,18.002,0.053,16.748,0.034,1.254,0.062968246
