ID,CMD1region,RA,Dec,Jmag,eJmag,Kmag,eKmag,jMINUSk,ERRORjMINUSk
5075,4,296.24794,-14.94307,17.888,0.048,16.689,0.032,1.199,0.05768882
5086,4,296.25468,-14.75681,18.007,0.053,16.836,0.037,1.171,0.06463745
5089,4,296.15148,-14.94698,17.917,0.049,16.609,0.033,1.308,0.059076222
5349,4,296.20199,-14.79924,17.961,0.052,16.78,0.035,1.181,0.062681736
5697,4,296.18039,-14.93477,17.969,0.052,16.775,0.035,1.194,0.062681736
5726,4,296.29154,-14.80585,18.055,0.055,16.858,0.037,1.197,0.066287254
5770,4,296.20185,-14.75221,18.067,0.056,16.781,0.035,1.286,0.066037868
5801,4,296.20589,-14.86607,18.091,0.057,16.842,0.037,1.249,0.067955868
5859,4,296.20181,-14.81716,17.987,0.053,16.841,0.037,1.146,0.06463745
5886,4,296.17531,-14.72165,17.985,0.049,16.801,0.031,1.184,0.057982756
5958,4,296.18545,-14.774,17.966,0.052,16.801,0.035,1.165,0.062681736
6157,4,296.21215,-14.81139,18.003,0.054,16.794,0.035,1.209,0.064350602
6315,4,296.25782,-14.76705,17.978,0.052,16.791,0.035,1.187,0.062681736
6324,4,296.1882,-14.85017,17.993,0.053,16.879,0.038,1.114,0.065215029
6519,4,296.26804,-14.79959,18.05,0.055,16.838,0.036,1.212,0.065734314
6630,4,296.04707,-14.83254,18.133,0.067,16.679,0.031,1.454,0.073824115
6703,4,296.17858,-14.68492,18.044,0.052,16.866,0.033,1.178,0.061587336
6786,4,296.15296,-14.72447,17.99,0.052,16.834,0.037,1.156,0.06382006
7321,4,296.33154,-14.82478,18.029,0.045,16.852,0.035,1.177,0.057008771
9320,4,296.05123,-14.73139,18.045,0.062,16.789,0.038,1.256,0.072718636
17036,4,296.23784,-14.76712,18.283,0.067,16.736,0.034,1.547,0.075133215
703,4,296.20325,-14.82793,18.054,0.056,16.374,0.025,1.68,0.061326992
2154,4,296.24606,-14.64393,18.162,0.057,16.393,0.022,1.769,0.061098281
2169,4,296.29556,-14.67765,17.625,0.037,16.361,0.022,1.264,0.043046487
2227,4,296.22341,-14.80098,17.69,0.042,16.266,0.023,1.424,0.04788528
2296,4,296.21642,-14.81519,17.822,0.047,16.443,0.027,1.379,0.054203321
2305,4,296.23539,-14.86077,17.642,0.04,16.291,0.023,1.351,0.046141088
2390,4,296.24316,-14.83359,17.621,0.039,16.372,0.025,1.249,0.046324939
2403,4,296.16417,-14.84426,18.099,0.058,16.434,0.026,1.665,0.063560994
2415,4,296.21023,-14.75964,17.825,0.046,16.276,0.023,1.549,0.051429563
2421,4,296.2056,-14.88774,18.007,0.053,16.29,0.023,1.717,0.057775427
2441,4,296.26102,-14.79314,18.152,0.06,16.393,0.025,1.759,0.065
2494,4,296.15429,-14.94937,17.822,0.045,16.242,0.024,1.58,0.051
2520,4,296.18286,-14.74215,17.648,0.04,16.284,0.023,1.364,0.046141088
2534,4,296.13513,-14.94191,17.856,0.047,16.273,0.023,1.583,0.052325902
2588,4,296.22953,-14.78307,17.681,0.041,16.326,0.024,1.355,0.047507894
2599,4,296.28788,-14.86682,17.827,0.045,16.413,0.026,1.414,0.051971146
2615,4,296.27181,-14.80144,17.641,0.039,16.301,0.024,1.34,0.045793013
2648,4,296.29463,-14.88905,17.517,0.035,16.29,0.023,1.227,0.041880783
2655,4,296.2195,-14.81692,17.468,0.035,16.237,0.023,1.231,0.041880783
2660,4,296.30771,-14.78693,17.558,0.037,16.242,0.024,1.316,0.044102154
2666,4,296.17552,-14.8511,17.488,0.035,16.267,0.023,1.221,0.041880783
2672,4,296.2001,-14.70608,17.71,0.04,16.264,0.02,1.446,0.04472136
2678,4,296.33987,-14.74514,18.044,0.045,16.328,0.023,1.716,0.050537115
2686,4,296.15569,-14.77777,17.538,0.037,16.251,0.023,1.287,0.043566042
2715,4,296.22305,-14.80579,17.685,0.041,16.235,0.022,1.45,0.04652956
2726,4,296.25215,-14.757,17.914,0.049,16.427,0.026,1.487,0.055470713
2813,4,296.22001,-14.91932,17.669,0.04,16.352,0.025,1.317,0.047169906
2820,4,296.08997,-14.9054,17.896,0.055,16.316,0.023,1.58,0.059615434
2847,4,296.06931,-14.95065,17.63,0.038,16.358,0.034,1.272,0.050990195
2848,4,296.14161,-14.75492,17.915,0.049,16.438,0.026,1.477,0.055470713
2865,4,296.316,-14.78499,17.818,0.045,16.238,0.025,1.58,0.051478151
2875,4,296.23811,-14.80055,17.603,0.038,16.311,0.024,1.292,0.04494441
2878,4,296.27236,-14.83213,17.767,0.043,16.437,0.026,1.33,0.050249378
2892,4,296.21095,-14.79293,17.738,0.043,16.338,0.024,1.4,0.049244289
2900,4,296.22833,-14.81498,17.693,0.041,16.404,0.026,1.289,0.048548944
2906,4,296.22125,-14.85777,17.662,0.04,16.3,0.023,1.362,0.046141088
2955,4,296.18043,-14.82104,17.864,0.048,16.284,0.023,1.58,0.053225934
2971,4,296.11086,-14.79074,17.608,0.039,16.324,0.024,1.284,0.045793013
2989,4,296.18147,-14.72359,17.743,0.041,16.369,0.022,1.374,0.04652956
3005,4,296.26021,-14.9084,17.675,0.04,16.371,0.025,1.304,0.047169906
3059,4,296.23071,-14.74292,17.583,0.038,16.357,0.025,1.226,0.045486262
3074,4,296.18036,-14.74846,17.632,0.039,16.341,0.024,1.291,0.045793013
3101,4,296.09919,-14.70826,17.484,0.033,16.268,0.02,1.216,0.038587563
3126,4,296.18857,-14.6697,17.775,0.041,16.27,0.02,1.505,0.045617979
3155,4,296.31352,-14.84954,17.674,0.04,16.271,0.023,1.403,0.046141088
3182,4,296.26033,-14.7893,17.796,0.045,16.433,0.026,1.363,0.051971146
3190,4,296.40474,-14.83023,17.539,0.03,16.239,0.021,1.3,0.036619667
3201,4,296.2786,-14.72329,17.497,0.033,16.263,0.02,1.234,0.038587563
3216,4,296.23143,-14.8558,17.649,0.04,16.396,0.025,1.253,0.047169906
3230,4,296.16736,-14.87032,17.852,0.047,16.344,0.024,1.508,0.052773099
3341,4,296.21063,-14.7984,17.79,0.045,16.346,0.025,1.444,0.051478151
3405,4,296.2229,-14.7102,17.598,0.036,16.367,0.022,1.231,0.042190046
3446,4,296.09522,-14.91461,17.869,0.048,16.476,0.028,1.393,0.055569776
3490,4,296.37866,-14.8087,17.759,0.036,16.456,0.025,1.303,0.043829214
3638,4,296.22614,-14.71252,17.783,0.042,16.48,0.024,1.303,0.048373546
3809,4,296.25223,-14.81316,17.496,0.035,16.247,0.022,1.249,0.041340053
4373,4,296.13722,-14.8644,17.896,0.049,16.437,0.026,1.459,0.055470713
1310,4,296.26672,-14.91113,18.177,0.061,16.203,0.022,1.974,0.064845971
1373,4,296.22704,-14.83685,17.914,0.05,16.215,0.022,1.699,0.054626001
1442,4,296.09712,-14.83594,17.574,0.038,16.18,0.021,1.394,0.043416587
1731,4,296.14632,-14.85584,17.599,0.039,16.059,0.019,1.54,0.043382024
1790,4,296.25515,-14.82457,17.422,0.033,16.16,0.021,1.262,0.039115214
1795,4,296.26357,-14.76711,17.354,0.031,16.093,0.02,1.261,0.036891733
1819,4,296.22429,-14.78331,17.689,0.042,16.133,0.021,1.556,0.046957428
1885,4,296.22455,-14.74143,17.363,0.032,16.108,0.02,1.255,0.037735925
1913,4,296.20507,-14.87555,17.731,0.043,16.204,0.022,1.527,0.048301139
2039,4,296.33063,-14.81121,17.489,0.029,16.084,0.019,1.405,0.034669872
2068,4,296.27689,-14.81702,17.495,0.035,16.065,0.02,1.43,0.040311289
2088,4,296.26926,-14.73877,17.458,0.034,16.134,0.021,1.324,0.039962482
2090,4,296.2815,-14.74688,17.525,0.036,16.141,0.022,1.384,0.042190046
2101,4,296.1758,-14.79393,17.48,0.035,16.173,0.021,1.307,0.040816663
2210,4,296.27907,-14.65919,17.931,0.047,16.206,0.019,1.725,0.050695167
2213,4,296.27655,-14.80747,17.792,0.044,16.231,0.022,1.561,0.049193496
2273,4,296.2959,-14.78374,17.664,0.04,16.132,0.021,1.532,0.045177428
2280,4,296.19365,-14.67825,17.488,0.033,16.071,0.018,1.417,0.037589892
2326,4,296.26156,-14.76971,17.345,0.031,16.072,0.02,1.273,0.036891733
2329,4,296.17012,-14.80907,17.336,0.031,16.105,0.02,1.231,0.036891733
2334,4,296.11861,-14.73341,17.554,0.037,16.187,0.022,1.367,0.043046487
2349,4,296.07697,-14.878,17.476,0.039,16.142,0.02,1.334,0.043829214
2363,4,296.1393,-14.81281,17.309,0.031,16.069,0.02,1.24,0.036891733
2367,4,296.21317,-14.89446,17.76,0.044,16.193,0.022,1.567,0.049193496
2368,4,296.25958,-14.72781,17.477,0.034,16.193,0.023,1.284,0.041048752
2370,4,296.20488,-14.76276,17.696,0.042,16.175,0.021,1.521,0.046957428
2373,4,296.19954,-14.83589,17.946,0.051,16.177,0.021,1.769,0.055154329
2386,4,296.23196,-14.85213,17.611,0.039,16.136,0.021,1.475,0.044294469
2397,4,296.31611,-14.67925,17.443,0.032,16.179,0.019,1.264,0.037215588
2404,4,296.25484,-14.84085,17.332,0.031,16.137,0.021,1.195,0.03744329
2416,4,296.25737,-14.77405,17.421,0.033,16.179,0.021,1.242,0.039115214
2418,4,296.33302,-14.78195,17.791,0.037,16.223,0.021,1.568,0.042544095
2444,4,296.20033,-14.78958,17.463,0.035,16.164,0.021,1.299,0.040816663
2456,4,296.24573,-14.85094,17.307,0.03,16.069,0.019,1.238,0.035510562
2472,4,296.19329,-14.81105,17.499,0.036,16.199,0.022,1.3,0.042190046
2481,4,296.21521,-14.77994,17.349,0.032,16.141,0.021,1.208,0.038275318
2499,4,296.25148,-14.79806,17.625,0.039,16.058,0.019,1.567,0.043382024
2524,4,296.25007,-14.89343,17.307,0.03,16.076,0.02,1.231,0.036055513
2526,4,296.38945,-14.77564,17.346,0.026,16.141,0.019,1.205,0.032202484
2535,4,296.22253,-14.78229,17.499,0.036,16.189,0.022,1.31,0.042190046
2539,4,296.12955,-14.7898,17.436,0.034,16.167,0.021,1.269,0.039962482
2554,4,296.20177,-14.89958,17.568,0.037,16.08,0.02,1.488,0.042059482
2562,4,296.10357,-14.72305,17.447,0.032,16.07,0.018,1.377,0.03671512
2566,4,296.06422,-14.73609,17.59,0.043,16.205,0.025,1.385,0.04973932
2574,4,296.14931,-14.87252,17.581,0.038,16.143,0.021,1.438,0.043416587
2580,4,296.1596,-14.90202,17.387,0.032,16.061,0.019,1.326,0.037215588
2582,4,296.26939,-14.67168,17.412,0.031,16.158,0.019,1.254,0.036359318
2583,4,296.21616,-14.79186,17.427,0.034,16.073,0.02,1.354,0.039446166
2596,4,296.26481,-14.77334,17.395,0.032,16.156,0.021,1.239,0.038275318
2598,4,296.2579,-14.77344,17.331,0.031,16.113,0.02,1.218,0.036891733
2604,4,296.25003,-14.88985,17.376,0.032,16.12,0.02,1.256,0.037735925
2610,4,296.36466,-14.8653,17.454,0.029,16.191,0.02,1.263,0.03522783
2622,4,296.25074,-14.82453,17.455,0.034,16.129,0.02,1.326,0.039446166
2658,4,296.24772,-14.74262,17.401,0.033,16.175,0.022,1.226,0.039661064
2669,4,296.34382,-14.74659,17.437,0.028,16.128,0.019,1.309,0.033837849
2677,4,296.18849,-14.86113,17.551,0.037,16.182,0.021,1.369,0.042544095
2682,4,296.25516,-14.89223,17.523,0.036,16.182,0.021,1.341,0.041677332
2685,4,296.17013,-14.69651,17.366,0.03,16.089,0.018,1.277,0.034985711
2703,4,296.19769,-14.8837,17.866,0.048,16.2,0.022,1.666,0.052801515
2704,4,296.2777,-14.67853,17.335,0.029,16.077,0.018,1.258,0.034132096
2714,4,296.26969,-14.81192,17.43,0.033,16.174,0.021,1.256,0.039115214
2727,4,296.21082,-14.85762,17.474,0.035,16.232,0.022,1.242,0.041340053
2729,4,296.18951,-14.85088,17.267,0.03,16.066,0.02,1.201,0.036055513
2741,4,296.08199,-14.75137,17.425,0.038,16.111,0.029,1.314,0.047801674
2745,4,296.2229,-14.79466,17.533,0.037,16.194,0.022,1.339,0.043046487
2764,4,296.30934,-14.86859,17.326,0.03,16.129,0.02,1.197,0.036055513
2773,4,296.08544,-14.82648,17.72,0.048,16.213,0.023,1.507,0.053225934
2784,4,296.30856,-14.84051,17.247,0.029,16.076,0.02,1.171,0.03522783
2795,4,296.13171,-14.75936,17.368,0.032,16.183,0.021,1.185,0.038275318
2816,4,296.31799,-14.8952,17.405,0.028,16.175,0.02,1.23,0.034409301
2829,4,296.22844,-14.86504,17.307,0.03,16.11,0.02,1.197,0.036055513
2837,4,296.26012,-14.74436,17.379,0.032,16.069,0.02,1.31,0.037735925
2853,4,296.07205,-14.84899,17.291,0.034,16.115,0.02,1.176,0.039446166
2861,4,296.20746,-14.89638,17.393,0.033,16.197,0.022,1.196,0.039661064
2884,4,296.08488,-14.78116,17.638,0.045,16.188,0.024,1.45,0.051
2887,4,296.22267,-14.88186,17.357,0.032,16.167,0.021,1.19,0.038275318
2894,4,296.25945,-14.81701,17.445,0.034,16.143,0.021,1.302,0.039962482
2911,4,296.12093,-14.85224,17.407,0.033,16.096,0.02,1.311,0.038587563
2933,4,296.23678,-14.67093,17.437,0.032,16.135,0.018,1.302,0.03671512
2934,4,296.25319,-14.84344,17.584,0.038,16.183,0.021,1.401,0.043416587
2978,4,296.28816,-14.67795,17.505,0.033,16.136,0.018,1.369,0.037589892
2996,4,296.22074,-14.72483,17.37,0.03,16.194,0.019,1.176,0.035510562
2997,4,296.17937,-14.68802,17.241,0.027,16.076,0.018,1.165,0.032449961
3075,4,296.08457,-14.83232,17.499,0.04,16.155,0.021,1.344,0.045177428
3114,4,296.24865,-14.6898,17.257,0.027,16.107,0.018,1.15,0.032449961
3151,4,296.17875,-14.77673,17.559,0.037,16.232,0.022,1.327,0.043046487
3172,4,296.26056,-14.80675,17.344,0.031,16.166,0.021,1.178,0.03744329
3213,4,296.14649,-14.89165,17.368,0.032,16.119,0.02,1.249,0.037735925
3252,4,296.18007,-14.71055,17.687,0.039,16.206,0.019,1.481,0.043382024
3256,4,296.08999,-14.78136,17.296,0.034,16.119,0.023,1.177,0.041048752
3270,4,296.29724,-14.86994,17.492,0.035,16.213,0.022,1.279,0.041340053
3274,4,296.17066,-14.85086,17.532,0.036,16.208,0.022,1.324,0.042190046
3359,4,296.2258,-14.84328,17.261,0.03,16.107,0.02,1.154,0.036055513
3392,4,296.23544,-14.90089,17.468,0.034,16.203,0.022,1.265,0.040496913
3520,4,296.09323,-14.80809,17.323,0.031,16.132,0.021,1.191,0.03744329
3582,4,296.39547,-14.83442,17.394,0.027,16.194,0.02,1.2,0.033600595
3685,4,296.293,-14.86285,17.431,0.033,16.199,0.022,1.232,0.039661064
3750,4,296.20918,-14.70182,17.375,0.03,16.199,0.019,1.176,0.035510562
512,4,296.18045,-14.80418,17.734,0.043,15.782,0.016,1.952,0.045880279
582,4,296.30014,-14.87876,17.513,0.035,15.51,0.013,2.003,0.037336309
584,4,296.10659,-14.80298,17.82,0.046,15.984,0.018,1.836,0.049396356
737,4,296.38275,-14.7522,17.007,0.021,15.491,0.012,1.516,0.024186773
792,4,296.30628,-14.86306,17.451,0.033,15.489,0.012,1.962,0.0351141
821,4,296.2819,-14.78802,17.08,0.025,15.618,0.014,1.462,0.028653098
852,4,296.31192,-14.72875,17.538,0.036,15.967,0.026,1.571,0.044407207
873,4,296.22644,-14.76738,17.171,0.028,15.65,0.014,1.521,0.031304952
884,4,296.1791,-14.77958,17.343,0.031,15.621,0.014,1.722,0.034014703
889,4,296.24478,-14.84503,17.719,0.043,16.005,0.019,1.714,0.047010637
892,4,296.36869,-14.74891,17.428,0.028,15.881,0.016,1.547,0.032249031
903,4,296.15623,-14.86099,17.108,0.026,15.634,0.014,1.474,0.029529646
906,4,296.23635,-14.83041,17.337,0.031,15.855,0.017,1.482,0.035355339
924,4,296.30954,-14.80203,16.85,0.021,15.504,0.013,1.346,0.024698178
935,4,296.19778,-14.76335,17.175,0.027,15.536,0.013,1.639,0.029966648
971,4,296.11882,-14.84548,17.619,0.039,16.011,0.019,1.608,0.043382024
975,4,296.29329,-14.76405,17.603,0.038,15.764,0.016,1.839,0.041231056
991,4,296.21777,-14.78553,17.275,0.03,15.757,0.015,1.518,0.03354102
1001,4,296.25169,-14.73629,18.012,0.053,15.977,0.019,2.035,0.056302753
1052,4,296.20386,-14.86884,17.226,0.029,15.464,0.012,1.762,0.03138471
1090,4,296.15575,-14.74565,16.963,0.023,15.614,0.014,1.349,0.026925824
1100,4,296.24638,-14.86479,17.179,0.027,15.749,0.015,1.43,0.03088689
1103,4,296.19081,-14.743,17.454,0.034,15.537,0.013,1.917,0.036400549
1149,4,296.20935,-14.88916,17.313,0.031,15.474,0.013,1.839,0.033615473
1157,4,296.25965,-14.84787,17.758,0.043,16.023,0.019,1.735,0.047010637
1163,4,296.26334,-14.73773,17.262,0.029,15.578,0.014,1.684,0.032202484
1183,4,296.40237,-14.8741,17.032,0.021,15.524,0.012,1.508,0.024186773
1184,4,296.23245,-14.89517,17.296,0.03,15.544,0.013,1.752,0.032695565
1189,4,296.27554,-14.85384,17.352,0.031,15.605,0.014,1.747,0.034014703
1205,4,296.20367,-14.95316,17.585,0.038,15.774,0.017,1.811,0.041629317
1214,4,296.27429,-14.80432,17.461,0.034,15.591,0.014,1.87,0.036769553
1217,4,296.19915,-14.81282,17.114,0.026,15.503,0.013,1.611,0.029068884
1232,4,296.2931,-14.77066,17.02,0.024,15.707,0.016,1.313,0.02884441
1235,4,296.26534,-14.83664,17.233,0.029,15.778,0.016,1.455,0.03312099
1237,4,296.2829,-14.78793,17.081,0.025,15.625,0.014,1.456,0.028653098
1242,4,296.2124,-14.77453,17.161,0.028,15.465,0.012,1.696,0.030463092
1251,4,296.24662,-14.78765,17.169,0.027,15.486,0.013,1.683,0.029966648
1253,4,296.22395,-14.92243,17.219,0.028,15.812,0.016,1.407,0.032249031
1257,4,296.41026,-14.84979,17.173,0.023,15.471,0.012,1.702,0.025942244
1264,4,296.22129,-14.79927,17.326,0.031,15.499,0.013,1.827,0.033615473
1265,4,296.17007,-14.80256,17.681,0.041,15.774,0.016,1.907,0.044011362
1269,4,296.17901,-14.78966,16.889,0.022,15.518,0.013,1.371,0.025553865
1271,4,296.17016,-14.84462,17.354,0.032,15.509,0.013,1.845,0.034539832
1278,4,296.22874,-14.79237,17.208,0.028,15.598,0.014,1.61,0.031304952
1280,4,296.25097,-14.8278,17.317,0.031,15.48,0.012,1.837,0.03324154
1283,4,296.25833,-14.7883,16.874,0.022,15.529,0.013,1.345,0.025553865
1291,4,296.29618,-14.75769,17.179,0.027,15.56,0.014,1.619,0.030413813
1293,4,296.28778,-14.77112,17.224,0.028,15.593,0.014,1.631,0.031304952
1294,4,296.22651,-14.80843,17.623,0.039,15.624,0.014,1.999,0.041436699
1320,4,296.20975,-14.7601,17.493,0.035,16.007,0.019,1.486,0.039824616
1323,4,296.18863,-14.92026,17.494,0.035,15.7,0.015,1.794,0.038078866
1324,4,296.25633,-14.8074,17.424,0.034,15.554,0.013,1.87,0.036400549
1332,4,296.13826,-14.72316,17.227,0.027,15.542,0.012,1.685,0.029546573
1333,4,296.15382,-14.88829,17.216,0.029,15.475,0.012,1.741,0.03138471
1334,4,296.25745,-14.7824,17.619,0.039,15.741,0.015,1.878,0.041785165
1340,4,296.23021,-14.81395,17.144,0.027,15.588,0.014,1.556,0.030413813
1347,4,296.0513,-14.72687,17.414,0.037,15.734,0.017,1.68,0.040718546
1349,4,296.28305,-14.7559,17.144,0.027,15.512,0.013,1.632,0.029966648
1357,4,296.25795,-14.84268,17.395,0.032,15.595,0.014,1.8,0.034928498
1362,4,296.10954,-14.9329,17.407,0.033,15.57,0.014,1.837,0.035846897
1370,4,296.21737,-14.84062,17.181,0.028,15.54,0.013,1.641,0.030870698
1378,4,296.16488,-14.82941,17.588,0.038,15.765,0.015,1.823,0.040853396
1379,4,296.2089,-14.7879,17.08,0.026,15.618,0.014,1.462,0.029529646
1386,4,296.22855,-14.77694,17.473,0.035,15.953,0.018,1.52,0.039357337
1389,4,296.20208,-14.84781,17.178,0.028,15.577,0.013,1.601,0.030870698
1398,4,296.17939,-14.74265,17.415,0.033,15.87,0.017,1.545,0.037121422
1400,4,296.17654,-14.86408,17.134,0.027,15.622,0.014,1.512,0.030413813
1401,4,296.33766,-14.8337,17.25,0.025,15.616,0.013,1.634,0.028178006
1402,4,296.20473,-14.84915,17.306,0.031,15.565,0.013,1.741,0.033615473
1410,4,296.3659,-14.85248,17.293,0.025,15.57,0.013,1.723,0.028178006
1413,4,296.24642,-14.84606,17.048,0.025,15.515,0.013,1.533,0.028178006
1416,4,296.25978,-14.80236,17.507,0.036,15.679,0.014,1.828,0.038626416
1417,4,296.27955,-14.80413,17.302,0.03,15.592,0.014,1.71,0.033105891
1418,4,296.23857,-14.80943,17.401,0.033,15.618,0.014,1.783,0.035846897
1419,4,296.21425,-14.83777,17.352,0.032,15.506,0.013,1.846,0.034539832
1424,4,296.17184,-14.86569,17.105,0.026,15.625,0.014,1.48,0.029529646
1429,4,296.26591,-14.79216,17.271,0.029,15.593,0.014,1.678,0.032202484
1430,4,296.19489,-14.88759,17.277,0.03,15.588,0.014,1.689,0.033105891
1433,4,296.1597,-14.79966,17.478,0.035,15.627,0.014,1.851,0.037696154
1434,4,296.15109,-14.72699,16.872,0.022,15.486,0.013,1.386,0.025553865
1440,4,296.24443,-14.81048,16.872,0.022,15.476,0.012,1.396,0.025059928
1441,4,296.37384,-14.66094,17.124,0.025,15.577,0.012,1.547,0.027730849
1443,4,296.26811,-14.76748,17.421,0.033,15.763,0.015,1.658,0.036249138
1445,4,296.16864,-14.8778,17.222,0.029,15.564,0.013,1.658,0.031780497
1447,4,296.23476,-14.84753,17.252,0.029,15.687,0.015,1.565,0.032649655
1448,4,296.26245,-14.78598,17.494,0.035,15.817,0.016,1.677,0.038483763
1452,4,296.21085,-14.81538,17.309,0.031,15.64,0.014,1.669,0.034014703
1454,4,296.24866,-14.7263,17.089,0.026,15.652,0.014,1.437,0.029529646
1456,4,296.25962,-14.81533,17.428,0.033,15.717,0.015,1.711,0.036249138
1464,4,296.21797,-14.82086,17.295,0.031,15.488,0.013,1.807,0.033615473
1466,4,296.30119,-14.77902,17.097,0.026,15.672,0.015,1.425,0.030016662
1478,4,296.4363,-14.89512,17.176,0.023,15.618,0.013,1.558,0.02641969
1482,4,296.16941,-14.70522,17.926,0.047,15.92,0.016,2.006,0.049648766
1484,4,296.27037,-14.78264,17.2,0.028,15.777,0.016,1.423,0.032249031
1492,4,296.25845,-14.79129,17.287,0.03,15.661,0.014,1.626,0.033105891
1500,4,296.17882,-14.86864,17.478,0.035,15.788,0.016,1.69,0.038483763
1505,4,296.19457,-14.84272,17.014,0.024,15.568,0.013,1.446,0.027294688
1510,4,296.2087,-14.74436,17.189,0.028,15.681,0.014,1.508,0.031304952
1522,4,296.1855,-14.88978,17.399,0.033,15.635,0.014,1.764,0.035846897
1523,4,296.10027,-14.78661,17.526,0.036,15.69,0.015,1.836,0.039
1529,4,296.23816,-14.74919,17.261,0.029,15.952,0.018,1.309,0.034132096
1530,4,296.25371,-14.72384,17.296,0.03,15.703,0.015,1.593,0.03354102
1532,4,296.31402,-14.78391,17.388,0.032,15.668,0.016,1.72,0.035777088
1534,4,296.2169,-14.7967,17.395,0.033,15.605,0.014,1.79,0.035846897
1537,4,296.33694,-14.81522,16.98,0.02,15.616,0.013,1.364,0.023853721
1540,4,296.22628,-14.84654,17.348,0.032,15.569,0.013,1.779,0.034539832
1542,4,296.30706,-14.78427,16.947,0.023,15.609,0.015,1.338,0.02745906
1548,4,296.07839,-14.78974,17.478,0.039,15.606,0.015,1.872,0.041785165
1556,4,296.16787,-14.75436,17.276,0.03,15.93,0.018,1.346,0.034985711
1563,4,296.27444,-14.72493,17.194,0.028,15.661,0.016,1.533,0.032249031
1564,4,296.33714,-14.85053,16.924,0.02,15.693,0.014,1.231,0.024413111
1576,4,296.15944,-14.73332,17.518,0.036,15.92,0.018,1.598,0.040249224
1577,4,296.22402,-14.8628,17.164,0.027,15.603,0.014,1.561,0.030413813
1579,4,296.20544,-14.74997,17.302,0.03,15.835,0.016,1.467,0.034
1582,4,296.2072,-14.78586,17.14,0.027,15.782,0.016,1.358,0.03138471
1583,4,296.09289,-14.89217,17.214,0.028,15.608,0.014,1.606,0.031304952
1589,4,296.23191,-14.91883,17.301,0.03,15.491,0.013,1.81,0.032695565
1592,4,296.29236,-14.71469,17.307,0.029,15.633,0.013,1.674,0.031780497
1594,4,296.11526,-14.76965,17.238,0.029,15.572,0.013,1.666,0.031780497
1596,4,296.40191,-14.73825,17.645,0.033,15.707,0.014,1.938,0.035846897
1601,4,296.23078,-14.7844,17.3,0.03,15.806,0.016,1.494,0.034
1610,4,296.20897,-14.76994,17.025,0.025,15.758,0.015,1.267,0.029154759
1612,4,296.2038,-14.69834,17.681,0.039,15.782,0.014,1.899,0.041436699
1614,4,296.31979,-14.90845,17.55,0.031,15.968,0.017,1.582,0.035355339
1615,4,296.2361,-14.74335,17.009,0.024,15.734,0.015,1.275,0.028301943
1621,4,296.23869,-14.84006,17.636,0.04,15.979,0.018,1.657,0.043863424
1625,4,296.26473,-14.85253,17.228,0.028,15.829,0.016,1.399,0.032249031
1628,4,296.20576,-14.78878,17.141,0.027,15.679,0.015,1.462,0.03088689
1640,4,296.284,-14.75061,17.209,0.028,15.838,0.017,1.371,0.032756679
1658,4,296.22234,-14.79683,17.489,0.035,15.947,0.018,1.542,0.039357337
1662,4,296.23857,-14.83908,17.429,0.034,15.768,0.015,1.661,0.037161808
1665,4,296.23455,-14.81916,17.196,0.028,15.584,0.014,1.612,0.031304952
1666,4,296.22741,-14.75796,17.281,0.03,15.896,0.017,1.385,0.034481879
1671,4,296.17963,-14.85822,17.341,0.031,15.818,0.016,1.523,0.034885527
1672,4,296.24048,-14.83489,17.276,0.03,15.618,0.014,1.658,0.033105891
1674,4,296.31814,-14.73676,17.413,0.028,15.999,0.018,1.414,0.033286634
1677,4,296.29623,-14.82869,17.607,0.038,15.983,0.018,1.624,0.042047592
1678,4,296.27085,-14.81682,17.403,0.033,15.782,0.016,1.621,0.036674242
1680,4,296.19805,-14.71992,17.606,0.036,15.802,0.014,1.804,0.038626416
1683,4,296.22406,-14.82529,17.211,0.028,15.74,0.015,1.471,0.03176476
1684,4,296.28221,-14.73159,17.525,0.036,15.706,0.016,1.819,0.039395431
1690,4,296.13467,-14.67695,17.35,0.03,15.771,0.014,1.579,0.033105891
1697,4,296.21804,-14.92567,17.809,0.045,15.904,0.017,1.905,0.048104054
1709,4,296.21446,-14.7708,16.953,0.023,15.616,0.014,1.337,0.026925824
1711,4,296.15907,-14.81507,17.356,0.032,15.86,0.017,1.496,0.036235342
1714,4,296.14553,-14.72429,17.694,0.039,15.893,0.015,1.801,0.041785165
1719,4,296.15554,-14.87867,17.625,0.039,15.762,0.015,1.863,0.041785165
1721,4,296.2992,-14.78675,17.337,0.031,15.717,0.015,1.62,0.034438351
1722,4,296.26336,-14.70896,17.071,0.024,15.567,0.012,1.504,0.026832816
1726,4,296.1611,-14.79555,17.577,0.038,15.791,0.016,1.786,0.041231056
1735,4,296.28197,-14.81867,17.459,0.034,15.896,0.017,1.563,0.038013156
1738,4,296.25197,-14.79851,17.263,0.029,15.759,0.015,1.504,0.032649655
1740,4,296.2906,-14.69638,17.266,0.028,15.89,0.015,1.376,0.03176476
1746,4,296.19432,-14.82202,17.296,0.03,15.902,0.017,1.394,0.034481879
1751,4,296.17703,-14.7102,17.585,0.036,15.88,0.015,1.705,0.039
1759,4,296.23926,-14.83414,16.992,0.024,15.766,0.015,1.226,0.028301943
1763,4,296.27857,-14.82213,17.118,0.026,15.716,0.015,1.402,0.030016662
