ID,CMD1region,RA,Dec,Jmag,eJmag,Kmag,eKmag,jMINUSk,ERRORjMINUSk
1914,2,296.30743,-14.67293,16.345,0.014,15.597,0.012,0.748,0.018439089
1918,2,296.25173,-14.89274,16.348,0.015,15.524,0.013,0.824,0.019849433
1926,2,296.11005,-14.7459,16.291,0.014,15.525,0.013,0.766,0.019104973
1933,2,296.32136,-14.68,16.272,0.013,15.53,0.012,0.742,0.017691806
1937,2,296.0996,-14.90874,16.371,0.015,15.567,0.013,0.804,0.019849433
1947,2,296.19492,-14.79522,16.54,0.017,15.762,0.015,0.778,0.022671568
1949,2,296.10864,-14.78924,16.735,0.02,15.786,0.016,0.949,0.025612497
1953,2,296.2971,-14.76954,16.501,0.017,15.764,0.016,0.737,0.023345235
1965,2,296.0561,-14.68516,16.675,0.019,15.773,0.014,0.902,0.023600847
1967,2,296.30219,-14.91044,16.486,0.016,15.605,0.014,0.881,0.021260292
1987,2,296.09529,-14.66704,16.472,0.015,15.639,0.013,0.833,0.019849433
1990,2,296.22352,-14.94484,16.594,0.018,15.813,0.017,0.781,0.024758837
1991,2,296.14136,-14.92136,16.527,0.017,15.757,0.015,0.77,0.022671568
2006,2,296.07451,-14.82809,16.532,0.019,15.72,0.015,0.812,0.024207437
2013,2,296.11651,-14.87805,16.401,0.016,15.623,0.014,0.778,0.021260292
2014,2,296.2736,-14.89839,16.42,0.016,15.554,0.013,0.866,0.020615528
2015,2,296.10792,-14.70921,16.518,0.016,15.655,0.013,0.863,0.020615528
2017,2,296.35895,-14.63581,16.546,0.016,15.681,0.013,0.865,0.020615528
2019,2,296.42312,-14.78754,16.592,0.016,15.749,0.014,0.843,0.021260292
2020,2,296.2355,-14.85787,16.412,0.016,15.603,0.014,0.809,0.021260292
2032,2,296.40572,-14.86166,16.616,0.016,15.848,0.016,0.768,0.022627417
2034,2,296.08624,-14.69446,16.62,0.019,15.723,0.013,0.897,0.023021729
2037,2,296.25794,-14.85612,16.573,0.018,15.591,0.013,0.982,0.022203603
2043,2,296.08071,-14.81593,16.63,0.021,15.702,0.016,0.928,0.026400758
2045,2,296.06145,-14.77784,16.384,0.017,15.604,0.014,0.78,0.022022716
2046,2,296.32063,-14.84112,16.655,0.016,15.765,0.015,0.89,0.021931712
2047,2,296.31602,-14.68664,16.648,0.017,15.823,0.015,0.825,0.022671568
2051,2,296.4371,-14.91142,16.572,0.015,15.745,0.014,0.827,0.020518285
2059,2,296.0725,-14.67969,16.678,0.019,15.873,0.015,0.805,0.024207437
2063,2,296.38287,-14.67741,16.711,0.018,15.843,0.014,0.868,0.022803509
2064,2,296.40642,-14.74464,16.546,0.015,15.77,0.015,0.776,0.021213203
2066,2,296.04558,-14.68914,16.446,0.016,15.578,0.012,0.868,0.02
2072,2,296.12175,-14.85394,16.408,0.016,15.667,0.014,0.741,0.021260292
2073,2,296.08002,-14.88832,16.452,0.018,15.686,0.014,0.766,0.022803509
2075,2,296.21705,-14.75677,16.292,0.015,15.53,0.013,0.762,0.019849433
2085,2,296.3567,-14.74882,16.417,0.014,15.633,0.013,0.784,0.019104973
2087,2,296.30455,-14.75193,16.527,0.017,15.782,0.018,0.745,0.024758837
2092,2,296.06727,-14.93056,16.268,0.016,15.609,0.014,0.659,0.021260292
2099,2,296.38856,-14.77294,16.508,0.015,15.621,0.013,0.887,0.019849433
2106,2,296.38906,-14.66325,16.452,0.015,15.689,0.013,0.763,0.019849433
2107,2,296.31233,-14.74362,16.532,0.017,15.73,0.02,0.802,0.026248809
2108,2,296.16612,-14.79044,16.371,0.015,15.535,0.013,0.836,0.019849433
2119,2,296.36285,-14.86516,16.532,0.015,15.706,0.014,0.826,0.020518285
2121,2,296.19317,-14.82932,16.393,0.016,15.557,0.013,0.836,0.020615528
2122,2,296.38632,-14.66146,16.254,0.013,15.555,0.012,0.699,0.017691806
2126,2,296.24677,-14.90126,16.447,0.016,15.621,0.014,0.826,0.021260292
2133,2,296.04982,-14.76942,16.375,0.017,15.522,0.013,0.853,0.021400935
2142,2,296.18029,-14.9243,16.463,0.016,15.669,0.014,0.794,0.021260292
2145,2,296.26834,-14.68314,16.492,0.016,15.735,0.014,0.757,0.021260292
2151,2,296.22253,-14.82647,16.594,0.018,15.763,0.016,0.831,0.024083189
2157,2,296.10257,-14.69196,16.494,0.016,15.593,0.012,0.901,0.02
2163,2,296.36016,-14.92744,16.423,0.014,15.682,0.014,0.741,0.01979899
2164,2,296.38766,-14.78865,16.596,0.016,15.79,0.015,0.806,0.021931712
2165,2,296.42466,-14.91612,16.688,0.017,15.94,0.017,0.748,0.024041631
2166,2,296.40839,-14.69447,17.266,0.028,16.389,0.022,0.877,0.035608988
2171,2,296.27499,-14.65815,16.508,0.016,15.736,0.014,0.772,0.021260292
2177,2,296.10619,-14.80525,16.253,0.014,15.543,0.013,0.71,0.019104973
2186,2,296.14085,-14.72185,16.706,0.018,15.84,0.015,0.866,0.023430749
2190,2,296.25045,-14.81723,16.589,0.018,15.779,0.016,0.81,0.024083189
2201,2,296.21507,-14.8665,16.649,0.019,15.916,0.017,0.733,0.025495098
2205,2,296.32091,-14.8859,16.646,0.016,15.84,0.015,0.806,0.021931712
2214,2,296.31637,-14.85879,16.658,0.018,15.874,0.017,0.784,0.024758837
2219,2,296.24851,-14.69399,16.65,0.017,15.83,0.015,0.82,0.022671568
2222,2,296.08084,-14.67227,16.6,0.018,15.824,0.014,0.776,0.022803509
2234,2,296.25248,-14.76233,16.256,0.014,15.575,0.014,0.681,0.01979899
2236,2,296.22997,-14.73924,16.499,0.017,15.607,0.014,0.892,0.022022716
2237,2,296.29352,-14.7231,16.777,0.019,15.958,0.016,0.819,0.024839485
2240,2,296.38045,-14.83477,16.479,0.015,15.694,0.014,0.785,0.020518285
2241,2,296.2362,-14.87842,16.524,0.017,15.657,0.014,0.867,0.022022716
2245,2,296.15408,-14.73392,16.265,0.014,15.582,0.014,0.683,0.01979899
2246,2,296.23613,-14.80108,16.594,0.018,15.767,0.016,0.827,0.024083189
2247,2,296.23493,-14.77561,16.548,0.017,15.734,0.015,0.814,0.022671568
2250,2,296.41241,-14.86923,16.812,0.018,15.849,0.016,0.963,0.024083189
2251,2,296.25373,-14.87439,16.528,0.017,15.676,0.014,0.852,0.022022716
2253,2,296.41014,-14.72806,16.763,0.018,15.878,0.016,0.885,0.024083189
2263,2,296.23802,-14.6966,16.493,0.016,15.671,0.013,0.822,0.020615528
2265,2,296.33324,-14.83899,16.926,0.02,16.042,0.018,0.884,0.026907248
2269,2,296.06696,-14.82312,16.407,0.018,15.665,0.015,0.742,0.023430749
2285,2,296.35393,-14.84348,16.634,0.016,15.873,0.016,0.761,0.022627417
2291,2,296.40144,-14.91952,16.615,0.016,15.737,0.014,0.878,0.021260292
2292,2,296.30291,-14.75772,16.697,0.019,15.932,0.02,0.765,0.027586228
2299,2,296.39481,-14.84896,16.431,0.014,15.755,0.014,0.676,0.01979899
2300,2,296.35968,-14.86937,16.448,0.014,15.686,0.014,0.762,0.01979899
2306,2,296.1693,-14.72206,16.378,0.014,15.664,0.013,0.714,0.019104973
2307,2,296.20852,-14.84593,16.39,0.016,15.613,0.014,0.777,0.021260292
2315,2,296.39039,-14.82492,16.499,0.015,15.706,0.014,0.793,0.020518285
2324,2,296.26294,-14.83882,16.594,0.018,15.668,0.014,0.926,0.022803509
2327,2,296.2455,-14.75472,16.486,0.016,15.66,0.014,0.826,0.021260292
2328,2,296.30485,-14.91615,16.719,0.019,15.772,0.016,0.947,0.024839485
2330,2,296.38074,-14.77722,16.38,0.014,15.73,0.014,0.65,0.01979899
2332,2,296.185,-14.75704,16.713,0.019,15.941,0.018,0.772,0.026172505
2337,2,296.34017,-14.92851,16.382,0.014,15.603,0.013,0.779,0.019104973
2344,2,296.33547,-14.85838,16.537,0.015,15.709,0.014,0.828,0.020518285
2348,2,296.1955,-14.91748,16.574,0.018,15.719,0.015,0.855,0.023430749
2350,2,296.32743,-14.85132,16.609,0.016,15.808,0.015,0.801,0.021931712
2351,2,296.11886,-14.76898,16.385,0.015,15.727,0.015,0.658,0.021213203
2352,2,296.35115,-14.72628,16.749,0.017,15.968,0.017,0.781,0.024041631
2356,2,296.28371,-14.67482,16.769,0.019,15.979,0.016,0.79,0.024839485
2358,2,296.20898,-14.8464,16.54,0.017,15.691,0.015,0.849,0.022671568
2359,2,296.08239,-14.93038,16.41,0.018,15.635,0.014,0.775,0.022803509
2372,2,296.0994,-14.78465,16.377,0.015,15.634,0.014,0.743,0.020518285
2375,2,296.23865,-14.76993,16.54,0.017,15.813,0.016,0.727,0.023345235
2379,2,296.05729,-14.79463,16.748,0.023,15.929,0.018,0.819,0.029206164
2383,2,296.35758,-14.89807,16.698,0.017,15.829,0.015,0.869,0.022671568
2387,2,296.27131,-14.82688,16.66,0.019,15.887,0.017,0.773,0.025495098
2388,2,296.40838,-14.88617,16.645,0.016,15.874,0.016,0.771,0.022627417
2394,2,296.13775,-14.80791,16.711,0.02,15.945,0.018,0.766,0.026907248
2395,2,296.15908,-14.76892,16.825,0.021,16.013,0.019,0.812,0.028319605
2412,2,296.21905,-14.89937,16.707,0.019,16.012,0.019,0.695,0.026870058
2413,2,296.28067,-14.92027,16.419,0.016,15.612,0.014,0.807,0.021260292
2417,2,296.24884,-14.81378,16.727,0.02,15.886,0.017,0.841,0.026248809
2420,2,296.31808,-14.87786,16.609,0.016,15.688,0.014,0.921,0.021260292
2428,2,296.23024,-14.77565,16.404,0.016,15.737,0.015,0.667,0.021931712
2430,2,296.04945,-14.8133,16.532,0.019,15.785,0.015,0.747,0.024207437
2433,2,296.18171,-14.79704,16.963,0.024,16.186,0.021,0.777,0.031890437
2440,2,296.36952,-14.77275,16.87,0.019,15.996,0.017,0.874,0.025495098
2446,2,296.37696,-14.81685,16.555,0.015,15.777,0.015,0.778,0.021213203
2447,2,296.35198,-14.82402,16.694,0.017,15.883,0.016,0.811,0.023345235
2448,2,296.15785,-14.82509,16.759,0.02,16.037,0.019,0.722,0.027586228
2450,2,296.26614,-14.92012,16.589,0.018,15.746,0.015,0.843,0.023430749
2451,2,296.16924,-14.71531,16.627,0.017,15.719,0.013,0.908,0.021400935
2455,2,296.3066,-14.66523,16.765,0.019,15.927,0.016,0.838,0.024839485
2458,2,296.33239,-14.73065,16.752,0.017,15.943,0.017,0.809,0.024041631
2460,2,296.11008,-14.72585,16.6,0.018,15.807,0.016,0.793,0.024083189
2463,2,296.2766,-14.9252,16.694,0.019,15.77,0.015,0.924,0.024207437
2469,2,296.26014,-14.81068,16.424,0.016,15.767,0.015,0.657,0.021931712
2476,2,296.3428,-14.88968,16.814,0.018,16.006,0.018,0.808,0.025455844
2486,2,296.12983,-14.79371,16.668,0.019,15.905,0.017,0.763,0.025495098
2487,2,296.27123,-14.91117,16.653,0.018,15.961,0.018,0.692,0.025455844
2492,2,296.23797,-14.86157,16.664,0.019,15.814,0.016,0.85,0.024839485
2497,2,296.15654,-14.85576,16.683,0.019,15.904,0.017,0.779,0.025495098
2498,2,296.23797,-14.67708,16.809,0.02,15.937,0.016,0.872,0.025612497
2503,2,296.39636,-14.83191,16.705,0.017,15.965,0.017,0.74,0.024041631
2507,2,296.11757,-14.92136,16.47,0.016,15.702,0.015,0.768,0.021931712
2508,2,296.31804,-14.74829,16.909,0.019,16.036,0.018,0.873,0.026172505
2509,2,296.11861,-14.93878,16.708,0.02,15.743,0.015,0.965,0.025
2510,2,296.24437,-14.83553,16.577,0.018,15.854,0.016,0.723,0.024083189
2513,2,296.07073,-14.78893,16.938,0.026,16.05,0.02,0.888,0.032802439
2515,2,296.12788,-14.93705,16.596,0.018,15.854,0.016,0.742,0.024083189
2517,2,296.26896,-14.8689,16.611,0.018,15.833,0.016,0.778,0.024083189
2543,2,296.43192,-14.82427,17.102,0.022,16.235,0.021,0.867,0.030413813
2547,2,296.26362,-14.70688,16.751,0.019,15.84,0.015,0.911,0.024207437
2548,2,296.35398,-14.74376,16.997,0.021,16.098,0.019,0.899,0.028319605
2549,2,296.39368,-14.66761,16.509,0.016,15.767,0.014,0.742,0.021260292
2552,2,296.04361,-14.76379,16.456,0.018,15.811,0.016,0.645,0.024083189
2556,2,296.06771,-14.73614,16.824,0.024,16.013,0.023,0.811,0.03324154
2567,2,296.28338,-14.92523,16.838,0.021,16.029,0.019,0.809,0.028319605
2568,2,296.04594,-14.69281,16.936,0.023,16.087,0.018,0.849,0.029206164
2572,2,296.27739,-14.64373,16.906,0.021,15.987,0.016,0.919,0.026400758
2575,2,296.38067,-14.66356,16.885,0.021,16.052,0.017,0.833,0.027018512
2579,2,296.32356,-14.85722,16.901,0.019,16.039,0.018,0.862,0.026172505
2581,2,296.25071,-14.79433,16.614,0.018,15.745,0.015,0.869,0.023430749
2584,2,296.24675,-14.83208,16.566,0.018,15.739,0.015,0.827,0.023430749
2586,2,296.2674,-14.92673,16.661,0.019,15.852,0.016,0.809,0.024839485
2592,2,296.36237,-14.84616,16.599,0.016,15.841,0.015,0.758,0.021931712
2602,2,296.24757,-14.85204,16.654,0.019,15.88,0.017,0.774,0.025495098
2607,2,296.34354,-14.73024,16.508,0.015,15.841,0.015,0.667,0.021213203
2609,2,296.18897,-14.91205,16.681,0.019,15.931,0.018,0.75,0.026172505
2611,2,296.0606,-14.79584,16.66,0.021,15.763,0.016,0.897,0.026400758
2613,2,296.09113,-14.74182,16.594,0.018,15.78,0.016,0.814,0.024083189
2614,2,296.23674,-14.75639,16.708,0.019,15.959,0.018,0.749,0.026172505
2617,2,296.3014,-14.88704,16.621,0.018,15.91,0.017,0.711,0.024758837
2618,2,296.23888,-14.85515,16.594,0.018,15.763,0.015,0.831,0.023430749
2621,2,296.30247,-14.70793,16.652,0.017,15.916,0.016,0.736,0.023345235
2623,2,296.44206,-14.86384,16.76,0.017,15.927,0.016,0.833,0.023345235
2624,2,296.42163,-14.81208,16.837,0.018,15.965,0.017,0.872,0.024758837
2628,2,296.27614,-14.8946,16.399,0.015,15.757,0.015,0.642,0.021213203
2629,2,296.34915,-14.70918,16.773,0.019,15.924,0.015,0.849,0.024207437
2632,2,296.23923,-14.9418,17.179,0.027,16.494,0.027,0.685,0.038183766
2633,2,296.40621,-14.75722,16.865,0.019,16.026,0.018,0.839,0.026172505
2635,2,296.28587,-14.8074,16.548,0.017,15.872,0.017,0.676,0.024041631
2637,2,296.30441,-14.70323,16.697,0.018,15.875,0.015,0.822,0.023430749
2645,2,296.43578,-14.88763,16.951,0.02,16.172,0.02,0.779,0.028284271
2653,2,296.32244,-14.7743,16.721,0.017,15.864,0.016,0.857,0.023345235
2654,2,296.27984,-14.6413,17.031,0.023,16.136,0.018,0.895,0.029206164
2656,2,296.23607,-14.89995,16.872,0.022,16.066,0.019,0.806,0.029068884
2661,2,296.06353,-14.89608,16.825,0.024,15.989,0.018,0.836,0.03
2664,2,296.23494,-14.84128,16.577,0.018,15.948,0.018,0.629,0.025455844
2680,2,296.24148,-14.8135,16.723,0.02,15.925,0.017,0.798,0.026248809
2681,2,296.40402,-14.73026,17.022,0.021,16.176,0.02,0.846,0.029
2690,2,296.09385,-14.74618,16.733,0.02,16.068,0.019,0.665,0.027586228
2691,2,296.27182,-14.67239,16.956,0.022,16.076,0.018,0.88,0.028425341
2692,2,296.43589,-14.85189,16.799,0.018,15.957,0.017,0.842,0.024758837
2694,2,296.42323,-14.84372,16.9,0.019,16.09,0.019,0.81,0.026870058
2701,2,296.41178,-14.87733,16.75,0.017,15.956,0.017,0.794,0.024041631
2706,2,296.23921,-14.85222,16.702,0.019,15.884,0.017,0.818,0.025495098
2708,2,296.36292,-14.72793,16.886,0.019,16.017,0.018,0.869,0.026172505
2719,2,296.34896,-14.65383,16.835,0.02,15.999,0.016,0.836,0.025612497
2720,2,296.2307,-14.64666,16.621,0.017,15.87,0.015,0.751,0.022671568
2721,2,296.33018,-14.7079,16.795,0.019,15.935,0.015,0.86,0.024207437
2728,2,296.25411,-14.88633,16.602,0.018,15.854,0.017,0.748,0.024758837
2738,2,296.06657,-14.71512,17.052,0.026,16.098,0.018,0.954,0.031622777
2749,2,296.21682,-14.94279,16.954,0.023,16.259,0.023,0.695,0.032526912
2751,2,296.40281,-14.65006,16.863,0.02,16.115,0.018,0.748,0.026907248
2753,2,296.08471,-14.6933,16.837,0.022,15.904,0.015,0.933,0.026627054
2756,2,296.21835,-14.69538,16.337,0.014,15.593,0.012,0.744,0.018439089
2763,2,296.16538,-14.92738,16.462,0.016,15.798,0.016,0.664,0.022627417
2772,2,296.27372,-14.70635,16.637,0.017,15.938,0.016,0.699,0.023345235
2774,2,296.27461,-14.90083,17.006,0.024,16.161,0.021,0.845,0.031890437
2776,2,296.12722,-14.92507,16.87,0.022,16.153,0.021,0.717,0.030413813
2777,2,296.19078,-14.79112,16.917,0.023,16.075,0.02,0.842,0.030479501
2779,2,296.39409,-14.91171,16.597,0.016,15.86,0.016,0.737,0.022627417
2783,2,296.2698,-14.90645,16.696,0.019,15.827,0.016,0.869,0.024839485
2787,2,296.29792,-14.7808,16.985,0.024,16.328,0.025,0.657,0.034655447
2791,2,296.21184,-14.69143,16.861,0.02,16.022,0.017,0.839,0.026248809
2792,2,296.23732,-14.81416,16.702,0.019,15.951,0.018,0.751,0.026172505
2793,2,296.22091,-14.82203,16.649,0.019,15.852,0.017,0.797,0.025495098
2799,2,296.11808,-14.68827,16.682,0.018,15.844,0.015,0.838,0.023430749
2802,2,296.21955,-14.75522,16.997,0.024,16.046,0.019,0.951,0.030610456
2808,2,296.43005,-14.88511,16.75,0.017,15.989,0.017,0.761,0.024041631
2810,2,296.28189,-14.79668,17.251,0.029,16.576,0.03,0.675,0.041725292
2814,2,296.20199,-14.84957,17.006,0.024,16.179,0.021,0.827,0.031890437
2823,2,296.1101,-14.76627,16.951,0.023,16.129,0.021,0.822,0.031144823
2824,2,296.24335,-14.91959,16.889,0.022,16.167,0.021,0.722,0.030413813
2826,2,296.11831,-14.70571,16.402,0.015,15.522,0.012,0.88,0.019209373
2830,2,296.26654,-14.86583,17.151,0.027,16.316,0.024,0.835,0.036124784
2832,2,296.38584,-14.64833,16.907,0.021,16.057,0.017,0.85,0.027018512
2836,2,296.22027,-14.7159,16.83,0.02,15.928,0.016,0.902,0.025612497
2838,2,296.13984,-14.6795,16.695,0.018,15.773,0.014,0.922,0.022803509
2844,2,296.14122,-14.66546,16.867,0.02,15.997,0.017,0.87,0.026248809
2850,2,296.24548,-14.65838,16.821,0.02,16.001,0.017,0.82,0.026248809
2852,2,296.1774,-14.71794,16.859,0.02,16.004,0.017,0.855,0.026248809
2858,2,296.14638,-14.82267,16.687,0.019,15.999,0.019,0.688,0.026870058
2859,2,296.05179,-14.7668,17.047,0.028,16.299,0.024,0.748,0.036878178
2862,2,296.29456,-14.83432,16.794,0.02,16.054,0.019,0.74,0.027586228
2863,2,296.04749,-14.8222,16.542,0.019,15.863,0.016,0.679,0.024839485
2877,2,296.18089,-14.67706,16.725,0.018,15.974,0.016,0.751,0.024083189
2879,2,296.24121,-14.79724,16.902,0.022,15.939,0.018,0.963,0.028425341
2880,2,296.28282,-14.91011,16.639,0.018,15.813,0.016,0.826,0.024083189
2881,2,296.22874,-14.88189,16.966,0.023,16.052,0.019,0.914,0.029832868
2893,2,296.36703,-14.73754,17.018,0.021,16.211,0.021,0.807,0.029698485
2895,2,296.25428,-14.77336,16.8,0.021,16.041,0.019,0.759,0.028319605
2903,2,296.19748,-14.82569,16.942,0.023,15.982,0.018,0.96,0.029206164
2907,2,296.12683,-14.87021,16.689,0.019,15.903,0.017,0.786,0.025495098
2912,2,296.23508,-14.8876,16.915,0.023,16.1,0.02,0.815,0.030479501
2918,2,296.21779,-14.83971,16.722,0.02,15.915,0.017,0.807,0.026248809
2921,2,296.28986,-14.83242,16.753,0.02,15.97,0.018,0.783,0.026907248
2923,2,296.11459,-14.90635,16.9,0.022,16.167,0.021,0.733,0.030413813
2927,2,296.4228,-14.83701,17.127,0.023,16.296,0.022,0.831,0.031827661
2931,2,296.17518,-14.80079,17.122,0.027,16.335,0.024,0.787,0.036124784
2932,2,296.35263,-14.75463,16.652,0.016,15.942,0.017,0.71,0.023345235
2937,2,296.17663,-14.86222,16.88,0.022,16.078,0.02,0.802,0.029732137
2942,2,296.40785,-14.69521,16.844,0.02,15.964,0.016,0.88,0.025612497
2948,2,296.11808,-14.76076,16.692,0.019,15.894,0.017,0.798,0.025495098
2950,2,296.23941,-14.76456,16.726,0.02,15.959,0.018,0.767,0.026907248
2954,2,296.40598,-14.76617,16.415,0.014,15.749,0.014,0.666,0.01979899
2958,2,296.27757,-14.93122,16.77,0.02,16.018,0.019,0.752,0.027586228
2960,2,296.24947,-14.80106,16.726,0.02,15.999,0.018,0.727,0.026907248
2961,2,296.28031,-14.70723,16.912,0.021,16.049,0.017,0.863,0.027018512
2966,2,296.3146,-14.64927,17.039,0.023,16.188,0.019,0.851,0.029832868
2972,2,296.18811,-14.69307,16.695,0.018,15.96,0.016,0.735,0.024083189
2973,2,296.3849,-14.77183,16.997,0.021,16.2,0.02,0.797,0.029
2982,2,296.29166,-14.8788,16.691,0.019,15.971,0.018,0.72,0.026172505
2984,2,296.25621,-14.82525,16.94,0.023,16.165,0.021,0.775,0.031144823
2991,2,296.22838,-14.75079,16.738,0.02,16.116,0.02,0.622,0.028284271
2998,2,296.26858,-14.64371,17.025,0.023,16.164,0.019,0.861,0.029832868
3000,2,296.27695,-14.91306,17,0.024,16.336,0.024,0.664,0.033941125
3001,2,296.22968,-14.8939,17.049,0.025,16.27,0.023,0.779,0.033970576
3003,2,296.24213,-14.85478,16.676,0.019,16.002,0.019,0.674,0.026870058
3008,2,296.22084,-14.78444,16.772,0.021,15.946,0.018,0.826,0.027658633
3013,2,296.41955,-14.90817,16.95,0.02,16.08,0.019,0.87,0.027586228
3014,2,296.23616,-14.8733,16.962,0.023,16.29,0.023,0.672,0.032526912
3017,2,296.40446,-14.64745,16.796,0.019,15.933,0.015,0.863,0.024207437
3020,2,296.30243,-14.90827,16.853,0.021,16.086,0.02,0.767,0.029
3025,2,296.39781,-14.90966,16.641,0.016,15.912,0.016,0.729,0.022627417
3026,2,296.281,-14.84598,17.285,0.03,16.354,0.024,0.931,0.038418745
3027,2,296.1784,-14.71092,16.678,0.018,15.892,0.015,0.786,0.023430749
3030,2,296.38375,-14.84906,16.797,0.018,16.044,0.018,0.753,0.025455844
3033,2,296.2818,-14.65791,16.73,0.018,15.969,0.016,0.761,0.024083189
3034,2,296.1471,-14.88265,16.863,0.022,16.001,0.019,0.862,0.029068884
3039,2,296.29446,-14.68247,16.752,0.019,16.063,0.017,0.689,0.025495098
3041,2,296.2784,-14.72841,16.976,0.023,16.05,0.022,0.926,0.031827661
3044,2,296.41077,-14.9175,16.482,0.015,15.803,0.015,0.679,0.021213203
3045,2,296.30137,-14.91261,16.772,0.02,15.914,0.017,0.858,0.026248809
3048,2,296.22206,-14.93983,17.035,0.025,16.334,0.024,0.701,0.034655447
3051,2,296.23054,-14.85786,16.797,0.021,16.011,0.019,0.786,0.028319605
3054,2,296.10258,-14.96717,16.769,0.02,16.006,0.02,0.763,0.028284271
3056,2,296.36775,-14.87761,17.015,0.021,16.16,0.02,0.855,0.029
3057,2,296.21017,-14.67248,16.802,0.019,16.076,0.018,0.726,0.026172505
3058,2,296.30936,-14.7592,17.054,0.025,16.312,0.026,0.742,0.036069378
3062,2,296.2158,-14.77132,16.715,0.02,15.902,0.017,0.813,0.026248809
3072,2,296.2388,-14.75586,16.947,0.023,16.197,0.022,0.75,0.031827661
3073,2,296.25623,-14.90778,16.713,0.019,15.883,0.017,0.83,0.025495098
3076,2,296.12925,-14.8164,17.129,0.027,16.239,0.023,0.89,0.035468296
3080,2,296.34073,-14.84694,16.885,0.019,16.074,0.019,0.811,0.026870058
3094,2,296.29188,-14.93217,17.263,0.029,16.473,0.027,0.79,0.039623226
3099,2,296.24361,-14.91647,16.622,0.018,15.972,0.018,0.65,0.025455844
3105,2,296.27111,-14.74513,17.196,0.028,16.539,0.03,0.657,0.041036569
3106,2,296.11501,-14.90254,16.796,0.021,16.004,0.018,0.792,0.027658633
3110,2,296.20772,-14.74225,17.095,0.026,16.264,0.023,0.831,0.03471311
3111,2,296.34223,-14.67036,17.036,0.023,16.162,0.018,0.874,0.029206164
3115,2,296.08078,-14.75673,16.894,0.025,15.942,0.022,0.952,0.033301652
3116,2,296.36638,-14.74315,16.691,0.017,16.065,0.018,0.626,0.024758837
3118,2,296.12509,-14.83804,16.848,0.022,16.059,0.019,0.789,0.029068884
3119,2,296.17741,-14.73777,16.938,0.023,16.12,0.02,0.818,0.030479501
3128,2,296.40488,-14.7539,17.38,0.027,16.473,0.025,0.907,0.036796739
3129,2,296.15478,-14.94511,17.068,0.025,16.151,0.023,0.917,0.033970576
3132,2,296.1773,-14.83204,17.165,0.027,16.422,0.026,0.743,0.03748333
3133,2,296.06026,-14.67815,16.988,0.024,16.109,0.018,0.879,0.03
3138,2,296.10735,-14.6975,16.859,0.02,15.926,0.016,0.933,0.025612497
3139,2,296.24162,-14.70707,17.171,0.026,16.429,0.023,0.742,0.03471311
3145,2,296.20501,-14.686,17.133,0.025,16.263,0.02,0.87,0.032015621
3147,2,296.17013,-14.79348,17.062,0.025,16.314,0.024,0.748,0.034655447
3149,2,296.31195,-14.70801,16.693,0.018,16.073,0.018,0.62,0.025455844
3153,2,296.1516,-14.66156,17.066,0.024,16.301,0.021,0.765,0.031890437
