ID,RA,Dec,k36mag,e36mag,Jmag,eJmag,jMINUSthreesix,ERRORjMINUSthreesix
4,296.32372,-14.71925,9.46,0.03,10.628,0.001,1.168,0.030016662
9,296.34638,-14.65813,9.83,0.06,10.907,0.001,1.077,0.060008333
10,296.39491,-14.7222,10.11,0.06,10.941,0.001,0.831,0.060008333
15,296.19544,-14.76783,10.94,0.07,11.333,0.001,0.393,0.070007142
16,296.11035,-14.93975,10.82,0.03,11.35,0.001,0.53,0.030016662
17,296.03273,-14.71501,11.08,0.09,11.66,0.001,0.58,0.090005555
18,296.04839,-14.72607,10.09,0.1,11.123,0.001,1.033,0.100005
19,296.36713,-14.90611,11.46,0.05,11.444,0.001,-0.016,0.050009999
20,296.10586,-14.74201,10.91,0.03,11.227,0.001,0.317,0.030016662
22,296.37241,-14.77913,11.35,0.05,11.412,0.001,0.062,0.050009999
23,296.31718,-14.81486,11.11,0.04,11.711,0.001,0.601,0.040012498
25,296.1117,-14.8854,11.28,0.09,11.428,0.001,0.148,0.090005555
26,296.19023,-14.7782,11.34,0.04,11.516,0.001,0.176,0.040012498
28,296.27912,-14.87051,11.91,0.05,11.918,0.001,0.008,0.050009999
29,296.04354,-14.76839,11.58,0.04,12.228,0.002,0.648,0.040049969
30,296.37417,-14.63178,11.67,0.1,12.156,0.001,0.486,0.100005
31,296.40456,-14.68409,11.93,0.09,12.188,0.001,0.258,0.090005555
32,296.27236,-14.91251,11.75,0.07,12.037,0.001,0.287,0.070007142
33,296.23234,-14.75985,11.81,0.1,12.077,0.002,0.267,0.100019998
34,296.43268,-14.88152,11.01,0.05,11.51,0.001,0.5,0.050009999
35,296.35039,-14.75823,11.42,0.04,11.579,0.001,0.159,0.040012498
36,296.3926,-14.72992,12.48,0.08,11.882,0.001,-0.598,0.08000625
37,296.06217,-14.85564,10.88,0.05,11.158,0.001,0.278,0.050009999
38,296.34993,-14.85112,12.36,0.07,12.015,0.001,-0.345,0.070007142
39,296.28907,-14.69538,12.09,0.04,12.125,0.001,0.035,0.040012498
40,296.23916,-14.94049,12.45,0.11,12.252,0.002,-0.198,0.11001818
41,296.4073,-14.78313,11.22,0.08,11.758,0.001,0.538,0.08000625
42,296.11413,-14.72153,11.99,0.05,12.546,0.002,0.556,0.050039984
43,296.28662,-14.80418,11.94,0.05,12.409,0.002,0.469,0.050039984
44,296.25082,-14.91508,12.11,0.07,12.611,0.002,0.501,0.070028566
45,296.29738,-14.73665,12.12,0.06,11.908,0.001,-0.212,0.060008333
46,296.32462,-14.76248,13.21,0.14,12.424,0.002,-0.786,0.140014285
47,296.1619,-14.95537,11.41,0.02,11.682,0.001,0.272,0.020024984
49,296.26458,-14.67861,11.97,0.06,12.277,0.002,0.307,0.060033324
50,296.34868,-14.90366,11.4,0.06,11.927,0.001,0.527,0.060008333
51,296.29964,-14.9122,12.18,0.06,12.728,0.002,0.548,0.060033324
52,296.21295,-14.73218,12.38,0.06,13.392,0.003,1.012,0.060074953
53,296.38939,-14.87467,13.26,0.11,12.6,0.002,-0.66,0.11001818
54,296.31862,-14.78844,11.94,0.08,12.412,0.002,0.472,0.080024996
55,296.23214,-14.86554,12.25,0.04,13.256,0.003,1.006,0.040112342
56,296.39808,-14.63558,12.29,0.09,12.784,0.002,0.494,0.090022219
57,296.28379,-14.81428,11.99,0.05,12.111,0.002,0.121,0.050039984
58,296.2889,-14.75284,12.18,0.05,12.584,0.002,0.404,0.050039984
59,296.19692,-14.66896,12.1,0.06,12.413,0.002,0.313,0.060033324
60,296.16444,-14.89521,12.35,0.06,13.039,0.002,0.689,0.060033324
61,296.35539,-14.63656,12.13,0.1,12.649,0.002,0.519,0.100019998
62,296.17662,-14.78313,12.24,0.05,12.467,0.002,0.227,0.050039984
63,296.17007,-14.85616,12.25,0.07,13.046,0.002,0.796,0.070028566
64,296.07762,-14.81015,12.4,0.07,12.616,0.002,0.216,0.070028566
65,296.36151,-14.76405,12.5,0.04,12.817,0.002,0.317,0.040049969
66,296.22735,-14.85768,13.59,0.13,13.257,0.003,-0.333,0.130034611
67,296.14092,-14.90703,12.52,0.09,12.527,0.002,0.007,0.090022219
68,296.15971,-14.95473,12.23,0.04,12.391,0.002,0.161,0.040049969
69,296.11811,-14.86657,12.36,0.07,12.618,0.002,0.258,0.070028566
70,296.22841,-14.73003,12.64,0.07,13.705,0.003,1.065,0.070064256
71,296.35894,-14.75666,12.84,0.06,12.539,0.002,-0.301,0.060033324
72,296.24165,-14.8949,12.3,0.04,12.742,0.002,0.442,0.040049969
73,296.26778,-14.89674,12.34,0.04,12.855,0.002,0.515,0.040049969
74,296.23886,-14.82236,12.28,0.04,13.352,0.003,1.072,0.040112342
75,296.15389,-14.66145,12.68,0.07,12.992,0.002,0.312,0.070028566
76,296.20578,-14.89952,11.9,0.09,11.791,0.001,-0.109,0.090005555
77,296.25895,-14.88794,12.98,0.06,16.231,0.014,3.251,0.061611687
78,296.06897,-14.77061,12.33,0.04,12.808,0.002,0.478,0.040049969
79,296.2188,-14.67693,12.63,0.09,12.918,0.002,0.288,0.090022219
80,296.06112,-14.7089,12.37,0.1,13.276,0.003,0.906,0.10004499
81,296.39467,-14.86896,12.54,0.05,12.786,0.002,0.246,0.050039984
82,296.12245,-14.70961,12.57,0.08,12.852,0.002,0.282,0.080024996
83,296.18538,-14.88825,12.41,0.07,13.069,0.002,0.659,0.070028566
85,296.20812,-14.72607,12.47,0.03,13.963,0.004,1.493,0.030265492
86,296.14054,-14.79896,12.58,0.04,12.867,0.002,0.287,0.040049969
87,296.12377,-14.94321,12.56,0.07,12.739,0.002,0.179,0.070028566
88,296.12384,-14.80063,12.64,0.08,13.522,0.003,0.882,0.08005623
89,296.16318,-14.81462,12.71,0.06,13.094,0.002,0.384,0.060033324
90,296.14859,-14.8688,12.62,0.07,12.922,0.002,0.302,0.070028566
91,296.24945,-14.75436,12.58,0.05,13.41,0.003,0.83,0.050089919
92,296.3101,-14.82239,12.54,0.05,13.545,0.003,1.005,0.050089919
93,296.1112,-14.68832,12.72,0.09,12.935,0.002,0.215,0.090022219
94,296.19855,-14.71823,13.11,0.04,18.579,0.081,5.469,0.090338253
95,296.11072,-14.94249,12.48,0.06,13.066,0.002,0.586,0.060033324
96,296.42045,-14.87142,12.77,0.05,12.939,0.002,0.169,0.050039984
97,296.22482,-14.9379,12.73,0.04,13.652,0.003,0.922,0.040112342
98,296.21398,-14.82672,12.62,0.02,12.942,0.002,0.322,0.020099751
99,296.07633,-14.73778,12.68,0.07,13.242,0.003,0.562,0.070064256
100,296.05728,-14.77661,12.54,0.08,13.26,0.003,0.72,0.08005623
101,296.29647,-14.75285,12.59,0.04,13.512,0.003,0.922,0.040112342
102,296.38612,-14.85478,13.34,0.04,19.305,0.125,5.965,0.131244047
103,296.19068,-14.87268,13.36,0.1,13.682,0.003,0.322,0.10004499
104,296.43693,-14.89042,12.68,0.06,12.989,0.002,0.309,0.060033324
105,296.30039,-14.84762,12.58,0.05,13.236,0.003,0.656,0.050089919
106,296.29324,-14.90859,13.39,0.04,17.938,0.05,4.548,0.064031242
107,296.35693,-14.8596,12.91,0.07,13.043,0.002,0.133,0.070028566
108,296.10323,-14.89485,11.5,0.05,11.857,0.001,0.357,0.050009999
109,296.33694,-14.67303,12.13,0.03,12.379,0.001,0.249,0.030016662
110,296.18259,-14.81214,12.72,0.03,13.274,0.003,0.554,0.030149627
111,296.17192,-14.9269,13.11,0.07,13.733,0.003,0.623,0.070064256
112,296.14741,-14.9229,12.79,0.06,13.143,0.002,0.353,0.060033324
113,296.1123,-14.6724,12.95,0.05,13.181,0.002,0.231,0.050039984
114,296.18295,-14.83655,12.7,0.06,13.08,0.002,0.38,0.060033324
115,296.07335,-14.79784,12.91,0.12,13.399,0.003,0.489,0.120037494
116,296.0763,-14.79473,12.7,0.06,13.087,0.003,0.387,0.060074953
117,296.42594,-14.78076,13.5,0.1,19.301,0.125,5.801,0.160078106
118,296.23527,-14.85684,12.77,0.04,13.125,0.002,0.355,0.040049969
119,296.40046,-14.69058,12.63,0.09,13.206,0.002,0.576,0.090022219
120,296.04617,-14.82915,12.86,0.09,13.76,0.004,0.9,0.090088845
121,296.26686,-14.86363,12.79,0.03,13.202,0.003,0.412,0.030149627
122,296.06638,-14.69383,12.65,0.07,13.062,0.002,0.412,0.070028566
124,296.33341,-14.65482,13.35,0.07,13.483,0.002,0.133,0.070028566
125,296.243,-14.74646,12.73,0.07,14.023,0.004,1.293,0.070114193
126,296.4175,-14.78418,13.09,0.07,13.944,0.004,0.854,0.070114193
127,296.04358,-14.77349,12.9,0.04,13.199,0.003,0.299,0.040112342
128,296.09188,-14.77513,12.86,0.06,13.471,0.003,0.611,0.060074953
129,296.14584,-14.94268,12.85,0.05,13.558,0.003,0.708,0.050089919
130,296.33903,-14.77034,12.92,0.07,13.183,0.003,0.263,0.070064256
131,296.18257,-14.76972,12.79,0.1,13.985,0.004,1.195,0.100079968
132,296.06002,-14.89723,12.85,0.07,13.303,0.003,0.453,0.070064256
133,296.37955,-14.86095,12.88,0.05,13.347,0.003,0.467,0.050089919
134,296.39092,-14.82391,12.83,0.05,13.925,0.004,1.095,0.050159745
135,296.12728,-14.87978,13.03,0.06,13.228,0.003,0.198,0.060074953
136,296.24058,-14.87483,12.97,0.04,13.529,0.003,0.559,0.040112342
137,296.14853,-14.91315,12.84,0.06,13.324,0.003,0.484,0.060074953
139,296.13953,-14.7603,11.82,0.04,12.38,0.002,0.56,0.040049969
140,296.15558,-14.76741,12.92,0.07,13.368,0.003,0.448,0.070064256
142,296.2016,-14.83456,12.92,0.05,13.374,0.003,0.454,0.050089919
144,296.19922,-14.84802,13.01,0.05,14.191,0.004,1.181,0.050159745
145,296.25539,-14.93009,12.96,0.03,13.27,0.003,0.31,0.030149627
146,296.19971,-14.90522,13.01,0.07,13.348,0.003,0.338,0.070064256
147,296.43864,-14.88996,13.11,0.07,13.289,0.003,0.179,0.070064256
148,296.21788,-14.68118,12.91,0.06,13.318,0.003,0.408,0.060074953
149,296.17063,-14.82048,12.97,0.06,13.501,0.003,0.531,0.060074953
150,296.20534,-14.93589,13.06,0.06,13.498,0.003,0.438,0.060074953
152,296.39757,-14.8723,12.89,0.05,13.252,0.003,0.362,0.050089919
153,296.25735,-14.77634,13.54,0.05,18.777,0.1,5.237,0.111803399
154,296.31736,-14.65804,13.35,0.08,13.388,0.002,0.038,0.080024996
155,296.24588,-14.90415,13.02,0.09,13.53,0.003,0.51,0.090049986
156,296.25803,-14.88435,12.85,0.04,13.479,0.003,0.629,0.040112342
157,296.11884,-14.84249,13.08,0.07,13.544,0.003,0.464,0.070064256
158,296.14856,-14.70173,13.03,0.05,14.046,0.004,1.016,0.050159745
159,296.19461,-14.78725,13.01,0.04,13.569,0.003,0.559,0.040112342
160,296.23629,-14.77728,12.98,0.03,13.568,0.003,0.588,0.030149627
161,296.21526,-14.73115,12.82,0.03,13.922,0.004,1.102,0.030265492
164,296.36525,-14.7382,13.68,0.07,18.52,0.066,4.84,0.096208108
166,296.1265,-14.81,13.26,0.08,14.329,0.005,1.069,0.080156098
167,296.13371,-14.82412,13.03,0.06,14.027,0.004,0.997,0.060133186
168,296.24279,-14.7642,12.91,0.03,14.113,0.004,1.203,0.030265492
172,296.32972,-14.92623,13.02,0.06,13.357,0.003,0.337,0.060074953
175,296.22696,-14.80182,13.3,0.06,14.258,0.004,0.958,0.060133186
176,296.40753,-14.89033,13.23,0.04,13.694,0.003,0.464,0.040112342
177,296.16735,-14.9056,13.09,0.04,13.465,0.003,0.375,0.040112342
178,296.06714,-14.76498,13.23,0.11,14.229,0.005,0.999,0.110113578
179,296.23553,-14.84629,13.14,0.04,13.946,0.004,0.806,0.040199502
180,296.35531,-14.71987,13.58,0.05,17.886,0.04,4.306,0.064031242
181,296.22557,-14.86952,13.08,0.08,13.496,0.003,0.416,0.08005623
183,296.31567,-14.72938,13.18,0.06,13.505,0.003,0.325,0.060074953
184,296.26161,-14.71581,13.23,0.04,13.586,0.003,0.356,0.040112342
185,296.30179,-14.78288,13.18,0.06,13.747,0.003,0.567,0.060074953
186,296.20653,-14.67403,13.18,0.06,13.565,0.003,0.385,0.060074953
188,296.2509,-14.76778,13.35,0.04,15.313,0.008,1.963,0.040792156
190,296.40985,-14.75052,13.19,0.07,13.495,0.003,0.305,0.070064256
191,296.03356,-14.70361,13.26,0.1,13.523,0.003,0.263,0.10004499
192,296.19774,-14.6597,13.33,0.08,13.57,0.003,0.24,0.08005623
193,296.24721,-14.69463,13.13,0.04,13.773,0.003,0.643,0.040112342
195,296.30012,-14.71033,13.19,0.05,13.821,0.003,0.631,0.050089919
196,296.309,-14.85947,13.35,0.05,14.252,0.004,0.902,0.050159745
197,296.40063,-14.87922,13.29,0.04,13.838,0.003,0.548,0.040112342
199,296.11576,-14.74815,13.21,0.05,13.62,0.003,0.41,0.050089919
200,296.38882,-14.79354,13.48,0.04,13.586,0.003,0.106,0.040112342
201,296.1635,-14.84707,13.2,0.06,13.583,0.003,0.383,0.060074953
202,296.13706,-14.91463,13.22,0.03,13.503,0.003,0.283,0.030149627
203,296.19679,-14.7511,13.94,0.04,18.738,0.098,4.798,0.105848949
204,296.11019,-14.88392,13.32,0.04,13.568,0.003,0.248,0.040112342
206,296.29761,-14.73668,12.12,0.06,11.908,0.001,-0.212,0.060008333
207,296.18557,-14.70642,13.36,0.04,13.882,0.003,0.522,0.040112342
208,296.12048,-14.81758,13.24,0.06,13.78,0.003,0.54,0.060074953
209,296.2873,-14.77703,13.3,0.06,14.161,0.004,0.861,0.060133186
210,296.14173,-14.77325,14.13,0.22,15.021,0.007,0.891,0.220111335
211,296.2401,-14.80786,13.4,0.05,14.68,0.005,1.28,0.050249378
212,296.17146,-14.80235,13.12,0.05,14.067,0.004,0.947,0.050159745
213,296.19626,-14.7814,13.31,0.05,13.612,0.003,0.302,0.050089919
214,296.37221,-14.68648,13.12,0.06,13.53,0.003,0.41,0.060074953
215,296.30174,-14.65182,13.37,0.06,14.223,0.004,0.853,0.060133186
216,296.31953,-14.91435,13.24,0.05,13.649,0.003,0.409,0.050089919
217,296.28427,-14.92138,13.16,0.05,14.302,0.004,1.142,0.050159745
218,296.34423,-14.78912,13.26,0.06,14.146,0.004,0.886,0.060133186
219,296.09573,-14.78005,13.19,0.07,14.011,0.004,0.821,0.070114193
220,296.15201,-14.94864,13.33,0.08,13.623,0.003,0.293,0.08005623
222,296.34431,-14.84268,13.4,0.04,13.603,0.003,0.203,0.040112342
223,296.20767,-14.7587,13.27,0.05,13.781,0.003,0.511,0.050089919
224,296.26949,-14.736,13.33,0.05,13.666,0.003,0.336,0.050089919
225,296.33233,-14.83996,13.43,0.03,13.714,0.003,0.284,0.030149627
227,296.41454,-14.87259,13.32,0.07,13.676,0.003,0.356,0.070064256
228,296.05884,-14.84961,13.16,0.08,14.149,0.005,0.989,0.080156098
229,296.43103,-14.81664,13.41,0.1,13.858,0.003,0.448,0.10004499
231,296.19331,-14.87334,13.26,0.08,13.733,0.003,0.473,0.08005623
232,296.0956,-14.69531,13.22,0.1,14.063,0.004,0.843,0.100079968
233,296.35544,-14.90595,13.08,0.04,13.636,0.003,0.556,0.040112342
235,296.11722,-14.77097,13.39,0.07,13.867,0.004,0.477,0.070114193
237,296.30445,-14.71568,13.42,0.05,13.671,0.003,0.251,0.050089919
238,296.18633,-14.84361,13.31,0.07,13.617,0.003,0.307,0.070064256
240,296.25303,-14.87006,13.31,0.04,13.957,0.004,0.647,0.040199502
241,296.25226,-14.80746,13.27,0.04,14.533,0.005,1.263,0.040311289
242,296.42704,-14.88821,13.36,0.07,13.829,0.003,0.469,0.070064256
243,296.15348,-14.74935,14.07,0.09,17.719,0.042,3.649,0.099317672
244,296.34877,-14.75449,13.33,0.08,13.99,0.004,0.66,0.080099938
245,296.4125,-14.84521,13.37,0.06,13.82,0.003,0.45,0.060074953
246,296.37153,-14.78017,13.47,0.04,14.177,0.004,0.707,0.040199502
247,296.2457,-14.70599,13.39,0.04,13.833,0.003,0.443,0.040112342
248,296.20426,-14.74264,13.7,0.05,15.048,0.007,1.348,0.050487622
249,296.33663,-14.673,12.13,0.03,12.379,0.001,0.249,0.030016662
250,296.1676,-14.68357,13.58,0.07,14.448,0.004,0.868,0.070114193
251,296.31726,-14.77645,13.42,0.07,14.135,0.004,0.715,0.070114193
254,296.13894,-14.95596,13.43,0.06,13.968,0.004,0.538,0.060133186
255,296.32013,-14.82705,13.43,0.07,14.297,0.004,0.867,0.070114193
256,296.07998,-14.67209,13.57,0.08,14.206,0.004,0.636,0.080099938
257,296.21488,-14.72236,13.28,0.04,14.406,0.004,1.126,0.040199502
258,296.18769,-14.85518,13.4,0.05,14.372,0.005,0.972,0.050249378
259,296.401,-14.75546,13.45,0.08,13.802,0.003,0.352,0.08005623
260,296.09264,-14.72852,13.53,0.04,14.198,0.004,0.668,0.040199502
261,296.24239,-14.749,13.37,0.05,14.502,0.005,1.132,0.050249378
262,296.25351,-14.76931,13.89,0.04,17.572,0.037,3.682,0.054488531
263,296.19153,-14.89907,13.44,0.03,13.962,0.004,0.522,0.030265492
265,296.10025,-14.82748,13.6,0.06,13.879,0.004,0.279,0.060133186
266,296.12848,-14.71323,13.49,0.05,14.06,0.004,0.57,0.050159745
267,296.24315,-14.75707,13.42,0.05,13.94,0.004,0.52,0.050159745
269,296.31622,-14.73153,13.41,0.05,13.745,0.003,0.335,0.050089919
270,296.16417,-14.701,14.07,0.06,18.739,0.093,4.669,0.1106752
271,296.27038,-14.77835,13.43,0.03,13.812,0.003,0.382,0.030149627
273,296.1708,-14.72217,13.48,0.05,13.801,0.003,0.321,0.050089919
275,296.13597,-14.94001,13.56,0.07,13.988,0.004,0.428,0.070114193
277,296.17905,-14.75675,13.54,0.03,13.854,0.004,0.314,0.030265492
278,296.34134,-14.74785,13.48,0.04,13.845,0.003,0.365,0.040112342
280,296.23244,-14.75838,13.48,0.04,14.633,0.005,1.153,0.040311289
281,296.23075,-14.73873,13.45,0.05,14.065,0.004,0.615,0.050159745
283,296.214,-14.91497,13.5,0.04,13.752,0.003,0.252,0.040112342
285,296.33274,-14.63516,13.57,0.08,13.904,0.003,0.334,0.08005623
286,296.27052,-14.73476,14.01,0.06,17.683,0.041,3.673,0.072670489
288,296.34366,-14.89129,13.38,0.03,13.707,0.003,0.327,0.030149627
290,296.07329,-14.72656,13.49,0.06,14.07,0.004,0.58,0.060133186
292,296.2766,-14.82672,13.45,0.05,14.022,0.004,0.572,0.050159745
293,296.39367,-14.83433,13.53,0.04,14.419,0.005,0.889,0.040311289
294,296.23542,-14.90411,13.41,0.03,13.784,0.003,0.374,0.030149627
295,296.15476,-14.81254,12.99,0.08,13.662,0.003,0.672,0.08005623
296,296.28904,-14.77434,13.5,0.05,14.038,0.004,0.538,0.050159745
297,296.18016,-14.83968,13.36,0.05,13.951,0.004,0.591,0.050159745
298,296.03842,-14.67612,13.11,0.16,13.439,0.003,0.329,0.160028123
299,296.26108,-14.73758,13.9,0.05,17.45,0.034,3.55,0.060464866
300,296.13803,-14.91596,13.51,0.05,13.911,0.004,0.401,0.050159745
301,296.17886,-14.78595,13.52,0.06,13.834,0.004,0.314,0.060133186
303,296.2921,-14.66876,13.47,0.05,14.334,0.004,0.864,0.050159745
304,296.15225,-14.71613,13.59,0.04,14.003,0.004,0.413,0.040199502
305,296.12903,-14.9471,13.44,0.06,13.866,0.004,0.426,0.060133186
306,296.31017,-14.79079,13.62,0.05,13.924,0.004,0.304,0.050159745
309,296.38257,-14.899,13.57,0.06,14.082,0.004,0.512,0.060133186
310,296.06265,-14.91868,13.52,0.08,14.024,0.004,0.504,0.080099938
311,296.10497,-14.82295,13.57,0.07,14.406,0.005,0.836,0.070178344
312,296.41486,-14.91283,13.78,0.09,14.236,0.004,0.456,0.090088845
313,296.25864,-14.73678,14.14,0.04,17.718,0.042,3.578,0.058
316,296.22874,-14.79328,14.19,0.05,18.5,0.081,4.31,0.095189285
317,296.20195,-14.65092,13.6,0.05,14.229,0.004,0.629,0.050159745
318,296.19395,-14.80631,13.43,0.04,13.952,0.004,0.522,0.040199502
319,296.1512,-14.90698,14.22,0.05,19.145,0.138,4.925,0.146778745
320,296.19311,-14.77098,13.57,0.07,14.511,0.005,0.941,0.070178344
321,296.26106,-14.81191,13.57,0.04,13.977,0.004,0.407,0.040199502
322,296.22485,-14.74019,13.47,0.06,14.525,0.005,1.055,0.060207973
323,296.24518,-14.84766,14.4,0.05,18.731,0.098,4.331,0.11001818
326,296.23291,-14.72954,13.53,0.06,14.018,0.004,0.488,0.060133186
327,296.27563,-14.74918,14.29,0.05,19.367,0.164,5.077,0.171452617
329,296.13877,-14.79593,13.69,0.1,14.63,0.005,0.94,0.100124922
330,296.22454,-14.7907,13.54,0.07,14.121,0.004,0.581,0.070114193
332,296.29505,-14.87066,13.62,0.04,14.029,0.004,0.409,0.040199502
333,296.34665,-14.71721,13.55,0.07,13.917,0.003,0.367,0.070064256
334,296.24322,-14.89375,13.65,0.04,14.484,0.005,0.834,0.040311289
335,296.29248,-14.73493,13.67,0.06,13.968,0.004,0.298,0.060133186
336,296.0913,-14.91853,13.62,0.03,14.561,0.006,0.941,0.030594117
337,296.28032,-14.78206,13.66,0.05,14.084,0.004,0.424,0.050159745
338,296.1688,-14.80104,13.72,0.03,14.757,0.006,1.037,0.030594117
339,296.23638,-14.74041,13.64,0.06,14.667,0.005,1.027,0.060207973
340,296.23266,-14.81688,13.67,0.03,14.184,0.004,0.514,0.030265492
341,296.35939,-14.73603,13.63,0.06,13.99,0.004,0.36,0.060133186
342,296.28421,-14.81188,13.8,0.05,16.919,0.022,3.119,0.054626001
343,296.24127,-14.80232,13.64,0.04,13.918,0.004,0.278,0.040199502
345,296.41378,-14.90101,13.74,0.06,14.125,0.004,0.385,0.060133186
346,296.26704,-14.76307,13.83,0.07,14.804,0.006,0.974,0.070256672
348,296.18379,-14.68244,14.08,0.11,17.629,0.037,3.549,0.116056021
350,296.24753,-14.82685,14.02,0.06,17.756,0.043,3.736,0.073817342
351,296.24298,-14.83828,14.25,0.05,17.831,0.047,3.581,0.068622154
352,296.24255,-14.85745,13.71,0.05,13.889,0.004,0.179,0.050159745
353,296.06026,-14.70829,13.55,0.11,14.409,0.005,0.859,0.110113578
354,296.15736,-14.87162,13.69,0.07,14.256,0.004,0.566,0.070114193
355,296.29008,-14.63943,13.65,0.11,14.133,0.004,0.483,0.110072703
357,296.22206,-14.83405,13.53,0.04,14.593,0.005,1.063,0.040311289
358,296.38925,-14.82578,13.79,0.04,14.736,0.005,0.946,0.040311289
359,296.33015,-14.7458,13.76,0.07,14.202,0.004,0.442,0.070114193
360,296.37727,-14.72669,13.64,0.07,13.885,0.004,0.245,0.070114193
361,296.09812,-14.78564,14.46,0.08,19.207,0.145,4.747,0.165604952
363,296.42593,-14.82409,13.61,0.07,13.939,0.004,0.329,0.070114193
364,296.2094,-14.82732,13.76,0.03,14.047,0.004,0.287,0.030265492
365,296.2992,-14.69142,14.08,0.04,17.723,0.04,3.643,0.056568542
366,296.13975,-14.66904,13.8,0.04,14.171,0.004,0.371,0.040199502
367,296.38771,-14.87301,14.18,0.05,17.766,0.036,3.586,0.061611687
368,296.17956,-14.77517,14.11,0.09,18.045,0.055,3.935,0.105475116
369,296.14209,-14.76548,13.7,0.07,14.309,0.004,0.609,0.070114193
371,296.15816,-14.88334,13.76,0.07,14.097,0.004,0.337,0.070114193
372,296.07223,-14.96256,13.64,0.06,14.315,0.004,0.675,0.060133186
373,296.35428,-14.82683,13.78,0.09,14.311,0.004,0.531,0.090088845
374,296.22747,-14.71498,13.83,0.04,14.441,0.004,0.611,0.040199502
376,296.22633,-14.71393,13.8,0.04,14.197,0.004,0.397,0.040199502
378,296.17967,-14.9527,13.63,0.05,14.003,0.004,0.373,0.050159745
379,296.18981,-14.72839,13.79,0.05,14.743,0.006,0.953,0.050358713
380,296.24866,-14.69127,13.76,0.05,14.18,0.004,0.42,0.050159745
382,296.40709,-14.77675,13.69,0.04,14.235,0.004,0.545,0.040199502
383,296.35957,-14.78996,13.9,0.06,14.154,0.004,0.254,0.060133186
384,296.42079,-14.89254,13.89,0.05,14.186,0.004,0.296,0.050159745
385,296.17297,-14.7113,14.14,0.05,18.417,0.071,4.277,0.086838931
386,296.28553,-14.66192,13.79,0.05,14.126,0.004,0.336,0.050159745
388,296.37065,-14.77127,13.82,0.04,14.279,0.004,0.459,0.040199502
391,296.34287,-14.72476,13.72,0.04,13.988,0.004,0.268,0.040199502
392,296.25137,-14.68477,13.76,0.05,14.758,0.005,0.998,0.050249378
393,296.36432,-14.80785,13.83,0.07,14.291,0.004,0.461,0.070114193
394,296.14317,-14.89021,13.72,0.04,14.318,0.005,0.598,0.040311289
395,296.1474,-14.77629,13.73,0.07,14.121,0.004,0.391,0.070114193
396,296.06072,-14.87745,13.86,0.1,14.182,0.005,0.322,0.100124922
397,296.3756,-14.75896,13.9,0.04,14.278,0.004,0.378,0.040199502
399,296.0803,-14.91414,14.66,0.06,18.568,0.096,3.908,0.113207774
400,296.33217,-14.63722,13.85,0.09,14.572,0.004,0.722,0.090088845
401,296.18805,-14.87223,13.84,0.04,16.39,0.016,2.55,0.043081318
402,296.29929,-14.83644,13.93,0.04,16.762,0.02,2.832,0.04472136
405,296.23917,-14.90233,13.83,0.08,14.826,0.006,0.996,0.080224684
406,296.20155,-14.81271,14.36,0.03,18.303,0.069,3.943,0.075239617
407,296.21728,-14.77642,14.29,0.04,17.87,0.048,3.58,0.062481997
409,296.09261,-14.89636,13.88,0.06,14.381,0.005,0.501,0.060207973
410,296.12019,-14.69049,13.79,0.05,14.467,0.004,0.677,0.050159745
411,296.30182,-14.90358,14.43,0.04,18.394,0.072,3.964,0.082365041
412,296.17147,-14.8003,13.79,0.04,14.228,0.004,0.438,0.040199502
413,296.25971,-14.87689,13.84,0.04,14.742,0.006,0.902,0.040447497
414,296.31328,-14.86183,13.85,0.05,14.297,0.004,0.447,0.050159745
415,296.33235,-14.82031,13.84,0.07,14.262,0.004,0.422,0.070114193
416,296.37409,-14.87158,13.9,0.04,14.535,0.005,0.635,0.040311289
417,296.10117,-14.92425,14.34,0.09,18.414,0.075,4.074,0.117153745
418,296.21151,-14.69475,13.85,0.05,14.415,0.004,0.565,0.050159745
420,296.13992,-14.95619,13.94,0.06,14.893,0.006,0.953,0.060299254
421,296.15848,-14.83374,14.25,0.04,17.91,0.049,3.66,0.063253458
422,296.16824,-14.94555,13.65,0.04,14.086,0.004,0.436,0.040199502
423,296.35621,-14.71428,14,0.06,14.319,0.004,0.319,0.060133186
424,296.42556,-14.9086,13.96,0.07,14.931,0.006,0.971,0.070256672
426,296.26722,-14.7638,13.94,0.07,14.893,0.006,0.953,0.070256672
427,296.06653,-14.70909,13.89,0.06,14.314,0.004,0.424,0.060133186
428,296.10204,-14.74425,13.72,0.04,14.066,0.004,0.346,0.040199502
429,296.37957,-14.71572,13.89,0.07,14.379,0.004,0.489,0.070114193
430,296.22277,-14.7647,13.89,0.04,14.893,0.006,1.003,0.040447497
431,296.13868,-14.74344,13.83,0.05,14.412,0.005,0.582,0.050249378
432,296.20045,-14.75512,13.79,0.08,14.84,0.006,1.05,0.080224684
433,296.06528,-14.75053,14,0.07,14.316,0.005,0.316,0.070178344
435,296.29714,-14.80258,14.12,0.04,16.821,0.021,2.701,0.045177428
437,296.18201,-14.78494,14.36,0.03,18.635,0.09,4.275,0.09486833
438,296.07212,-14.93931,13.83,0.09,14.603,0.005,0.773,0.090138782
439,296.23456,-14.77322,14.13,0.04,17.275,0.03,3.145,0.05
440,296.27399,-14.91612,13.9,0.05,14.925,0.006,1.025,0.050358713
