ID,RA,Dec,k36mag,e36mag,Jmag,eJmag,jMINUSthreesix,ERRORjMINUSthreesix
18155,296.30566,-14.92943,17.99,0.08,19.28,0.152,1.29,0.171767284
18158,296.35871,-14.79839,18,0.07,19.114,0.107,1.114,0.127863208
18160,296.23315,-14.74403,17.7,0.07,19.047,0.127,1.347,0.145013792
18161,296.17411,-14.81386,17.92,0.06,19.087,0.132,1.167,0.144996552
18162,296.32046,-14.81434,17.88,0.11,18.924,0.092,1.044,0.143401534
18163,296.11151,-14.83918,17.84,0.05,18.457,0.078,0.617,0.092649879
18164,296.18128,-14.93479,17.65,0.07,18.682,0.093,1.032,0.116400172
18167,296.38174,-14.88089,17.68,0.08,18.882,0.088,1.202,0.11892855
18168,296.20292,-14.88456,17.76,0.06,19.147,0.138,1.387,0.150479234
18169,296.22833,-14.94885,17.88,0.08,19.498,0.182,1.618,0.198806439
18170,296.18908,-14.83665,17.79,0.09,18.674,0.093,0.884,0.129417928
18171,296.18759,-14.88241,17.86,0.07,18.986,0.121,1.126,0.139789127
18173,296.2539,-14.72911,17.92,0.06,19.293,0.155,1.373,0.166207701
18180,296.22376,-14.85051,18.24,0.09,19.116,0.135,0.876,0.162249807
18184,296.16887,-14.92144,17.9,0.05,18.809,0.104,0.909,0.115394974
18185,296.37699,-14.81178,18.03,0.07,19.715,0.175,1.685,0.188480768
18186,296.13803,-14.67927,18.06,0.09,18.613,0.083,0.553,0.122429572
18187,296.17791,-14.86249,17.65,0.05,18.901,0.113,1.251,0.123567795
18189,296.17405,-14.91522,18.14,0.08,18.814,0.104,0.674,0.131209756
18190,296.37152,-14.76655,17.91,0.08,19.264,0.121,1.354,0.145055162
18191,296.34759,-14.92322,18.24,0.05,19.01,0.099,0.77,0.110909873
18192,296.35126,-14.91996,18.01,0.06,19.377,0.134,1.367,0.146819617
18195,296.10831,-14.87466,17.87,0.06,18.944,0.117,1.074,0.131487642
18196,296.27652,-14.73324,17.99,0.08,18.924,0.113,0.934,0.138452158
18200,296.24497,-14.69323,17.96,0.07,19.072,0.123,1.112,0.14152385
18205,296.24644,-14.84338,17.8,0.1,18.844,0.108,1.044,0.147186956
18207,296.27651,-14.84151,17.74,0.07,19.073,0.128,1.333,0.14589037
18208,296.39083,-14.9249,18.14,0.08,18.87,0.088,0.73,0.11892855
18211,296.35128,-14.77629,17.99,0.06,19.207,0.116,1.217,0.130598622
18213,296.20452,-14.68799,18.2,0.12,19.332,0.152,1.132,0.193659495
18215,296.39582,-14.77453,18.15,0.09,18.746,0.079,0.596,0.119753914
18216,296.21468,-14.8172,17.99,0.1,19.031,0.127,1.041,0.161644672
18219,296.20132,-14.84722,17.97,0.08,19.239,0.149,1.269,0.169118302
18220,296.38436,-14.72004,17.75,0.1,18.964,0.094,1.214,0.137244308
18224,296.03583,-14.69793,18.11,0.13,18.955,0.122,0.845,0.178280678
18228,296.09531,-14.83358,17.97,0.07,18.994,0.122,1.024,0.140655608
18229,296.37967,-14.83871,17.83,0.06,19.016,0.099,1.186,0.115762688
18231,296.19554,-14.85895,18.23,0.1,19.187,0.143,0.957,0.174496418
18233,296.13778,-14.73846,18.08,0.08,18.766,0.099,0.686,0.127283149
18235,296.34679,-14.73491,17.84,0.07,19.008,0.099,1.168,0.12124768
18237,296.36065,-14.64583,18.03,0.09,19.217,0.144,1.187,0.16981166
18238,296.34943,-14.76143,17.7,0.05,18.952,0.094,1.252,0.106470653
18239,296.24349,-14.87052,17.93,0.05,19.166,0.139,1.236,0.147719328
18240,296.24005,-14.87153,18.06,0.08,19.655,0.209,1.595,0.223787846
18241,296.29772,-14.86814,18.18,0.07,19.325,0.157,1.145,0.171898226
18242,296.18468,-14.8839,18,0.08,19.162,0.14,1.162,0.161245155
18248,296.19852,-14.84466,17.98,0.05,19.109,0.135,1.129,0.1439618
18249,296.23661,-14.6478,17.96,0.1,18.918,0.107,0.958,0.146454771
18251,296.32196,-14.7231,17.82,0.1,19.574,0.158,1.754,0.186986631
18252,296.38633,-14.67466,17.87,0.11,19.378,0.165,1.508,0.19830532
18254,296.2519,-14.85881,18.01,0.07,19.139,0.136,1.129,0.15295751
18256,296.10546,-14.79468,17.9,0.07,19.062,0.129,1.162,0.146768525
18257,296.26636,-14.93379,18.04,0.06,19.177,0.14,1.137,0.152315462
18265,296.16704,-14.798,17.8,0.09,18.986,0.121,1.186,0.150801194
18266,296.17783,-14.90543,18.04,0.05,19.217,0.146,1.177,0.154324334
18268,296.10746,-14.7531,17.86,0.06,18.867,0.109,1.007,0.124422667
18269,296.3605,-14.91253,17.74,0.08,18.823,0.085,1.083,0.116726175
18271,296.25188,-14.85719,17.93,0.07,19.455,0.177,1.525,0.190339171
18272,296.20204,-14.78636,18.15,0.09,19.678,0.215,1.528,0.23307724
18276,296.19737,-14.82689,17.74,0.06,19.393,0.172,1.653,0.182164761
18283,296.17597,-14.91354,18.09,0.07,19.03,0.125,0.94,0.143265488
18286,296.27149,-14.73307,17.89,0.07,19.046,0.125,1.156,0.143265488
18289,296.15632,-14.82315,17.96,0.06,19.249,0.151,1.289,0.162483845
18291,296.19461,-14.77434,17.89,0.07,19.429,0.175,1.539,0.188480768
18292,296.1005,-14.76619,18.29,0.07,19.021,0.124,0.731,0.14239382
18293,296.11019,-14.8075,18.15,0.11,19.276,0.154,1.126,0.189251156
18295,296.05521,-14.75106,17.76,0.06,19.015,0.139,1.255,0.15139683
18297,296.13993,-14.9144,17.78,0.05,18.733,0.097,0.953,0.109128365
18299,296.35232,-14.8489,17.87,0.05,19.163,0.112,1.293,0.122653985
18300,296.2813,-14.91759,18.02,0.06,19.555,0.191,1.535,0.200202398
18302,296.10148,-14.75395,18.12,0.09,19.037,0.125,0.917,0.154029218
18304,296.31638,-14.89318,17.81,0.06,18.722,0.095,0.912,0.112361025
18306,296.22416,-14.81042,17.92,0.12,18.973,0.12,1.053,0.169705627
18310,296.17544,-14.88395,17.81,0.08,18.904,0.113,1.094,0.138452158
18312,296.16584,-14.72594,18.29,0.11,19.568,0.195,1.278,0.223886132
18313,296.17589,-14.74983,17.89,0.06,19.086,0.13,1.196,0.143178211
18314,296.20106,-14.78535,17.89,0.07,19.143,0.138,1.253,0.154738489
18316,296.35513,-14.76583,17.93,0.09,19.119,0.108,1.189,0.140584494
18319,296.27402,-14.83983,17.75,0.07,19.449,0.175,1.699,0.188480768
18324,296.25603,-14.66941,17.9,0.07,18.826,0.099,0.926,0.12124768
18329,296.1677,-14.70218,17.91,0.07,19.272,0.145,1.362,0.161012422
18330,296.26578,-14.89808,17.64,0.09,19.422,0.172,1.782,0.194123672
18331,296.23491,-14.93654,17.86,0.06,18.775,0.1,0.915,0.116619038
18332,296.09989,-14.81782,17.93,0.08,18.968,0.119,1.038,0.143391074
18333,296.24655,-14.7189,17.73,0.08,18.889,0.106,1.159,0.132800602
18334,296.3048,-14.67508,18.13,0.09,19.243,0.141,1.113,0.167275222
18339,296.29106,-14.78145,17.98,0.09,19.065,0.128,1.085,0.15647364
18340,296.39349,-14.87785,17.86,0.06,18.704,0.076,0.844,0.096829747
18342,296.32918,-14.68731,17.88,0.05,18.912,0.112,1.032,0.122653985
18344,296.23169,-14.8131,17.92,0.09,19.481,0.182,1.561,0.203036942
18345,296.27197,-14.68779,18.01,0.07,19.144,0.13,1.134,0.147648231
18347,296.15434,-14.82877,17.66,0.08,19.112,0.134,1.452,0.156064089
18353,296.2571,-14.75396,18.04,0.09,19.429,0.173,1.389,0.195010256
18356,296.24858,-14.84264,18.06,0.09,19.383,0.169,1.323,0.191470624
18361,296.17812,-14.86046,17.72,0.1,19.09,0.132,1.37,0.165601932
18363,296.09447,-14.93502,17.68,0.06,18.745,0.098,1.065,0.114908659
18364,296.0561,-14.70697,18.04,0.12,18.904,0.117,0.864,0.167597733
18365,296.43503,-14.85454,18.05,0.11,19.099,0.106,1.049,0.152761252
18368,296.33769,-14.92721,18.14,0.08,18.686,0.076,0.546,0.110344914
18370,296.23165,-14.69873,17.96,0.08,19.112,0.127,1.152,0.150096636
18372,296.32204,-14.70065,17.92,0.06,19.014,0.116,1.094,0.130598622
18373,296.2909,-14.85549,17.89,0.07,18.971,0.117,1.081,0.136341483
18378,296.23678,-14.86117,17.9,0.1,18.913,0.113,1.013,0.150894003
18379,296.13868,-14.80874,17.95,0.09,19.018,0.124,1.068,0.153218798
18383,296.07854,-14.72824,18.07,0.07,19.09,0.148,1.02,0.163719272
18386,296.32275,-14.77059,17.81,0.07,19.188,0.115,1.378,0.13462912
18390,296.22892,-14.77143,18.46,0.12,19.37,0.167,0.91,0.205642894
18397,296.32357,-14.79786,17.98,0.07,19.47,0.145,1.49,0.161012422
18399,296.17327,-14.72701,18.05,0.1,19.415,0.172,1.365,0.198957282
18400,296.12623,-14.81845,17.95,0.09,19.218,0.147,1.268,0.172362989
18402,296.41571,-14.85545,18.12,0.06,19.333,0.128,1.213,0.141364776
18404,296.26811,-14.75662,18.1,0.1,19.38,0.166,1.28,0.193793705
18405,296.11573,-14.9167,18.06,0.07,18.951,0.117,0.891,0.136341483
18406,296.16546,-14.70102,18.28,0.08,19.107,0.126,0.827,0.149251466
18411,296.15614,-14.84135,17.99,0.08,19.386,0.169,1.396,0.186978608
18412,296.25162,-14.90924,17.71,0.09,19.216,0.145,1.506,0.170660482
18419,296.11652,-14.71695,18.05,0.07,18.698,0.09,0.648,0.114017543
18423,296.1035,-14.7602,18.06,0.07,19.152,0.138,1.092,0.154738489
18424,296.19977,-14.68866,18.02,0.06,19.248,0.142,1.228,0.154155765
18425,296.24985,-14.75637,17.73,0.06,19.389,0.167,1.659,0.177451402
18427,296.27586,-14.88811,17.91,0.06,18.654,0.09,0.744,0.108166538
18429,296.26316,-14.65554,17.75,0.09,18.803,0.097,1.053,0.132321578
18430,296.3557,-14.79209,17.84,0.09,19.111,0.107,1.271,0.139817739
18436,296.08951,-14.82828,18.09,0.05,18.923,0.13,0.833,0.139283883
18440,296.20827,-14.89113,18,0.09,19.402,0.171,1.402,0.193238195
18441,296.32625,-14.85101,17.62,0.06,18.355,0.058,0.735,0.083450584
18442,296.22605,-14.8105,17.52,0.07,18.917,0.116,1.397,0.135484316
18443,296.27151,-14.7412,18.13,0.07,19.094,0.13,0.964,0.147648231
18446,296.34055,-14.85049,18.13,0.07,19.009,0.098,0.879,0.120432554
18448,296.35118,-14.88929,17.82,0.06,18.971,0.095,1.151,0.112361025
18449,296.23567,-14.94207,18.27,0.1,19.279,0.151,1.009,0.181110464
18454,296.32601,-14.78194,18.01,0.08,19.006,0.099,0.996,0.127283149
18460,296.15753,-14.75833,18.05,0.09,19.312,0.157,1.262,0.180966848
18463,296.33552,-14.89887,17.88,0.07,19.35,0.131,1.47,0.148529458
18464,296.28607,-14.81948,17.86,0.08,19.112,0.133,1.252,0.155206314
18467,296.23766,-14.79113,17.79,0.06,18.739,0.098,0.949,0.114908659
18470,296.04366,-14.79732,18.16,0.1,18.994,0.137,0.834,0.169614268
18471,296.23175,-14.70404,18.04,0.05,18.874,0.104,0.834,0.115394974
18473,296.15487,-14.80598,17.88,0.09,19.241,0.15,1.361,0.174928557
18479,296.21749,-14.78336,17.64,0.08,19.045,0.128,1.405,0.150943698
18480,296.18325,-14.81936,18.17,0.1,19.673,0.215,1.503,0.237118114
18481,296.38924,-14.86712,17.76,0.07,18.745,0.079,0.985,0.105550936
18482,296.2783,-14.69512,17.93,0.06,19.028,0.118,1.098,0.132378246
18484,296.32959,-14.84558,17.81,0.06,18.961,0.095,1.151,0.112361025
18485,296.08929,-14.91592,17.61,0.05,18.952,0.132,1.342,0.1411524
18490,296.20386,-14.70364,18.28,0.12,19.202,0.137,0.922,0.182123584
18491,296.21453,-14.86243,17.86,0.08,19.057,0.128,1.197,0.150943698
18493,296.21594,-14.94452,17.88,0.06,18.782,0.1,0.902,0.116619038
18498,296.11314,-14.75855,18.09,0.05,18.944,0.116,0.854,0.126317061
18499,296.23696,-14.73705,18.26,0.12,18.983,0.12,0.723,0.169705627
18500,296.40873,-14.89911,17.15,0.06,18.284,0.054,1.134,0.080721744
18501,296.22232,-14.77677,17.81,0.08,19.319,0.161,1.509,0.179780422
18503,296.20813,-14.77453,18.01,0.06,19.181,0.143,1.171,0.1550774
18504,296.34101,-14.75215,17.79,0.06,18.713,0.077,0.923,0.097616597
18511,296.10482,-14.74833,18.1,0.05,19.108,0.133,1.008,0.142088001
18513,296.16428,-14.73564,18.1,0.08,19.598,0.199,1.498,0.214478437
18515,296.15723,-14.79646,17.79,0.08,19.054,0.128,1.264,0.150943698
18516,296.40506,-14.7901,17.79,0.07,18.962,0.094,1.172,0.117200683
18518,296.10035,-14.88159,17.88,0.07,19.108,0.134,1.228,0.15118201
18519,296.11788,-14.69893,18,0.05,18.852,0.102,0.852,0.113595775
18522,296.42954,-14.82327,18.67,0.15,19.735,0.179,1.065,0.233540146
18523,296.06382,-14.8792,17.96,0.1,18.656,0.103,0.696,0.143558351
18524,296.30061,-14.86566,17.15,0.05,18.473,0.077,1.323,0.091809586
18526,296.40318,-14.7366,18.65,0.11,19.695,0.173,1.045,0.205009756
18528,296.31406,-14.93196,18.08,0.12,18.747,0.097,0.667,0.154301653
18529,296.12406,-14.92305,18.28,0.12,19.577,0.196,1.297,0.229817319
18530,296.27939,-14.72054,18.3,0.12,18.824,0.099,0.524,0.155566706
18532,296.32869,-14.87612,17.83,0.09,19.286,0.124,1.456,0.153218798
18534,296.31674,-14.68865,17.83,0.06,19.062,0.121,1.232,0.135059246
18535,296.33228,-14.83705,17.94,0.06,19.278,0.123,1.338,0.136853937
18537,296.15643,-14.8163,18.19,0.06,19.092,0.132,0.902,0.144996552
18540,296.36177,-14.80726,18.01,0.07,18.92,0.091,0.91,0.114808536
18541,296.06522,-14.81735,17.76,0.08,18.646,0.104,0.886,0.131209756
18542,296.32366,-14.85251,17.78,0.09,19.04,0.101,1.26,0.135281189
18547,296.23869,-14.84891,18.03,0.07,19.311,0.159,1.281,0.173726797
18550,296.10193,-14.71218,17.86,0.08,19.465,0.171,1.605,0.188788241
18551,296.10607,-14.70063,17.91,0.1,19.011,0.117,1.101,0.153912313
18553,296.34961,-14.6837,17.92,0.09,19.027,0.123,1.107,0.15241063
18554,296.22174,-14.8743,17.73,0.05,19.112,0.134,1.382,0.143024473
18555,296.05357,-14.7841,18.02,0.1,18.562,0.096,0.542,0.138621788
18560,296.19101,-14.83059,17.9,0.08,19.471,0.183,1.571,0.199722307
18561,296.42743,-14.89411,18.27,0.11,19.54,0.152,1.27,0.18762729
18563,296.35905,-14.70606,18.01,0.11,19.096,0.13,1.086,0.170293864
18565,296.11968,-14.90548,17.82,0.09,18.901,0.112,1.081,0.1436802
18566,296.29491,-14.66293,18.51,0.1,19.265,0.143,0.755,0.174496418
18567,296.36898,-14.74494,17.71,0.09,18.873,0.088,1.163,0.125872952
18568,296.29127,-14.68487,18.16,0.08,19.48,0.172,1.32,0.189694491
18572,296.27215,-14.76844,17.9,0.06,18.975,0.118,1.075,0.132378246
18574,296.2549,-14.81139,17.57,0.08,18.999,0.122,1.429,0.14589037
18575,296.40967,-14.77085,18.04,0.07,19.526,0.15,1.486,0.165529454
18577,296.25966,-14.77142,17.91,0.08,19.119,0.134,1.209,0.156064089
18578,296.39481,-14.75219,17.87,0.1,18.713,0.077,0.843,0.126210142
18579,296.05649,-14.67892,18.06,0.13,18.853,0.112,0.793,0.171592541
18580,296.27247,-14.64469,18.11,0.09,19.281,0.145,1.171,0.170660482
18581,296.28506,-14.86254,18.11,0.07,19.64,0.204,1.53,0.215675682
18582,296.35359,-14.73502,17.99,0.05,19.143,0.11,1.153,0.12083046
18583,296.19776,-14.90799,17.89,0.08,19.087,0.131,1.197,0.153495928
18588,296.21477,-14.66635,18.05,0.09,19.266,0.144,1.216,0.16981166
18590,296.23454,-14.87665,17.77,0.08,18.981,0.12,1.211,0.144222051
18591,296.17591,-14.70182,18.18,0.09,19.259,0.143,1.079,0.168964493
18592,296.23808,-14.89754,17.89,0.08,19.363,0.165,1.473,0.183371208
18596,296.09924,-14.85727,17.91,0.06,18.519,0.082,0.609,0.101607086
18602,296.14413,-14.82812,17.92,0.08,18.425,0.076,0.505,0.110344914
18603,296.19837,-14.83087,18.01,0.08,19.166,0.143,1.156,0.163856645
18605,296.25483,-14.80428,17.9,0.09,19.701,0.218,1.801,0.235847408
18607,296.09476,-14.81721,17.91,0.04,18.461,0.078,0.551,0.087658428
18608,296.15009,-14.81168,17.98,0.08,19.446,0.178,1.466,0.195151223
18609,296.09974,-14.70907,18.09,0.11,18.859,0.103,0.769,0.150695056
18613,296.31084,-14.75126,17.79,0.04,19.051,0.126,1.261,0.132196823
18614,296.18914,-14.83448,18.07,0.08,19,0.123,0.93,0.146727639
18615,296.13912,-14.91053,18.07,0.07,19.09,0.131,1.02,0.148529458
18617,296.34374,-14.71383,18.06,0.08,19.371,0.165,1.311,0.183371208
18618,296.19102,-14.77055,17.97,0.07,19.289,0.155,1.319,0.170073514
18620,296.13995,-14.69015,18.04,0.11,19.205,0.137,1.165,0.17569576
18622,296.21633,-14.87739,17.88,0.07,18.946,0.116,1.066,0.135484316
18623,296.13962,-14.69918,18.26,0.11,19.288,0.147,1.028,0.183600109
18624,296.14625,-14.82057,18.01,0.1,19.698,0.218,1.688,0.239841614
18626,296.22131,-14.72307,17.97,0.06,19.472,0.18,1.502,0.18973666
18627,296.2109,-14.77391,17.85,0.06,19.123,0.137,1.273,0.149562696
18629,296.27848,-14.81911,18.02,0.08,19.32,0.159,1.3,0.177991573
18630,296.37892,-14.8065,18.36,0.11,19.411,0.137,1.051,0.17569576
18631,296.07889,-14.81943,18.17,0.1,18.98,0.136,0.81,0.168807583
18634,296.18068,-14.80892,18.1,0.06,19.022,0.125,0.922,0.138654246
18636,296.1611,-14.69542,17.66,0.05,19.085,0.124,1.425,0.133701159
18637,296.26554,-14.80353,17.79,0.12,19.325,0.16,1.535,0.2
18638,296.05044,-14.67659,18.17,0.12,18.951,0.121,0.781,0.170414201
18639,296.4203,-14.90479,17.94,0.1,19.09,0.105,1.15,0.145
18640,296.33806,-14.87524,17.85,0.08,19.253,0.12,1.403,0.144222051
18643,296.3179,-14.90359,17.82,0.07,19.246,0.147,1.426,0.162815847
18645,296.20556,-14.7734,17.67,0.06,18.916,0.114,1.246,0.128825463
18650,296.41062,-14.88717,18.52,0.11,19.513,0.149,0.993,0.185205292
18651,296.10228,-14.94534,18.13,0.08,19.126,0.133,0.996,0.155206314
18652,296.13577,-14.86559,18.02,0.09,19.333,0.162,1.313,0.185321343
18654,296.3152,-14.79793,17.93,0.08,18.807,0.103,0.877,0.130418557
18655,296.39826,-14.85176,18.25,0.09,19.401,0.136,1.151,0.163082801
18657,296.2152,-14.84653,18.22,0.08,19.892,0.256,1.672,0.268208874
18658,296.31924,-14.90417,18.29,0.08,19.478,0.146,1.188,0.16648123
18660,296.2735,-14.82145,17.94,0.06,19.179,0.141,1.239,0.153235113
18663,296.30024,-14.91833,17.84,0.09,19.147,0.136,1.307,0.163082801
18664,296.0449,-14.80638,17.93,0.1,18.876,0.124,0.946,0.159298462
18666,296.34409,-14.91312,17.84,0.06,19.023,0.1,1.183,0.116619038
18671,296.12159,-14.80593,18.05,0.11,18.992,0.122,0.942,0.164268074
18672,296.20114,-14.89678,18.08,0.07,19.139,0.137,1.059,0.153847327
18676,296.24671,-14.77515,17.84,0.08,18.853,0.107,1.013,0.13360015
18677,296.36156,-14.80139,17.96,0.08,19.342,0.129,1.382,0.151792622
18680,296.14102,-14.78791,17.9,0.08,19.063,0.129,1.163,0.151792622
18681,296.4014,-14.77313,18.14,0.07,19.252,0.12,1.112,0.13892444
18682,296.09047,-14.81863,17.91,0.09,18.758,0.113,0.848,0.144461067
18684,296.11228,-14.70195,18.02,0.08,18.44,0.072,0.42,0.107628992
18686,296.16297,-14.75546,18,0.06,19.013,0.123,1.013,0.136853937
18687,296.20955,-14.82588,17.81,0.09,19.032,0.127,1.222,0.155656673
18688,296.27381,-14.84314,17.95,0.08,18.965,0.117,1.015,0.141735669
18689,296.25074,-14.88115,17.85,0.06,19.379,0.166,1.529,0.176510623
18695,296.33855,-14.70338,17.89,0.06,19.167,0.139,1.277,0.15139683
18696,296.27557,-14.82007,17.88,0.1,19.145,0.137,1.265,0.169614268
18699,296.26514,-14.90141,18.06,0.08,19.362,0.163,1.302,0.181573677
18700,296.11969,-14.90292,18.25,0.11,19.574,0.196,1.324,0.224757647
18701,296.38324,-14.80632,18,0.07,18.827,0.084,0.827,0.109343495
18702,296.09929,-14.9154,18,0.07,18.767,0.102,0.767,0.123709337
18706,296.3456,-14.88265,17.88,0.08,18.471,0.063,0.591,0.101828287
18711,296.18124,-14.79606,18,0.06,18.847,0.108,0.847,0.123547562
18712,296.22564,-14.75732,17.97,0.11,19.602,0.204,1.632,0.231767125
18716,296.19636,-14.84486,18.04,0.06,19.221,0.147,1.181,0.158773423
18721,296.12141,-14.78575,17.84,0.07,18.878,0.11,1.038,0.130384048
18723,296.20528,-14.64892,17.95,0.13,19.066,0.121,1.116,0.17759786
18725,296.39305,-14.78775,17.76,0.07,18.78,0.081,1.02,0.10705606
18727,296.28286,-14.81945,18.07,0.09,19.279,0.153,1.209,0.177507746
18728,296.39782,-14.68843,18.3,0.08,19.322,0.157,1.022,0.176207264
18729,296.10466,-14.93522,18.11,0.06,18.943,0.116,0.833,0.130598622
18730,296.33487,-14.74508,17.91,0.05,18.96,0.095,1.05,0.107354553
18731,296.30776,-14.88541,18.09,0.08,19.507,0.183,1.417,0.199722307
18735,296.13268,-14.74936,18.34,0.09,19.4,0.169,1.06,0.191470624
18737,296.15107,-14.77025,17.79,0.08,19.082,0.13,1.292,0.152643375
18738,296.13098,-14.79226,17.82,0.07,19.072,0.13,1.252,0.147648231
18739,296.25945,-14.88127,17.67,0.06,19.049,0.126,1.379,0.13955644
18741,296.35033,-14.84353,17.91,0.04,18.992,0.097,1.082,0.104923782
18742,296.22369,-14.95116,17.97,0.07,19.132,0.134,1.162,0.15118201
18744,296.04539,-14.78944,18.01,0.06,18.47,0.089,0.46,0.107335921
18747,296.12356,-14.81222,18.11,0.06,19.478,0.182,1.368,0.19163507
18749,296.16345,-14.80739,18,0.07,19.138,0.137,1.138,0.153847327
18750,296.37144,-14.88102,18.1,0.08,19.167,0.112,1.067,0.137637204
18753,296.33663,-14.74401,18.01,0.05,19.108,0.107,1.098,0.118105885
18759,296.27537,-14.87915,17.88,0.05,18.962,0.117,1.082,0.127236001
18760,296.28765,-14.90527,17.88,0.07,18.549,0.082,0.669,0.107814656
18762,296.32654,-14.68566,18.13,0.08,19.335,0.16,1.205,0.178885438
18765,296.30978,-14.93652,17.95,0.08,19.041,0.124,1.091,0.147566934
18766,296.10157,-14.82938,17.7,0.05,18.9,0.113,1.2,0.123567795
18768,296.3377,-14.86822,18.07,0.08,19.252,0.12,1.182,0.144222051
18769,296.36599,-14.91028,17.8,0.11,19.019,0.099,1.219,0.147989865
18770,296.13118,-14.83067,17.96,0.05,19.441,0.177,1.481,0.183926616
18771,296.17357,-14.83087,17.74,0.07,19.399,0.171,1.659,0.184772834
18772,296.28803,-14.87556,17.95,0.07,19.246,0.147,1.296,0.162815847
18775,296.12535,-14.8009,18.38,0.12,19.786,0.234,1.406,0.262975284
18777,296.41234,-14.78829,18.05,0.09,18.762,0.08,0.712,0.120415946
18779,296.35673,-14.88171,18,0.08,19.006,0.098,1.006,0.126506917
18780,296.14364,-14.77621,17.87,0.06,19.07,0.129,1.2,0.142270868
18782,296.33818,-14.65864,17.95,0.07,19.142,0.136,1.192,0.15295751
18786,296.29228,-14.77861,17.84,0.08,18.656,0.09,0.816,0.120415946
18787,296.13197,-14.80528,18.22,0.1,19.271,0.153,1.051,0.18278129
18791,296.30996,-14.6868,17.74,0.08,18.931,0.108,1.191,0.134402381
18796,296.34893,-14.77107,17.88,0.04,18.983,0.096,1.103,0.104
18798,296.18965,-14.81844,17.65,0.07,19.034,0.127,1.384,0.145013792
18799,296.12082,-14.75303,18.01,0.07,19.166,0.14,1.156,0.156524758
18801,296.17692,-14.93676,17.92,0.06,19.104,0.133,1.184,0.145907505
18802,296.29003,-14.64749,17.91,0.08,19.308,0.148,1.398,0.168237927
18803,296.39903,-14.81924,17.92,0.08,18.937,0.092,1.017,0.121918005
18804,296.21381,-14.87549,18.06,0.1,18.771,0.101,0.711,0.142130222
18808,296.10263,-14.70773,17.96,0.09,19.086,0.124,1.126,0.153218798
18814,296.36835,-14.87467,18.23,0.07,19.249,0.12,1.019,0.13892444
18818,296.29849,-14.85211,17.97,0.08,19.115,0.132,1.145,0.154350251
18825,296.34793,-14.92216,17.99,0.07,18.545,0.068,0.555,0.097590983
18826,296.3834,-14.69203,18.09,0.09,19.345,0.16,1.255,0.183575598
18829,296.32579,-14.79905,18.04,0.06,19.205,0.116,1.165,0.130598622
18832,296.20491,-14.91378,18.14,0.08,19.096,0.132,0.956,0.154350251
18833,296.05436,-14.83423,18.28,0.08,18.917,0.129,0.637,0.151792622
18834,296.25822,-14.71114,18.04,0.06,19.001,0.116,0.961,0.130598622
18835,296.28097,-14.80928,18.08,0.08,19.483,0.18,1.403,0.196977156
18836,296.22527,-14.73217,17.44,0.1,18.596,0.087,1.156,0.132548104
18837,296.25569,-14.79955,17.75,0.06,19.394,0.169,1.644,0.179334882
18839,296.24046,-14.70963,18.16,0.13,19.184,0.135,1.024,0.187416648
18844,296.167,-14.81713,17.9,0.09,19.4,0.171,1.5,0.193238195
18846,296.33508,-14.87321,17.7,0.05,18.874,0.088,1.174,0.101212647
18847,296.35257,-14.74906,17.76,0.09,18.922,0.092,1.162,0.128701204
18849,296.33878,-14.85003,17.88,0.06,19.058,0.102,1.178,0.118338498
18852,296.26642,-14.92399,17.89,0.06,19.206,0.143,1.316,0.1550774
18856,296.31235,-14.67107,18.14,0.07,19.133,0.128,0.993,0.14589037
18859,296.05601,-14.81505,17.82,0.1,18.201,0.071,0.381,0.122641755
18861,296.20747,-14.79035,17.86,0.07,19.271,0.155,1.411,0.170073514
18863,296.16677,-14.82513,17.92,0.07,19.096,0.133,1.176,0.150296374
18865,296.38153,-14.83534,17.83,0.09,18.948,0.093,1.118,0.129417928
18866,296.3073,-14.69234,17.94,0.08,19.448,0.167,1.508,0.185172892
18871,296.3203,-14.76769,17.92,0.07,19.118,0.108,1.198,0.128701204
18879,296.30647,-14.74579,17.89,0.06,18.825,0.104,0.935,0.120066648
18880,296.1949,-14.84472,17.52,0.06,18.799,0.103,1.279,0.11920151
18882,296.22859,-14.73531,17.9,0.07,18.568,0.085,0.668,0.110113578
18883,296.35699,-14.66644,18.32,0.08,19.44,0.174,1.12,0.191509791
18884,296.30791,-14.83551,17.83,0.06,19.146,0.135,1.316,0.147732867
18887,296.25205,-14.86391,17.9,0.07,19.01,0.122,1.11,0.140655608
18889,296.19063,-14.87939,17.82,0.06,18.865,0.109,1.045,0.124422667
18891,296.27928,-14.85306,17.96,0.11,19.189,0.141,1.229,0.178832324
18892,296.16015,-14.83111,18.07,0.06,19.115,0.135,1.045,0.147732867
18893,296.22213,-14.78625,18.31,0.13,19.335,0.164,1.025,0.209274939
18894,296.1226,-14.67693,17.99,0.06,19.053,0.12,1.063,0.134164079
18896,296.44209,-14.87392,17.81,0.07,18.833,0.085,1.023,0.110113578
18897,296.12987,-14.85657,17.86,0.07,18.613,0.089,0.753,0.113229855
18899,296.1137,-14.71349,18.16,0.08,19.164,0.133,1.004,0.155206314
18900,296.07719,-14.83876,18.23,0.11,18.847,0.122,0.617,0.164268074
18903,296.12027,-14.78184,17.98,0.07,18.534,0.083,0.554,0.108577162
18906,296.18318,-14.91793,17.91,0.05,19.104,0.133,1.194,0.142088001
