ID,RA,Dec,k80mag,e80mag,k24mag,e24mag,eightzeroMINUStwentyfour,ERROReightzeroMINUStwentyfour
11897,296.36872,-14.80407,16.69,0.22,11.92,0.27,4.77,0.348281495
11898,296.13014,-14.91913,16.73,0.25,12.07,-9999,4.66,9999.000003
11899,296.32247,-14.85709,16.54,0.15,12.59,-9999,3.95,9999.000001
11900,296.14017,-14.83938,16.64,0.24,11.68,0.15,4.96,0.283019434
11901,296.2307,-14.74972,16.16,0.13,12.43,-9999,3.73,9999.000001
11902,296.14244,-14.91932,16.6,0.23,12.62,-9999,3.98,9999.000003
11903,296.28834,-14.89393,16.13,0.17,12.79,-9999,3.34,9999.000001
11904,296.11026,-14.76884,16.5,-9999,12.45,-9999,4.05,14140.72141
11905,296.13532,-14.87516,16.59,0.19,12.75,-9999,3.84,9999.000002
11906,296.32334,-14.82326,15.62,0.11,11.66,0.15,3.96,0.186010752
11907,296.20313,-14.70615,16.24,0.2,12.6,-9999,3.64,9999.000002
11908,296.31866,-14.79822,16.39,0.28,12.61,-9999,3.78,9999.000004
11909,296.19593,-14.75745,16.35,-9999,12.99,-9999,3.36,14140.72141
11910,296.26766,-14.76878,15.83,0.15,12.63,-9999,3.2,9999.000001
11911,296.31662,-14.91348,16.04,0.21,12.77,-9999,3.27,9999.000002
11912,296.28572,-14.89088,16.03,0.1,11.78,-9999,4.25,9999.000001
11913,296.15693,-14.89401,16.27,0.19,13.07,-9999,3.2,9999.000002
11914,296.34668,-14.66686,16.71,-9999,12.37,-9999,4.34,14140.72141
11915,296.38651,-14.76092,16.15,0.16,12.31,-9999,3.84,9999.000001
11916,296.19658,-14.79663,15.94,0.09,12.09,0.2,3.85,0.219317122
11917,296.33153,-14.70581,16.3,-9999,10.87,0.07,5.43,9999
11918,296.11939,-14.91273,16.92,0.22,12.61,-9999,4.31,9999.000002
11919,296.25936,-14.84527,15.61,0.09,12.55,-9999,3.06,9999
11920,296.22334,-14.79513,15.81,0.27,11.85,-9999,3.96,9999.000004
11921,296.15745,-14.8483,16.48,0.25,12.44,-9999,4.04,9999.000003
11922,296.19679,-14.80654,16.68,0.22,13.19,-9999,3.49,9999.000002
11923,296.20991,-14.79167,16.52,-9999,13.19,-9999,3.33,14140.72141
11924,296.29816,-14.75039,16.33,0.19,12.37,-9999,3.96,9999.000002
11925,296.18952,-14.87078,16.57,0.16,11.19,0.17,5.38,0.233452351
11926,296.32934,-14.81247,16.22,0.14,11.82,-9999,4.4,9999.000001
11927,296.37609,-14.72351,16.81,0.21,12.67,-9999,4.14,9999.000002
11928,296.22981,-14.8438,14.67,0.07,11.04,0.1,3.63,0.122065556
11929,296.0943,-14.82017,16.68,-9999,13.11,-9999,3.57,14140.72141
11930,296.3554,-14.76057,16.64,0.27,12.99,-9999,3.65,9999.000004
11931,296.22368,-14.90269,16.54,0.28,12.53,-9999,4.01,9999.000004
11932,296.3204,-14.89658,15.94,0.1,10.96,0.13,4.98,0.164012195
11933,296.29308,-14.76256,16.29,0.19,11.08,0.19,5.21,0.268700577
11934,296.209,-14.9405,16.31,0.3,12.86,-9999,3.45,9999.000005
11935,296.22825,-14.87672,16.01,0.2,11.86,0.12,4.15,0.233238076
11936,296.10563,-14.91053,16.63,-9999,12.05,0.25,4.58,9999.000003
11937,296.20753,-14.93357,15.97,0.22,12.57,0.23,3.4,0.318276609
11938,296.21974,-14.8005,15.8,0.13,12.64,-9999,3.16,9999.000001
11939,296.15345,-14.76368,16.04,0.13,12.31,-9999,3.73,9999.000001
11940,296.39574,-14.64586,16.31,0.24,10.96,0.04,5.35,0.243310501
11941,296.32456,-14.89029,16.37,0.22,12.53,-9999,3.84,9999.000002
11942,296.10682,-14.68294,16.38,0.1,11.79,0.26,4.59,0.278567766
11943,296.36151,-14.7762,16.49,-9999,12.66,-9999,3.83,14140.72141
11944,296.22671,-14.7458,16.45,-9999,12.47,-9999,3.98,14140.72141
11945,296.18465,-14.84643,15.86,0.11,11.85,-9999,4.01,9999.000001
11946,296.27488,-14.75456,16.37,-9999,12.34,-9999,4.03,14140.72141
11947,296.18902,-14.71074,16.47,-9999,12.3,-9999,4.17,14140.72141
11948,296.20334,-14.83565,16.71,0.2,11.53,0.17,5.18,0.262488095
11949,296.22346,-14.83453,15.51,0.23,12.36,-9999,3.15,9999.000003
11950,296.28848,-14.79242,16.6,0.24,12.45,-9999,4.15,9999.000003
11951,296.12618,-14.89693,16.59,-9999,12.76,-9999,3.83,14140.72141
11952,296.26774,-14.74658,16.26,-9999,12.77,-9999,3.49,14140.72141
11953,296.28445,-14.89246,17.02,-9999,11.82,0.26,5.2,9999.000003
11954,296.24381,-14.72473,16.36,-9999,12.38,-9999,3.98,14140.72141
11955,296.20181,-14.94087,16.19,-9999,12.22,-9999,3.97,14140.72141
11956,296.15201,-14.84705,15.7,0.08,11.81,-9999,3.89,9999
11957,296.26616,-14.76586,16.2,-9999,11.94,-9999,4.26,14140.72141
11958,296.38255,-14.82653,16.58,0.28,12.41,-9999,4.17,9999.000004
11959,296.09401,-14.70749,16.76,0.27,13,-9999,3.76,9999.000004
11960,296.36929,-14.87546,16.07,0.14,12.06,0.28,4.01,0.313049517
11961,296.17164,-14.85644,15.27,0.12,11.96,-9999,3.31,9999.000001
11962,296.15468,-14.76562,16.87,0.16,12.93,-9999,3.94,9999.000001
11963,296.27649,-14.80135,13.73,0.11,10.92,0.12,2.81,0.162788206
11964,296.42476,-14.80622,15.99,-9999,12.8,-9999,3.19,14140.72141
11965,296.16287,-14.85717,14.68,0.14,7.9,0.03,6.78,0.143178211
11966,296.26215,-14.82482,16.58,-9999,11.05,0.18,5.53,9999.000002
11967,296.0774,-14.76302,16.29,-9999,12.48,-9999,3.81,14140.72141
11968,296.08793,-14.92111,16.06,-9999,12.77,-9999,3.29,14140.72141
11969,296.38093,-14.78417,16.36,0.28,12.46,-9999,3.9,9999.000004
11970,296.23803,-14.78787,15.6,0.1,10.72,0.08,4.88,0.128062485
11971,296.18649,-14.7721,15.64,0.15,11.78,0.21,3.86,0.258069758
11972,296.29394,-14.83141,16.31,0.25,12.39,-9999,3.92,9999.000003
11973,296.23496,-14.74568,15.71,0.21,12.41,-9999,3.3,9999.000002
11974,296.06542,-14.77985,15.29,0.27,11.18,-9999,4.11,9999.000004
11975,296.25388,-14.78338,15.16,0.1,11.41,0.15,3.75,0.180277564
11976,296.36222,-14.69495,16.25,-9999,12.17,-9999,4.08,14140.72141
11977,296.33805,-14.74798,15.96,0.16,12.43,-9999,3.53,9999.000001
11978,296.20833,-14.83002,16.27,-9999,12.08,-9999,4.19,14140.72141
11979,296.21989,-14.89398,16.15,0.15,12.86,-9999,3.29,9999.000001
11980,296.27643,-14.79633,16.12,0.15,12.46,0.2,3.66,0.25
11981,296.16001,-14.88366,15.9,0.09,12.24,0.23,3.66,0.246981781
11982,296.29828,-14.8017,16.44,-9999,12.07,-9999,4.37,14140.72141
11983,296.37974,-14.70589,16.1,-9999,12.97,-9999,3.13,14140.72141
11984,296.25078,-14.73674,13.65,0.04,10.08,0.04,3.57,0.056568542
11985,296.15722,-14.69286,16.17,0.29,12.29,-9999,3.88,9999.000004
11986,296.23503,-14.79336,14.53,0.08,10.85,0.12,3.68,0.144222051
11987,296.21539,-14.75474,16.13,0.14,13.01,-9999,3.12,9999.000001
11988,296.198,-14.90689,16.5,-9999,12.34,-9999,4.16,14140.72141
11989,296.15572,-14.78905,16.57,0.26,12.12,-9999,4.45,9999.000003
11990,296.2287,-14.93958,15.93,-9999,12.56,-9999,3.37,14140.72141
11991,296.31539,-14.75734,16.31,-9999,12.49,-9999,3.82,14140.72141
11992,296.38918,-14.634,16.15,0.23,12.3,-9999,3.85,9999.000003
11993,296.45136,-14.91336,16.02,-9999,12.32,-9999,3.7,14140.72141
11994,296.17327,-14.69927,16.29,-9999,12.12,-9999,4.17,14140.72141
11995,296.28174,-14.79995,16.35,0.18,9.96,0.06,6.39,0.18973666
11996,296.1614,-14.83534,16.79,-9999,12.39,-9999,4.4,14140.72141
11997,296.21549,-14.72759,16.45,-9999,9.89,0.08,6.56,9999
11998,296.20024,-14.80315,16.06,0.11,11.65,-9999,4.41,9999.000001
11999,296.38335,-14.6663,16.67,0.27,11.33,0.07,5.34,0.278926514
12000,296.21838,-14.71501,13.72,0.07,7.93,0.06,5.79,0.092195445
12001,296.22617,-14.70989,14.25,0.08,9.35,0.05,4.9,0.094339811
12002,296.29232,-14.94113,15.7,0.29,12.51,-9999,3.19,9999.000004
12003,296.14705,-14.85374,16.33,-9999,12.74,-9999,3.59,14140.72141
12004,296.38976,-14.7382,16.82,0.27,12.08,-9999,4.74,9999.000004
12005,296.14214,-14.7706,16.48,0.12,12.32,0.25,4.16,0.277308492
12006,296.15584,-14.83871,16.06,-9999,12.56,-9999,3.5,14140.72141
12007,296.11071,-14.82263,16.48,0.21,12.78,-9999,3.7,9999.000002
12008,296.24876,-14.69573,16.83,0.26,12.27,-9999,4.56,9999.000003
12009,296.25397,-14.76048,15.96,0.18,11.08,0.15,4.88,0.23430749
12010,296.36359,-14.69327,16.1,0.14,12.26,-9999,3.84,9999.000001
12011,296.23241,-14.7983,15.51,0.11,13.64,-9999,1.87,9999.000001
12012,296.30454,-14.79773,16.46,-9999,12.25,-9999,4.21,14140.72141
12013,296.11289,-14.74379,16.49,0.23,12.48,-9999,4.01,9999.000003
12014,296.31053,-14.7425,15.83,0.11,12.11,-9999,3.72,9999.000001
12015,296.2508,-14.83795,16.63,-9999,12.42,-9999,4.21,14140.72141
12016,296.32324,-14.90341,16.12,0.19,12.1,0.25,4.02,0.314006369
12017,296.28295,-14.9051,16.21,-9999,10.77,0.13,5.44,9999.000001
12018,296.37023,-14.6868,16.27,-9999,12.36,-9999,3.91,14140.72141
12019,296.06167,-14.77657,16.04,-9999,12.38,-9999,3.66,14140.72141
12020,296.17961,-14.70227,16.56,-9999,11.83,0.25,4.73,9999.000003
12021,296.28028,-14.84623,15.92,0.14,12.29,-9999,3.63,9999.000001
12022,296.21649,-14.93355,16.18,-9999,12.49,-9999,3.69,14140.72141
12023,296.42007,-14.82468,15.78,0.15,12.16,-9999,3.62,9999.000001
12024,296.257,-14.80275,15.55,0.11,12.61,-9999,2.94,9999.000001
12025,296.35901,-14.71415,16.42,-9999,12.49,-9999,3.93,14140.72141
12026,296.19388,-14.83883,16.6,-9999,12.12,-9999,4.48,14140.72141
12027,296.14035,-14.82927,16.47,-9999,12.1,0.29,4.37,9999.000004
12028,296.23624,-14.65443,16.41,-9999,11.97,0.23,4.44,9999.000003
12029,296.10105,-14.7448,16.41,-9999,12.88,-9999,3.53,14140.72141
12030,296.27357,-14.76619,16.53,0.26,12.16,-9999,4.37,9999.000003
12031,296.27269,-14.68612,16.31,0.16,12.94,-9999,3.37,9999.000001
12032,296.41057,-14.85234,16.39,-9999,11.03,0.06,5.36,9999
12033,296.28046,-14.79239,15.33,0.15,8.69,0.02,6.64,0.15132746
12034,296.30568,-14.71373,16.89,0.23,12.71,-9999,4.18,9999.000003
12035,296.10907,-14.77612,15.96,0.14,12.58,-9999,3.38,9999.000001
12036,296.39852,-14.7099,16.13,-9999,12.5,-9999,3.63,14140.72141
12037,296.25414,-14.78466,15.31,0.1,11.32,-9999,3.99,9999.000001
12038,296.21477,-14.90912,16.39,0.24,13.02,-9999,3.37,9999.000003
12039,296.12853,-14.76346,16.1,0.11,12.45,-9999,3.65,9999.000001
12040,296.24794,-14.78863,16.2,-9999,11.21,-9999,4.99,14140.72141
12041,296.21435,-14.77368,16.43,0.18,12.91,-9999,3.52,9999.000002
12042,296.13763,-14.89872,16.27,0.17,12.6,-9999,3.67,9999.000001
12043,296.21417,-14.79689,14.73,0.07,12.29,0.23,2.44,0.240416306
12044,296.13698,-14.77207,16.31,-9999,12.18,-9999,4.13,14140.72141
12045,296.31496,-14.76314,16.04,0.09,13,-9999,3.04,9999
12046,296.13296,-14.68257,16.81,0.22,11.96,0.21,4.85,0.304138127
12047,296.31746,-14.80573,15.86,0.08,11.17,0.09,4.69,0.120415946
12048,296.20043,-14.79105,16.38,0.22,12.53,-9999,3.85,9999.000002
12049,296.37035,-14.65806,16.17,-9999,12.49,-9999,3.68,14140.72141
12050,296.20024,-14.86113,15.59,0.11,11.57,0.21,4.02,0.237065392
12051,296.22394,-14.88431,16.3,0.15,11.05,0.11,5.25,0.186010752
12052,296.34704,-14.66489,16,0.17,12.51,-9999,3.49,9999.000001
12053,296.24588,-14.83441,16.17,0.16,12.89,0.18,3.28,0.240831892
12054,296.31383,-14.8764,16.77,0.26,12.13,-9999,4.64,9999.000003
12055,296.12035,-14.86464,16.7,0.23,12.42,-9999,4.28,9999.000003
12056,296.26049,-14.87632,16.17,-9999,12.27,0.23,3.9,9999.000003
12057,296.03451,-14.73124,16.27,-9999,12.48,-9999,3.79,14140.72141
12058,296.20091,-14.8756,12.93,0.11,5.55,0.03,7.38,0.114017543
12059,296.13625,-14.75032,16.57,-9999,13.43,-9999,3.14,14140.72141
12060,296.17933,-14.89122,16.45,-9999,11.9,-9999,4.55,14140.72141
12061,296.40881,-14.75414,16.2,-9999,12.36,-9999,3.84,14140.72141
12062,296.26908,-14.6839,16.11,0.17,12.43,-9999,3.68,9999.000001
12063,296.15719,-14.74818,15.46,0.14,12.46,-9999,3,9999.000001
12064,296.40994,-14.75397,15.69,0.21,12.26,-9999,3.43,9999.000002
12065,296.23879,-14.64906,16.06,0.14,12.81,-9999,3.25,9999.000001
12066,296.21742,-14.85903,16.19,0.21,10.91,0.09,5.28,0.228473193
12067,296.24382,-14.78421,16.45,-9999,9.7,0.03,6.75,9999
12068,296.25902,-14.78025,16.19,-9999,12.07,-9999,4.12,14140.72141
12069,296.28147,-14.82297,16.41,0.22,12.43,-9999,3.98,9999.000002
12070,296.20975,-14.79277,16.59,-9999,12.83,-9999,3.76,14140.72141
12071,296.23797,-14.83022,16.36,0.25,13.08,-9999,3.28,9999.000003
12072,296.14604,-14.88925,16.34,-9999,12.35,-9999,3.99,14140.72141
12073,296.22785,-14.79893,16.64,0.21,12.55,-9999,4.09,9999.000002
12074,296.266,-14.83747,17.01,0.22,13.02,-9999,3.99,9999.000002
12075,296.2346,-14.90856,16.51,-9999,12.28,-9999,4.23,14140.72141
12076,296.17033,-14.91718,15.97,0.12,12.71,-9999,3.26,9999.000001
12077,296.13222,-14.84865,16.27,-9999,11.83,0.23,4.44,9999.000003
12078,296.1934,-14.84996,16.73,0.27,13.22,-9999,3.51,9999.000004
12079,296.21195,-14.83375,16.42,-9999,12.32,-9999,4.1,14140.72141
12080,296.20859,-14.82581,16.71,0.26,11.31,0.18,5.4,0.316227766
12081,296.25099,-14.73725,13.8,0.03,10.36,0.04,3.44,0.05
12082,296.24445,-14.72606,16.26,0.12,12.37,-9999,3.89,9999.000001
12083,296.30809,-14.73165,16.31,0.24,12.15,-9999,4.16,9999.000003
12084,296.4484,-14.90617,15.34,0.27,12.06,-9999,3.28,9999.000004
12085,296.09831,-14.78279,16.32,0.14,12.62,-9999,3.7,9999.000001
12086,296.17298,-14.81786,16.5,0.27,12.52,-9999,3.98,9999.000004
12087,296.3263,-14.73093,15.97,0.09,11.47,0.15,4.5,0.174928557
12088,296.05881,-14.82156,16.01,0.14,11.88,-9999,4.13,9999.000001
12089,296.08969,-14.8252,16.22,0.19,12.52,-9999,3.7,9999.000002
12090,296.10125,-14.80458,16.09,0.14,11.5,0.12,4.59,0.184390889
12091,296.37654,-14.67634,16.35,-9999,12.37,0.21,3.98,9999.000002
12092,296.12929,-14.78609,15.67,0.15,6.85,0.03,8.82,0.152970585
12093,296.1803,-14.67572,15.98,0.15,12.23,-9999,3.75,9999.000001
12094,296.40475,-14.66875,16.29,-9999,11.4,0.19,4.89,9999.000002
12095,296.16348,-14.83314,16.51,-9999,12.46,-9999,4.05,14140.72141
12096,296.18507,-14.8728,15.51,0.1,12.7,-9999,2.81,9999.000001
12097,296.24407,-14.75731,16.68,0.27,12.04,-9999,4.64,9999.000004
12098,296.27993,-14.75565,16.39,-9999,12.52,-9999,3.87,14140.72141
12099,296.33217,-14.79639,16.56,-9999,12.09,-9999,4.47,14140.72141
12100,296.38708,-14.71753,15.69,0.2,14.03,-9999,1.66,9999.000002
12101,296.131,-14.94174,15.9,0.15,12.74,-9999,3.16,9999.000001
12102,296.25885,-14.83764,16.91,-9999,12.49,-9999,4.42,14140.72141
12103,296.33079,-14.90037,16.02,0.15,12.05,-9999,3.97,9999.000001
12104,296.1329,-14.83051,16.73,-9999,11.74,0.18,4.99,9999.000002
12105,296.2121,-14.73916,16.55,0.24,12.4,-9999,4.15,9999.000003
12106,296.33834,-14.71063,16.51,-9999,12.8,-9999,3.71,14140.72141
12107,296.25447,-14.79904,15.68,0.08,11.65,-9999,4.03,9999
12108,296.24989,-14.88381,16.45,-9999,12.29,0.29,4.16,9999.000004
12109,296.21187,-14.80251,16.28,0.17,11.45,0.24,4.83,0.294108823
12110,296.2081,-14.86514,15.37,0.08,11.07,0.12,4.3,0.144222051
12111,296.35088,-14.90435,16.16,0.16,12.53,-9999,3.63,9999.000001
12112,296.31402,-14.70955,16.5,0.2,11.03,0.12,5.47,0.233238076
12113,296.24402,-14.80275,15.93,0.18,12.35,-9999,3.58,9999.000002
12114,296.1104,-14.85175,16.05,0.12,12.91,-9999,3.14,9999.000001
12115,296.0975,-14.79276,17.04,-9999,12.65,-9999,4.39,14140.72141
12116,296.11125,-14.72759,16.48,-9999,12.55,-9999,3.93,14140.72141
12117,296.18835,-14.80903,16.56,-9999,12.45,-9999,4.11,14140.72141
12118,296.21993,-14.81021,14.95,0.08,9.87,0.09,5.08,0.120415946
12119,296.28398,-14.93742,16.41,0.19,12.61,-9999,3.8,9999.000002
12120,296.30719,-14.8105,16.36,0.18,12.57,-9999,3.79,9999.000002
12121,296.07657,-14.82802,15.61,0.08,11.88,-9999,3.73,9999
12122,296.13469,-14.84538,16.35,0.12,12.78,-9999,3.57,9999.000001
12123,296.26659,-14.84128,16.28,-9999,12.07,-9999,4.21,14140.72141
12124,296.34082,-14.81422,16.43,0.19,11.95,0.29,4.48,0.346698716
12125,296.25721,-14.80487,16.41,0.13,11.62,0.15,4.79,0.198494332
12126,296.26796,-14.68395,16.37,-9999,12.51,-9999,3.86,14140.72141
12127,296.20774,-14.78888,16.81,-9999,12.36,-9999,4.45,14140.72141
12128,296.21114,-14.84453,16.33,-9999,11.98,-9999,4.35,14140.72141
12129,296.23721,-14.88283,16.42,0.27,12.18,-9999,4.24,9999.000004
12130,296.25481,-14.90162,16.18,0.25,12.4,-9999,3.78,9999.000003
12131,296.32656,-14.75206,16.02,0.14,12.1,-9999,3.92,9999.000001
12132,296.40425,-14.83891,16.63,0.24,12.57,-9999,4.06,9999.000003
12133,296.38389,-14.81806,16.51,-9999,12.27,-9999,4.24,14140.72141
12134,296.26711,-14.80932,16.08,0.12,12.04,-9999,4.04,9999.000001
12135,296.04243,-14.67623,16.06,-9999,11.72,-9999,4.34,14140.72141
12136,296.41102,-14.85767,16.34,-9999,12.03,-9999,4.31,14140.72141
12137,296.34275,-14.69657,15.82,0.09,12.94,-9999,2.88,9999
12138,296.16399,-14.75781,16.51,-9999,12.81,-9999,3.7,14140.72141
12139,296.34583,-14.86155,16.52,0.27,12.34,0.3,4.18,0.403608721
12140,296.14207,-14.82252,16.73,-9999,12.55,-9999,4.18,14140.72141
12141,296.2624,-14.67316,15.92,0.22,12.21,0.2,3.71,0.297321375
12142,296.13781,-14.94983,16.08,-9999,12.55,-9999,3.53,14140.72141
12143,296.04027,-14.78188,15.77,0.12,12.48,-9999,3.29,9999.000001
12144,296.08864,-14.69936,16.41,-9999,12.31,-9999,4.1,14140.72141
12145,296.19057,-14.75253,15.91,0.11,12.55,0.13,3.36,0.170293864
12146,296.23978,-14.70882,16.52,0.26,12.77,-9999,3.75,9999.000003
12147,296.21393,-14.78319,16.68,0.21,12.03,0.29,4.65,0.358050276
12148,296.23006,-14.79011,15.74,-9999,12.45,-9999,3.29,14140.72141
12149,296.22234,-14.77151,16.48,-9999,12.3,-9999,4.18,14140.72141
12150,296.37017,-14.89725,16.09,-9999,12.29,-9999,3.8,14140.72141
12151,296.24755,-14.84406,16.56,0.27,12.13,-9999,4.43,9999.000004
12152,296.2771,-14.68544,16.69,-9999,12.29,-9999,4.4,14140.72141
12153,296.25646,-14.85251,16.67,0.29,12.89,-9999,3.78,9999.000004
12154,296.1812,-14.68143,16.58,0.18,12.32,-9999,4.26,9999.000002
12155,296.33728,-14.74194,15.96,0.11,12.36,-9999,3.6,9999.000001
12156,296.18148,-14.8407,16.26,-9999,9.74,0.07,6.52,9999
12157,296.32009,-14.84841,16.57,-9999,12.5,0.27,4.07,9999.000004
12158,296.19463,-14.75918,16.01,0.24,12.15,-9999,3.86,9999.000003
12159,296.20564,-14.78647,16.4,-9999,12.24,-9999,4.16,14140.72141
12160,296.29396,-14.83076,16.35,-9999,12.31,0.28,4.04,9999.000004
12161,296.35203,-14.79003,16.52,-9999,12.37,-9999,4.15,14140.72141
12162,296.41789,-14.82641,16.17,-9999,12.19,-9999,3.98,14140.72141
12163,296.40722,-14.79992,15.39,0.08,11.65,0.14,3.74,0.161245155
12164,296.09024,-14.79476,16.16,0.19,12.23,-9999,3.93,9999.000002
12165,296.40473,-14.73421,15.54,0.12,11.86,0.25,3.68,0.277308492
12166,296.21225,-14.76484,15.68,0.13,12.67,-9999,3.01,9999.000001
12167,296.31919,-14.78382,15.73,0.11,12.04,-9999,3.69,9999.000001
12168,296.37442,-14.89286,16.01,-9999,12.33,-9999,3.68,14140.72141
12169,296.17847,-14.94822,16.89,0.23,12.71,-9999,4.18,9999.000003
12170,296.36697,-14.78156,16.42,0.2,12.46,-9999,3.96,9999.000002
12171,296.24592,-14.81084,16,-9999,11.34,-9999,4.66,14140.72141
12172,296.10995,-14.7975,16.31,0.13,11.94,-9999,4.37,9999.000001
12173,296.22695,-14.89708,16.04,0.14,12.88,-9999,3.16,9999.000001
12174,296.34311,-14.77035,16.32,0.3,12.1,0.19,4.22,0.355105618
12175,296.12556,-14.80949,14.92,0.1,9.64,0.06,5.28,0.116619038
12176,296.25931,-14.86705,16.33,0.27,12.44,-9999,3.89,9999.000004
12177,296.23407,-14.76989,16.97,0.3,12.5,-9999,4.47,9999.000005
12178,296.18028,-14.74132,16.3,0.28,12.52,-9999,3.78,9999.000004
12179,296.41277,-14.73512,15.67,0.13,12.71,-9999,2.96,9999.000001
12180,296.25333,-14.70774,15.66,0.12,12.17,-9999,3.49,9999.000001
12181,296.19607,-14.82019,16.59,0.14,12.68,-9999,3.91,9999.000001
12182,296.13687,-14.70293,14.89,0.1,9.79,0.09,5.1,0.13453624
12183,296.2351,-14.77873,16.45,0.23,12.51,-9999,3.94,9999.000003
12184,296.22311,-14.74238,16,0.13,12,-9999,4,9999.000001
12185,296.32647,-14.8724,16.32,-9999,12.81,-9999,3.51,14140.72141
12186,296.0671,-14.85201,15.86,0.18,12.46,-9999,3.4,9999.000002
12187,296.23257,-14.78477,17.07,-9999,12.52,-9999,4.55,14140.72141
12188,296.14983,-14.84339,16.32,-9999,12.29,-9999,4.03,14140.72141
12189,296.23336,-14.67268,16.62,0.24,12.56,-9999,4.06,9999.000003
12190,296.13845,-14.83568,16.64,0.23,12.45,-9999,4.19,9999.000003
12191,296.24799,-14.74481,14.55,0.05,11.71,0.09,2.84,0.102956301
12192,296.23416,-14.81071,16.59,0.17,11.46,-9999,5.13,9999.000001
12193,296.20198,-14.79378,16.34,0.2,12.76,-9999,3.58,9999.000002
12194,296.0901,-14.6989,16.53,0.2,13.88,-9999,2.65,9999.000002
12195,296.43711,-14.85801,15.79,-9999,12.32,-9999,3.47,14140.72141
12196,296.25687,-14.74803,16.62,-9999,12.29,-9999,4.33,14140.72141
12197,296.16782,-14.8118,16.08,0.15,11.08,0.15,5,0.212132034
12198,296.37532,-14.8988,16.12,0.18,13.15,-9999,2.97,9999.000002
12199,296.24008,-14.93931,15.52,0.11,13.09,-9999,2.43,9999.000001
12200,296.06794,-14.85508,15.79,0.18,12.28,-9999,3.51,9999.000002
12201,296.3818,-14.80226,16.41,0.16,11.84,0.15,4.57,0.219317122
12202,296.25504,-14.68443,16.01,0.16,13.21,-9999,2.8,9999.000001
12203,296.28998,-14.77664,16.49,-9999,12.73,-9999,3.76,14140.72141
12204,296.28547,-14.81846,16.57,-9999,12.36,-9999,4.21,14140.72141
12205,296.16599,-14.75538,16.62,-9999,12.53,-9999,4.09,14140.72141
12206,296.30992,-14.92321,16.25,0.25,12.15,-9999,4.1,9999.000003
12207,296.22798,-14.817,16.64,0.29,12.77,-9999,3.87,9999.000004
12208,296.31463,-14.81088,16.58,-9999,12.64,-9999,3.94,14140.72141
12209,296.38518,-14.7933,16.49,-9999,11.34,0.1,5.15,9999.000001
12210,296.18053,-14.85921,15.92,0.14,11.3,0.14,4.62,0.197989899
12211,296.29303,-14.76489,15.41,0.12,11.93,-9999,3.48,9999.000001
12212,296.09824,-14.84659,16.63,0.13,12.26,-9999,4.37,9999.000001
12213,296.39278,-14.91103,16.5,-9999,12.13,-9999,4.37,14140.72141
12214,296.33012,-14.68281,16.04,0.13,12.45,-9999,3.59,9999.000001
12215,296.08054,-14.72757,16.8,-9999,12.6,-9999,4.2,14140.72141
12216,296.16624,-14.75149,16.33,0.17,12.61,-9999,3.72,9999.000001
12217,296.44533,-14.88038,15.32,-9999,12.65,-9999,2.67,14140.72141
12218,296.17614,-14.71328,15.89,0.21,12.13,0.19,3.76,0.283196045
12219,296.10814,-14.91976,16.4,-9999,12.19,-9999,4.21,14140.72141
12220,296.24816,-14.69928,16.84,0.25,12.27,-9999,4.57,9999.000003
12221,296.08643,-14.92029,16.24,-9999,12.04,-9999,4.2,14140.72141
12222,296.12313,-14.69065,16.98,0.2,12.08,-9999,4.9,9999.000002
12223,296.1807,-14.6799,16.13,0.09,12.35,-9999,3.78,9999
12224,296.12496,-14.82092,16.79,0.22,12.44,-9999,4.35,9999.000002
12225,296.29838,-14.78716,15.55,0.15,12.5,-9999,3.05,9999.000001
12226,296.22313,-14.78902,16.69,0.24,11.54,0.13,5.15,0.272946881
12227,296.14855,-14.7796,16.16,0.15,12.37,-9999,3.79,9999.000001
12228,296.2559,-14.7402,15.77,0.1,12.25,-9999,3.52,9999.000001
