ID,CMD2region,RA,Dec,k36mag,e36mag,Jmag,eJmag,jMINUSthreesix,ERRORjMINUSthreesix
5457,5,296.16172,-14.74557,16.89,0.08,18.908,0.112,2.018,0.137637204
5460,5,296.2102,-14.73333,16.93,0.04,19.137,0.137,2.207,0.142720006
5554,5,296.27034,-14.78948,16.32,0.05,19.706,0.218,3.386,0.223660457
5778,5,296.20497,-14.85349,16.59,0.05,18.774,0.101,2.184,0.112698713
5819,5,296.07772,-14.93846,16.59,0.09,18.85,0.103,2.26,0.136780847
5871,5,296.18847,-14.76566,16.92,0.04,19.01,0.123,2.09,0.129340636
6060,5,296.13989,-14.88208,16.67,0.04,19.337,0.162,2.667,0.166865215
6225,5,296.20599,-14.81614,17.04,0.09,18.974,0.121,1.934,0.150801194
6241,5,296.15532,-14.91653,16.83,0.06,19.079,0.13,2.249,0.143178211
6272,5,296.33907,-14.79162,17.01,0.06,19.532,0.152,2.522,0.163413586
6297,5,296.1491,-14.94757,16.77,0.08,19.171,0.138,2.401,0.159511755
6311,5,296.1121,-14.87751,16.89,0.06,19.396,0.171,2.506,0.18122086
6671,5,296.29322,-14.83553,16.72,0.08,19.659,0.208,2.939,0.222854212
6674,5,296.26937,-14.78928,16.65,0.03,18.787,0.102,2.137,0.106320271
6676,5,296.37824,-14.73891,16.71,0.06,18.674,0.074,1.964,0.095268043
6833,5,296.25581,-14.73694,17.14,0.08,19.533,0.189,2.393,0.205234013
6864,5,296.37155,-14.82805,17.1,0.05,18.994,0.097,1.894,0.109128365
6926,5,296.28689,-14.65276,16.98,0.05,19.505,0.175,2.525,0.182002747
6959,5,296.30269,-14.85166,16.76,0.06,19.42,0.17,2.66,0.180277564
7002,5,296.22934,-14.73788,16.92,0.12,19.289,0.155,2.369,0.196022958
7038,5,296.40203,-14.85604,16.7,0.05,19.513,0.149,2.813,0.157165518
7078,5,296.16284,-14.85613,16.78,0.07,19.089,0.132,2.309,0.149412182
7188,5,296.27361,-14.88697,16.85,0.04,18.743,0.097,1.893,0.104923782
7245,5,296.09726,-14.9102,16.83,0.05,19.585,0.2,2.755,0.206155281
7377,5,296.10748,-14.80031,17.09,0.07,19.189,0.143,2.099,0.159213693
7413,5,296.17633,-14.73331,17.13,0.04,19.405,0.17,2.275,0.174642492
7506,5,296.34715,-14.77594,17.01,0.03,19.494,0.147,2.484,0.150029997
7548,5,296.1196,-14.75991,17.02,0.05,19.409,0.171,2.389,0.17816004
7721,5,296.23652,-14.72882,16.93,0.13,18.848,0.107,1.918,0.168371613
7860,5,296.20591,-14.95166,17.14,0.07,19.032,0.123,1.892,0.14152385
8258,5,296.25561,-14.7987,17.15,0.08,19.027,0.125,1.877,0.148408221
8306,5,296.32784,-14.7207,16.82,0.1,19.002,0.098,2.182,0.140014285
8341,5,296.33166,-14.65799,17.14,0.05,19.194,0.142,2.054,0.150545674
9282,5,296.22684,-14.84826,17.11,0.08,19.473,0.182,2.363,0.198806439
9571,5,296.24417,-14.78801,17.05,0.08,18.879,0.11,1.829,0.136014705
10070,5,296.23675,-14.79662,17.11,0.08,19.124,0.135,2.014,0.156923548
10238,5,296.23852,-14.76119,16.99,0.08,18.911,0.113,1.921,0.138452158
10383,5,296.24393,-14.78741,17.09,0.05,19.165,0.139,2.075,0.147719328
10598,5,296.20757,-14.85349,17.13,0.04,18.999,0.122,1.869,0.128390031
11868,5,296.39918,-14.72376,16.98,0.05,18.875,0.088,1.895,0.101212647
12167,5,296.31919,-14.78382,16.85,0.11,18.687,0.076,1.837,0.133701159
1595,5,296.36622,-14.78454,15.76,0.05,18.327,0.056,2.567,0.075073298
1832,5,296.15993,-14.96019,16.09,0.04,18.274,0.065,2.184,0.076321688
1969,5,296.29507,-14.82566,15.55,0.04,18.237,0.064,2.687,0.075471849
2095,5,296.18646,-14.79796,15.92,0.06,19.467,0.181,3.547,0.190685605
2138,5,296.23264,-14.91174,15.66,0.02,18.228,0.064,2.568,0.067052218
2152,5,296.21695,-14.72789,15.47,0.05,18.572,0.085,3.102,0.098615415
2154,5,296.24606,-14.64393,15.69,0.16,18.162,0.057,2.472,0.169849934
2239,5,296.20377,-14.85092,15.47,0.07,18.389,0.073,2.919,0.101138519
2272,5,296.38097,-14.84534,15.77,0.05,18.461,0.063,2.691,0.080430094
2322,5,296.23242,-14.79319,15.62,0.06,18.301,0.068,2.681,0.090686272
2366,5,296.17257,-14.82101,15.96,0.04,18.199,0.063,2.239,0.074625733
2377,5,296.24116,-14.93741,15.91,0.05,18.914,0.113,3.004,0.123567795
2403,5,296.16417,-14.84426,15.79,0.05,18.099,0.058,2.309,0.076576759
2405,5,296.28565,-14.73944,15.86,0.04,18.146,0.059,2.286,0.071281134
2441,5,296.26102,-14.79314,15.57,0.04,18.152,0.06,2.582,0.072111026
2501,5,296.25433,-14.81753,15.92,0.03,18.297,0.068,2.377,0.074323617
2619,5,296.25967,-14.71721,15.94,0.03,19.079,0.124,3.139,0.127577427
2724,5,296.20404,-14.87566,16.01,0.08,18.821,0.105,2.811,0.132003788
3100,5,296.15312,-14.71479,15.92,0.04,18.079,0.053,2.159,0.066400301
3141,5,296.26127,-14.86125,16,0.06,18.091,0.057,2.091,0.082758685
3168,5,296.1604,-14.9363,15.97,0.06,19.314,0.158,3.344,0.169008876
3313,5,296.29221,-14.79543,16.02,0.04,18.879,0.109,2.859,0.116107709
3319,5,296.30211,-14.80476,15.99,0.05,18.173,0.061,2.183,0.078873316
3462,5,296.28499,-14.92403,15.89,0.04,18.702,0.094,2.812,0.102156742
3498,5,296.21767,-14.76681,16.07,0.08,18.135,0.06,2.065,0.1
3700,5,296.23721,-14.73918,16.12,0.05,18.568,0.085,2.448,0.098615415
3748,5,296.13265,-14.76825,15.93,0.04,18.151,0.06,2.221,0.072111026
3826,5,296.27972,-14.93083,16.17,0.04,19.117,0.133,2.947,0.138884844
3857,5,296.28906,-14.8476,16.16,0.05,18.21,0.062,2.05,0.079649231
3964,5,296.22223,-14.7447,16.14,0.06,18.303,0.069,2.163,0.091438504
3980,5,296.21461,-14.75058,16.1,0.06,18.199,0.063,2.099,0.087
4053,5,296.17873,-14.87628,16.18,0.05,18.07,0.056,1.89,0.075073298
4101,5,296.33242,-14.90311,16.15,0.05,19.212,0.117,3.062,0.127236001
94,5,296.19855,-14.71823,13.11,0.04,18.579,0.081,5.469,0.090338253
102,5,296.38612,-14.85478,13.34,0.04,19.305,0.125,5.965,0.131244047
106,5,296.29324,-14.90859,13.39,0.04,17.938,0.05,4.548,0.064031242
117,5,296.42594,-14.78076,13.5,0.1,19.301,0.125,5.801,0.160078106
153,5,296.25735,-14.77634,13.54,0.05,18.777,0.1,5.237,0.111803399
164,5,296.36525,-14.7382,13.68,0.07,18.52,0.066,4.84,0.096208108
180,5,296.35531,-14.71987,13.58,0.05,17.886,0.04,4.306,0.064031242
203,5,296.19679,-14.7511,13.94,0.04,18.738,0.098,4.798,0.105848949
243,5,296.15348,-14.74935,14.07,0.09,17.719,0.042,3.649,0.099317672
262,5,296.25351,-14.76931,13.89,0.04,17.572,0.037,3.682,0.054488531
270,5,296.16417,-14.701,14.07,0.06,18.739,0.093,4.669,0.1106752
286,5,296.27052,-14.73476,14.01,0.06,17.683,0.041,3.673,0.072670489
299,5,296.26108,-14.73758,13.9,0.05,17.45,0.034,3.55,0.060464866
313,5,296.25864,-14.73678,14.14,0.04,17.718,0.042,3.578,0.058
316,5,296.22874,-14.79328,14.19,0.05,18.5,0.081,4.31,0.095189285
319,5,296.1512,-14.90698,14.22,0.05,19.145,0.138,4.925,0.146778745
323,5,296.24518,-14.84766,14.4,0.05,18.731,0.098,4.331,0.11001818
327,5,296.27563,-14.74918,14.29,0.05,19.367,0.164,5.077,0.171452617
342,5,296.28421,-14.81188,13.8,0.05,16.919,0.022,3.119,0.054626001
348,5,296.18379,-14.68244,14.08,0.11,17.629,0.037,3.549,0.116056021
350,5,296.24753,-14.82685,14.02,0.06,17.756,0.043,3.736,0.073817342
351,5,296.24298,-14.83828,14.25,0.05,17.831,0.047,3.581,0.068622154
361,5,296.09812,-14.78564,14.46,0.08,19.207,0.145,4.747,0.165604952
365,5,296.2992,-14.69142,14.08,0.04,17.723,0.04,3.643,0.056568542
367,5,296.38771,-14.87301,14.18,0.05,17.766,0.036,3.586,0.061611687
368,5,296.17956,-14.77517,14.11,0.09,18.045,0.055,3.935,0.105475116
385,5,296.17297,-14.7113,14.14,0.05,18.417,0.071,4.277,0.086838931
399,5,296.0803,-14.91414,14.66,0.06,18.568,0.096,3.908,0.113207774
402,5,296.29929,-14.83644,13.93,0.04,16.762,0.02,2.832,0.04472136
406,5,296.20155,-14.81271,14.36,0.03,18.303,0.069,3.943,0.075239617
407,5,296.21728,-14.77642,14.29,0.04,17.87,0.048,3.58,0.062481997
411,5,296.30182,-14.90358,14.43,0.04,18.394,0.072,3.964,0.082365041
417,5,296.10117,-14.92425,14.34,0.09,18.414,0.075,4.074,0.117153745
421,5,296.15848,-14.83374,14.25,0.04,17.91,0.049,3.66,0.063253458
435,5,296.29714,-14.80258,14.12,0.04,16.821,0.021,2.701,0.045177428
437,5,296.18201,-14.78494,14.36,0.03,18.635,0.09,4.275,0.09486833
439,5,296.23456,-14.77322,14.13,0.04,17.275,0.03,3.145,0.05
442,5,296.20242,-14.8177,14.16,0.04,17.872,0.048,3.712,0.062481997
451,5,296.22233,-14.9099,14.45,0.05,19.303,0.156,4.853,0.163816971
456,5,296.17461,-14.78841,14.36,0.07,18.057,0.056,3.697,0.089643739
481,5,296.26769,-14.68058,14.36,0.08,18.597,0.082,4.237,0.114560028
488,5,296.30353,-14.74166,14.39,0.05,17.877,0.047,3.487,0.068622154
495,5,296.21259,-14.80132,14.47,0.06,19.159,0.142,4.689,0.154155765
498,5,296.19167,-14.82955,14.84,0.04,18.039,0.055,3.199,0.068007353
505,5,296.24052,-14.84932,14.7,0.06,18.845,0.108,4.145,0.123547562
508,5,296.30461,-14.71427,14.49,0.05,17.845,0.044,3.355,0.066603303
540,5,296.21112,-14.91068,14.63,0.04,19.013,0.123,4.383,0.129340636
565,5,296.22632,-14.72547,14.43,0.05,18.179,0.061,3.749,0.078873316
582,5,296.30014,-14.87876,14.54,0.03,17.513,0.035,2.973,0.046097722
584,5,296.10659,-14.80298,14.63,0.06,17.82,0.046,3.19,0.075604233
589,5,296.11609,-14.88108,14.46,0.05,17.31,0.031,2.85,0.058830264
593,5,296.12413,-14.72402,14.51,0.04,18.18,0.058,3.67,0.07045566
595,5,296.32184,-14.8362,14.61,0.03,18.041,0.045,3.431,0.054083269
608,5,296.34788,-14.75763,14.63,0.06,18.643,0.073,4.013,0.094493386
616,5,296.18319,-14.76298,14.58,0.06,18.354,0.071,3.774,0.092956979
618,5,296.24557,-14.82234,14.55,0.05,17.694,0.042,3.144,0.065299311
620,5,296.22933,-14.65249,14.6,0.04,17.698,0.039,3.098,0.055865911
631,5,296.10421,-14.79254,14.57,0.07,17.933,0.05,3.363,0.086023253
632,5,296.24124,-14.72373,14.25,0.07,17.138,0.025,2.888,0.074330344
643,5,296.22372,-14.83954,14.63,0.04,17.928,0.051,3.298,0.064815122
654,5,296.27779,-14.82281,14.68,0.04,18.45,0.077,3.77,0.08676981
661,5,296.16415,-14.84146,14.63,0.03,18.66,0.092,4.03,0.096767763
685,5,296.18369,-14.77243,14.44,0.08,17.568,0.037,3.128,0.088141931
692,5,296.15969,-14.85963,14.81,0.04,18.204,0.063,3.394,0.074625733
694,5,296.30872,-14.8658,15.09,0.05,19.182,0.139,4.092,0.147719328
703,5,296.20325,-14.82793,14.98,0.04,18.054,0.056,3.074,0.068818602
733,5,296.27338,-14.79197,14.39,0.05,17.184,0.028,2.794,0.057306195
734,5,296.23407,-14.68634,14.9,0.04,18.404,0.07,3.504,0.080622577
751,5,296.27219,-14.76137,14.62,0.05,18.044,0.054,3.424,0.073593478
771,5,296.24573,-14.79351,14.78,0.06,17.739,0.043,2.959,0.073817342
783,5,296.20345,-14.78944,14.96,0.06,18.498,0.081,3.538,0.100801786
792,5,296.30628,-14.86306,14.7,0.08,17.451,0.033,2.751,0.086539009
811,5,296.11263,-14.91131,14.63,0.08,18.481,0.079,3.851,0.112432202
812,5,296.06145,-14.8147,14.89,0.08,18.406,0.084,3.516,0.116
813,5,296.17186,-14.88967,14.53,0.03,17.222,0.029,2.692,0.041725292
819,5,296.26359,-14.80887,14.47,0.06,17.291,0.03,2.821,0.067082039
835,5,296.20212,-14.76901,14.44,0.04,17.342,0.031,2.902,0.050606324
836,5,296.22834,-14.78978,14.55,0.05,17.427,0.034,2.877,0.060464866
857,5,296.14661,-14.85973,15.07,0.04,18.627,0.09,3.557,0.098488578
889,5,296.24478,-14.84503,15.03,0.05,17.719,0.043,2.689,0.065946948
936,5,296.19488,-14.82261,14.9,0.04,18.242,0.065,3.342,0.076321688
975,5,296.29329,-14.76405,14.88,0.03,17.603,0.038,2.723,0.048414874
1001,5,296.25169,-14.73629,15.06,0.04,18.012,0.053,2.952,0.066400301
1006,5,296.24419,-14.81313,14.65,0.07,17.32,0.031,2.67,0.076557168
1068,5,296.17439,-14.83888,14.93,0.03,18.485,0.08,3.555,0.085440037
1070,5,296.40278,-14.79796,15.19,0.07,18.368,0.058,3.178,0.090906545
1091,5,296.24964,-14.71938,15.34,0.05,18.472,0.078,3.132,0.092649879
1098,5,296.19299,-14.7994,14.55,0.06,17.368,0.032,2.818,0.068
1103,5,296.19081,-14.743,14.69,0.04,17.454,0.034,2.764,0.052497619
1111,5,296.3106,-14.78295,15.29,0.06,18.859,0.107,3.569,0.122674366
1133,5,296.20433,-14.89677,14.61,0.05,17.289,0.03,2.679,0.058309519
1154,5,296.27749,-14.87469,15.01,0.04,18.677,0.092,3.667,0.10031949
1157,5,296.25965,-14.84787,15.09,0.06,17.758,0.043,2.668,0.073817342
1160,5,296.17514,-14.85969,14.83,0.05,17.985,0.053,3.155,0.072862885
1175,5,296.24627,-14.86645,14.93,0.03,17.841,0.046,2.911,0.054918121
1186,5,296.31615,-14.82493,14.85,0.05,19.144,0.11,4.294,0.12083046
1188,5,296.2158,-14.81363,14.73,0.04,17.39,0.033,2.66,0.051855569
1195,5,296.23927,-14.7246,14.71,0.07,17.399,0.031,2.689,0.076557168
1196,5,296.2599,-14.7479,15.42,0.04,18.354,0.07,2.934,0.080622577
1220,5,296.10461,-14.84272,15.11,0.04,18.108,0.058,2.998,0.07045566
1265,5,296.17007,-14.80256,14.88,0.04,17.681,0.041,2.801,0.057280014
1310,5,296.26672,-14.91113,15.21,0.04,18.177,0.061,2.967,0.072945185
1311,5,296.16007,-14.71459,15.05,0.04,17.793,0.042,2.743,0.058
1316,5,296.31143,-14.83887,15.22,0.06,18.594,0.085,3.374,0.10404326
1327,5,296.16806,-14.83692,15.13,0.04,18.081,0.057,2.951,0.069634761
1334,5,296.25745,-14.7824,14.93,0.02,17.619,0.039,2.689,0.043829214
1346,5,296.22772,-14.76104,15.14,0.06,18.418,0.076,3.278,0.096829747
1373,5,296.22704,-14.83685,15.17,0.04,17.914,0.05,2.744,0.064031242
1473,5,296.38454,-14.7362,15.37,0.04,18.139,0.048,2.769,0.062481997
1482,5,296.16941,-14.70522,15.06,0.04,17.926,0.047,2.866,0.061717096
1497,5,296.19254,-14.86781,15.16,0.04,18.078,0.057,2.918,0.069634761
1631,5,296.28272,-14.91359,15.12,0.03,27.265,5.897,12.145,5.897076309
1774,5,296.27611,-14.81667,15.05,0.07,17.697,0.041,2.647,0.081123363
1784,5,296.26704,-14.91036,15.15,0.05,17.84,0.046,2.69,0.067941151
1995,5,296.11257,-14.91157,14.63,0.08,18.481,0.079,3.851,0.112432202
2160,5,296.24275,-14.78727,15.35,0.03,18.35,0.07,3,0.076157731
