ID,CMD2region,RA,Dec,k36mag,e36mag,Jmag,eJmag,jMINUSthreesix,ERRORjMINUSthreesix
6954,3,296.21601,-14.77506,16.78,0.04,18.041,0.055,1.261,0.068007353
6955,3,296.23353,-14.89536,16.92,0.05,18.229,0.064,1.309,0.081215762
6961,3,296.37707,-14.81521,16.72,0.06,18.185,0.05,1.465,0.078102497
6962,3,296.242,-14.88291,16.92,0.07,18.167,0.061,1.247,0.09284934
6965,3,296.39059,-14.63809,17.01,0.11,18.077,0.055,1.067,0.122983739
6968,3,296.27068,-14.80029,16.75,0.06,18.232,0.064,1.482,0.087726849
6970,3,296.12258,-14.91073,16.81,0.04,17.903,0.049,1.093,0.063253458
6977,3,296.15879,-14.65868,16.9,0.12,18.056,0.052,1.156,0.130782262
6979,3,296.22632,-14.85973,16.74,0.07,18.125,0.059,1.385,0.091547802
6982,3,296.03158,-14.70994,16.74,0.04,18.02,0.056,1.28,0.068818602
6986,3,296.27902,-14.78988,16.99,0.05,18.166,0.061,1.176,0.078873316
6988,3,296.17182,-14.871,16.81,0.06,18.017,0.054,1.207,0.080721744
6989,3,296.19402,-14.76465,16.77,0.04,17.89,0.048,1.12,0.062481997
6993,3,296.25013,-14.91361,16.81,0.08,18.179,0.061,1.369,0.100603181
6998,3,296.23707,-14.79953,16.97,0.07,18.069,0.056,1.099,0.089643739
7005,3,296.15411,-14.87671,16.91,0.03,18.174,0.062,1.264,0.068876701
7014,3,296.29365,-14.90178,16.79,0.05,18.021,0.053,1.231,0.072862885
7018,3,296.19994,-14.80632,16.94,0.06,18.149,0.06,1.209,0.084852814
7029,3,296.21531,-14.89002,16.81,0.06,18.126,0.059,1.316,0.084148678
7033,3,296.19105,-14.80586,16.8,0.05,18.127,0.059,1.327,0.077336925
7037,3,296.23387,-14.91713,16.93,0.05,18.347,0.07,1.417,0.086023253
7039,3,296.3506,-14.67886,17.07,0.04,18.101,0.056,1.031,0.068818602
7042,3,296.25655,-14.85174,16.82,0.06,18.1,0.057,1.28,0.082758685
7045,3,296.1996,-14.65983,16.97,0.06,18.281,0.063,1.311,0.087
7051,3,296.21551,-14.95027,16.82,0.04,17.993,0.052,1.173,0.065604878
7052,3,296.17897,-14.78434,16.96,0.06,18.418,0.075,1.458,0.096046864
7056,3,296.06245,-14.74752,16.82,0.09,18.119,0.066,1.299,0.111606451
7060,3,296.41322,-14.71387,17.07,0.06,18.247,0.063,1.177,0.087
7063,3,296.22879,-14.81978,16.8,0.05,18.08,0.057,1.28,0.07582216
7074,3,296.16347,-14.75987,16.92,0.04,18.301,0.068,1.381,0.078892332
7076,3,296.16292,-14.88897,17,0.04,18.037,0.055,1.037,0.068007353
7080,3,296.16926,-14.88657,17.02,0.04,18.321,0.069,1.301,0.079755878
7093,3,296.13475,-14.82925,17,0.05,18.178,0.062,1.178,0.079649231
7097,3,296.30314,-14.69223,16.84,0.08,17.911,0.046,1.071,0.092282176
7100,3,296.34285,-14.85306,16.79,0.04,17.907,0.04,1.117,0.056568542
7102,3,296.2493,-14.82323,16.75,0.04,18.003,0.053,1.253,0.066400301
7103,3,296.14529,-14.83553,16.77,0.05,18.002,0.053,1.232,0.072862885
7105,3,296.20674,-14.78241,16.76,0.05,18.318,0.07,1.558,0.086023253
7115,3,296.38042,-14.72133,16.98,0.06,18.129,0.048,1.149,0.076837491
7116,3,296.22472,-14.76007,16.85,0.05,18.118,0.059,1.268,0.077336925
7120,3,296.18288,-14.78041,16.85,0.04,18.01,0.053,1.16,0.066400301
7121,3,296.25135,-14.75909,16.9,0.04,18.063,0.055,1.163,0.068007353
7125,3,296.23558,-14.78748,16.75,0.05,18.095,0.057,1.345,0.07582216
7132,3,296.26499,-14.8244,17.12,0.06,18.374,0.072,1.254,0.093722996
7133,3,296.09764,-14.94441,16.96,0.05,18.201,0.062,1.241,0.079649231
7134,3,296.29748,-14.85214,17,0.04,18.139,0.058,1.139,0.07045566
7140,3,296.3101,-14.88638,16.94,0.05,18.212,0.062,1.272,0.079649231
7142,3,296.24103,-14.92223,16.73,0.06,17.96,0.051,1.23,0.078746428
7144,3,296.24622,-14.80532,16.82,0.05,17.965,0.051,1.145,0.071421285
7145,3,296.22076,-14.89362,16.81,0.08,18.016,0.054,1.206,0.096519428
7146,3,296.35838,-14.77634,17,0.06,18.082,0.046,1.082,0.075604233
7153,3,296.24897,-14.90434,16.8,0.06,17.96,0.051,1.16,0.078746428
7155,3,296.21136,-14.866,16.81,0.05,18.173,0.061,1.363,0.078873316
7157,3,296.17946,-14.67835,16.99,0.1,18.197,0.059,1.207,0.116107709
7159,3,296.18863,-14.76057,17.05,0.05,18.189,0.062,1.139,0.079649231
7161,3,296.20399,-14.87019,16.72,0.05,18.028,0.054,1.308,0.073593478
7165,3,296.19038,-14.90313,16.92,0.05,18.23,0.064,1.31,0.081215762
7167,3,296.3067,-14.71044,16.98,0.06,18.103,0.054,1.123,0.080721744
7172,3,296.22903,-14.79159,16.74,0.06,18.29,0.068,1.55,0.090686272
7173,3,296.40843,-14.77417,17.03,0.06,18.124,0.048,1.094,0.076837491
7176,3,296.23583,-14.6738,17.15,0.04,18.175,0.058,1.025,0.07045566
7183,3,296.20588,-14.66546,16.99,0.06,18.246,0.061,1.256,0.085562842
7185,3,296.24805,-14.75816,16.78,0.07,18.165,0.06,1.385,0.092195445
7190,3,296.35448,-14.70481,16.79,0.05,18.033,0.053,1.243,0.072862885
7210,3,296.28346,-14.88237,16.79,0.05,18.003,0.052,1.213,0.072138755
7213,3,296.14607,-14.7928,16.81,0.07,17.972,0.052,1.162,0.087200917
7217,3,296.27818,-14.73106,16.79,0.05,17.964,0.051,1.174,0.071421285
7218,3,296.24931,-14.75855,16.92,0.05,18.078,0.056,1.158,0.075073298
7220,3,296.30429,-14.75055,16.8,0.04,18.052,0.055,1.252,0.068007353
7223,3,296.36808,-14.72611,17.1,0.07,18.251,0.053,1.151,0.087800911
7226,3,296.18757,-14.85308,16.93,0.08,18.169,0.061,1.239,0.100603181
7229,3,296.25501,-14.77015,16.94,0.05,18.064,0.055,1.124,0.074330344
7231,3,296.39162,-14.89846,16.81,0.06,18.003,0.044,1.193,0.074404301
7234,3,296.235,-14.83756,16.81,0.06,18.307,0.069,1.497,0.091438504
7239,3,296.14057,-14.82646,17.05,0.05,18.334,0.07,1.284,0.086023253
7242,3,296.25546,-14.79557,16.74,0.05,17.945,0.051,1.205,0.071421285
7244,3,296.16974,-14.78095,16.91,0.03,18.325,0.069,1.415,0.075239617
7246,3,296.19311,-14.74261,16.91,0.03,18.245,0.065,1.335,0.071589105
7251,3,296.144,-14.86149,16.97,0.06,18.079,0.057,1.109,0.082758685
7260,3,296.06865,-14.89899,16.83,0.07,17.903,0.055,1.073,0.089022469
7274,3,296.26908,-14.66903,17.08,0.06,18.225,0.06,1.145,0.084852814
7277,3,296.19869,-14.65853,17,0.07,18.089,0.054,1.089,0.088408144
7280,3,296.39431,-14.80768,17.06,0.08,18.159,0.049,1.099,0.093813645
7286,3,296.18317,-14.82962,17.02,0.04,18.069,0.057,1.049,0.069634761
7290,3,296.36309,-14.78377,17.02,0.07,18.163,0.049,1.143,0.085445889
7295,3,296.42453,-14.8309,16.8,0.06,18.047,0.045,1.247,0.075
7296,3,296.31534,-14.74865,16.9,0.05,18.095,0.057,1.195,0.07582216
7313,3,296.24074,-14.88024,16.86,0.08,18.155,0.06,1.295,0.1
7325,3,296.25089,-14.67588,17.05,0.08,18.135,0.056,1.085,0.097652445
7326,3,296.37252,-14.71871,16.86,0.07,18.067,0.046,1.207,0.083761566
7331,3,296.19361,-14.88672,16.86,0.05,18.299,0.068,1.439,0.084403791
7332,3,296.30812,-14.66317,16.96,0.05,18.11,0.054,1.15,0.073593478
7335,3,296.18113,-14.68295,17.07,0.07,18.218,0.06,1.148,0.092195445
7338,3,296.23369,-14.81991,16.99,0.05,18.427,0.076,1.437,0.090972523
7353,3,296.26321,-14.78646,16.88,0.05,18.295,0.067,1.415,0.083600239
7355,3,296.35026,-14.62936,16.87,0.09,18.092,0.056,1.222,0.106
7361,3,296.0675,-14.6785,16.78,0.07,18.091,0.059,1.311,0.091547802
7366,3,296.20671,-14.80479,16.86,0.06,18.096,0.058,1.236,0.083450584
7371,3,296.22047,-14.87315,16.86,0.04,18.168,0.061,1.308,0.072945185
7372,3,296.27709,-14.82065,16.83,0.06,18.32,0.069,1.49,0.091438504
7382,3,296.37204,-14.7347,16.86,0.04,18.183,0.05,1.323,0.064031242
7389,3,296.33262,-14.8736,17.02,0.05,18.135,0.048,1.115,0.069310894
7391,3,296.30856,-14.78553,16.88,0.06,17.974,0.051,1.094,0.078746428
7392,3,296.11503,-14.90345,16.84,0.07,18.059,0.056,1.219,0.089643739
7393,3,296.35573,-14.73112,16.91,0.05,18.112,0.047,1.202,0.068622154
7394,3,296.37121,-14.91008,16.88,0.06,18.05,0.045,1.17,0.075
7395,3,296.10639,-14.72816,16.9,0.04,18.148,0.06,1.248,0.072111026
7397,3,296.37123,-14.70399,16.73,0.09,18.079,0.055,1.349,0.105475116
7399,3,296.19709,-14.72606,16.97,0.05,18.089,0.057,1.119,0.07582216
7408,3,296.21032,-14.88691,16.9,0.04,18.214,0.063,1.314,0.074625733
7409,3,296.32063,-14.69372,16.84,0.04,18.135,0.058,1.295,0.07045566
7411,3,296.17311,-14.71794,17.11,0.03,18.217,0.06,1.107,0.067082039
7414,3,296.20575,-14.93279,16.82,0.07,18.026,0.054,1.206,0.088408144
7416,3,296.24302,-14.7921,17.14,0.04,18.171,0.061,1.031,0.072945185
7433,3,296.33549,-14.92008,16.91,0.06,18.057,0.046,1.147,0.075604233
7435,3,296.21028,-14.7683,16.96,0.05,18.073,0.057,1.113,0.07582216
7436,3,296.34294,-14.89458,16.9,0.07,18.098,0.047,1.198,0.084314886
7438,3,296.12161,-14.75537,16.82,0.04,18.294,0.068,1.474,0.078892332
7439,3,296.31555,-14.9144,16.93,0.05,18.095,0.056,1.165,0.075073298
7442,3,296.40919,-14.79369,16.88,0.03,17.969,0.042,1.089,0.051613952
7443,3,296.35575,-14.69509,16.89,0.03,17.973,0.05,1.083,0.058309519
7448,3,296.26212,-14.79274,17,0.05,18.364,0.072,1.364,0.087658428
7451,3,296.22607,-14.9153,16.94,0.07,18.02,0.054,1.08,0.088408144
7457,3,296.18902,-14.80186,16.8,0.03,17.932,0.05,1.132,0.058309519
7458,3,296.11951,-14.84741,16.93,0.05,18.043,0.055,1.113,0.074330344
7462,3,296.26123,-14.73558,17.09,0.04,18.304,0.068,1.214,0.078892332
7467,3,296.24941,-14.76875,16.89,0.05,18.26,0.065,1.37,0.082006097
7473,3,296.24889,-14.76014,16.84,0.06,18.221,0.063,1.381,0.087
7478,3,296.40097,-14.77191,16.83,0.06,17.933,0.041,1.103,0.072670489
7480,3,296.41159,-14.81595,16.99,0.06,18.207,0.051,1.217,0.078746428
7481,3,296.21071,-14.84752,16.81,0.08,18.18,0.062,1.37,0.101212647
7484,3,296.22694,-14.7571,16.8,0.04,17.987,0.053,1.187,0.066400301
7488,3,296.20983,-14.76766,16.81,0.04,18.033,0.055,1.223,0.068007353
7502,3,296.29025,-14.93974,17.11,0.03,18.222,0.063,1.112,0.06977822
7505,3,296.16827,-14.84872,16.99,0.05,18.362,0.072,1.372,0.087658428
7512,3,296.36707,-14.84659,16.9,0.04,18.183,0.05,1.283,0.064031242
7517,3,296.22154,-14.87295,17.03,0.06,18.177,0.061,1.147,0.085562842
7523,3,296.21172,-14.75003,16.99,0.06,18.316,0.069,1.326,0.091438504
7525,3,296.22697,-14.87246,16.74,0.04,18.29,0.067,1.55,0.078032045
7529,3,296.1822,-14.90878,16.9,0.04,18.029,0.054,1.129,0.06720119
7550,3,296.30104,-14.79894,16.88,0.05,18.119,0.058,1.239,0.076576759
7554,3,296.18378,-14.7864,16.96,0.05,18.072,0.056,1.112,0.075073298
7555,3,296.27441,-14.91414,17,0.06,18.323,0.068,1.323,0.090686272
7559,3,296.33304,-14.70351,16.74,0.09,17.861,0.046,1.121,0.10107423
7560,3,296.23754,-14.88458,16.84,0.04,18.01,0.053,1.17,0.066400301
7563,3,296.31354,-14.86608,16.85,0.07,18.075,0.055,1.225,0.089022469
7565,3,296.2018,-14.73825,17.07,0.06,18.404,0.074,1.334,0.095268043
7570,3,296.16663,-14.81996,16.79,0.05,18.027,0.054,1.237,0.073593478
