ID,CMD2region,RA,Dec,k36mag,e36mag,Jmag,eJmag,jMINUSthreesix,ERRORjMINUSthreesix
3102,4,296.30185,-14.82227,15.89,0.04,17.472,0.034,1.582,0.052497619
3114,4,296.24865,-14.6898,15.68,0.06,17.257,0.027,1.577,0.065795137
3124,4,296.19453,-14.76117,15.89,0.08,17.846,0.047,1.956,0.092784697
3126,4,296.18857,-14.6697,15.85,0.08,17.775,0.041,1.925,0.089894382
3143,4,296.35371,-14.67201,16.14,0.05,17.969,0.05,1.829,0.070710678
3151,4,296.17875,-14.77673,15.79,0.05,17.559,0.037,1.769,0.062201286
3155,4,296.31352,-14.84954,15.84,0.05,17.674,0.04,1.834,0.064031242
3158,4,296.2531,-14.78473,16.17,0.04,17.915,0.049,1.745,0.063253458
3182,4,296.26033,-14.7893,15.86,0.03,17.796,0.045,1.936,0.054083269
3190,4,296.40474,-14.83023,15.86,0.07,17.539,0.03,1.679,0.076157731
3201,4,296.2786,-14.72329,15.86,0.08,17.497,0.033,1.637,0.086539009
3211,4,296.31573,-14.8492,15.85,0.05,17.632,0.039,1.782,0.063411355
3213,4,296.14649,-14.89165,15.8,0.07,17.368,0.032,1.568,0.076967526
3216,4,296.23143,-14.8558,15.97,0.05,17.649,0.04,1.679,0.064031242
3225,4,296.229,-14.72017,15.93,0.05,17.497,0.033,1.567,0.059908263
3230,4,296.16736,-14.87032,15.55,0.06,17.852,0.047,2.302,0.076216796
3246,4,296.21252,-14.82485,15.82,0.05,17.389,0.033,1.569,0.059908263
3252,4,296.18007,-14.71055,16.07,0.06,17.687,0.039,1.617,0.071561163
3267,4,296.21321,-14.83821,15.96,0.04,17.964,0.053,2.004,0.066400301
3270,4,296.29724,-14.86994,15.89,0.04,17.492,0.035,1.602,0.053150729
3274,4,296.17066,-14.85086,15.8,0.05,17.532,0.036,1.732,0.061611687
3285,4,296.21252,-14.87303,15.79,0.05,17.659,0.04,1.869,0.064031242
3298,4,296.07313,-14.80167,15.87,0.06,17.622,0.044,1.752,0.074404301
3323,4,296.24571,-14.74392,15.89,0.04,17.46,0.034,1.57,0.052497619
3330,4,296.33701,-14.81223,15.97,0.05,17.572,0.031,1.602,0.058830264
3341,4,296.21063,-14.7984,15.95,0.06,17.79,0.045,1.84,0.075
3345,4,296.25739,-14.83734,15.99,0.06,18.011,0.053,2.021,0.08005623
3347,4,296.22345,-14.72024,16,0.07,17.655,0.038,1.655,0.079649231
3364,4,296.29252,-14.82039,16.16,0.04,17.709,0.042,1.549,0.058
3379,4,296.12987,-14.83232,15.99,0.03,17.556,0.037,1.566,0.047634021
3392,4,296.23544,-14.90089,15.77,0.04,17.468,0.034,1.698,0.052497619
3405,4,296.2229,-14.7102,16.05,0.04,17.598,0.036,1.548,0.053814496
3411,4,296.16398,-14.70501,16.02,0.04,17.911,0.046,1.891,0.060959003
3436,4,296.24984,-14.80629,15.89,0.05,17.444,0.034,1.554,0.060464866
3446,4,296.09522,-14.91461,15.9,0.04,17.869,0.048,1.969,0.062481997
3448,4,296.12082,-14.84449,15.9,0.05,17.512,0.036,1.612,0.061611687
3450,4,296.24773,-14.75883,16.06,0.05,17.842,0.046,1.782,0.067941151
3459,4,296.25846,-14.81046,16.04,0.03,17.89,0.049,1.85,0.05745433
3490,4,296.37866,-14.8087,16.1,0.07,17.759,0.036,1.659,0.078714675
3491,4,296.26892,-14.79863,15.94,0.05,17.457,0.034,1.517,0.060464866
3497,4,296.14901,-14.71418,16.06,0.06,17.943,0.048,1.883,0.076837491
3511,4,296.22498,-14.84514,15.89,0.07,17.454,0.035,1.564,0.078262379
3557,4,296.2217,-14.83946,16.02,0.04,17.929,0.051,1.909,0.064815122
3622,4,296.26266,-14.83748,15.9,0.04,17.44,0.034,1.54,0.052497619
3638,4,296.22614,-14.71252,16.11,0.05,17.783,0.042,1.673,0.065299311
3667,4,296.14639,-14.73411,15.92,0.1,17.544,0.036,1.624,0.106282642
3682,4,296.15853,-14.80779,16.02,0.07,17.63,0.039,1.61,0.080131143
3687,4,296.11748,-14.81466,15.97,0.06,17.564,0.037,1.594,0.070491134
3708,4,296.43444,-14.83468,15.93,0.08,17.483,0.029,1.553,0.085094066
3712,4,296.27344,-14.80854,15.96,0.06,17.578,0.037,1.618,0.070491134
3773,4,296.25169,-14.79448,16.16,0.03,17.798,0.045,1.638,0.054083269
3808,4,296.26923,-14.84352,16.14,0.04,17.876,0.047,1.736,0.061717096
3809,4,296.25223,-14.81316,15.79,0.04,17.496,0.035,1.706,0.053150729
3828,4,296.29946,-14.75638,16.12,0.03,17.668,0.04,1.548,0.05
3832,4,296.27418,-14.80017,15.99,0.06,17.574,0.037,1.584,0.070491134
3839,4,296.13572,-14.81966,15.6,0.06,17.243,0.029,1.643,0.066640828
3885,4,296.2939,-14.70877,15.98,0.03,17.537,0.034,1.557,0.045343136
3936,4,296.24567,-14.78655,16.05,0.05,17.585,0.038,1.535,0.062801274
3951,4,296.20826,-14.79721,15.98,0.05,17.674,0.041,1.694,0.064660653
4034,4,296.37489,-14.79806,16.18,0.07,17.733,0.035,1.553,0.078262379
4036,4,296.23482,-14.86258,16.16,0.05,17.709,0.042,1.549,0.065299311
4189,4,296.26332,-14.84192,16.06,0.07,17.593,0.038,1.533,0.079649231
4203,4,296.24957,-14.86058,16.16,0.05,17.724,0.042,1.564,0.065299311
4373,4,296.13722,-14.8644,16.13,0.05,17.896,0.049,1.766,0.070007142
4673,4,296.24169,-14.79595,16.17,0.04,17.88,0.048,1.71,0.062481997
4741,4,296.20673,-14.86225,16.09,0.07,17.967,0.052,1.877,0.087200917
5473,4,296.26542,-14.92487,15.9,0.04,17.427,0.033,1.527,0.051855569
9458,4,296.15211,-14.78843,15.58,0.05,17.135,0.027,1.555,0.056824291
9461,4,296.26534,-14.92518,15.9,0.04,17.427,0.033,1.527,0.051855569
1556,4,296.16787,-14.75436,15.4,0.05,17.276,0.03,1.876,0.058309519
1722,4,296.26336,-14.70896,15.4,0.06,17.071,0.024,1.671,0.064621978
1740,4,296.2906,-14.69638,15.36,0.04,17.266,0.028,1.906,0.048826222
1746,4,296.19432,-14.82202,15.46,0.06,17.296,0.03,1.836,0.067082039
1751,4,296.17703,-14.7102,15.39,0.04,17.585,0.036,2.195,0.053814496
1759,4,296.23926,-14.83414,15.43,0.07,16.992,0.024,1.562,0.074
1790,4,296.25515,-14.82457,15.46,0.03,17.422,0.033,1.962,0.044598206
1803,4,296.23488,-14.7211,15.37,0.06,17.194,0.026,1.824,0.065391131
1825,4,296.23516,-14.68571,15.41,0.04,16.955,0.022,1.545,0.045650849
1843,4,296.29656,-14.79415,15.44,0.05,17.407,0.033,1.967,0.059908263
1848,4,296.24181,-14.81591,15.38,0.06,17.201,0.028,1.821,0.066211781
1871,4,296.22718,-14.87691,15.43,0.05,17.543,0.037,2.113,0.062201286
1873,4,296.12819,-14.79049,15.41,0.05,17.47,0.035,2.06,0.061032778
1890,4,296.25231,-14.78467,15.36,0.03,17.02,0.024,1.66,0.038418745
1911,4,296.1479,-14.78655,15.38,0.05,17.224,0.029,1.844,0.057801384
1913,4,296.20507,-14.87555,15.45,0.06,17.731,0.043,2.281,0.073817342
1917,4,296.28791,-14.81396,15.39,0.03,17.365,0.032,1.975,0.043863424
1927,4,296.24063,-14.88796,15.39,0.05,17.112,0.026,1.722,0.056356011
1936,4,296.25981,-14.82211,15.42,0.04,17.409,0.033,1.989,0.051855569
1951,4,296.18623,-14.81309,15.36,0.04,17.198,0.028,1.838,0.048826222
1958,4,296.38409,-14.84012,15.37,0.08,17.842,0.038,2.472,0.088566359
1968,4,296.18015,-14.8253,15.45,0.05,17.231,0.029,1.781,0.057801384
1970,4,296.23247,-14.80813,15.42,0.06,17.048,0.025,1.628,0.065
1986,4,296.35571,-14.81935,15.43,0.07,17.585,0.032,2.155,0.076967526
1999,4,296.23206,-14.90148,15.43,0.03,17.136,0.027,1.706,0.040360872
2027,4,296.19947,-14.79926,15.37,0.05,17.226,0.029,1.856,0.057801384
2039,4,296.33063,-14.81121,15.37,0.05,17.489,0.029,2.119,0.057801384
2061,4,296.25065,-14.83883,15.36,0.04,17.076,0.026,1.716,0.047707442
2065,4,296.21512,-14.8475,15.37,0.05,17.156,0.027,1.786,0.056824291
2088,4,296.26926,-14.73877,15.44,0.04,17.458,0.034,2.018,0.052497619
2089,4,296.1596,-14.88224,15.4,0.04,17.318,0.031,1.918,0.050606324
2091,4,296.25367,-14.77368,15.43,0.04,17.206,0.028,1.776,0.048826222
2110,4,296.21536,-14.86096,15.42,0.03,17.556,0.037,2.136,0.047634021
2120,4,296.35687,-14.74817,15.44,0.06,17.254,0.025,1.814,0.065
2129,4,296.24246,-14.84225,15.46,0.05,17.176,0.028,1.716,0.057306195
2131,4,296.24241,-14.67144,15.45,0.08,17.361,0.03,1.911,0.085440037
2168,4,296.17277,-14.75008,15.37,0.07,17.437,0.034,2.067,0.077820306
2172,4,296.3415,-14.71285,15.44,0.06,17.321,0.029,1.881,0.066640828
2175,4,296.21044,-14.81318,15.45,0.03,17.387,0.033,1.937,0.044598206
2180,4,296.31798,-14.84104,15.42,0.04,17.341,0.026,1.921,0.047707442
2188,4,296.24647,-14.89563,15.38,0.04,17.64,0.039,2.26,0.055865911
2193,4,296.16095,-14.85936,15.43,0.05,17.054,0.025,1.624,0.055901699
2200,4,296.29363,-14.72383,15.39,0.06,17.219,0.028,1.829,0.066211781
2273,4,296.2959,-14.78374,15.42,0.05,17.664,0.04,2.244,0.064031242
2278,4,296.22149,-14.81604,15.46,0.05,17.049,0.025,1.589,0.055901699
2282,4,296.22093,-14.80093,15.46,0.07,17.236,0.029,1.776,0.075769387
2287,4,296.27647,-14.78499,15.4,0.07,17.296,0.03,1.896,0.076157731
2295,4,296.25945,-14.83448,15.38,0.05,17.508,0.035,2.128,0.061032778
2303,4,296.31286,-14.75598,15.45,0.05,17.186,0.027,1.736,0.056824291
2305,4,296.23539,-14.86077,15.44,0.07,17.642,0.04,2.202,0.080622577
2311,4,296.16221,-14.86903,15.43,0.04,17.522,0.036,2.092,0.053814496
2355,4,296.20381,-14.84045,15.42,0.06,16.926,0.023,1.506,0.064257295
2725,4,296.05135,-14.86675,15.45,0.07,17.404,0.037,1.954,0.079177017
3530,4,296.20296,-14.76569,15.44,0.04,17.495,0.035,2.055,0.053150729
4202,4,296.20326,-14.76568,15.44,0.04,17.495,0.035,2.055,0.053150729
466,4,296.12876,-14.80718,14.95,0.04,16.794,0.021,1.844,0.045177428
627,4,296.22061,-14.80001,14.26,0.05,16.804,0.021,2.544,0.054230987
636,4,296.22884,-14.80433,14.74,0.04,17.086,0.026,2.346,0.047707442
676,4,296.24717,-14.83917,14.57,0.05,17.106,0.026,2.536,0.056356011
707,4,296.20164,-14.88634,14.34,0.05,16.685,0.019,2.345,0.053488316
722,4,296.22674,-14.75058,14.43,0.05,16.969,0.024,2.539,0.055461698
737,4,296.38275,-14.7522,14.74,0.05,17.007,0.021,2.267,0.054230987
777,4,296.2408,-14.8036,14.45,0.05,16.778,0.02,2.328,0.053851648
785,4,296.23201,-14.83793,14.44,0.06,16.734,0.02,2.294,0.063245553
787,4,296.16398,-14.82744,14.61,0.06,17.105,0.026,2.495,0.065391131
800,4,296.21514,-14.80938,14.48,0.04,17.091,0.026,2.611,0.047707442
806,4,296.24889,-14.76497,14.5,0.04,17.11,0.026,2.61,0.047707442
821,4,296.2819,-14.78802,14.86,0.05,17.08,0.025,2.22,0.055901699
822,4,296.1744,-14.81858,14.63,0.05,16.724,0.02,2.094,0.053851648
852,4,296.31192,-14.72875,14.98,0.05,17.538,0.036,2.558,0.061611687
856,4,296.24409,-14.80405,14.5,0.04,17.057,0.025,2.557,0.047169906
873,4,296.22644,-14.76738,14.85,0.05,17.171,0.028,2.321,0.057306195
877,4,296.17404,-14.87038,14.64,0.03,16.98,0.024,2.34,0.038418745
883,4,296.24146,-14.79171,14.62,0.04,17.185,0.028,2.565,0.048826222
884,4,296.1791,-14.77958,14.82,0.03,17.343,0.031,2.523,0.043139309
892,4,296.36869,-14.74891,14.94,0.04,17.428,0.028,2.488,0.048826222
903,4,296.15623,-14.86099,14.82,0.06,17.108,0.026,2.288,0.065391131
906,4,296.23635,-14.83041,14.94,0.07,17.337,0.031,2.397,0.076557168
907,4,296.33008,-14.76777,14.63,0.03,17.105,0.022,2.475,0.03720215
911,4,296.23877,-14.89657,14.74,0.08,17.085,0.026,2.345,0.084118963
913,4,296.20668,-14.92663,14.53,0.06,16.997,0.024,2.467,0.064621978
915,4,296.165,-14.85327,14.63,0.05,17.217,0.029,2.587,0.057801384
916,4,296.36821,-14.91326,14.53,0.05,16.961,0.02,2.431,0.053851648
917,4,296.23017,-14.81552,14.61,0.05,16.86,0.022,2.25,0.054626001
921,4,296.23009,-14.6512,14.9,0.05,17.422,0.031,2.522,0.058830264
923,4,296.4064,-14.80079,14.82,0.07,17.028,0.021,2.208,0.073082146
924,4,296.30954,-14.80203,14.91,0.05,16.85,0.021,1.94,0.054230987
930,4,296.29047,-14.79542,14.58,0.04,17.081,0.025,2.501,0.047169906
931,4,296.36964,-14.87292,14.63,0.05,17.025,0.021,2.395,0.054230987
933,4,296.28732,-14.79587,14.7,0.04,17.123,0.026,2.423,0.047707442
935,4,296.19778,-14.76335,14.79,0.04,17.175,0.027,2.385,0.048259714
942,4,296.37154,-14.9042,14.54,0.05,17.137,0.023,2.597,0.055036352
946,4,296.3559,-14.72544,14.65,0.04,17.188,0.024,2.538,0.046647615
951,4,296.29422,-14.88469,14.54,0.03,16.906,0.022,2.366,0.03720215
957,4,296.26086,-14.83242,14.57,0.03,16.984,0.024,2.414,0.038418745
961,4,296.28568,-14.87812,14.64,0.04,17.182,0.027,2.542,0.048259714
965,4,296.20722,-14.74505,14.72,0.06,17.006,0.024,2.286,0.064621978
969,4,296.26238,-14.84864,14.76,0.06,16.967,0.023,2.207,0.064257295
971,4,296.11882,-14.84548,15.08,0.06,17.619,0.039,2.539,0.071561163
973,4,296.12699,-14.78975,14.81,0.05,16.835,0.021,2.025,0.054230987
979,4,296.24552,-14.74956,14.8,0.05,16.912,0.022,2.112,0.054626001
991,4,296.21777,-14.78553,15.25,0.09,17.275,0.03,2.025,0.09486833
1005,4,296.22874,-14.8155,14.67,0.05,17.098,0.026,2.428,0.056356011
1008,4,296.24542,-14.85231,14.87,0.02,17.313,0.031,2.443,0.036891733
1010,4,296.20528,-14.77653,14.65,0.05,17.163,0.027,2.513,0.056824291
1014,4,296.11074,-14.76174,14.68,0.04,16.967,0.024,2.287,0.046647615
1021,4,296.24286,-14.81939,14.8,0.04,16.847,0.022,2.047,0.045650849
1046,4,296.24398,-14.79239,14.83,0.04,16.926,0.023,2.096,0.046141088
1050,4,296.15346,-14.88787,14.71,0.05,17.099,0.026,2.389,0.056356011
1052,4,296.20386,-14.86884,14.75,0.04,17.226,0.029,2.476,0.049406477
1055,4,296.21678,-14.81113,14.69,0.06,17.268,0.03,2.578,0.067082039
1058,4,296.25126,-14.82856,14.79,0.04,16.929,0.023,2.139,0.046141088
1072,4,296.25796,-14.90376,14.61,0.04,17.206,0.028,2.596,0.048826222
1075,4,296.14891,-14.78752,14.83,0.04,16.872,0.022,2.042,0.045650849
1076,4,296.23615,-14.74519,14.8,0.06,17.296,0.03,2.496,0.067082039
1077,4,296.34676,-14.91954,14.77,0.06,17.135,0.023,2.365,0.064257295
1090,4,296.15575,-14.74565,15.05,0.06,16.963,0.023,1.913,0.064257295
1093,4,296.21133,-14.81136,14.82,0.05,17.056,0.025,2.236,0.055901699
1100,4,296.24638,-14.86479,15.13,0.04,17.179,0.027,2.049,0.048259714
1116,4,296.1632,-14.89449,14.89,0.05,16.753,0.02,1.863,0.053851648
1117,4,296.21608,-14.79618,14.7,0.05,17.18,0.028,2.48,0.057306195
1123,4,296.11107,-14.85967,14.78,0.07,17.142,0.027,2.362,0.075026662
1124,4,296.22053,-14.85472,14.74,0.04,17.319,0.031,2.579,0.050606324
1129,4,296.26861,-14.72636,14.75,0.04,16.964,0.023,2.214,0.046141088
1149,4,296.20935,-14.88916,14.83,0.06,17.313,0.031,2.483,0.067535176
1155,4,296.10372,-14.7247,14.75,0.05,17.142,0.025,2.392,0.055901699
1163,4,296.26334,-14.73773,14.78,0.03,17.262,0.029,2.482,0.041725292
1183,4,296.40237,-14.8741,15.02,0.04,17.032,0.021,2.012,0.045177428
1184,4,296.23245,-14.89517,14.77,0.05,17.296,0.03,2.526,0.058309519
1189,4,296.27554,-14.85384,14.8,0.03,17.352,0.031,2.552,0.043139309
1192,4,296.13161,-14.85487,14.78,0.06,16.875,0.022,2.095,0.063906181
1202,4,296.2626,-14.84786,14.86,0.08,17.049,0.025,2.189,0.083815273
1205,4,296.20367,-14.95316,15.01,0.04,17.585,0.038,2.575,0.055172457
1214,4,296.27429,-14.80432,14.92,0.06,17.461,0.034,2.541,0.068963759
1217,4,296.19915,-14.81282,14.92,0.05,17.114,0.026,2.194,0.056356011
1219,4,296.04299,-14.7822,15.04,0.08,16.913,0.026,1.873,0.084118963
1232,4,296.2931,-14.77066,15.06,0.03,17.02,0.024,1.96,0.038418745
1235,4,296.26534,-14.83664,15.08,0.04,17.233,0.029,2.153,0.049406477
1237,4,296.2829,-14.78793,14.99,0.06,17.081,0.025,2.091,0.065
1239,4,296.22411,-14.8577,14.9,0.04,17.076,0.026,2.176,0.047707442
1241,4,296.2942,-14.75103,14.82,0.04,17.105,0.026,2.285,0.047707442
1242,4,296.2124,-14.77453,14.8,0.03,17.161,0.028,2.361,0.041036569
1251,4,296.24662,-14.78765,14.84,0.04,17.169,0.027,2.329,0.048259714
1253,4,296.22395,-14.92243,15.16,0.06,17.219,0.028,2.059,0.066211781
1257,4,296.41026,-14.84979,14.83,0.05,17.173,0.023,2.343,0.055036352
1258,4,296.2693,-14.66631,14.94,0.05,16.822,0.02,1.882,0.053851648
1264,4,296.22129,-14.79927,14.75,0.06,17.326,0.031,2.576,0.067535176
1269,4,296.17901,-14.78966,14.99,0.06,16.889,0.022,1.899,0.063906181
1271,4,296.17016,-14.84462,14.8,0.06,17.354,0.032,2.554,0.068
1277,4,296.20027,-14.78031,14.83,0.04,17.036,0.025,2.206,0.047169906
1278,4,296.22874,-14.79237,14.96,0.05,17.208,0.028,2.248,0.057306195
1280,4,296.25097,-14.8278,14.74,0.03,17.317,0.031,2.577,0.043139309
1283,4,296.25833,-14.7883,15.04,0.06,16.874,0.022,1.834,0.063906181
1289,4,296.23892,-14.91002,14.76,0.05,17.06,0.025,2.3,0.055901699
1291,4,296.29618,-14.75769,14.91,0.04,17.179,0.027,2.269,0.048259714
1293,4,296.28778,-14.77112,14.79,0.06,17.224,0.028,2.434,0.066211781
1294,4,296.22651,-14.80843,15.01,0.07,17.623,0.039,2.613,0.080131143
1300,4,296.20544,-14.81281,14.82,0.03,17.205,0.029,2.385,0.041725292
1307,4,296.22766,-14.81381,14.85,0.05,17.083,0.026,2.233,0.056356011
1320,4,296.20975,-14.7601,15.27,0.05,17.493,0.035,2.223,0.061032778
1323,4,296.18863,-14.92026,15.07,0.04,17.494,0.035,2.424,0.053150729
1324,4,296.25633,-14.8074,14.97,0.04,17.424,0.034,2.454,0.052497619
1332,4,296.13826,-14.72316,14.96,0.05,17.227,0.027,2.267,0.056824291
1333,4,296.15382,-14.88829,14.94,0.06,17.216,0.029,2.276,0.066640828
1340,4,296.23021,-14.81395,15.07,0.06,17.144,0.027,2.074,0.065795137
1347,4,296.0513,-14.72687,14.9,0.05,17.414,0.037,2.514,0.062201286
1349,4,296.28305,-14.7559,14.88,0.05,17.144,0.027,2.264,0.056824291
1356,4,296.26468,-14.89052,14.89,0.06,16.813,0.021,1.923,0.06356886
1357,4,296.25795,-14.84268,14.93,0.07,17.395,0.032,2.465,0.076967526
1362,4,296.10954,-14.9329,15.01,0.04,17.407,0.033,2.397,0.051855569
1370,4,296.21737,-14.84062,14.89,0.07,17.181,0.028,2.291,0.075392307
1378,4,296.16488,-14.82941,15.04,0.04,17.588,0.038,2.548,0.055172457
1379,4,296.2089,-14.7879,14.99,0.05,17.08,0.026,2.09,0.056356011
1386,4,296.22855,-14.77694,15.13,0.04,17.473,0.035,2.343,0.053150729
1389,4,296.20208,-14.84781,14.86,0.02,17.178,0.028,2.318,0.034409301
1398,4,296.17939,-14.74265,15.21,0.07,17.415,0.033,2.205,0.07738863
1400,4,296.17654,-14.86408,15.06,0.05,17.134,0.027,2.074,0.056824291
1401,4,296.33766,-14.8337,14.95,0.05,17.25,0.025,2.3,0.055901699
1402,4,296.20473,-14.84915,15.01,0.03,17.306,0.031,2.296,0.043139309
1410,4,296.3659,-14.85248,15,0.05,17.293,0.025,2.293,0.055901699
1413,4,296.24642,-14.84606,15.05,0.02,17.048,0.025,1.998,0.032015621
1416,4,296.25978,-14.80236,14.92,0.05,17.507,0.036,2.587,0.061611687
1417,4,296.27955,-14.80413,14.86,0.08,17.302,0.03,2.442,0.085440037
1418,4,296.23857,-14.80943,15,0.04,17.401,0.033,2.401,0.051855569
1419,4,296.21425,-14.83777,14.88,0.03,17.352,0.032,2.472,0.043863424
1424,4,296.17184,-14.86569,15.08,0.04,17.105,0.026,2.025,0.047707442
1425,4,296.22901,-14.72473,14.8,0.07,17.227,0.029,2.427,0.075769387
1429,4,296.26591,-14.79216,15,0.06,17.271,0.029,2.271,0.066640828
1430,4,296.19489,-14.88759,14.87,0.04,17.277,0.03,2.407,0.05
1433,4,296.1597,-14.79966,15.22,0.04,17.478,0.035,2.258,0.053150729
1434,4,296.15109,-14.72699,15.18,0.07,16.872,0.022,1.692,0.073375745
1439,4,296.17963,-14.73701,15,0.05,17.065,0.025,2.065,0.055901699
1440,4,296.24443,-14.81048,15.01,0.05,16.872,0.022,1.862,0.054626001
1441,4,296.37384,-14.66094,15.11,0.07,17.124,0.025,2.014,0.074330344
1443,4,296.26811,-14.76748,15.04,0.05,17.421,0.033,2.381,0.059908263
1445,4,296.16864,-14.8778,14.97,0.05,17.222,0.029,2.252,0.057801384
1447,4,296.23476,-14.84753,15.05,0.06,17.252,0.029,2.202,0.066640828
1448,4,296.26245,-14.78598,14.97,0.05,17.494,0.035,2.524,0.061032778
1452,4,296.21085,-14.81538,14.99,0.04,17.309,0.031,2.319,0.050606324
1454,4,296.24866,-14.7263,15.1,0.05,17.089,0.026,1.989,0.056356011
1456,4,296.25962,-14.81533,14.97,0.03,17.428,0.033,2.458,0.044598206
1464,4,296.21797,-14.82086,14.86,0.05,17.295,0.031,2.435,0.058830264
1465,4,296.20288,-14.70022,15,0.05,17.115,0.025,2.115,0.055901699
1466,4,296.30119,-14.77902,15.05,0.03,17.097,0.026,2.047,0.039698866
1478,4,296.4363,-14.89512,15.1,0.1,17.176,0.023,2.076,0.102610916
1484,4,296.27037,-14.78264,15.13,0.04,17.2,0.028,2.07,0.048826222
1492,4,296.25845,-14.79129,15.02,0.03,17.287,0.03,2.267,0.042426407
1500,4,296.17882,-14.86864,15.12,0.04,17.478,0.035,2.358,0.053150729
1505,4,296.19457,-14.84272,15.01,0.06,17.014,0.024,2.004,0.064621978
1510,4,296.2087,-14.74436,15.2,0.05,17.189,0.028,1.989,0.057306195
1522,4,296.1855,-14.88978,14.98,0.04,17.399,0.033,2.419,0.051855569
1523,4,296.10027,-14.78661,15.02,0.05,17.526,0.036,2.506,0.061611687
1529,4,296.23816,-14.74919,15.34,0.06,17.261,0.029,1.921,0.066640828
1530,4,296.25371,-14.72384,15.06,0.05,17.296,0.03,2.236,0.058309519
1532,4,296.31402,-14.78391,14.97,0.05,17.388,0.032,2.418,0.059363288
1534,4,296.2169,-14.7967,15.1,0.05,17.395,0.033,2.295,0.059908263
1537,4,296.33694,-14.81522,15.12,0.05,16.98,0.02,1.86,0.053851648
1540,4,296.22628,-14.84654,14.94,0.07,17.348,0.032,2.408,0.076967526
1542,4,296.30706,-14.78427,15.25,0.05,16.947,0.023,1.697,0.055036352
1548,4,296.07839,-14.78974,15.07,0.07,17.478,0.039,2.408,0.080131143
1553,4,296.1594,-14.76772,14.92,0.04,17.027,0.025,2.107,0.047169906
1563,4,296.27444,-14.72493,15.12,0.04,17.194,0.028,2.074,0.048826222
1564,4,296.33714,-14.85053,15.24,0.05,16.924,0.02,1.684,0.053851648
1574,4,296.20985,-14.92999,14.84,0.05,17.069,0.025,2.229,0.055901699
1576,4,296.15944,-14.73332,15.28,0.04,17.518,0.036,2.238,0.053814496
1577,4,296.22402,-14.8628,15.09,0.04,17.164,0.027,2.074,0.048259714
1579,4,296.20544,-14.74997,15.21,0.05,17.302,0.03,2.092,0.058309519
1582,4,296.2072,-14.78586,15.27,0.04,17.14,0.027,1.87,0.048259714
1588,4,296.11073,-14.72588,15.15,0.09,17.149,0.025,1.999,0.093407708
1589,4,296.23191,-14.91883,15.11,0.05,17.301,0.03,2.191,0.058309519
1592,4,296.29236,-14.71469,15.01,0.04,17.307,0.029,2.297,0.049406477
1594,4,296.11526,-14.76965,15.05,0.08,17.238,0.029,2.188,0.085094066
1596,4,296.40191,-14.73825,15.24,0.11,17.645,0.033,2.405,0.114843372
1601,4,296.23078,-14.7844,15.23,0.05,17.3,0.03,2.07,0.058309519
1610,4,296.20897,-14.76994,15.26,0.07,17.025,0.025,1.765,0.074330344
1612,4,296.2038,-14.69834,15.26,0.04,17.681,0.039,2.421,0.055865911
1614,4,296.31979,-14.90845,15.21,0.04,17.55,0.031,2.34,0.050606324
1615,4,296.2361,-14.74335,15.22,0.05,17.009,0.024,1.789,0.055461698
1621,4,296.23869,-14.84006,15.2,0.06,17.636,0.04,2.436,0.072111026
1625,4,296.26473,-14.85253,15.31,0.04,17.228,0.028,1.918,0.048826222
1628,4,296.20576,-14.78878,15.18,0.05,17.141,0.027,1.961,0.056824291
1640,4,296.284,-14.75061,15.25,0.06,17.209,0.028,1.959,0.066211781
1657,4,296.21692,-14.91228,15.24,0.07,16.887,0.022,1.647,0.073375745
1658,4,296.22234,-14.79683,15.29,0.07,17.489,0.035,2.199,0.078262379
1662,4,296.23857,-14.83908,15.01,0.05,17.429,0.034,2.419,0.060464866
1665,4,296.23455,-14.81916,15.11,0.08,17.196,0.028,2.086,0.08475848
1666,4,296.22741,-14.75796,15.27,0.04,17.281,0.03,2.011,0.05
1671,4,296.17963,-14.85822,15.1,0.05,17.341,0.031,2.241,0.058830264
1672,4,296.24048,-14.83489,14.92,0.03,17.276,0.03,2.356,0.042426407
1674,4,296.31814,-14.73676,15.3,0.06,17.413,0.028,2.113,0.066211781
1677,4,296.29623,-14.82869,15.18,0.03,17.607,0.038,2.427,0.048414874
1678,4,296.27085,-14.81682,15.04,0.06,17.403,0.033,2.363,0.068476273
1680,4,296.19805,-14.71992,15.09,0.04,17.606,0.036,2.516,0.053814496
1683,4,296.22406,-14.82529,15.25,0.04,17.211,0.028,1.961,0.048826222
1684,4,296.28221,-14.73159,15.15,0.04,17.525,0.036,2.375,0.053814496
1690,4,296.13467,-14.67695,15.32,0.06,17.35,0.03,2.03,0.067082039
1697,4,296.21804,-14.92567,15.22,0.04,17.809,0.045,2.589,0.060207973
1709,4,296.21446,-14.7708,15.24,0.06,16.953,0.023,1.713,0.064257295
1711,4,296.15907,-14.81507,15.27,0.05,17.356,0.032,2.086,0.059363288
1714,4,296.14553,-14.72429,15.11,0.05,17.694,0.039,2.584,0.063411355
1719,4,296.15554,-14.87867,15.05,0.04,17.625,0.039,2.575,0.055865911
1721,4,296.2992,-14.78675,15.16,0.04,17.337,0.031,2.177,0.050606324
1726,4,296.1611,-14.79555,15.13,0.04,17.577,0.038,2.447,0.055172457
1731,4,296.14632,-14.85584,15.25,0.06,17.599,0.039,2.349,0.071561163
