,ID,RA,Dec,k36mag,e36mag,d36mag,k45mag,e45mag,d45mag,k58mag,e58mag,d58mag,k80mag,e80mag,d80mag,k24mag,e24mag,dstArcSec,RAJ2000,DEJ2000,Jmag,eJmag,Hmag,eHmag,Kmag,eKmag,CMD1region,CMD2region,CMD3region
9880,9881,296.4112,-14.75965,17.74,0.06,0.29,17.27,0.07,0.15,16.04,0.11,-0.05,15.34,0.08,0.71,10.74,0.12,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9881,9882,296.27062,-14.762870000000001,17.55,0.09,0.58,17.27,0.08,0.01,17.86,0.29,-9999.0,15.61,0.13,-9999.0,13.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9884,9885,296.07912000000005,-14.892610000000001,17.48,0.09,0.07,17.27,0.07,0.14,16.3,0.16,-0.21,15.58,0.1,-9999.0,12.35,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9885,9886,296.31961,-14.7494,17.97,0.09,0.78,17.27,0.06,-0.03,17.09,0.21,-9999.0,16.06,0.15,-9999.0,12.61,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9889,9890,296.26914,-14.74526,17.52,0.06,0.22,17.27,0.07,0.32,16.78,0.11,-0.09,15.93,0.16,-9999.0,11.48,0.09,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9891,9892,296.19292,-14.785839999999999,17.17,0.06,0.18,17.27,0.07,0.03,16.67,0.16,0.23,16.29,0.23,-9999.0,12.33,-9999.0,0.28090664758045897,296.19287099999997,-14.785778,18.594,0.087,17.945,0.076,17.522000000000002,0.065,-9999,-9999,6
9892,9893,296.21302000000003,-14.774170000000002,17.16,0.04,1.58,17.27,0.08,1.56,16.64,0.15,0.78,15.95,0.24,-9999.0,13.81,-9999.0,0.243613912698842,296.21295200000003,-14.774185999999998,18.452,0.078,17.589000000000002,0.057,-9999.0,-9999.0,-9999,-9999,6
9893,9894,296.36577,-14.839979999999999,17.38,0.05,0.56,17.27,0.06,0.63,16.72,0.14,0.01,15.96,0.17,-0.09,12.29,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9894,9895,296.36104,-14.80308,17.47,0.05,-0.08,17.27,0.04,-0.15,16.43,0.08,-0.49,16.65,0.27,-9999.0,12.98,-9999.0,0.09044059601508199,296.361023,-14.803060999999998,18.2,0.051,17.687,0.05,17.476,0.059000000000000004,-9999,-9999,6
9895,9896,296.09205,-14.76496,18.01,0.1,0.26,17.27,0.07,0.06,16.74,0.11,-9999.0,16.21,0.12,0.26,12.37,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9896,9897,296.2733,-14.86006,17.24,0.04,0.85,17.27,0.06,0.91,16.19,0.09,0.0,16.25,0.21,0.05,12.64,-9999.0,0.17011011983635596,296.273254,-14.860044,-9999.0,-9999.0,17.695999999999998,0.06,17.522000000000002,0.065,-9999,-9999,6
9897,9898,296.3344,-14.669360000000001,18.02,0.08,-0.03,17.27,0.07,-0.18,16.19,0.12,-9999.0,15.98,0.17,-0.23,12.36,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9898,9899,296.17007,-14.77048,17.3,0.05,0.24,17.27,0.08,0.13,16.88,0.23,0.59,15.93,0.15,0.04,12.34,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9900,9901,296.10642,-14.754489999999999,17.4,0.07,0.23,17.27,0.07,0.06,17.08,0.18,0.25,16.23,0.17,-9999.0,12.54,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9902,9903,296.40751,-14.9126,17.23,0.05,-0.01,17.27,0.12,-0.07,16.48,0.09,-0.46,15.3,0.17,-9999.0,12.38,-9999.0,0.643467450728046,296.407349,-14.912688000000001,18.078,0.046,17.596,0.048,17.578,0.064,-9999,-9999,6
9903,9904,296.19043,-14.7132,17.39,0.04,0.39,17.27,0.07,0.15,16.38,0.13,-0.01,15.72,0.11,-9999.0,12.98,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9904,9905,296.20755,-14.757220000000002,17.39,0.07,0.43,17.27,0.09,0.28,16.74,0.12,0.13,16.34,0.15,-9999.0,10.78,0.11,0.326799202605868,296.207489,-14.757289000000002,18.581,0.086,17.759,0.065,17.364,0.057,-9999,-9999,6
9906,9907,296.29449,-14.901660000000001,17.19,0.05,0.27,17.27,0.1,0.17,16.81,0.14,-9999.0,16.37,0.21,-9999.0,11.98,0.12,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
9907,9908,296.37273999999996,-14.90867,17.65,0.08,0.13,17.27,0.07,0.09,16.4,0.08,-0.25,15.97,0.15,-9999.0,11.66,0.19,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,6
