ID,RA,Dec,Jmag,eJmag,Kmag,eKmag,jMINUSk,ERRORjMINUSk
7374,296.21847,-14.66504,18.143,0.056,17.244,0.045,0.899,0.0718401
7381,296.2033,-14.75621,18.072,0.056,17.167,0.048,0.905,0.073756356
7382,296.37204,-14.7347,18.183,0.05,17.199,0.047,0.984,0.068622154
7389,296.33262,-14.8736,18.135,0.048,17.125,0.044,1.01,0.065115282
7392,296.11503,-14.90345,18.059,0.056,17.124,0.046,0.935,0.072470684
7393,296.35573,-14.73112,18.112,0.047,17.172,0.046,0.94,0.065764732
7405,296.121,-14.66855,17.93,0.047,17.025,0.038,0.905,0.060440053
7409,296.32063,-14.69372,18.135,0.058,17.169,0.042,0.966,0.071610055
7411,296.17311,-14.71794,18.217,0.06,17.276,0.047,0.941,0.076216796
7416,296.24302,-14.7921,18.171,0.061,17.274,0.053,0.897,0.080808415
7425,296.05746,-14.76456,18.174,0.069,17.283,0.056,0.891,0.088865066
7435,296.21028,-14.7683,18.073,0.057,17.12,0.046,0.953,0.07324616
7463,296.27013,-14.75852,17.901,0.048,16.876,0.039,1.025,0.061846584
7467,296.24941,-14.76875,18.26,0.065,17.363,0.057,0.897,0.086452299
7512,296.36707,-14.84659,18.183,0.05,17.279,0.05,0.904,0.070710678
7517,296.22154,-14.87295,18.177,0.061,17.26,0.052,0.917,0.080156098
7559,296.33304,-14.70351,17.861,0.046,16.867,0.032,0.994,0.056035703
7560,296.23754,-14.88458,18.01,0.053,17.09,0.045,0.92,0.069526973
7563,296.31354,-14.86608,18.075,0.055,17.16,0.048,0.915,0.073
7570,296.16663,-14.81996,18.027,0.054,17.011,0.042,1.016,0.068410526
7587,296.13759,-14.89655,18.076,0.057,17.16,0.048,0.916,0.074518454
7596,296.18228,-14.87238,18.011,0.054,16.988,0.041,1.023,0.06780118
7599,296.20604,-14.90864,18.093,0.057,17.057,0.044,1.036,0.072006944
7633,296.10601,-14.69787,18.077,0.053,17.152,0.042,0.925,0.06762396
7646,296.08204,-14.7589,18.106,0.066,17.089,0.059,1.017,0.088526832
7648,296.1633,-14.7318,17.958,0.051,16.938,0.04,1.02,0.064815122
7682,296.2576,-14.70489,18.149,0.057,17.197,0.044,0.952,0.072006944
7722,296.25505,-14.73738,18.001,0.053,16.97,0.042,1.031,0.06762396
7726,296.30359,-14.88367,17.749,0.043,16.823,0.036,0.926,0.0560803
7742,296.37563,-14.66465,18.079,0.055,17.182,0.042,0.897,0.069202601
7753,296.36599,-14.67228,18.256,0.064,17.361,0.049,0.895,0.08060397
7770,296.21728,-14.76832,18.124,0.059,17.225,0.051,0.899,0.077987178
7786,296.28723,-14.88557,18.129,0.058,17.15,0.047,0.979,0.074652528
7798,296.28713,-14.90445,18.015,0.053,17.115,0.046,0.9,0.070178344
7811,296.17528,-14.76423,17.922,0.05,16.882,0.038,1.04,0.062801274
7817,296.20846,-14.74322,18.085,0.057,17.08,0.045,1.005,0.072622311
7828,296.22259,-14.8501,18.142,0.06,17.19,0.049,0.952,0.077466122
7892,296.11948,-14.75709,17.938,0.05,17.024,0.044,0.914,0.066603303
7910,296.24309,-14.80648,18.043,0.055,17.086,0.045,0.957,0.071063352
7911,296.19841,-14.83746,18.113,0.059,17.149,0.048,0.964,0.076059187
7924,296.2172,-14.82492,18.164,0.062,17.222,0.051,0.942,0.080280757
7933,296.09709,-14.81994,18.124,0.059,17.224,0.051,0.9,0.077987178
7934,296.2323,-14.79536,18.089,0.058,17.048,0.044,1.041,0.072801099
7949,296.27299,-14.70946,18.169,0.058,17.225,0.045,0.944,0.073409809
7980,296.18101,-14.72699,18.141,0.059,17.231,0.051,0.91,0.077987178
7997,296.27142,-14.78082,18.165,0.061,17.228,0.052,0.937,0.080156098
8011,296.21899,-14.8707,18.147,0.06,17.187,0.049,0.96,0.077466122
8031,296.25228,-14.85586,18.164,0.06,17.267,0.052,0.897,0.079397733
8035,296.12911,-14.70113,18.191,0.059,17.264,0.046,0.927,0.0748131
8040,296.21215,-14.68904,18.082,0.053,17.181,0.043,0.901,0.068249542
8056,296.21928,-14.82656,18.07,0.057,17.119,0.047,0.951,0.073878278
8077,296.16103,-14.86624,18.107,0.058,17.207,0.05,0.9,0.076576759
8085,296.14763,-14.72417,18.032,0.054,17.096,0.046,0.936,0.070936591
8113,296.20861,-14.75447,17.898,0.049,16.942,0.04,0.956,0.063253458
8118,296.23548,-14.8046,17.981,0.052,17.032,0.043,0.949,0.067475922
8161,296.14306,-14.94528,18.125,0.058,17.211,0.055,0.914,0.07993122
8173,296.32053,-14.78109,18.092,0.047,17.104,0.043,0.988,0.063702433
8223,296.1897,-14.87892,18.069,0.056,17.109,0.046,0.96,0.072470684
8234,296.23823,-14.83689,18.123,0.059,17.231,0.051,0.892,0.077987178
8245,296.23926,-14.77347,18.109,0.058,17.137,0.047,0.972,0.074652528
8249,296.07796,-14.70184,18.243,0.067,17.317,0.048,0.926,0.082419658
8257,296.16259,-14.67855,18.256,0.062,17.366,0.05,0.89,0.079649231
8291,296.16534,-14.74955,18.266,0.066,17.378,0.058,0.888,0.087863531
8300,296.20693,-14.78527,18.082,0.057,17.074,0.045,1.008,0.072622311
8316,296.09739,-14.83317,17.848,0.047,16.876,0.038,0.972,0.060440053
8366,296.40798,-14.73603,18.228,0.052,17.326,0.052,0.902,0.073539105
8385,296.21935,-14.8096,18.095,0.058,17.16,0.048,0.935,0.075286121
8394,296.2469,-14.83812,18.182,0.062,17.206,0.05,0.976,0.079649231
8396,296.17272,-14.66262,18.236,0.061,17.326,0.049,0.91,0.078243211
8408,296.2425,-14.85079,18.193,0.062,17.303,0.054,0.89,0.082219219
8414,296.16035,-14.89411,18.154,0.06,17.18,0.049,0.974,0.077466122
8419,296.18865,-14.80291,18.145,0.06,17.217,0.05,0.928,0.078102497
8481,296.36442,-14.88518,18.17,0.05,17.255,0.049,0.915,0.070007142
8486,296.30524,-14.80822,18.136,0.059,17.161,0.051,0.975,0.077987178
8545,296.22283,-14.76575,18.136,0.06,17.135,0.047,1.001,0.076216796
8615,296.26424,-14.80826,18.138,0.059,17.248,0.051,0.89,0.077987178
8618,296.30444,-14.86065,18.092,0.056,17.187,0.049,0.905,0.074411021
8631,296.06167,-14.89375,18.25,0.074,17.328,0.053,0.922,0.091021975
8641,296.21592,-14.82261,18.176,0.062,17.223,0.051,0.953,0.080280757
8644,296.42189,-14.85998,18.19,0.05,17.252,0.049,0.938,0.070007142
8647,296.23624,-14.85029,18.097,0.058,17.141,0.047,0.956,0.074652528
8721,296.05124,-14.77081,18.063,0.063,17.14,0.048,0.923,0.079202273
8790,296.08447,-14.6751,18.136,0.061,17.202,0.044,0.934,0.075213031
8917,296.25874,-14.93096,17.986,0.052,17.038,0.043,0.948,0.067475922
8927,296.21412,-14.8013,18.129,0.06,17.184,0.049,0.945,0.077466122
9082,296.20458,-14.77751,18.154,0.061,17.244,0.051,0.91,0.079511006
9308,296.10839,-14.77844,18.11,0.058,17.119,0.046,0.991,0.074027022
9361,296.38077,-14.78509,18.114,0.047,17.087,0.042,1.027,0.063031738
9396,296.14005,-14.72341,18.091,0.054,17.184,0.043,0.907,0.069028979
9417,296.21425,-14.76135,18.154,0.061,17.192,0.049,0.962,0.078243211
9446,296.13767,-14.78329,18.243,0.065,17.339,0.056,0.904,0.08579627
9470,296.09124,-14.68895,18.224,0.066,17.308,0.048,0.916,0.081608823
9549,296.16705,-14.85,18.231,0.064,17.298,0.054,0.933,0.083737686
9568,296.08138,-14.82597,18.219,0.072,17.261,0.053,0.958,0.089403579
9605,296.22431,-14.94396,18.236,0.064,17.304,0.059,0.932,0.087045965
9613,296.17039,-14.84752,18.121,0.059,17.141,0.047,0.98,0.075432089
9720,296.39663,-14.81675,18.194,0.05,17.291,0.05,0.903,0.070710678
10474,296.21191,-14.84125,18.185,0.063,17.29,0.054,0.895,0.0829759
10951,296.22275,-14.80257,18.115,0.059,17.174,0.049,0.941,0.076694198
11530,296.23908,-14.82343,18.077,0.057,17.139,0.047,0.938,0.073878278
11708,296.18657,-14.81117,18.248,0.065,17.343,0.056,0.905,0.08579627
11748,296.25436,-14.81575,18.274,0.067,17.358,0.056,0.916,0.087321246
14374,296.13605,-14.83292,18.15,0.06,17.208,0.05,0.942,0.078102497
17764,296.44061,-14.91888,18.225,0.052,17.322,0.051,0.903,0.072835431
1890,296.25231,-14.78467,17.02,0.024,15.977,0.018,1.043,0.03
2284,296.28711,-14.80274,16.969,0.023,15.983,0.018,0.986,0.029206164
2528,296.22431,-14.79222,17.06,0.025,15.96,0.018,1.1,0.030805844
2531,296.23052,-14.79259,17.228,0.029,16.22,0.022,1.008,0.036400549
2546,296.26758,-14.77852,17.077,0.025,16.105,0.02,0.972,0.032015621
2571,296.18283,-14.80785,17.302,0.031,16.272,0.023,1.03,0.038600518
2636,296.20719,-14.81457,17.146,0.027,16.099,0.02,1.047,0.033600595
2670,296.20264,-14.86327,17.273,0.03,16.173,0.021,1.1,0.036619667
2689,296.30953,-14.68244,17.077,0.024,15.994,0.016,1.083,0.02884441
2702,296.13265,-14.79541,17.419,0.033,16.451,0.027,0.968,0.042638011
2762,296.4313,-14.88937,17.335,0.026,16.184,0.02,1.151,0.032802439
2766,296.28157,-14.81253,17.295,0.03,16.224,0.022,1.071,0.03720215
2768,296.23644,-14.79791,17.253,0.029,16.222,0.022,1.031,0.036400549
2770,296.24472,-14.78971,17.038,0.025,16.056,0.019,0.982,0.031400637
2771,296.35422,-14.85556,17.334,0.026,16.218,0.021,1.116,0.03342155
2775,296.26131,-14.724,17.236,0.027,16.274,0.021,0.962,0.034205263
2778,296.22128,-14.82709,17.23,0.029,16.13,0.021,1.1,0.035805028
2785,296.18413,-14.75223,16.961,0.023,15.959,0.018,1.002,0.029206164
2807,296.21644,-14.89522,17.186,0.028,16.234,0.022,0.952,0.035608988
2819,296.22517,-14.86821,17.315,0.031,16.322,0.024,0.993,0.039204592
2851,296.23314,-14.83075,17.391,0.033,16.308,0.024,1.083,0.040804412
2854,296.1965,-14.77091,17.195,0.028,16.115,0.02,1.08,0.034409301
2855,296.29615,-14.84267,17.485,0.034,16.34,0.024,1.145,0.041617304
2869,296.22103,-14.71563,17.194,0.026,16.135,0.018,1.059,0.031622777
2885,296.28341,-14.7894,17.473,0.035,16.454,0.027,1.019,0.044204072
2919,296.20644,-14.8171,17.301,0.031,16.268,0.023,1.033,0.038600518
2920,296.23647,-14.83451,16.979,0.024,15.956,0.018,1.023,0.03
2924,296.30561,-14.85694,17.062,0.025,16.101,0.02,0.961,0.032015621
2951,296.15463,-14.76292,17.145,0.027,16.095,0.02,1.05,0.033600595
2969,296.20308,-14.81118,17.322,0.031,16.164,0.021,1.158,0.03744329
2970,296.24264,-14.83603,17.197,0.028,16.188,0.021,1.009,0.035
3002,296.16652,-14.86605,17.451,0.034,16.279,0.023,1.172,0.041048752
3007,296.25991,-14.68419,17.308,0.029,16.21,0.02,1.098,0.03522783
3019,296.2469,-14.80604,17.647,0.04,16.473,0.027,1.174,0.048259714
3021,296.26671,-14.84572,17.407,0.033,16.305,0.023,1.102,0.040224371
3029,296.25463,-14.78318,17.056,0.025,16.045,0.019,1.011,0.031400637
3036,296.19191,-14.7933,17.347,0.032,16.296,0.023,1.051,0.039408121
3043,296.23727,-14.70597,17.041,0.023,16.054,0.017,0.987,0.028600699
3053,296.24856,-14.7971,17.318,0.031,16.238,0.022,1.08,0.038013156
3055,296.24449,-14.75469,17.25,0.029,16.217,0.022,1.033,0.036400549
3069,296.23875,-14.80599,17.348,0.031,16.247,0.023,1.101,0.038600518
3086,296.16212,-14.82302,17.454,0.034,16.283,0.023,1.171,0.041048752
3090,296.24597,-14.72734,17.148,0.027,16.163,0.021,0.985,0.034205263
3102,296.30185,-14.82227,17.472,0.034,16.392,0.027,1.08,0.043416587
3104,296.27282,-14.73189,17.056,0.025,16.074,0.021,0.982,0.032649655
3107,296.08508,-14.74851,17.309,0.034,16.329,0.033,0.98,0.047381431
3131,296.26008,-14.76679,17.252,0.029,16.221,0.022,1.031,0.036400549
3173,296.23098,-14.75842,17.315,0.031,16.342,0.025,0.973,0.039824616
3174,296.24624,-14.77081,16.954,0.023,15.967,0.018,0.987,0.029206164
3181,296.28207,-14.81271,17.163,0.027,16.197,0.022,0.966,0.03482815
3192,296.33249,-14.89066,17.212,0.024,16.099,0.019,1.113,0.030610456
3200,296.21222,-14.74947,17.226,0.029,16.176,0.021,1.05,0.035805028
3202,296.27473,-14.79691,17.124,0.026,16.105,0.02,1.019,0.032802439
3209,296.42059,-14.74557,17.237,0.024,16.134,0.019,1.103,0.030610456
3211,296.31573,-14.8492,17.632,0.039,16.435,0.026,1.197,0.046872167
3242,296.36936,-14.80463,17.022,0.021,16.052,0.018,0.97,0.027658633
3246,296.21252,-14.82485,17.389,0.033,16.25,0.023,1.139,0.040224371
3249,296.17388,-14.7318,17.335,0.031,16.299,0.023,1.036,0.038600518
3257,296.20596,-14.8135,17.112,0.027,16.075,0.02,1.037,0.033600595
3264,296.15717,-14.78306,17.472,0.035,16.444,0.026,1.028,0.043600459
3266,296.31852,-14.82745,17.525,0.03,16.366,0.023,1.159,0.037802116
3268,296.15898,-14.83647,17.497,0.035,16.336,0.024,1.161,0.04243819
3269,296.16544,-14.83318,17.271,0.03,16.238,0.022,1.033,0.03720215
3278,296.21737,-14.77315,17.243,0.029,16.253,0.023,0.99,0.037013511
3285,296.21252,-14.87303,17.659,0.04,16.472,0.027,1.187,0.048259714
3294,296.19925,-14.74105,17.207,0.028,16.204,0.022,1.003,0.035608988
3298,296.07313,-14.80167,17.622,0.044,16.458,0.03,1.164,0.053254108
3306,296.28022,-14.76358,17.394,0.032,16.45,0.028,0.944,0.042520583
3307,296.21666,-14.77963,17.305,0.031,16.251,0.023,1.054,0.038600518
3310,296.1313,-14.84872,17.24,0.029,16.166,0.021,1.074,0.035805028
3314,296.24747,-14.67172,17.159,0.025,16.147,0.019,1.012,0.031400637
3318,296.22359,-14.77086,17.252,0.029,16.164,0.021,1.088,0.035805028
3321,296.04845,-14.7106,17.184,0.028,16.156,0.019,1.028,0.033837849
3323,296.24571,-14.74392,17.46,0.034,16.371,0.025,1.089,0.042201896
3330,296.33701,-14.81223,17.572,0.031,16.47,0.025,1.102,0.039824616
3331,296.20213,-14.88787,17.309,0.031,16.234,0.022,1.075,0.038013156
3336,296.2851,-14.7442,17.111,0.026,16.15,0.022,0.961,0.034058773
3365,296.30908,-14.79068,17.422,0.033,16.33,0.027,1.092,0.042638011
3366,296.17893,-14.82271,17.33,0.031,16.21,0.022,1.12,0.038013156
3370,296.26772,-14.78112,17.212,0.028,16.188,0.022,1.024,0.035608988
3374,296.16012,-14.80209,17.377,0.032,16.347,0.025,1.03,0.040607881
3375,296.37439,-14.66123,17.404,0.031,16.439,0.023,0.965,0.038600518
3379,296.12987,-14.83232,17.556,0.037,16.494,0.028,1.062,0.046400431
3384,296.25975,-14.74666,17.105,0.026,16.071,0.02,1.034,0.032802439
3385,296.22632,-14.78373,17.222,0.029,16.089,0.02,1.133,0.03522783
3408,296.31229,-14.79546,17.298,0.03,16.26,0.025,1.038,0.039051248
3410,296.23816,-14.83616,17.366,0.032,16.306,0.024,1.06,0.04
3417,296.36875,-14.78839,17.186,0.023,16.137,0.019,1.049,0.029832868
3420,296.20503,-14.82828,17.381,0.033,16.364,0.025,1.017,0.041400483
3432,296.2052,-14.85624,17.242,0.029,16.279,0.023,0.963,0.037013511
3436,296.24984,-14.80629,17.444,0.034,16.263,0.023,1.181,0.041048752
3438,296.28397,-14.76029,17.455,0.034,16.331,0.025,1.124,0.042201896
3458,296.18781,-14.83589,17.376,0.032,16.29,0.023,1.086,0.039408121
3465,296.07359,-14.69076,17.39,0.033,16.259,0.02,1.131,0.038587563
3473,296.27492,-14.67305,17.12,0.025,16.116,0.018,1.004,0.030805844
3477,296.20493,-14.78268,17.037,0.025,16.061,0.019,0.976,0.031400637
3485,296.39058,-14.87256,17.484,0.029,16.305,0.022,1.179,0.036400549
3491,296.26892,-14.79863,17.457,0.034,16.325,0.024,1.132,0.041617304
3496,296.29883,-14.81189,17.452,0.034,16.473,0.027,0.979,0.043416587
3504,296.26352,-14.801,17.166,0.027,16.216,0.022,0.95,0.03482815
3509,296.34278,-14.83922,17.418,0.028,16.403,0.024,1.015,0.036878178
3511,296.22498,-14.84514,17.454,0.035,16.432,0.026,1.022,0.043600459
3549,296.27614,-14.73747,17.378,0.032,16.362,0.027,1.016,0.041868843
3558,296.15841,-14.79742,17.227,0.029,16.212,0.022,1.015,0.036400549
3563,296.21309,-14.78353,17.373,0.032,16.364,0.025,1.009,0.040607881
3569,296.20879,-14.85432,17.221,0.029,16.134,0.021,1.087,0.035805028
3570,296.22804,-14.82843,17.54,0.037,16.47,0.027,1.07,0.04580393
3571,296.10427,-14.73529,17.261,0.029,16.162,0.021,1.099,0.035805028
3577,296.40564,-14.758,17.385,0.027,16.303,0.022,1.082,0.03482815
3580,296.07356,-14.8165,17.144,0.03,16.04,0.02,1.104,0.036055513
3597,296.22613,-14.77627,17.338,0.032,16.341,0.024,0.997,0.04
3605,296.24943,-14.79197,17.327,0.031,16.337,0.024,0.99,0.039204592
3618,296.19765,-14.8993,17.107,0.026,16.098,0.02,1.009,0.032802439
3621,296.1739,-14.92962,17.362,0.032,16.301,0.024,1.061,0.04
3622,296.26266,-14.83748,17.44,0.034,16.297,0.023,1.143,0.041048752
3626,296.13577,-14.73894,17.497,0.035,16.452,0.027,1.045,0.044204072
3630,296.23334,-14.77602,17.209,0.028,16.124,0.02,1.085,0.034409301
3632,296.22333,-14.79894,17.436,0.034,16.353,0.025,1.083,0.042201896
3639,296.18267,-14.86585,17.396,0.033,16.332,0.024,1.064,0.040804412
3643,296.30791,-14.84977,17.418,0.033,16.413,0.026,1.005,0.042011903
3645,296.16045,-14.78416,17.327,0.031,16.184,0.021,1.143,0.03744329
3649,296.10986,-14.72491,17.377,0.03,16.334,0.022,1.043,0.03720215
3657,296.16186,-14.85839,17.426,0.034,16.358,0.025,1.068,0.042201896
3670,296.24992,-14.74356,17.201,0.028,16.224,0.023,0.977,0.036235342
3676,296.28611,-14.92115,17.386,0.032,16.309,0.024,1.077,0.04
3677,296.21548,-14.83459,17.326,0.031,16.257,0.023,1.069,0.038600518
3678,296.23258,-14.74911,17.379,0.032,16.381,0.025,0.998,0.040607881
3682,296.15853,-14.80779,17.63,0.039,16.423,0.026,1.207,0.046872167
3686,296.23531,-14.75164,17.204,0.028,16.216,0.022,0.988,0.035608988
3687,296.11748,-14.81466,17.564,0.037,16.436,0.026,1.128,0.045221676
3702,296.18545,-14.82982,17.528,0.036,16.418,0.026,1.11,0.044407207
3708,296.43444,-14.83468,17.483,0.029,16.324,0.023,1.159,0.037013511
3709,296.2348,-14.75042,17.226,0.029,16.239,0.023,0.987,0.037013511
3712,296.27344,-14.80854,17.578,0.037,16.42,0.026,1.158,0.045221676
3717,296.18739,-14.91468,17.301,0.03,16.291,0.023,1.01,0.037802116
3719,296.38001,-14.81922,17.404,0.028,16.421,0.024,0.983,0.036878178
3723,296.22792,-14.76913,17.226,0.029,16.195,0.022,1.031,0.036400549
3724,296.21748,-14.73901,17.408,0.033,16.274,0.023,1.134,0.040224371
3730,296.22434,-14.69049,17.241,0.027,16.226,0.02,1.015,0.033600595
3733,296.17833,-14.84342,17.358,0.032,16.404,0.026,0.954,0.041231056
3735,296.1896,-14.7997,17.369,0.032,16.274,0.023,1.095,0.039408121
3737,296.07271,-14.85657,17.547,0.042,16.473,0.026,1.074,0.049396356
3766,296.29167,-14.93724,17.436,0.033,16.479,0.028,0.957,0.04327817
3767,296.19598,-14.83562,17.453,0.034,16.377,0.025,1.076,0.042201896
3769,296.24211,-14.75359,17.428,0.033,16.453,0.027,0.975,0.042638011
3772,296.38142,-14.72788,17.516,0.03,16.418,0.025,1.098,0.039051248
3782,296.179,-14.88167,17.517,0.036,16.396,0.025,1.121,0.043829214
3791,296.31528,-14.84249,17.352,0.031,16.291,0.024,1.061,0.039204592
3792,296.25562,-14.79498,17.317,0.031,16.28,0.023,1.037,0.038600518
3794,296.16875,-14.78432,17.467,0.035,16.472,0.027,0.995,0.044204072
3795,296.32718,-14.80459,17.231,0.024,16.201,0.021,1.03,0.031890437
3803,296.16045,-14.85114,17.335,0.031,16.372,0.025,0.963,0.039824616
3811,296.37474,-14.76264,17.504,0.03,16.355,0.023,1.149,0.037802116
3812,296.2516,-14.93109,17.573,0.037,16.477,0.027,1.096,0.04580393
3813,296.30505,-14.9379,17.308,0.03,16.261,0.023,1.047,0.037802116
3819,296.22426,-14.79527,17.375,0.032,16.354,0.025,1.021,0.040607881
3831,296.12747,-14.73369,17.563,0.037,16.415,0.026,1.148,0.045221676
3832,296.27418,-14.80017,17.574,0.037,16.403,0.026,1.171,0.045221676
3844,296.18294,-14.8417,17.344,0.031,16.297,0.023,1.047,0.038600518
3854,296.15395,-14.85235,17.523,0.036,16.47,0.027,1.053,0.045
3859,296.15501,-14.70443,17.617,0.037,16.46,0.024,1.157,0.044102154
3865,296.25552,-14.76187,17.528,0.036,16.46,0.027,1.068,0.045
3879,296.24954,-14.8365,17.561,0.037,16.481,0.027,1.08,0.04580393
3883,296.26321,-14.84881,17.286,0.03,16.265,0.023,1.021,0.037802116
3885,296.2939,-14.70877,17.537,0.034,16.344,0.022,1.193,0.040496913
3886,296.34203,-14.8222,17.481,0.029,16.401,0.024,1.08,0.03764306
3889,296.3414,-14.81744,17.62,0.032,16.499,0.026,1.121,0.041231056
3898,296.28313,-14.8049,17.327,0.031,16.317,0.024,1.01,0.039204592
3913,296.44288,-14.8602,17.146,0.023,16.159,0.02,0.987,0.030479501
3915,296.28586,-14.91176,17.441,0.033,16.403,0.025,1.038,0.041400483
3916,296.17834,-14.86181,17.517,0.036,16.433,0.026,1.084,0.044407207
3918,296.20295,-14.79555,17.335,0.031,16.366,0.025,0.969,0.039824616
3922,296.27104,-14.84014,17.45,0.034,16.39,0.025,1.06,0.042201896
3927,296.23744,-14.78146,17.365,0.032,16.423,0.026,0.942,0.041231056
3933,296.29324,-14.80497,17.395,0.032,16.283,0.023,1.112,0.039408121
3934,296.30633,-14.79541,17.443,0.034,16.416,0.027,1.027,0.043416587
3936,296.24567,-14.78655,17.585,0.038,16.459,0.027,1.126,0.046615448
3947,296.40044,-14.8268,17.446,0.028,16.281,0.022,1.165,0.035608988
3951,296.20826,-14.79721,17.674,0.041,16.454,0.027,1.22,0.049091751
3957,296.2175,-14.77433,17.358,0.032,16.322,0.024,1.036,0.04
3966,296.33467,-14.75331,17.434,0.028,16.427,0.025,1.007,0.037536649
3968,296.25613,-14.83089,17.403,0.033,16.44,0.026,0.963,0.042011903
3970,296.1635,-14.73266,17.497,0.035,16.438,0.026,1.059,0.043600459
3971,296.17536,-14.72337,17.392,0.031,16.328,0.021,1.064,0.03744329
3973,296.29099,-14.836,17.487,0.035,16.437,0.026,1.05,0.043600459
3976,296.14437,-14.93116,17.52,0.036,16.411,0.026,1.109,0.044407207
3993,296.15734,-14.86393,17.318,0.031,16.265,0.023,1.053,0.038600518
4000,296.19157,-14.89288,17.543,0.037,16.433,0.026,1.11,0.045221676
4001,296.35604,-14.76391,17.555,0.031,16.453,0.025,1.102,0.039824616
4006,296.23555,-14.8039,17.468,0.034,16.468,0.027,1,0.043416587
4008,296.24466,-14.85735,17.527,0.036,16.42,0.026,1.107,0.044407207
4012,296.14288,-14.8234,17.388,0.033,16.406,0.026,0.982,0.042011903
4019,296.24991,-14.80711,17.441,0.034,16.456,0.027,0.985,0.043416587
4028,296.21751,-14.79737,17.524,0.037,16.447,0.027,1.077,0.04580393
4035,296.17548,-14.85691,17.48,0.035,16.463,0.027,1.017,0.044204072
4043,296.25524,-14.8511,17.209,0.028,16.221,0.022,0.988,0.035608988
4050,296.15959,-14.91735,17.512,0.036,16.495,0.027,1.017,0.045
4062,296.39803,-14.79171,17.468,0.029,16.446,0.025,1.022,0.038288379
4076,296.12042,-14.74852,17.55,0.037,16.473,0.028,1.077,0.046400431
4079,296.25845,-14.82429,17.362,0.032,16.353,0.024,1.009,0.04
4087,296.22791,-14.92882,17.586,0.038,16.488,0.027,1.098,0.046615448
4089,296.19898,-14.85394,17.486,0.035,16.432,0.026,1.054,0.043600459
4096,296.22429,-14.81208,17.551,0.037,16.48,0.027,1.071,0.04580393
4099,296.19884,-14.83217,17.305,0.031,16.249,0.023,1.056,0.038600518
4103,296.29508,-14.82678,17.579,0.037,16.39,0.025,1.189,0.044654227
4112,296.15387,-14.70905,17.288,0.028,16.306,0.021,0.982,0.035
4119,296.25533,-14.92045,17.404,0.033,16.337,0.024,1.067,0.040804412
4136,296.25086,-14.71586,17.24,0.027,16.215,0.02,1.025,0.033600595
4137,296.20391,-14.77903,17.407,0.033,16.395,0.025,1.012,0.041400483
4138,296.27955,-14.71407,17.613,0.036,16.484,0.024,1.129,0.043266615
4147,296.27517,-14.65322,17.484,0.033,16.452,0.024,1.032,0.040804412
4151,296.16174,-14.8097,17.383,0.032,16.429,0.026,0.954,0.041231056
4164,296.38586,-14.82327,17.507,0.03,16.443,0.025,1.064,0.039051248
4171,296.2103,-14.74718,17.437,0.034,16.304,0.023,1.133,0.041048752
4176,296.25359,-14.70056,17.511,0.034,16.375,0.022,1.136,0.040496913
4190,296.27123,-14.82168,17.474,0.035,16.418,0.026,1.056,0.043600459
4192,296.30979,-14.8204,17.514,0.035,16.466,0.029,1.048,0.045453273
4196,296.12274,-14.87258,17.531,0.037,16.482,0.027,1.049,0.04580393
4200,296.39879,-14.87402,17.304,0.026,16.274,0.022,1.03,0.034058773
4201,296.22187,-14.82761,17.388,0.033,16.382,0.025,1.006,0.041400483
4221,296.18272,-14.86347,17.324,0.031,16.271,0.023,1.053,0.038600518
4231,296.39228,-14.8909,17.492,0.029,16.354,0.023,1.138,0.037013511
4234,296.30087,-14.81719,17.398,0.032,16.376,0.026,1.022,0.041231056
4284,296.13421,-14.70899,17.268,0.028,16.191,0.019,1.077,0.033837849
4288,296.24772,-14.72303,17.624,0.037,16.493,0.024,1.131,0.044102154
4309,296.36608,-14.81582,17.44,0.028,16.385,0.024,1.055,0.036878178
4310,296.26745,-14.77293,17.477,0.035,16.435,0.026,1.042,0.043600459
4313,296.23578,-14.82224,17.493,0.035,16.406,0.025,1.087,0.043011626
4325,296.26014,-14.88334,17.63,0.039,16.498,0.027,1.132,0.047434165
4331,296.2183,-14.85016,17.567,0.038,16.471,0.027,1.096,0.046615448
4340,296.22507,-14.80392,17.424,0.034,16.337,0.024,1.087,0.041617304
4342,296.1612,-14.80636,17.467,0.035,16.405,0.026,1.062,0.043600459
4358,296.23264,-14.81016,17.408,0.033,16.446,0.026,0.962,0.042011903
4396,296.17714,-14.65235,17.605,0.036,16.452,0.024,1.153,0.043266615
4408,296.19479,-14.81386,17.419,0.033,16.434,0.026,0.985,0.042011903
4409,296.24302,-14.72393,17.466,0.032,16.478,0.024,0.988,0.04
4423,296.17801,-14.79446,17.59,0.038,16.47,0.027,1.12,0.046615448
4424,296.17975,-14.86769,17.387,0.033,16.326,0.024,1.061,0.040804412
4459,296.24779,-14.90707,17.504,0.035,16.465,0.027,1.039,0.044204072
4470,296.26206,-14.66354,17.544,0.034,16.476,0.024,1.068,0.041617304
4538,296.22256,-14.77081,17.147,0.027,16.182,0.022,0.965,0.03482815
4549,296.23332,-14.808,17.538,0.037,16.465,0.027,1.073,0.04580393
4586,296.36325,-14.88085,17.439,0.028,16.435,0.025,1.004,0.037536649
4604,296.19501,-14.84693,17.468,0.035,16.414,0.026,1.054,0.043600459
4626,296.22391,-14.814,17.517,0.036,16.488,0.028,1.029,0.045607017
