ID,CMD2region,RA,Dec,k36mag,e36mag,Jmag,eJmag,jMINUSthreesix,ERRORjMINUSthreesix
4561,1,296.27419,-14.93226,16.37,0.04,17.133,0.026,0.763,0.047707442
4572,1,296.07154,-14.81477,16.48,0.04,17.189,0.031,0.709,0.050606324
4577,1,296.13304,-14.82316,16.52,0.06,17.181,0.028,0.661,0.066211781
4595,1,296.10435,-14.89357,16.39,0.07,17.173,0.027,0.783,0.075026662
4609,1,296.15035,-14.67626,16.74,0.09,17.167,0.026,0.427,0.093680307
4615,1,296.16717,-14.84199,16.43,0.07,16.851,0.022,0.421,0.073375745
4616,1,296.07255,-14.84035,16.48,0.05,17.197,0.032,0.717,0.059363288
4618,1,296.39594,-14.77721,16.41,0.04,17.012,0.021,0.602,0.045177428
4619,1,296.08013,-14.7,16.34,0.05,16.86,0.022,0.52,0.054626001
4623,1,296.12675,-14.89676,16.43,0.05,16.797,0.021,0.367,0.054230987
4631,1,296.40094,-14.80677,16.6,0.06,17.36,0.027,0.76,0.065795137
4634,1,296.20556,-14.7345,16.43,0.06,17.066,0.025,0.636,0.065
4635,1,296.25804,-14.69373,16.51,0.06,17.063,0.024,0.553,0.064621978
4664,1,296.12037,-14.93698,16.42,0.07,16.464,0.016,0.044,0.071805292
4666,1,296.39755,-14.85913,16.45,0.05,17.035,0.021,0.585,0.054230987
4669,1,296.39176,-14.8542,16.34,0.06,16.836,0.018,0.496,0.062641839
4677,1,296.14257,-14.70647,16.46,0.04,16.886,0.021,0.426,0.045177428
4694,1,296.39939,-14.87515,16.4,0.07,16.919,0.019,0.519,0.072532751
4703,1,296.40856,-14.80801,16.44,0.05,17.029,0.021,0.589,0.054230987
4715,1,296.0733,-14.72134,16.35,0.07,16.941,0.024,0.591,0.074
4732,1,296.1087,-14.73527,16.48,0.04,16.927,0.023,0.447,0.046141088
4734,1,296.27313,-14.73105,16.5,0.04,17.323,0.031,0.823,0.050606324
4740,1,296.34143,-14.78467,16.34,0.06,16.934,0.02,0.594,0.063245553
4749,1,296.16827,-14.80885,16.45,0.06,17.266,0.03,0.816,0.067082039
4751,1,296.09025,-14.74121,16.45,0.06,17.118,0.026,0.668,0.065391131
4753,1,296.25978,-14.64714,16.86,0.15,16.855,0.02,-0.005,0.15132746
4763,1,296.20804,-14.77298,16.4,0.06,16.745,0.02,0.345,0.063245553
4774,1,296.36564,-14.84712,16.44,0.05,17.127,0.023,0.687,0.055036352
4775,1,296.13692,-14.89232,16.55,0.07,16.841,0.021,0.291,0.073082146
4778,1,296.23044,-14.71726,16.36,0.06,17.006,0.023,0.646,0.064257295
4795,1,296.17514,-14.90863,16.39,0.04,17.023,0.025,0.633,0.047169906
4804,1,296.20572,-14.68466,16.39,0.05,16.891,0.021,0.501,0.054230987
4810,1,296.27505,-14.67963,16.97,0.12,17.639,0.037,0.669,0.125574679
4811,1,296.29981,-14.7303,16.43,0.04,17.031,0.024,0.601,0.046647615
4816,1,296.15748,-14.72258,16.45,0.07,16.934,0.022,0.484,0.073375745
4817,1,296.12594,-14.80878,17.05,0.1,17.719,0.042,0.669,0.108461975
4828,1,296.36558,-14.85487,16.4,0.06,17.192,0.024,0.792,0.064621978
4831,1,296.26022,-14.76254,16.48,0.06,16.849,0.021,0.369,0.06356886
4835,1,296.04709,-14.79294,16.34,0.03,16.863,0.025,0.523,0.039051248
4837,1,296.37423,-14.92232,16.45,0.05,17.056,0.022,0.606,0.054626001
4839,1,296.16634,-14.79637,16.41,0.05,16.928,0.023,0.518,0.055036352
4841,1,296.39231,-14.89165,16.57,0.06,16.83,0.018,0.26,0.062641839
4842,1,296.2693,-14.67479,16.49,0.08,16.954,0.022,0.464,0.082969874
4847,1,296.17299,-14.81173,17.03,0.11,17.633,0.04,0.603,0.117046999
4854,1,296.2893,-14.86698,16.43,0.04,17.096,0.026,0.666,0.047707442
4861,1,296.11428,-14.91649,16.42,0.04,17.102,0.026,0.682,0.047707442
4867,1,296.22145,-14.80129,16.53,0.1,16.947,0.023,0.417,0.102610916
4884,1,296.30507,-14.88918,16.41,0.05,16.855,0.021,0.445,0.054230987
4904,1,296.44069,-14.88248,16.53,0.04,16.921,0.02,0.391,0.04472136
4909,1,296.21343,-14.85585,16.34,0.04,17.001,0.024,0.661,0.046647615
4913,1,296.14308,-14.74593,16.51,0.04,17.06,0.025,0.55,0.047169906
4920,1,296.4143,-14.8675,16.41,0.04,16.809,0.018,0.399,0.043863424
4924,1,296.02841,-14.68117,16.68,0.06,16.973,0.024,0.293,0.064621978
4925,1,296.06901,-14.81722,16.38,0.04,16.839,0.024,0.459,0.046647615
4935,1,296.20801,-14.85071,16.55,0.06,17.01,0.024,0.46,0.064621978
4949,1,296.04404,-14.69202,16.56,0.1,17.001,0.025,0.441,0.103077641
4950,1,296.38794,-14.76723,16.53,0.08,17.243,0.024,0.713,0.083522452
4976,1,296.17835,-14.78111,16.39,0.03,16.858,0.022,0.468,0.03720215
4981,1,296.08874,-14.71931,16.49,0.04,17.096,0.027,0.606,0.048259714
4984,1,296.19865,-14.77304,16.39,0.05,16.983,0.024,0.593,0.055461698
4990,1,296.34062,-14.91665,16.4,0.06,16.973,0.02,0.573,0.063245553
5005,1,296.17966,-14.81335,16.6,0.05,17.125,0.027,0.525,0.056824291
5009,1,296.11973,-14.70435,16.4,0.08,16.849,0.02,0.449,0.082462113
5033,1,296.13911,-14.85578,16.99,0.22,17.724,0.043,0.734,0.224162887
5044,1,296.11848,-14.74117,16.5,0.06,17.024,0.024,0.524,0.064621978
5059,1,296.32672,-14.92317,16.56,0.06,17.154,0.023,0.594,0.064257295
5062,1,296.19838,-14.82137,16.78,0.15,17.533,0.037,0.753,0.154495955
5065,1,296.41366,-14.71604,16.54,0.05,16.825,0.02,0.285,0.053851648
5066,1,296.1655,-14.66131,16.51,0.09,17.102,0.024,0.592,0.093145048
5068,1,296.12145,-14.8528,16.47,0.05,17.208,0.028,0.738,0.057306195
5069,1,296.08982,-14.73248,16.47,0.05,17.018,0.027,0.548,0.056824291
5092,1,296.11682,-14.84945,16.48,0.06,16.901,0.022,0.421,0.063906181
5101,1,296.35403,-14.71562,16.64,0.04,17.295,0.029,0.655,0.049406477
5107,1,296.10362,-14.94719,16.35,0.06,16.807,0.021,0.457,0.06356886
5131,1,296.37836,-14.727,16.43,0.07,17.234,0.024,0.804,0.074
5142,1,296.25552,-14.78717,16.47,0.04,17.147,0.027,0.677,0.048259714
5144,1,296.32795,-14.83023,16.55,0.05,17.026,0.021,0.476,0.054230987
5147,1,296.29892,-14.84511,16.44,0.06,16.933,0.023,0.493,0.064257295
5153,1,296.18351,-14.68031,16.8,0.07,17.557,0.035,0.757,0.078262379
5164,1,296.20995,-14.81653,16.49,0.05,16.948,0.023,0.458,0.055036352
5167,1,296.12417,-14.90108,16.55,0.05,17.216,0.028,0.666,0.057306195
5169,1,296.21303,-14.94317,16.49,0.05,16.945,0.023,0.455,0.055036352
5179,1,296.23242,-14.87448,16.42,0.06,17.202,0.028,0.782,0.066211781
5181,1,296.15209,-14.65785,16.55,0.09,16.985,0.022,0.435,0.092649879
5186,1,296.10168,-14.83186,16.68,0.05,16.892,0.022,0.212,0.054626001
5187,1,296.23213,-14.65731,16.69,0.08,17.138,0.025,0.448,0.083815273
5189,1,296.40064,-14.81397,16.48,0.04,16.951,0.02,0.471,0.04472136
5190,1,296.39593,-14.66762,16.68,0.05,17.236,0.027,0.556,0.056824291
5191,1,296.03945,-14.70928,16.46,0.06,16.927,0.023,0.467,0.064257295
5194,1,296.13641,-14.71371,16.49,0.08,17.05,0.023,0.56,0.083240615
5195,1,296.19574,-14.77738,16.52,0.04,17.295,0.03,0.775,0.05
5205,1,296.24225,-14.64579,16.59,0.09,17.087,0.024,0.497,0.093145048
5208,1,296.33991,-14.86929,16.42,0.06,17.027,0.021,0.607,0.06356886
5210,1,296.42876,-14.79561,16.54,0.06,16.926,0.02,0.386,0.063245553
5215,1,296.38776,-14.64325,16.76,0.07,17.311,0.029,0.551,0.075769387
5224,1,296.22621,-14.74423,16.48,0.03,16.993,0.024,0.513,0.038418745
5225,1,296.21129,-14.85954,16.52,0.05,17.158,0.027,0.638,0.056824291
5240,1,296.18139,-14.79047,16.67,0.07,16.715,0.02,0.045,0.072801099
5245,1,296.10596,-14.78093,16.56,0.05,17.172,0.027,0.612,0.056824291
5247,1,296.07931,-14.73748,16.53,0.06,17.244,0.033,0.714,0.068476273
5249,1,296.07207,-14.80617,16.68,0.07,17.03,0.028,0.35,0.075392307
5256,1,296.11789,-14.6946,16.58,0.04,17.065,0.024,0.485,0.046647615
5257,1,296.26457,-14.64832,16.7,0.09,17.05,0.023,0.35,0.092892411
5263,1,296.39499,-14.78293,16.45,0.09,17.109,0.022,0.659,0.092649879
5265,1,296.318,-14.84163,16.54,0.06,17.026,0.021,0.486,0.06356886
5266,1,296.23899,-14.91837,16.41,0.09,16.535,0.017,0.125,0.091591484
5267,1,296.13768,-14.73438,16.63,0.05,17.079,0.025,0.449,0.055901699
5275,1,296.40313,-14.68276,16.84,0.06,17.365,0.03,0.525,0.067082039
5284,1,296.12712,-14.73854,16.55,0.07,17.137,0.027,0.587,0.075026662
5288,1,296.09175,-14.70963,16.47,0.05,17.164,0.026,0.694,0.056356011
5291,1,296.13509,-14.73639,16.36,0.04,17.111,0.026,0.751,0.047707442
5295,1,296.33582,-14.74537,16.59,0.03,17.175,0.023,0.585,0.037802116
5303,1,296.03518,-14.74099,16.62,0.09,16.927,0.026,0.307,0.093680307
5305,1,296.35306,-14.79954,16.49,0.02,16.985,0.02,0.495,0.028284271
5311,1,296.13222,-14.86443,16.4,0.04,16.836,0.021,0.436,0.045177428
5312,1,296.08454,-14.79342,16.34,0.06,17.092,0.029,0.752,0.066640828
5323,1,296.23883,-14.92864,16.48,0.06,17.136,0.027,0.656,0.065795137
5326,1,296.27312,-14.88899,16.52,0.07,17.346,0.031,0.826,0.076557168
5336,1,296.13858,-14.93825,16.4,0.03,16.867,0.022,0.467,0.03720215
5337,1,296.43356,-14.86224,16.65,0.09,17.253,0.025,0.603,0.093407708
5342,1,296.25599,-14.77465,16.57,0.05,16.962,0.023,0.392,0.055036352
5353,1,296.13771,-14.78605,16.55,0.07,16.887,0.022,0.337,0.073375745
5356,1,296.21028,-14.78246,16.57,0.05,16.964,0.024,0.394,0.055461698
5360,1,296.18762,-14.68661,16.61,0.06,17.153,0.025,0.543,0.065
5375,1,296.19473,-14.90536,16.5,0.04,17.205,0.028,0.705,0.048826222
5376,1,296.31438,-14.70542,16.64,0.07,17.268,0.028,0.628,0.075392307
5380,1,296.26812,-14.90516,16.52,0.05,17.346,0.031,0.826,0.058830264
5381,1,296.03891,-14.76012,16.77,0.07,17.178,0.031,0.408,0.076557168
5385,1,296.42746,-14.82557,16.48,0.07,16.805,0.018,0.325,0.072277244
5389,1,296.31298,-14.7096,16.56,0.04,17.046,0.023,0.486,0.046141088
5409,1,296.41385,-14.81678,16.6,0.06,17.338,0.026,0.738,0.065391131
5413,1,296.10886,-14.76222,16.48,0.04,17.19,0.028,0.71,0.048826222
5418,1,296.30695,-14.7403,16.45,0.05,16.969,0.023,0.519,0.055036352
5423,1,296.12174,-14.74439,16.52,0.04,16.912,0.022,0.392,0.045650849
5428,1,296.23538,-14.68905,16.6,0.04,17.075,0.024,0.475,0.046647615
5430,1,296.15661,-14.66442,16.88,0.05,17.24,0.027,0.36,0.056824291
5435,1,296.37055,-14.87986,16.6,0.07,17.111,0.022,0.511,0.073375745
5438,1,296.15761,-14.83191,16.57,0.07,17.041,0.025,0.471,0.074330344
5447,1,296.04707,-14.77311,16.54,0.03,17.064,0.028,0.524,0.041036569
5454,1,296.10443,-14.91229,16.48,0.05,17.314,0.031,0.834,0.058830264
5472,1,296.23819,-14.95123,16.65,0.04,17.014,0.024,0.364,0.046647615
5482,1,296.31659,-14.92065,16.56,0.05,17.04,0.024,0.48,0.055461698
5483,1,296.07596,-14.70764,16.56,0.07,17.22,0.029,0.66,0.075769387
5487,1,296.09623,-14.68795,16.67,0.1,17.061,0.024,0.391,0.102839681
5498,1,296.17314,-14.65468,16.44,0.07,17.024,0.023,0.584,0.073681748
5506,1,296.25889,-14.89543,16.76,0.05,17.274,0.029,0.514,0.057801384
5507,1,296.14023,-14.9577,16.55,0.04,17.075,0.025,0.525,0.047169906
5512,1,296.19314,-14.6912,17,0.17,17.137,0.025,0.137,0.171828403
5514,1,296.38975,-14.68565,16.54,0.05,17.321,0.029,0.781,0.057801384
5516,1,296.07847,-14.81645,16.7,0.05,17.172,0.031,0.472,0.058830264
5536,1,296.33102,-14.73997,16.57,0.03,17.059,0.022,0.489,0.03720215
5537,1,296.11543,-14.94153,16.55,0.06,16.905,0.022,0.355,0.063906181
5558,1,296.14078,-14.84472,16.52,0.06,16.899,0.022,0.379,0.063906181
5566,1,296.24716,-14.69984,16.55,0.04,17.282,0.028,0.732,0.048826222
5569,1,296.3159,-14.72502,16.69,0.03,17.505,0.03,0.815,0.042426407
5581,1,296.20461,-14.74465,16.5,0.05,17.038,0.025,0.538,0.055901699
5585,1,296.2577,-14.90791,16.59,0.05,17.384,0.032,0.794,0.059363288
5595,1,296.16535,-14.81769,16.62,0.04,17.416,0.033,0.796,0.051855569
5606,1,296.22557,-14.70583,16.51,0.05,17.142,0.025,0.632,0.055901699
5609,1,296.16633,-14.79215,16.73,0.05,17.41,0.033,0.68,0.059908263
5612,1,296.36165,-14.666,16.62,0.04,17.331,0.03,0.711,0.05
5619,1,296.33478,-14.79205,16.64,0.06,17.176,0.023,0.536,0.064257295
5646,1,296.25948,-14.67847,16.54,0.07,17.054,0.023,0.514,0.073681748
5674,1,296.35297,-14.87489,16.62,0.06,17.068,0.022,0.448,0.063906181
5678,1,296.40182,-14.63159,16.7,0.06,17.197,0.026,0.497,0.065391131
5679,1,296.37319,-14.69995,16.65,0.06,17.131,0.025,0.481,0.065
5684,1,296.26037,-14.84228,16.6,0.07,17.176,0.027,0.576,0.075026662
5690,1,296.26393,-14.82038,16.46,0.08,17.238,0.029,0.778,0.085094066
5698,1,296.16813,-14.94089,16.52,0.06,17.181,0.028,0.661,0.066211781
5707,1,296.40263,-14.80636,16.65,0.07,17.348,0.026,0.698,0.074672619
5714,1,296.34492,-14.6621,16.67,0.06,17.24,0.028,0.57,0.066211781
5721,1,296.32589,-14.80408,16.66,0.05,17.447,0.029,0.787,0.057801384
5728,1,296.0631,-14.67294,16.45,0.07,17.023,0.025,0.573,0.074330344
5731,1,296.23604,-14.72589,16.78,0.05,17.162,0.027,0.382,0.056824291
5752,1,296.1248,-14.68709,16.64,0.04,17.154,0.025,0.514,0.047169906
5757,1,296.14243,-14.88117,16.74,0.04,17.1,0.026,0.36,0.047707442
5758,1,296.208,-14.69617,16.55,0.06,17.337,0.029,0.787,0.066640828
5765,1,296.35326,-14.86627,16.48,0.06,17.002,0.021,0.522,0.06356886
5766,1,296.26216,-14.74339,16.68,0.03,17.429,0.033,0.749,0.044598206
5775,1,296.39267,-14.72573,16.63,0.06,17.112,0.022,0.482,0.063906181
5795,1,296.35889,-14.74131,16.8,0.06,17.409,0.028,0.609,0.066211781
5798,1,296.15344,-14.66375,16.62,0.04,17,0.022,0.38,0.045650849
5812,1,296.1862,-14.91445,16.65,0.04,17.176,0.027,0.526,0.048259714
5818,1,296.2262,-14.64707,16.89,0.06,17.348,0.029,0.458,0.066640828
5821,1,296.36788,-14.70114,16.65,0.05,17.378,0.031,0.728,0.058830264
5824,1,296.28919,-14.84376,16.61,0.04,17.171,0.027,0.561,0.048259714
5831,1,296.12215,-14.67899,16.82,0.04,17.195,0.026,0.375,0.047707442
5833,1,296.22968,-14.86339,16.64,0.06,17.187,0.028,0.547,0.066211781
5837,1,296.11703,-14.9025,16.62,0.05,16.97,0.024,0.35,0.055461698
5841,1,296.37277,-14.8285,16.63,0.09,17.215,0.024,0.585,0.093145048
5844,1,296.36762,-14.71954,16.76,0.07,17.119,0.022,0.359,0.073375745
5849,1,296.28368,-14.85097,16.78,0.06,17.206,0.028,0.426,0.066211781
5855,1,296.31336,-14.80698,16.58,0.06,17.161,0.027,0.581,0.065795137
5858,1,296.06243,-14.91064,16.65,0.11,17.293,0.034,0.643,0.115134704
5893,1,296.25978,-14.92949,16.54,0.03,17.201,0.028,0.661,0.041036569
5896,1,296.31155,-14.78431,16.79,0.04,16.994,0.024,0.204,0.046647615
5909,1,296.16231,-14.88454,16.59,0.05,17.28,0.03,0.69,0.058309519
5915,1,296.31426,-14.73905,16.7,0.04,17.339,0.031,0.639,0.050606324
5919,1,296.38456,-14.90756,16.61,0.04,17.336,0.026,0.726,0.047707442
5923,1,296.06881,-14.83033,16.6,0.05,17.331,0.035,0.731,0.061032778
5926,1,296.33075,-14.83012,16.73,0.04,17.338,0.026,0.608,0.047707442
5934,1,296.05353,-14.76621,16.66,0.09,17.144,0.03,0.484,0.09486833
5942,1,296.16778,-14.70344,16.87,0.05,17.317,0.029,0.447,0.057801384
5946,1,296.27755,-14.93558,16.98,0.06,17.31,0.03,0.33,0.067082039
5957,1,296.13491,-14.95497,16.69,0.05,17.079,0.026,0.389,0.056356011
5961,1,296.28663,-14.87331,16.67,0.04,17.156,0.027,0.486,0.048259714
5968,1,296.06185,-14.82624,16.65,0.05,17.222,0.032,0.572,0.059363288
5969,1,296.33091,-14.771,16.6,0.07,17.029,0.021,0.429,0.073082146
5970,1,296.09846,-14.90997,16.89,0.06,17.265,0.03,0.375,0.067082039
5982,1,296.08627,-14.85097,17.07,0.15,17.852,0.053,0.782,0.159088026
5984,1,296.3168,-14.63415,16.61,0.09,17.212,0.026,0.602,0.093680307
5986,1,296.41717,-14.91381,16.69,0.06,17.024,0.021,0.334,0.06356886
5991,1,296.14491,-14.80748,16.75,0.07,17.172,0.028,0.422,0.075392307
5995,1,296.21176,-14.77458,16.82,0.06,17.031,0.025,0.211,0.065
5996,1,296.3942,-14.75494,16.74,0.06,17.392,0.027,0.652,0.065795137
6003,1,296.21346,-14.66759,16.7,0.06,17.391,0.03,0.691,0.067082039
6005,1,296.15748,-14.78389,16.67,0.05,17.132,0.027,0.462,0.056824291
6009,1,296.3389,-14.67186,16.66,0.05,17.156,0.026,0.496,0.056356011
6014,1,296.16183,-14.83846,16.57,0.04,17.038,0.025,0.468,0.047169906
6019,1,296.34274,-14.91248,16.51,0.07,17.159,0.023,0.649,0.073681748
6024,1,296.20425,-14.75761,16.8,0.06,17.052,0.025,0.252,0.065
6025,1,296.18859,-14.84441,16.72,0.06,17.278,0.03,0.558,0.067082039
6034,1,296.19196,-14.78309,16.73,0.05,17.334,0.031,0.604,0.058830264
6046,1,296.06834,-14.69841,16.65,0.09,17.336,0.032,0.686,0.095519631
6051,1,296.03685,-14.68782,16.86,0.06,17.186,0.028,0.326,0.066211781
6059,1,296.33586,-14.64207,16.77,0.12,17.094,0.025,0.324,0.122576507
6071,1,296.32968,-14.67155,16.71,0.06,17.46,0.033,0.75,0.068476273
6072,1,296.21912,-14.7359,16.68,0.05,17.361,0.032,0.681,0.059363288
6084,1,296.39997,-14.65354,16.51,0.1,16.971,0.022,0.461,0.102391406
6088,1,296.25129,-14.89158,16.59,0.03,17.156,0.027,0.566,0.040360872
6099,1,296.31609,-14.82853,16.83,0.05,17.276,0.029,0.446,0.057801384
6100,1,296.39999,-14.68006,16.83,0.08,17.144,0.025,0.314,0.083815273
6102,1,296.44172,-14.86747,16.89,0.08,17.619,0.032,0.729,0.086162637
6104,1,296.08688,-14.83784,16.94,0.05,17.192,0.032,0.252,0.059363288
6106,1,296.36564,-14.80521,16.7,0.05,17.246,0.025,0.546,0.055901699
6107,1,296.18033,-14.91942,16.65,0.05,17.45,0.034,0.8,0.060464866
6113,1,296.13988,-14.80554,16.72,0.09,17.346,0.031,0.626,0.095189285
6114,1,296.2014,-14.77088,16.72,0.03,17.277,0.03,0.557,0.042426407
6115,1,296.12393,-14.82582,16.63,0.06,17.249,0.029,0.619,0.066640828
6125,1,296.1021,-14.82631,16.74,0.06,17.334,0.031,0.594,0.067535176
6126,1,296.03264,-14.74268,16.73,0.15,17.072,0.029,0.342,0.152777616
6128,1,296.3751,-14.64095,16.86,0.06,17.321,0.029,0.461,0.066640828
6129,1,296.11396,-14.75174,16.65,0.05,17.042,0.025,0.392,0.055901699
6133,1,296.13623,-14.68371,16.73,0.05,17.527,0.034,0.797,0.060464866
6134,1,296.41645,-14.82818,16.58,0.06,17.041,0.021,0.461,0.06356886
6137,1,296.13262,-14.73375,16.72,0.06,17.487,0.035,0.767,0.06946222
6138,1,296.15506,-14.73541,16.94,0.07,17.636,0.039,0.696,0.080131143
6140,1,296.17065,-14.95222,16.62,0.05,16.952,0.023,0.332,0.055036352
6142,1,296.30853,-14.91375,16.8,0.05,17.344,0.031,0.544,0.058830264
6161,1,296.34777,-14.69189,16.66,0.05,17.086,0.024,0.426,0.055461698
6166,1,296.11699,-14.89094,16.74,0.06,17.437,0.034,0.697,0.068963759
6171,1,296.13163,-14.7515,16.87,0.06,17.295,0.03,0.425,0.067082039
6172,1,296.26327,-14.81725,16.75,0.04,17.324,0.031,0.574,0.050606324
6173,1,296.30621,-14.67793,16.8,0.06,17.269,0.028,0.469,0.066211781
6175,1,296.22168,-14.89801,16.63,0.05,17.261,0.029,0.631,0.057801384
6180,1,296.10006,-14.71754,16.79,0.05,17.219,0.027,0.429,0.056824291
6185,1,296.09259,-14.76814,16.71,0.05,17.184,0.028,0.474,0.057306195
6198,1,296.08063,-14.90604,17.07,0.06,17.246,0.033,0.176,0.068476273
6213,1,296.35355,-14.92914,16.77,0.04,17.24,0.025,0.47,0.047169906
6215,1,296.24264,-14.8921,16.81,0.03,17.579,0.038,0.769,0.048414874
6216,1,296.08134,-14.90622,16.65,0.07,17.223,0.032,0.573,0.076967526
6221,1,296.10028,-14.68884,16.77,0.12,17.158,0.025,0.388,0.122576507
6226,1,296.10893,-14.79179,16.72,0.05,17.523,0.036,0.803,0.061611687
6239,1,296.42019,-14.75055,16.65,0.06,17.149,0.023,0.499,0.064257295
6242,1,296.30567,-14.68834,16.93,0.06,17.328,0.029,0.398,0.066640828
6246,1,296.20312,-14.86035,16.62,0.03,17.234,0.029,0.614,0.041725292
6250,1,296.17616,-14.80921,16.97,0.04,17.325,0.031,0.355,0.050606324
6255,1,296.17864,-14.79157,16.78,0.07,17.411,0.033,0.631,0.07738863
