ID,CMD3region,RA,Dec,k36mag,e36mag,k80mag,e80mag,threesixMINUSeightzero,ERRORthreesixMINUSeightzero
1862,2,296.13568,-14.81706,15.31,0.04,14.81,0.06,0.5,0.072111026
1864,2,296.28486,-14.92256,15.11,0.03,15.02,0.07,0.09,0.076157731
1865,2,296.33789,-14.831,15.19,0.04,15.27,0.09,-0.08,0.098488578
1866,2,296.4087,-14.76869,15.5,0.09,14.96,0.07,0.54,0.114017543
1867,2,296.2079,-14.70863,15.75,0.11,14.98,0.07,0.77,0.130384048
1868,2,296.21277,-14.75637,15.44,0.06,15.15,0.12,0.29,0.134164079
1869,2,296.34621,-14.63959,15.45,0.05,15.46,0.13,-0.01,0.139283883
1870,2,296.29487,-14.91561,15.38,0.04,15.17,0.17,0.21,0.174642492
1871,2,296.22718,-14.87691,15.43,0.05,15.05,0.04,0.38,0.064031242
1874,2,296.37516,-14.66146,15.99,0.06,15.34,0.1,0.65,0.116619038
1875,2,296.28393,-14.73242,15.33,0.05,14.95,0.06,0.38,0.078102497
1876,2,296.10064,-14.82921,15.33,0.03,15.53,0.1,-0.2,0.104403065
1877,2,296.41277,-14.8461,15.46,0.04,14.88,0.09,0.58,0.098488578
1878,2,296.21782,-14.83693,15.23,0.05,15.4,0.11,-0.17,0.12083046
1879,2,296.30459,-14.77975,15.4,0.06,15.55,0.11,-0.15,0.125299641
1880,2,296.16203,-14.7577,15.7,0.07,15.45,0.08,0.25,0.106301458
1881,2,296.20138,-14.85079,15.11,0.05,15.23,0.07,-0.12,0.086023253
1882,2,296.31533,-14.87199,15.43,0.04,15.9,0.16,-0.47,0.164924225
1883,2,296.21478,-14.81118,15.23,0.03,14.76,0.06,0.47,0.067082039
1884,2,296.44003,-14.88437,15.23,0.07,14.73,0.14,0.5,0.156524758
1885,2,296.22455,-14.74143,15.34,0.07,15.09,0.06,0.25,0.092195445
1887,2,296.3227,-14.87279,15.42,0.05,15.18,0.07,0.24,0.086023253
1888,2,296.33071,-14.82124,15.34,0.05,15.46,0.09,-0.12,0.102956301
1889,2,296.19911,-14.71087,15.51,0.05,15.05,0.1,0.46,0.111803399
1891,2,296.18006,-14.75084,15.44,0.06,14.9,0.09,0.54,0.108166538
1892,2,296.34801,-14.65801,15.31,0.08,15.06,0.06,0.25,0.1
1893,2,296.23897,-14.89136,15.21,0.06,15.4,0.07,-0.19,0.092195445
1894,2,296.23885,-14.78047,15.49,0.06,15.37,0.07,0.12,0.092195445
1895,2,296.23731,-14.82295,15.35,0.06,15.15,0.04,0.2,0.072111026
1896,2,296.24097,-14.78045,15.45,0.06,14.98,0.08,0.47,0.1
1898,2,296.28751,-14.80341,15.41,0.04,15.59,0.15,-0.18,0.155241747
1899,2,296.29922,-14.66845,15.25,0.1,14.78,0.07,0.47,0.122065556
1900,2,296.26621,-14.78322,15.45,0.04,14.94,0.08,0.51,0.089442719
1901,2,296.12285,-14.66675,15.43,0.06,15.32,0.08,0.11,0.1
1902,2,296.04983,-14.83012,15.78,0.08,15.01,0.1,0.77,0.128062485
1903,2,296.19121,-14.86697,15.27,0.08,14.75,0.04,0.52,0.089442719
1904,2,296.23619,-14.74899,15.33,0.03,15.76,0.09,-0.43,0.09486833
1905,2,296.27923,-14.83387,15.44,0.06,14.82,0.06,0.62,0.084852814
1907,2,296.24671,-14.8211,15.4,0.03,15.22,0.07,0.18,0.076157731
1908,2,296.30499,-14.86876,15.17,0.05,14.84,0.06,0.33,0.078102497
1909,2,296.19688,-14.73378,15.28,0.05,15.11,0.06,0.17,0.078102497
1910,2,296.23677,-14.92086,15.28,0.05,14.91,0.06,0.37,0.078102497
1911,2,296.1479,-14.78655,15.38,0.05,14.93,0.1,0.45,0.111803399
1912,2,296.22974,-14.84818,15.37,0.07,15.23,0.09,0.14,0.114017543
1914,2,296.30743,-14.67293,15.6,0.08,15.19,0.1,0.41,0.128062485
1915,2,296.35056,-14.71823,15.4,0.05,15.3,0.09,0.1,0.102956301
1916,2,296.28841,-14.75176,15.46,0.04,15.23,0.11,0.23,0.117046999
1917,2,296.28791,-14.81396,15.39,0.03,15.03,0.07,0.36,0.076157731
1918,2,296.25173,-14.89274,15.36,0.04,15.27,0.11,0.09,0.117046999
1920,2,296.13465,-14.86182,15.23,0.04,15.06,0.07,0.17,0.080622577
1921,2,296.25371,-14.80406,15.33,0.04,14.8,0.07,0.53,0.080622577
1923,2,296.24575,-14.7527,15.43,0.04,15.33,0.08,0.1,0.089442719
1924,2,296.18461,-14.73623,15.36,0.05,15.18,0.07,0.18,0.086023253
1926,2,296.11005,-14.7459,15.46,0.05,15.27,0.08,0.19,0.094339811
1927,2,296.24063,-14.88796,15.39,0.05,15.34,0.09,0.05,0.102956301
1928,2,296.12582,-14.92816,15.47,0.03,15.41,0.1,0.06,0.104403065
1930,2,296.22457,-14.86309,15.29,0.04,15.18,0.08,0.11,0.089442719
1931,2,296.36492,-14.6655,15.41,0.06,15.27,0.11,0.14,0.125299641
1932,2,296.37814,-14.62719,15.45,0.08,15.09,0.08,0.36,0.113137085
1933,2,296.32136,-14.68,15.44,0.04,15.31,0.09,0.13,0.098488578
1934,2,296.22174,-14.80984,15.59,0.09,15.17,0.12,0.42,0.15
1936,2,296.25981,-14.82211,15.42,0.04,15.1,0.05,0.32,0.064031242
1937,2,296.0996,-14.90874,15.39,0.05,15.15,0.07,0.24,0.086023253
1938,2,296.13246,-14.87397,15.51,0.04,15.53,0.09,-0.02,0.098488578
1939,2,296.23881,-14.81908,15.28,0.07,15.29,0.08,-0.01,0.106301458
1940,2,296.3272,-14.92467,15.17,0.03,15.02,0.12,0.15,0.123693169
1941,2,296.20314,-14.91573,15.68,0.09,15.06,0.1,0.62,0.13453624
1942,2,296.22573,-14.74085,15.9,0.1,15.21,0.19,0.69,0.214709106
1943,2,296.23035,-14.84235,15.3,0.07,14.89,0.07,0.41,0.098994949
1944,2,296.1355,-14.76624,15.44,0.04,15.18,0.1,0.26,0.107703296
1945,2,296.23919,-14.76638,15.34,0.04,15.13,0.06,0.21,0.072111026
1946,2,296.22762,-14.74126,15.85,0.15,15.79,0.09,0.06,0.174928557
1948,2,296.29484,-14.86473,15.34,0.06,14.98,0.07,0.36,0.092195445
1949,2,296.10864,-14.78924,15.53,0.08,14.95,0.09,0.58,0.120415946
1950,2,296.07589,-14.94933,15.57,0.09,15.43,0.27,0.14,0.284604989
1951,2,296.18623,-14.81309,15.36,0.04,15.23,0.09,0.13,0.098488578
1953,2,296.2971,-14.76954,15.47,0.06,15.57,0.11,-0.1,0.125299641
1954,2,296.18443,-14.87731,15.29,0.02,15.72,0.1,-0.43,0.10198039
1955,2,296.29859,-14.65853,15.47,0.07,15.15,0.09,0.32,0.114017543
1957,2,296.29893,-14.87517,15.31,0.03,14.98,0.06,0.33,0.067082039
1958,2,296.38409,-14.84012,15.37,0.08,15.06,0.05,0.31,0.094339811
1959,2,296.31371,-14.86682,15.3,0.04,14.92,0.05,0.38,0.064031242
1960,2,296.36989,-14.78676,15.76,0.04,15.25,0.11,0.51,0.117046999
1961,2,296.12232,-14.95111,15.34,0.04,15.34,0.08,0,0.089442719
1962,2,296.06457,-14.79639,15.39,0.04,15.06,0.09,0.33,0.098488578
1963,2,296.23653,-14.77777,15.86,0.13,15.31,0.08,0.55,0.152643375
1964,2,296.26168,-14.74829,15.37,0.05,15.58,0.1,-0.21,0.111803399
1965,2,296.0561,-14.68516,15.59,0.06,15.36,0.11,0.23,0.125299641
1966,2,296.41803,-14.85085,15.4,0.04,15.35,0.07,0.05,0.080622577
1967,2,296.30219,-14.91044,15.33,0.03,15.06,0.12,0.27,0.123693169
1968,2,296.18015,-14.8253,15.45,0.05,14.86,0.06,0.59,0.078102497
1969,2,296.29507,-14.82566,15.55,0.04,15.09,0.05,0.46,0.064031242
1970,2,296.23247,-14.80813,15.42,0.06,14.84,0.04,0.58,0.072111026
1971,2,296.21353,-14.72642,15.46,0.04,15.33,0.08,0.13,0.089442719
1972,2,296.22287,-14.80648,15.36,0.05,15.78,0.21,-0.42,0.215870331
1973,2,296.241,-14.70263,15.57,0.09,15.01,0.06,0.56,0.108166538
1974,2,296.24568,-14.94816,15.29,0.06,14.89,0.16,0.4,0.170880075
1975,2,296.1975,-14.80579,15.47,0.03,15.08,0.07,0.39,0.076157731
1977,2,296.14093,-14.88873,15.38,0.06,15.31,0.11,0.07,0.125299641
1978,2,296.16677,-14.7892,15.43,0.03,15.66,0.18,-0.23,0.182482876
1979,2,296.20143,-14.84878,15.47,0.04,14.86,0.06,0.61,0.072111026
1980,2,296.24886,-14.88334,15.38,0.03,15.23,0.06,0.15,0.067082039
1981,2,296.11297,-14.77625,15.44,0.05,15.17,0.08,0.27,0.094339811
1982,2,296.24365,-14.77463,15.45,0.04,15.3,0.07,0.15,0.080622577
1983,2,296.03351,-14.69662,15.27,0.1,15.57,0.13,-0.3,0.164012195
1984,2,296.27384,-14.92592,15.31,0.04,15.41,0.1,-0.1,0.107703296
1985,2,296.21498,-14.7879,15.55,0.06,14.97,0.07,0.58,0.092195445
1986,2,296.35571,-14.81935,15.43,0.07,14.88,0.06,0.55,0.092195445
1987,2,296.09529,-14.66704,15.61,0.13,15.09,0.07,0.52,0.147648231
1988,2,296.20679,-14.89101,15.23,0.05,15.25,0.11,-0.02,0.12083046
1989,2,296.1705,-14.79877,15.56,0.04,15.2,0.12,0.36,0.126491106
1990,2,296.22352,-14.94484,15.57,0.05,15.51,0.16,0.06,0.167630546
1991,2,296.14136,-14.92136,15.53,0.03,15.13,0.07,0.4,0.076157731
1992,2,296.3776,-14.74423,15.34,0.07,15.01,0.07,0.33,0.098994949
1993,2,296.22406,-14.82002,15.4,0.09,15.32,0.08,0.08,0.120415946
1994,2,296.05562,-14.72831,15.25,0.09,14.94,0.09,0.31,0.127279221
1996,2,296.26762,-14.82148,15.3,0.04,15.15,0.09,0.15,0.098488578
1997,2,296.08909,-14.7356,15.58,0.09,15.99,0.13,-0.41,0.158113883
1998,2,296.23305,-14.86774,15.24,0.07,15.09,0.19,0.15,0.202484567
1999,2,296.23206,-14.90148,15.43,0.03,14.85,0.07,0.58,0.076157731
2000,2,296.2889,-14.6745,15.29,0.06,15.22,0.05,0.07,0.078102497
2003,2,296.28032,-14.89945,15.46,0.04,15.51,0.15,-0.05,0.155241747
2004,2,296.18263,-14.79187,15.55,0.06,15.14,0.07,0.41,0.092195445
2006,2,296.07451,-14.82809,15.5,0.06,15.58,0.14,-0.08,0.152315462
2007,2,296.42625,-14.91057,15.16,0.07,15.08,0.11,0.08,0.130384048
2009,2,296.2236,-14.74163,15.48,0.06,15.14,0.06,0.34,0.084852814
2010,2,296.42284,-14.89768,15.18,0.06,14.75,0.09,0.43,0.108166538
2011,2,296.28623,-14.8457,15.26,0.04,14.9,0.05,0.36,0.064031242
2012,2,296.20987,-14.66279,15.65,0.07,15.62,0.09,0.03,0.114017543
2013,2,296.11651,-14.87805,15.49,0.07,15.59,0.09,-0.1,0.114017543
2014,2,296.2736,-14.89839,15.44,0.06,15.04,0.06,0.4,0.084852814
2015,2,296.10792,-14.70921,15.52,0.07,15.09,0.06,0.43,0.092195445
2016,2,296.22999,-14.76649,15.26,0.04,14.93,0.15,0.33,0.155241747
2017,2,296.35895,-14.63581,15.64,0.08,15.32,0.15,0.32,0.17
2018,2,296.08579,-14.813,15.36,0.07,15.7,0.15,-0.34,0.165529454
2019,2,296.42312,-14.78754,15.57,0.06,15.63,0.16,-0.06,0.170880075
2021,2,296.11811,-14.96342,15.49,0.06,15.17,0.12,0.32,0.134164079
2022,2,296.16168,-14.79347,15.48,0.05,15.02,0.04,0.46,0.064031242
2023,2,296.43032,-14.91573,15.6,0.07,14.95,0.12,0.65,0.13892444
2024,2,296.31097,-14.73647,15.34,0.04,14.96,0.06,0.38,0.072111026
2025,2,296.18405,-14.7615,15.72,0.08,15.33,0.1,0.39,0.128062485
2027,2,296.19947,-14.79926,15.37,0.05,14.82,0.1,0.55,0.111803399
2029,2,296.22665,-14.81987,15.36,0.04,14.91,0.1,0.45,0.107703296
2030,2,296.13705,-14.88273,15.34,0.03,15.24,0.07,0.1,0.076157731
2031,2,296.24766,-14.83766,15.3,0.03,15.68,0.09,-0.38,0.09486833
2032,2,296.40572,-14.86166,15.52,0.08,15.26,0.09,0.26,0.120415946
2033,2,296.36707,-14.71719,15.54,0.09,15.24,0.06,0.3,0.108166538
2034,2,296.08624,-14.69446,15.53,0.07,15.43,0.17,0.1,0.183847763
2035,2,296.25525,-14.82573,15.35,0.03,15.27,0.09,0.08,0.09486833
2036,2,296.42195,-14.75011,15.41,0.06,15.17,0.08,0.24,0.1
2037,2,296.25794,-14.85612,15.36,0.08,15.46,0.09,-0.1,0.120415946
2038,2,296.31217,-14.71394,15.58,0.05,15.4,0.08,0.18,0.094339811
2039,2,296.33063,-14.81121,15.37,0.05,14.82,0.06,0.55,0.078102497
2040,2,296.34675,-14.85536,15.51,0.08,15.21,0.05,0.3,0.094339811
2041,2,296.35258,-14.756,15.48,0.07,15.56,0.1,-0.08,0.122065556
2042,2,296.16219,-14.87572,15.93,0.05,15.18,0.06,0.75,0.078102497
2043,2,296.08071,-14.81593,15.49,0.07,15.23,0.1,0.26,0.122065556
2044,2,296.31259,-14.77131,15.78,0.11,16.12,0.17,-0.34,0.202484567
2045,2,296.06145,-14.77784,15.59,0.09,15.36,0.08,0.23,0.120415946
2046,2,296.32063,-14.84112,15.59,0.03,15.35,0.1,0.24,0.104403065
2047,2,296.31602,-14.68664,15.58,0.04,15.34,0.07,0.24,0.080622577
2048,2,296.24941,-14.67668,15.34,0.1,15.25,0.1,0.09,0.141421356
2049,2,296.29327,-14.71871,15.34,0.05,15.48,0.12,-0.14,0.13
2050,2,296.27865,-14.89286,15.43,0.06,15.7,0.13,-0.27,0.143178211
2051,2,296.4371,-14.91142,15.67,0.06,15.81,0.29,-0.14,0.296141858
2053,2,296.31059,-14.65952,15.38,0.06,15.19,0.11,0.19,0.125299641
2056,2,296.2812,-14.85213,15.25,0.07,15.03,0.07,0.22,0.098994949
2058,2,296.16348,-14.65494,15.58,0.14,15.14,0.08,0.44,0.161245155
2059,2,296.0725,-14.67969,15.63,0.06,15.47,0.08,0.16,0.1
2060,2,296.31901,-14.69081,15.49,0.03,15.27,0.08,0.22,0.085440037
2061,2,296.25065,-14.83883,15.36,0.04,14.89,0.04,0.47,0.056568542
2062,2,296.30103,-14.9324,15.3,0.04,15.26,0.08,0.04,0.089442719
2063,2,296.38287,-14.67741,15.71,0.08,15.27,0.13,0.44,0.152643375
2064,2,296.40642,-14.74464,15.55,0.05,15.63,0.12,-0.08,0.13
2065,2,296.21512,-14.8475,15.37,0.05,14.87,0.07,0.5,0.086023253
2066,2,296.04558,-14.68914,15.43,0.08,15.47,0.13,-0.04,0.152643375
2067,2,296.11596,-14.82004,15.51,0.04,15.79,0.1,-0.28,0.107703296
2068,2,296.27689,-14.81702,15.47,0.05,15.05,0.05,0.42,0.070710678
2069,2,296.14739,-14.83757,15.24,0.04,15.04,0.06,0.2,0.072111026
2071,2,296.35226,-14.78074,15.51,0.05,15.09,0.07,0.42,0.086023253
2072,2,296.12175,-14.85394,15.49,0.04,15.61,0.09,-0.12,0.098488578
2073,2,296.08002,-14.88832,15.44,0.06,15.16,0.1,0.28,0.116619038
2074,2,296.25577,-14.69007,15.46,0.07,15.34,0.08,0.12,0.106301458
2075,2,296.21705,-14.75677,15.32,0.07,14.93,0.04,0.39,0.080622577
2076,2,296.20082,-14.70931,15.55,0.04,15.42,0.1,0.13,0.107703296
2077,2,296.2976,-14.83898,15.42,0.05,15.43,0.1,-0.01,0.111803399
2078,2,296.14068,-14.87506,15.54,0.08,15.56,0.11,-0.02,0.136014705
2079,2,296.27387,-14.67652,15.54,0.06,15,0.07,0.54,0.092195445
2080,2,296.17759,-14.88737,15.43,0.04,15.27,0.08,0.16,0.089442719
2081,2,296.24532,-14.80813,15.49,0.06,15.4,0.1,0.09,0.116619038
2082,2,296.1157,-14.74383,15.35,0.06,15.23,0.06,0.12,0.084852814
2083,2,296.23124,-14.7767,15.37,0.04,14.97,0.06,0.4,0.072111026
2085,2,296.3567,-14.74882,15.43,0.1,15.5,0.13,-0.07,0.164012195
2086,2,296.28263,-14.85334,15.38,0.08,15.36,0.06,0.02,0.1
2087,2,296.30455,-14.75193,15.44,0.02,15.38,0.1,0.06,0.10198039
2088,2,296.26926,-14.73877,15.44,0.04,14.98,0.05,0.46,0.064031242
2089,2,296.1596,-14.88224,15.4,0.04,14.83,0.07,0.57,0.080622577
2091,2,296.25367,-14.77368,15.43,0.04,15.21,0.07,0.22,0.080622577
2092,2,296.06727,-14.93056,15.56,0.05,15.68,0.19,-0.12,0.196468827
2093,2,296.24943,-14.77051,15.34,0.06,14.95,0.04,0.39,0.072111026
2094,2,296.25272,-14.85401,15.61,0.04,15.37,0.11,0.24,0.117046999
2096,2,296.20271,-14.77378,15.17,0.04,14.78,0.05,0.39,0.064031242
2099,2,296.38856,-14.77294,15.38,0.08,15.46,0.19,-0.08,0.206155281
2100,2,296.34993,-14.75911,15.54,0.07,15.65,0.23,-0.11,0.240416306
2101,2,296.1758,-14.79393,15.6,0.05,15.37,0.06,0.23,0.078102497
2102,2,296.21427,-14.95128,15.43,0.06,15.23,0.09,0.2,0.108166538
2103,2,296.10373,-14.84382,15.49,0.04,15.72,0.15,-0.23,0.155241747
2106,2,296.38906,-14.66325,15.66,0.06,15,0.12,0.66,0.134164079
2107,2,296.31233,-14.74362,15.45,0.05,15.5,0.14,-0.05,0.148660687
2108,2,296.16612,-14.79044,15.46,0.03,15.64,0.09,-0.18,0.09486833
2110,2,296.21536,-14.86096,15.42,0.03,14.97,0.06,0.45,0.067082039
2111,2,296.23762,-14.80755,15.53,0.06,15.31,0.05,0.22,0.078102497
2112,2,296.38455,-14.8838,15.6,0.06,15.51,0.14,0.09,0.152315462
2113,2,296.39911,-14.89372,15.59,0.05,15.61,0.14,-0.02,0.148660687
2115,2,296.25442,-14.78597,16.12,0.07,15.13,0.08,0.99,0.106301458
2116,2,296.1678,-14.73322,15.75,0.06,15.68,0.12,0.07,0.134164079
2117,2,296.24926,-14.76379,15.19,0.03,15.07,0.1,0.12,0.104403065
2119,2,296.36285,-14.86516,15.57,0.06,15.35,0.09,0.22,0.108166538
2120,2,296.35687,-14.74817,15.44,0.06,15.13,0.1,0.31,0.116619038
2121,2,296.19317,-14.82932,15.38,0.05,15.26,0.09,0.12,0.102956301
2122,2,296.38632,-14.66146,15.48,0.09,15.47,0.11,0.01,0.142126704
2123,2,296.35304,-14.66571,15.49,0.07,15.56,0.1,-0.07,0.122065556
2124,2,296.09727,-14.88801,15.47,0.05,15.64,0.14,-0.17,0.148660687
2125,2,296.2133,-14.68373,15.53,0.07,15.07,0.09,0.46,0.114017543
2126,2,296.24677,-14.90126,15.5,0.04,15.26,0.1,0.24,0.107703296
2127,2,296.26028,-14.89405,15.53,0.04,15.24,0.09,0.29,0.098488578
2128,2,296.13269,-14.91413,15.53,0.05,15.17,0.08,0.36,0.094339811
2129,2,296.24246,-14.84225,15.46,0.05,15.76,0.1,-0.3,0.111803399
2131,2,296.24241,-14.67144,15.45,0.08,15.23,0.06,0.22,0.1
2132,2,296.4036,-14.71338,15.91,0.03,15.58,0.07,0.33,0.076157731
2134,2,296.16992,-14.95179,15.38,0.05,15.09,0.07,0.29,0.086023253
2135,2,296.2612,-14.83641,15.47,0.05,15.51,0.12,-0.04,0.13
2136,2,296.12009,-14.68037,15.92,0.11,15.15,0.09,0.77,0.142126704
2137,2,296.24092,-14.82804,15.45,0.06,15.17,0.08,0.28,0.1
2138,2,296.23264,-14.91174,15.66,0.02,15.44,0.13,0.22,0.131529464
2139,2,296.14232,-14.69308,15.53,0.09,15.18,0.09,0.35,0.127279221
2140,2,296.08286,-14.68627,15.6,0.07,15.15,0.09,0.45,0.114017543
2141,2,296.07501,-14.74626,15.29,0.06,15.02,0.06,0.27,0.084852814
2142,2,296.18029,-14.9243,15.46,0.06,15.52,0.16,-0.06,0.170880075
2143,2,296.17769,-14.79219,15.39,0.06,15.31,0.06,0.08,0.084852814
2144,2,296.3085,-14.88235,15.65,0.05,15.56,0.09,0.09,0.102956301
2145,2,296.26834,-14.68314,15.63,0.04,15.66,0.14,-0.03,0.145602198
2146,2,296.1206,-14.95823,15.5,0.05,15.5,0.18,0,0.186815417
2147,2,296.31194,-14.92137,15.31,0.05,14.81,0.07,0.5,0.086023253
2148,2,296.37473,-14.82224,15.52,0.04,15.35,0.11,0.17,0.117046999
2149,2,296.17714,-14.68862,15.17,0.09,15.54,0.17,-0.37,0.192353841
2151,2,296.22253,-14.82647,15.59,0.05,15.45,0.06,0.14,0.078102497
2152,2,296.21695,-14.72789,15.47,0.05,14.98,0.12,0.49,0.13
2153,2,296.12976,-14.72115,15.65,0.05,15.89,0.15,-0.24,0.158113883
2154,2,296.24606,-14.64393,15.69,0.16,15.03,0.09,0.66,0.183575598
2155,2,296.21708,-14.87605,15.47,0.04,15.88,0.11,-0.41,0.117046999
2157,2,296.10257,-14.69196,15.56,0.12,15.42,0.07,0.14,0.13892444
2158,2,296.2802,-14.79321,15.61,0.05,15.41,0.12,0.2,0.13
2159,2,296.23723,-14.67619,15.57,0.05,15.61,0.1,-0.04,0.111803399
2161,2,296.17373,-14.75722,15.53,0.04,15.19,0.07,0.34,0.080622577
2162,2,296.22926,-14.78127,15.34,0.07,14.99,0.05,0.35,0.086023253
2163,2,296.36016,-14.92744,15.57,0.06,15.25,0.1,0.32,0.116619038
2164,2,296.38766,-14.78865,15.57,0.07,15.79,0.15,-0.22,0.165529454
2165,2,296.42466,-14.91612,15.69,0.06,15.74,0.18,-0.05,0.18973666
2167,2,296.22534,-14.81,15.39,0.07,15.31,0.07,0.08,0.098994949
2169,2,296.29556,-14.67765,15.72,0.06,15.12,0.1,0.6,0.116619038
2170,2,296.25236,-14.72211,15.57,0.06,15.15,0.05,0.42,0.078102497
2171,2,296.27499,-14.65815,15.67,0.04,15.39,0.11,0.28,0.117046999
2172,2,296.3415,-14.71285,15.44,0.06,15.19,0.05,0.25,0.078102497
2174,2,296.40571,-14.81246,15.53,0.06,14.85,0.07,0.68,0.092195445
2175,2,296.21044,-14.81318,15.45,0.03,15.47,0.16,-0.02,0.162788206
2176,2,296.14394,-14.70249,15.67,0.07,14.93,0.07,0.74,0.098994949
2177,2,296.10619,-14.80525,15.47,0.06,15.29,0.07,0.18,0.092195445
2179,2,296.36654,-14.7104,15.59,0.08,15.76,0.12,-0.17,0.144222051
2180,2,296.31798,-14.84104,15.42,0.04,14.81,0.06,0.61,0.072111026
2182,2,296.28792,-14.79444,15.5,0.04,15.08,0.06,0.42,0.072111026
2183,2,296.34411,-14.82068,15.55,0.04,15.34,0.1,0.21,0.107703296
2184,2,296.21778,-14.78791,15.6,0.1,15.2,0.08,0.4,0.128062485
2185,2,296.23478,-14.72859,15.08,0.06,15.22,0.1,-0.14,0.116619038
2186,2,296.14085,-14.72185,15.63,0.05,15.36,0.12,0.27,0.13
2187,2,296.25122,-14.80401,15.53,0.04,15.76,0.15,-0.23,0.155241747
2188,2,296.24647,-14.89563,15.38,0.04,14.97,0.05,0.41,0.064031242
2189,2,296.22319,-14.7543,15.74,0.06,15.31,0.09,0.43,0.108166538
2190,2,296.25045,-14.81723,15.54,0.04,15.6,0.07,-0.06,0.080622577
2191,2,296.24821,-14.74451,15.66,0.12,15.87,0.13,-0.21,0.17691806
2192,2,296.37105,-14.65792,15.86,0.06,15.61,0.21,0.25,0.218403297
2194,2,296.17696,-14.75906,15.34,0.05,15.01,0.06,0.33,0.078102497
2195,2,296.22138,-14.79363,15.6,0.07,15.54,0.08,0.06,0.106301458
2196,2,296.30262,-14.93696,15.46,0.05,15.46,0.14,0,0.148660687
2197,2,296.12953,-14.87991,15.46,0.04,14.97,0.07,0.49,0.080622577
2198,2,296.4386,-14.90158,15.69,0.09,15.65,0.22,0.04,0.237697286
2199,2,296.13552,-14.85899,15.53,0.04,14.89,0.06,0.64,0.072111026
2200,2,296.29363,-14.72383,15.39,0.06,15.13,0.09,0.26,0.108166538
2201,2,296.21507,-14.8665,15.59,0.05,15.19,0.07,0.4,0.086023253
2202,2,296.32995,-14.79672,15.62,0.04,15.29,0.08,0.33,0.089442719
2203,2,296.16029,-14.68812,15.54,0.05,15.77,0.11,-0.23,0.12083046
2204,2,296.10181,-14.85041,15.42,0.09,15.26,0.12,0.16,0.15
2205,2,296.32091,-14.8859,15.66,0.05,15.39,0.06,0.27,0.078102497
2206,2,296.3755,-14.63236,15.57,0.07,15.4,0.13,0.17,0.147648231
2207,2,296.23961,-14.73133,15.66,0.05,15.42,0.19,0.24,0.196468827
2208,2,296.10991,-14.77453,15.58,0.05,15.53,0.12,0.05,0.13
2210,2,296.27907,-14.65919,15.48,0.05,15.25,0.1,0.23,0.111803399
2212,2,296.37616,-14.89172,15.43,0.05,15.48,0.1,-0.05,0.111803399
2213,2,296.27655,-14.80747,15.49,0.05,15.12,0.08,0.37,0.094339811
2214,2,296.31637,-14.85879,15.57,0.04,15.47,0.09,0.1,0.098488578
2215,2,296.1034,-14.70899,15.61,0.07,15.22,0.09,0.39,0.114017543
2217,2,296.27375,-14.81278,15.49,0.06,15.21,0.08,0.28,0.1
2218,2,296.32042,-14.73451,15.46,0.05,15.31,0.07,0.15,0.086023253
2219,2,296.24851,-14.69399,15.55,0.05,15.67,0.21,-0.12,0.215870331
2222,2,296.08084,-14.67227,15.66,0.06,16.1,0.22,-0.44,0.228035085
2223,2,296.20492,-14.87109,15.49,0.04,15.41,0.1,0.08,0.107703296
2224,2,296.28292,-14.88644,15.49,0.1,15.14,0.04,0.35,0.107703296
2225,2,296.2161,-14.9356,15.54,0.04,15.32,0.1,0.22,0.107703296
2227,2,296.22341,-14.80098,15.51,0.09,15.18,0.08,0.33,0.120415946
2228,2,296.22594,-14.81744,15.62,0.04,15.05,0.07,0.57,0.080622577
2229,2,296.26363,-14.83353,15.49,0.06,15.05,0.06,0.44,0.084852814
2230,2,296.19825,-14.84365,15.59,0.05,15.11,0.11,0.48,0.12083046
2231,2,296.40342,-14.78836,15.66,0.05,15.4,0.12,0.26,0.13
2232,2,296.23414,-14.75092,15.61,0.04,15.63,0.12,-0.02,0.126491106
2236,2,296.22997,-14.73924,15.53,0.05,15.24,0.1,0.29,0.111803399
2237,2,296.29352,-14.7231,15.7,0.07,15.58,0.07,0.12,0.098994949
2238,2,296.14083,-14.7349,15.65,0.05,15.1,0.07,0.55,0.086023253
2239,2,296.20377,-14.85092,15.47,0.07,15.14,0.07,0.33,0.098994949
2240,2,296.38045,-14.83477,15.66,0.04,15.67,0.12,-0.01,0.126491106
2241,2,296.2362,-14.87842,15.44,0.06,15.32,0.11,0.12,0.125299641
2242,2,296.28643,-14.64497,15.57,0.07,15.59,0.09,-0.02,0.114017543
2243,2,296.25632,-14.67907,15.63,0.06,15.39,0.12,0.24,0.134164079
2244,2,296.12056,-14.70692,15.65,0.06,15.93,0.14,-0.28,0.152315462
2245,2,296.15408,-14.73392,15.57,0.07,15.52,0.11,0.05,0.130384048
2247,2,296.23493,-14.77561,15.56,0.05,15.38,0.07,0.18,0.086023253
2250,2,296.41241,-14.86923,15.44,0.07,15.19,0.08,0.25,0.106301458
2251,2,296.25373,-14.87439,15.52,0.05,15.59,0.13,-0.07,0.139283883
2252,2,296.22783,-14.73877,15.28,0.15,14.82,0.17,0.46,0.226715681
2253,2,296.41014,-14.72806,15.72,0.1,15.51,0.14,0.21,0.172046505
2254,2,296.25349,-14.74029,15.51,0.05,15.06,0.07,0.45,0.086023253
2255,2,296.35391,-14.91241,15.44,0.05,15.11,0.11,0.33,0.12083046
