ID,CMD3region,RA,Dec,k36mag,e36mag,k80mag,e80mag,threesixMINUSeightzero,ERRORthreesixMINUSeightzero
2517,2,296.26896,-14.8689,15.67,0.04,16.24,0.11,-0.57,0.117046999
2557,2,296.35262,-14.70397,15.77,0.05,16.52,0.26,-0.75,0.264764046
2750,2,296.32541,-14.72071,15.38,0.09,15.93,0.13,-0.55,0.158113883
2752,2,296.23064,-14.84769,15.78,0.07,16.32,0.15,-0.54,0.165529454
2786,2,296.24195,-14.82616,15.57,0.05,16.57,0.2,-1,0.206155281
2852,2,296.1774,-14.71794,15.88,0.05,16.37,0.22,-0.49,0.225610283
2854,2,296.1965,-14.77091,15.78,0.06,16.37,0.17,-0.59,0.180277564
2912,2,296.23508,-14.8876,15.85,0.07,16.58,0.23,-0.73,0.240416306
2963,2,296.30355,-14.74088,15.93,0.05,16.64,0.29,-0.71,0.294278779
3334,2,296.29951,-14.67238,16.07,0.08,16.65,0.13,-0.58,0.152643375
3410,2,296.23816,-14.83616,15.98,0.04,16.56,0.18,-0.58,0.184390889
3412,2,296.1267,-14.74363,15.97,0.08,16.6,0.26,-0.63,0.27202941
3672,2,296.32087,-14.66152,16.09,0.06,16.57,0.24,-0.48,0.247386338
3697,2,296.26046,-14.75933,16.02,0.06,16.55,0.23,-0.53,0.237697286
3750,2,296.20918,-14.70182,16.08,0.06,16.57,0.29,-0.49,0.296141858
3913,2,296.44288,-14.8602,15.92,0.09,16.8,0.25,-0.88,0.265706605
4142,2,296.20974,-14.7588,16.06,0.03,16.63,0.25,-0.57,0.251793566
4148,2,296.25902,-14.77566,15.74,0.07,16.33,0.21,-0.59,0.221359436
4149,2,296.24706,-14.93172,15.63,0.06,16.32,0.24,-0.69,0.247386338
4202,2,296.20326,-14.76568,15.44,0.04,16.2,0.16,-0.76,0.164924225
4385,2,296.2256,-14.85924,15.97,0.09,16.45,0.22,-0.48,0.237697286
16957,2,296.05007,-14.76942,15.41,0.1,15.9,0.17,-0.49,0.197230829
719,2,296.15119,-14.95476,14.55,0.06,14.47,0.08,0.08,0.1
736,2,296.34727,-14.72574,14.54,0.06,14.43,0.04,0.11,0.072111026
741,2,296.28494,-14.74635,14.52,0.06,14.46,0.06,0.06,0.084852814
760,2,296.37789,-14.74541,14.76,0.18,14.91,0.1,-0.15,0.205912603
765,2,296.32311,-14.75168,14.57,0.06,14.54,0.06,0.03,0.084852814
767,2,296.13432,-14.90376,14.61,0.05,14.49,0.04,0.12,0.064031242
768,2,296.05467,-14.71462,14.61,0.08,14.5,0.06,0.11,0.1
770,2,296.22034,-14.93566,14.6,0.03,14.63,0.08,-0.03,0.085440037
773,2,296.35857,-14.62768,14.75,0.12,14.71,0.05,0.04,0.13
805,2,296.05203,-14.84234,14.57,0.14,14.45,0.03,0.12,0.143178211
817,2,296.16651,-14.75257,14.7,0.04,14.78,0.04,-0.08,0.056568542
820,2,296.34829,-14.68818,14.61,0.04,14.58,0.09,0.03,0.098488578
828,2,296.23929,-14.75061,14.74,0.03,14.61,0.05,0.13,0.058309519
831,2,296.23635,-14.64571,15.06,0.16,14.65,0.04,0.41,0.164924225
832,2,296.27661,-14.82791,14.81,0.04,14.61,0.05,0.2,0.064031242
833,2,296.15397,-14.72837,14.63,0.06,14.65,0.07,-0.02,0.092195445
839,2,296.22579,-14.89072,14.59,0.04,14.54,0.03,0.05,0.05
840,2,296.18028,-14.86434,14.6,0.05,14.5,0.03,0.1,0.058309519
847,2,296.36094,-14.77301,14.8,0.06,14.88,0.08,-0.08,0.1
848,2,296.32859,-14.8192,14.68,0.05,14.69,0.06,-0.01,0.078102497
850,2,296.1849,-14.74176,14.62,0.06,14.66,0.04,-0.04,0.072111026
854,2,296.26443,-14.68599,14.61,0.07,14.59,0.08,0.02,0.106301458
855,2,296.18856,-14.79537,14.79,0.05,14.91,0.07,-0.12,0.086023253
865,2,296.10546,-14.6994,14.72,0.06,14.61,0.05,0.11,0.078102497
866,2,296.21477,-14.91297,14.58,0.03,14.49,0.06,0.09,0.067082039
867,2,296.19777,-14.66862,14.62,0.09,14.6,0.07,0.02,0.114017543
870,2,296.06885,-14.92182,14.81,0.08,14.65,0.08,0.16,0.113137085
871,2,296.34604,-14.63619,14.7,0.09,14.68,0.05,0.02,0.102956301
876,2,296.19265,-14.72427,14.77,0.05,14.68,0.07,0.09,0.086023253
879,2,296.18516,-14.91774,14.75,0.08,14.86,0.08,-0.11,0.113137085
882,2,296.23948,-14.70655,14.68,0.04,14.66,0.05,0.02,0.064031242
885,2,296.31923,-14.89262,14.63,0.03,14.61,0.06,0.02,0.067082039
890,2,296.23203,-14.65333,15.12,0.11,14.67,0.05,0.45,0.12083046
893,2,296.27273,-14.82619,14.74,0.04,14.88,0.06,-0.14,0.072111026
895,2,296.27212,-14.83149,14.84,0.06,14.56,0.19,0.28,0.199248588
898,2,296.11704,-14.88514,14.68,0.06,14.63,0.05,0.05,0.078102497
899,2,296.29034,-14.66346,14.87,0.05,14.79,0.05,0.08,0.070710678
901,2,296.24381,-14.85481,14.84,0.05,14.92,0.08,-0.08,0.094339811
904,2,296.186,-14.71863,14.74,0.04,14.56,0.05,0.18,0.064031242
905,2,296.19471,-14.68917,14.67,0.05,14.64,0.05,0.03,0.070710678
908,2,296.3171,-14.64107,14.87,0.05,15.01,0.05,-0.14,0.070710678
909,2,296.16709,-14.74346,14.81,0.05,14.94,0.06,-0.13,0.078102497
914,2,296.13893,-14.7516,14.71,0.08,14.5,0.06,0.21,0.1
918,2,296.27654,-14.72609,14.73,0.04,14.7,0.09,0.03,0.098488578
922,2,296.16383,-14.86169,14.65,0.03,14.58,0.05,0.07,0.058309519
925,2,296.21354,-14.84353,14.66,0.06,14.63,0.05,0.03,0.078102497
926,2,296.12463,-14.88023,14.74,0.05,14.66,0.06,0.08,0.078102497
927,2,296.22858,-14.9329,14.62,0.04,14.59,0.09,0.03,0.098488578
928,2,296.42693,-14.86507,14.86,0.08,14.9,0.08,-0.04,0.113137085
933,2,296.28732,-14.79587,14.7,0.04,14.5,0.04,0.2,0.056568542
934,2,296.3841,-14.71772,14.79,0.07,14.82,0.08,-0.03,0.106301458
938,2,296.23695,-14.81634,14.63,0.05,14.64,0.04,-0.01,0.064031242
943,2,296.16249,-14.76067,14.78,0.06,14.96,0.05,-0.18,0.078102497
944,2,296.22611,-14.72835,14.58,0.06,14.47,0.07,0.11,0.092195445
945,2,296.05792,-14.84481,14.74,0.08,14.55,0.06,0.19,0.1
947,2,296.07886,-14.85536,14.76,0.06,14.89,0.1,-0.13,0.116619038
948,2,296.37422,-14.63271,14.79,0.08,14.83,0.11,-0.04,0.136014705
950,2,296.33692,-14.639,14.89,0.05,14.99,0.07,-0.1,0.086023253
952,2,296.26885,-14.72955,14.75,0.05,14.9,0.07,-0.15,0.086023253
953,2,296.33006,-14.64385,15.01,0.07,14.96,0.09,0.05,0.114017543
954,2,296.24779,-14.87731,14.73,0.03,14.7,0.04,0.03,0.05
955,2,296.21253,-14.77143,14.68,0.04,14.68,0.05,0,0.064031242
958,2,296.23336,-14.91262,14.84,0.07,14.8,0.05,0.04,0.086023253
959,2,296.27899,-14.75508,14.76,0.04,14.86,0.04,-0.1,0.056568542
960,2,296.17422,-14.70016,14.74,0.07,14.72,0.06,0.02,0.092195445
966,2,296.25739,-14.8993,14.92,0.05,15.22,0.08,-0.3,0.094339811
967,2,296.37589,-14.7309,14.72,0.04,14.65,0.08,0.07,0.089442719
968,2,296.25287,-14.77035,14.79,0.04,14.54,0.09,0.25,0.098488578
970,2,296.35676,-14.81927,14.85,0.08,14.6,0.03,0.25,0.085440037
972,2,296.2263,-14.68306,14.76,0.07,14.65,0.05,0.11,0.086023253
974,2,296.32251,-14.69566,14.85,0.04,14.56,0.04,0.29,0.056568542
976,2,296.31318,-14.80477,14.79,0.05,14.72,0.06,0.07,0.078102497
978,2,296.26434,-14.91442,14.63,0.03,14.68,0.07,-0.05,0.076157731
980,2,296.3005,-14.66264,15.17,0.13,14.73,0.07,0.44,0.147648231
981,2,296.36409,-14.63904,14.94,0.09,14.97,0.1,-0.03,0.13453624
983,2,296.28607,-14.72358,14.9,0.04,14.96,0.05,-0.06,0.064031242
984,2,296.14721,-14.82902,14.75,0.09,14.89,0.05,-0.14,0.102956301
985,2,296.21878,-14.66318,14.81,0.05,14.64,0.04,0.17,0.064031242
989,2,296.28527,-14.77252,14.8,0.08,14.9,0.04,-0.1,0.089442719
990,2,296.22784,-14.75351,14.81,0.07,14.83,0.04,-0.02,0.080622577
995,2,296.40447,-14.80689,14.9,0.04,14.86,0.12,0.04,0.126491106
996,2,296.05798,-14.83924,15.06,0.06,14.81,0.06,0.25,0.084852814
1002,2,296.28954,-14.75593,14.79,0.06,14.85,0.06,-0.06,0.084852814
1003,2,296.18292,-14.78774,14.83,0.05,14.76,0.05,0.07,0.070710678
1007,2,296.34484,-14.70667,14.74,0.03,14.8,0.08,-0.06,0.085440037
1009,2,296.37105,-14.8905,14.77,0.05,14.86,0.09,-0.09,0.102956301
1015,2,296.23341,-14.6881,14.71,0.06,14.72,0.05,-0.01,0.078102497
1016,2,296.16522,-14.86933,14.81,0.05,14.72,0.05,0.09,0.070710678
1020,2,296.23573,-14.66725,14.86,0.07,14.72,0.05,0.14,0.086023253
1021,2,296.24286,-14.81939,14.8,0.04,14.64,0.06,0.16,0.072111026
1023,2,296.23234,-14.82881,14.81,0.07,14.65,0.08,0.16,0.106301458
1024,2,296.20544,-14.74466,14.78,0.04,14.65,0.07,0.13,0.080622577
1026,2,296.282,-14.75313,14.78,0.07,14.75,0.06,0.03,0.092195445
1027,2,296.37274,-14.67893,14.88,0.07,14.88,0.1,0,0.122065556
1028,2,296.32626,-14.90982,14.81,0.04,14.98,0.1,-0.17,0.107703296
1029,2,296.18832,-14.82665,14.68,0.07,14.58,0.08,0.1,0.106301458
1030,2,296.32072,-14.93264,14.87,0.04,14.92,0.07,-0.05,0.080622577
1032,2,296.40053,-14.67689,14.98,0.08,14.96,0.1,0.02,0.128062485
1035,2,296.33577,-14.76125,15.11,0.04,14.88,0.08,0.23,0.089442719
1037,2,296.27564,-14.77443,14.86,0.06,15.01,0.12,-0.15,0.134164079
1038,2,296.08825,-14.75603,14.84,0.04,14.81,0.07,0.03,0.080622577
1039,2,296.17853,-14.69105,14.94,0.11,14.72,0.06,0.22,0.125299641
1041,2,296.11932,-14.89223,14.71,0.04,14.82,0.06,-0.11,0.072111026
1042,2,296.38189,-14.77029,14.83,0.04,14.81,0.11,0.02,0.117046999
1043,2,296.14676,-14.75353,14.89,0.08,14.85,0.04,0.04,0.089442719
1045,2,296.37487,-14.91908,14.91,0.04,14.92,0.09,-0.01,0.098488578
1047,2,296.19328,-14.69662,14.87,0.05,14.89,0.08,-0.02,0.094339811
1049,2,296.09436,-14.85173,14.84,0.05,14.88,0.09,-0.04,0.102956301
1051,2,296.27641,-14.87552,14.73,0.03,14.77,0.08,-0.04,0.085440037
1053,2,296.15862,-14.73592,14.91,0.04,14.78,0.05,0.13,0.064031242
1054,2,296.24444,-14.757,14.87,0.03,15.12,0.06,-0.25,0.067082039
1057,2,296.17995,-14.86104,15.02,0.06,15,0.04,0.02,0.072111026
1060,2,296.2866,-14.79251,14.89,0.03,14.79,0.05,0.1,0.058309519
1061,2,296.4196,-14.84131,15.1,0.07,15.57,0.18,-0.47,0.193132079
1063,2,296.26798,-14.68941,14.89,0.03,15.02,0.06,-0.13,0.067082039
1064,2,296.26951,-14.93167,14.91,0.06,14.92,0.09,-0.01,0.108166538
1065,2,296.34393,-14.79628,14.96,0.05,14.91,0.07,0.05,0.086023253
1066,2,296.42735,-14.88016,14.89,0.06,15.05,0.06,-0.16,0.084852814
1067,2,296.29643,-14.64971,14.97,0.07,14.82,0.07,0.15,0.098994949
1069,2,296.35293,-14.7855,14.67,0.05,14.73,0.06,-0.06,0.078102497
1071,2,296.3868,-14.80472,14.72,0.08,14.59,0.08,0.13,0.113137085
1080,2,296.16793,-14.78602,14.86,0.04,14.92,0.06,-0.06,0.072111026
1081,2,296.26797,-14.90182,14.86,0.03,15.14,0.21,-0.28,0.212132034
1082,2,296.16153,-14.88935,14.99,0.04,15.03,0.08,-0.04,0.089442719
1083,2,296.39878,-14.67959,14.97,0.05,14.72,0.07,0.25,0.086023253
1084,2,296.15147,-14.67175,14.97,0.04,15.16,0.05,-0.19,0.064031242
1085,2,296.36966,-14.78604,15.1,0.06,14.78,0.06,0.32,0.084852814
1086,2,296.2648,-14.89141,14.97,0.05,14.88,0.08,0.09,0.094339811
1087,2,296.25808,-14.75052,14.79,0.03,14.78,0.04,0.01,0.05
1089,2,296.33533,-14.63979,14.98,0.08,14.77,0.06,0.21,0.1
1092,2,296.22325,-14.81971,14.8,0.08,14.8,0.05,0,0.094339811
1095,2,296.36672,-14.81647,14.78,0.03,14.88,0.07,-0.1,0.076157731
1096,2,296.43558,-14.88603,14.87,0.05,14.95,0.18,-0.08,0.186815417
1101,2,296.267,-14.87026,14.97,0.05,14.74,0.06,0.23,0.078102497
1105,2,296.14562,-14.92112,14.83,0.03,14.62,0.05,0.21,0.058309519
1106,2,296.22378,-14.73653,14.87,0.08,15.13,0.13,-0.26,0.152643375
1108,2,296.22812,-14.70658,14.79,0.04,14.71,0.07,0.08,0.080622577
1112,2,296.11513,-14.67492,15.24,0.07,14.98,0.07,0.26,0.098994949
1113,2,296.43151,-14.82629,14.81,0.07,14.97,0.15,-0.16,0.165529454
1114,2,296.24382,-14.85026,14.76,0.05,14.56,0.04,0.2,0.064031242
1115,2,296.23639,-14.88749,15.02,0.07,14.72,0.05,0.3,0.086023253
1117,2,296.21608,-14.79618,14.7,0.05,14.64,0.05,0.06,0.070710678
1118,2,296.23459,-14.73234,14.78,0.06,14.89,0.1,-0.11,0.116619038
1119,2,296.25391,-14.93104,14.98,0.04,15.05,0.12,-0.07,0.126491106
1121,2,296.08318,-14.79685,15.24,0.08,14.98,0.09,0.26,0.120415946
1126,2,296.11565,-14.8911,14.92,0.03,14.82,0.05,0.1,0.058309519
1127,2,296.28043,-14.69493,14.96,0.03,14.96,0.07,0,0.076157731
1128,2,296.22276,-14.76122,14.79,0.07,14.65,0.05,0.14,0.086023253
1130,2,296.09131,-14.68537,14.98,0.07,15.09,0.06,-0.11,0.092195445
1131,2,296.23334,-14.81589,14.9,0.06,14.79,0.09,0.11,0.108166538
1132,2,296.08245,-14.74034,14.98,0.08,15.04,0.13,-0.06,0.152643375
1134,2,296.07897,-14.88152,14.87,0.08,15.01,0.08,-0.14,0.113137085
1136,2,296.31705,-14.90934,14.97,0.04,14.68,0.1,0.29,0.107703296
1137,2,296.08051,-14.85869,15.17,0.05,14.86,0.09,0.31,0.102956301
1138,2,296.15742,-14.6636,15.52,0.21,15,0.07,0.52,0.221359436
1139,2,296.22636,-14.82627,14.87,0.08,15.1,0.11,-0.23,0.136014705
1140,2,296.37969,-14.72871,14.92,0.05,15.12,0.18,-0.2,0.186815417
1142,2,296.36338,-14.80113,14.89,0.03,14.61,0.04,0.28,0.05
1143,2,296.35053,-14.84138,14.88,0.02,14.88,0.04,0,0.04472136
1144,2,296.28842,-14.64923,15.06,0.04,14.78,0.05,0.28,0.064031242
1146,2,296.34366,-14.83446,14.84,0.07,14.66,0.04,0.18,0.080622577
1147,2,296.29431,-14.73015,14.96,0.06,14.81,0.06,0.15,0.084852814
1149,2,296.20935,-14.88916,14.83,0.06,14.56,0.06,0.27,0.084852814
1150,2,296.16039,-14.87466,14.97,0.06,15,0.06,-0.03,0.084852814
1151,2,296.35368,-14.80412,14.79,0.04,14.75,0.04,0.04,0.056568542
1152,2,296.26799,-14.71334,15.04,0.05,15.32,0.24,-0.28,0.245153013
1153,2,296.13342,-14.8211,14.86,0.06,15.07,0.07,-0.21,0.092195445
1156,2,296.3326,-14.72259,14.98,0.03,14.96,0.06,0.02,0.067082039
1159,2,296.38215,-14.86245,14.89,0.04,14.92,0.09,-0.03,0.098488578
1161,2,296.27549,-14.90463,14.81,0.04,14.94,0.1,-0.13,0.107703296
1162,2,296.1313,-14.8271,15.13,0.05,14.73,0.06,0.4,0.078102497
1164,2,296.11772,-14.94464,14.78,0.07,14.84,0.08,-0.06,0.106301458
1167,2,296.37077,-14.71413,15.05,0.05,14.83,0.06,0.22,0.078102497
1168,2,296.15709,-14.75433,14.93,0.07,15.06,0.08,-0.13,0.106301458
1169,2,296.21673,-14.82293,14.79,0.05,14.64,0.07,0.15,0.086023253
1170,2,296.35548,-14.70919,14.95,0.05,15.03,0.07,-0.08,0.086023253
1171,2,296.15005,-14.77312,14.92,0.04,14.87,0.07,0.05,0.080622577
1172,2,296.3704,-14.87448,14.99,0.05,15.04,0.08,-0.05,0.094339811
1173,2,296.22385,-14.80525,14.87,0.07,14.62,0.05,0.25,0.086023253
1177,2,296.39144,-14.79798,14.95,0.07,15.07,0.09,-0.12,0.114017543
1178,2,296.16716,-14.76067,14.98,0.04,14.97,0.07,0.01,0.080622577
1179,2,296.40159,-14.84347,15.04,0.07,14.96,0.05,0.08,0.086023253
1180,2,296.2119,-14.84416,14.89,0.06,14.79,0.06,0.1,0.084852814
1183,2,296.40237,-14.8741,15.02,0.04,14.7,0.17,0.32,0.174642492
1185,2,296.17284,-14.92291,14.87,0.05,14.64,0.12,0.23,0.13
1188,2,296.2158,-14.81363,14.73,0.04,14.57,0.05,0.16,0.064031242
1190,2,296.24942,-14.67103,15.17,0.06,14.73,0.06,0.44,0.084852814
1191,2,296.10777,-14.71477,15.01,0.06,15.01,0.06,0,0.084852814
1193,2,296.34546,-14.76026,15.04,0.03,15.09,0.08,-0.05,0.085440037
1196,2,296.2599,-14.7479,15.42,0.04,14.9,0.13,0.52,0.136014705
1197,2,296.19093,-14.84753,14.77,0.04,14.9,0.19,-0.13,0.194164878
1199,2,296.23262,-14.81552,14.86,0.08,14.73,0.09,0.13,0.120415946
1201,2,296.18698,-14.72459,14.88,0.04,14.7,0.06,0.18,0.072111026
1205,2,296.20367,-14.95316,15.01,0.04,14.69,0.14,0.32,0.145602198
1206,2,296.18294,-14.77813,14.92,0.06,14.69,0.05,0.23,0.078102497
1207,2,296.10696,-14.67451,15.07,0.07,14.99,0.08,0.08,0.106301458
1208,2,296.04897,-14.83939,14.94,0.14,14.77,0.1,0.17,0.172046505
1210,2,296.29355,-14.85477,14.91,0.05,14.87,0.06,0.04,0.078102497
1212,2,296.17891,-14.73867,14.94,0.03,15.16,0.15,-0.22,0.152970585
1213,2,296.2327,-14.67549,14.99,0.09,14.82,0.04,0.17,0.098488578
1214,2,296.27429,-14.80432,14.92,0.06,14.59,0.08,0.33,0.1
1215,2,296.30602,-14.82072,14.99,0.03,14.99,0.06,0,0.067082039
1216,2,296.07761,-14.77496,14.86,0.05,15.07,0.12,-0.21,0.13
1218,2,296.25852,-14.82979,14.99,0.03,14.71,0.04,0.28,0.05
1220,2,296.10461,-14.84272,15.11,0.04,14.93,0.06,0.18,0.072111026
1221,2,296.36277,-14.67559,15.21,0.06,14.84,0.07,0.37,0.092195445
1223,2,296.05341,-14.79629,14.96,0.08,15.06,0.09,-0.1,0.120415946
1224,2,296.30551,-14.75566,14.84,0.04,14.57,0.05,0.27,0.064031242
1226,2,296.11041,-14.88274,14.98,0.03,14.97,0.06,0.01,0.067082039
1227,2,296.23829,-14.94965,14.82,0.05,14.81,0.14,0.01,0.148660687
1228,2,296.17108,-14.67146,15.06,0.07,15.17,0.08,-0.11,0.106301458
1229,2,296.06503,-14.82164,14.92,0.07,14.78,0.14,0.14,0.156524758
1230,2,296.19637,-14.77427,14.86,0.04,14.8,0.07,0.06,0.080622577
1233,2,296.08468,-14.94278,15.14,0.09,15.22,0.12,-0.08,0.15
1236,2,296.22038,-14.81564,14.96,0.05,14.68,0.06,0.28,0.078102497
1237,2,296.2829,-14.78793,14.99,0.06,14.64,0.05,0.35,0.078102497
1238,2,296.40382,-14.69345,15.07,0.09,15.21,0.09,-0.14,0.127279221
1239,2,296.22411,-14.8577,14.9,0.04,14.84,0.09,0.06,0.098488578
1242,2,296.2124,-14.77453,14.8,0.03,14.57,0.11,0.23,0.114017543
1243,2,296.24363,-14.80116,14.9,0.05,15.13,0.09,-0.23,0.102956301
1244,2,296.18885,-14.857,14.83,0.06,14.79,0.06,0.04,0.084852814
1245,2,296.0629,-14.77545,14.9,0.06,14.97,0.08,-0.07,0.1
1246,2,296.19774,-14.73561,15,0.04,15.15,0.09,-0.15,0.098488578
1247,2,296.25042,-14.75474,15,0.04,15.08,0.08,-0.08,0.089442719
1251,2,296.24662,-14.78765,14.84,0.04,14.55,0.07,0.29,0.080622577
1252,2,296.31271,-14.7296,15.06,0.05,15.32,0.11,-0.26,0.12083046
1256,2,296.21556,-14.67363,15,0.05,15.07,0.04,-0.07,0.064031242
1257,2,296.41026,-14.84979,14.83,0.05,14.74,0.1,0.09,0.111803399
1259,2,296.07844,-14.96307,15.08,0.15,15.3,0.15,-0.22,0.212132034
1260,2,296.22286,-14.73107,15.35,0.05,15.19,0.1,0.16,0.111803399
1262,2,296.07265,-14.892,14.98,0.09,14.81,0.08,0.17,0.120415946
1263,2,296.08617,-14.79891,15.14,0.04,14.83,0.04,0.31,0.056568542
1264,2,296.22129,-14.79927,14.75,0.06,14.56,0.08,0.19,0.1
1266,2,296.36404,-14.86646,15.01,0.04,15.06,0.09,-0.05,0.098488578
1267,2,296.2131,-14.85081,15.26,0.07,15.12,0.07,0.14,0.098994949
1268,2,296.23901,-14.79064,14.92,0.05,14.93,0.06,-0.01,0.078102497
1269,2,296.17901,-14.78966,14.99,0.06,14.8,0.06,0.19,0.084852814
1274,2,296.2411,-14.82158,14.95,0.04,14.68,0.07,0.27,0.080622577
1275,2,296.0987,-14.76872,15.04,0.07,15.07,0.06,-0.03,0.092195445
1276,2,296.26961,-14.94019,14.92,0.05,14.98,0.09,-0.06,0.102956301
1279,2,296.07843,-14.94082,14.95,0.11,15,0.15,-0.05,0.186010752
1287,2,296.11587,-14.93739,14.59,0.07,14.57,0.09,0.02,0.114017543
1288,2,296.28407,-14.77411,15.08,0.05,15.24,0.1,-0.16,0.111803399
1290,2,296.21223,-14.66666,15.28,0.08,15.15,0.05,0.13,0.094339811
1295,2,296.24224,-14.70437,15.09,0.03,15.4,0.08,-0.31,0.085440037
1297,2,296.03593,-14.71109,15.08,0.1,14.7,0.08,0.38,0.128062485
1299,2,296.11996,-14.71639,15.05,0.04,14.86,0.06,0.19,0.072111026
1301,2,296.23724,-14.87553,14.83,0.04,14.98,0.08,-0.15,0.089442719
1302,2,296.31717,-14.78745,15.04,0.06,14.93,0.04,0.11,0.072111026
1304,2,296.36998,-14.83565,15.07,0.06,14.87,0.06,0.2,0.084852814
1305,2,296.08169,-14.82299,14.99,0.06,14.93,0.19,0.06,0.199248588
1306,2,296.16446,-14.70819,15.71,0.14,15.7,0.11,0.01,0.178044938
1307,2,296.22766,-14.81381,14.85,0.05,14.69,0.04,0.16,0.064031242
1308,2,296.18457,-14.67809,15.68,0.12,15.05,0.08,0.63,0.144222051
1309,2,296.13229,-14.94146,14.89,0.04,14.96,0.08,-0.07,0.089442719
1313,2,296.10463,-14.86455,15.08,0.06,14.9,0.11,0.18,0.125299641
1314,2,296.32086,-14.79499,15,0.08,14.98,0.07,0.02,0.106301458
1317,2,296.27647,-14.92703,14.83,0.04,14.78,0.07,0.05,0.080622577
1319,2,296.39895,-14.86536,15.34,0.05,15.49,0.07,-0.15,0.086023253
1321,2,296.22862,-14.84876,14.92,0.06,14.97,0.1,-0.05,0.116619038
1322,2,296.35912,-14.8785,15.1,0.06,14.94,0.06,0.16,0.084852814
1325,2,296.33632,-14.92062,15.16,0.04,15.01,0.1,0.15,0.107703296
1326,2,296.14505,-14.79322,14.99,0.09,14.84,0.05,0.15,0.102956301
1328,2,296.41998,-14.84558,15.15,0.09,15.18,0.14,-0.03,0.16643317
1329,2,296.38511,-14.87414,15.06,0.04,15.02,0.08,0.04,0.089442719
1330,2,296.2487,-14.72705,15.06,0.04,15.31,0.1,-0.25,0.107703296
1331,2,296.14939,-14.7896,14.97,0.04,14.87,0.06,0.1,0.072111026
1332,2,296.13826,-14.72316,14.96,0.05,14.74,0.05,0.22,0.070710678
1333,2,296.15382,-14.88829,14.94,0.06,14.66,0.06,0.28,0.084852814
1336,2,296.26212,-14.70753,14.97,0.05,14.67,0.06,0.3,0.078102497
1337,2,296.10581,-14.69433,15.09,0.08,15.06,0.09,0.03,0.120415946
1339,2,296.27995,-14.65181,15.18,0.05,15.33,0.07,-0.15,0.086023253
1341,2,296.30022,-14.86826,15,0.04,14.84,0.07,0.16,0.080622577
1343,2,296.20142,-14.86709,14.94,0.07,15.02,0.07,-0.08,0.098994949
1344,2,296.22554,-14.88011,14.91,0.05,14.74,0.04,0.17,0.064031242
1345,2,296.24019,-14.77731,14.77,0.05,14.92,0.05,-0.15,0.070710678
1346,2,296.22772,-14.76104,15.14,0.06,14.84,0.09,0.3,0.108166538
1347,2,296.0513,-14.72687,14.9,0.05,14.64,0.07,0.26,0.086023253
1348,2,296.12649,-14.86251,15,0.03,14.96,0.07,0.04,0.076157731
1350,2,296.23364,-14.85631,15.04,0.05,14.66,0.06,0.38,0.078102497
1351,2,296.17167,-14.71605,15.01,0.04,14.89,0.06,0.12,0.072111026
1352,2,296.40909,-14.71209,15.13,0.05,15.16,0.16,-0.03,0.167630546
